name,rms_sigma,rms_mond,wins,delta_rms,R_d,R_max,R_min,n_points,V_flat,V_max,V_inner,V_bar_max,V_bar_outer,dV_dR_inner,dV_dR_outer,g_inner,g_outer,g_mean,g_min,g_max,g_range,g_inner_norm,g_outer_norm,gas_fraction_inner,gas_fraction_outer,bulge_fraction,disk_fraction,V_ratio_outer_inner,flatness,mean_residual,residual_trend,W_inner,W_outer,W_mean,h_inner,h_outer,h_mean,M_bar_est,rms_quartile,mass_proxy,surface_density_proxy,dynamical_time,acceleration_contrast
NGC1003,4.760847010680262,8.101431111469767,True,-3.3405841007895045,16.13,30.24,1.25,36,113.0,115.0,47.0,59.34925146958469,41.28137740733954,15.06024096385542,2.5974025974025987,4.219216331821128e-11,1.876792795144172e-12,9.070643464277114e-12,1.5033803462301555e-12,4.219216331821128e-11,28.064862909782914,0.43925792864257296,0.019539081451424467,0.0025820817840074605,0.7043243403118102,0.0,0.6331282807869735,2.4468085106382977,0.008992979741786217,-1.874301272202865,-0.024218961330842968,0.32746779720882263,0.9217497488456697,0.8040222737705498,1.0483385707359332,7.0168800141320204,4.590293625281932,13309850105.882626,Best,386134.56,49.07814644574518,0.1427433628318584,22.48099173620823
NGC1090,16.243142033180295,18.293757376899997,True,-2.050615343719702,18.8,30.09,0.35,24,162.0,176.0,20.9,121.39243942684406,92.5666393241036,56.666666666666664,-1.6393442622950836,1.0999874085732807e-10,9.635231112762807e-12,4.422562730528065e-11,9.033179032787142e-12,1.4600952750134767e-10,16.163692424492684,1.1451846803367347,0.10031132152822954,0.0005659473423200338,0.3074748275377667,0.0,0.891273856538211,7.6555023923444985,0.006055598869674111,-8.248052546806505,-0.7176633775957818,0.10472416920592618,0.9095549629357942,0.7451789088487132,0.4356097064763449,2.8695212314136636,1.5387085423121707,58675371946.11313,Fair,789681.96,74.25305568130375,0.11604938271604939,11.416305386969283
NGC1705,19.25150866884327,17.056308277302186,False,2.1952003915410856,3.34,6.0,0.22,14,71.5,73.2,50.2,35.42210679787412,19.86483351508487,27.27272727272727,-0.6818181818181748,8.602386142697227e-11,2.313201367991321e-12,1.8481512753413894e-11,2.1264468567725214e-12,8.602386142697227e-11,40.45427288859575,0.8955848719882495,0.02408248265853818,0.054079802312608255,0.4790060831111041,0.0,0.6948383045655077,1.4243027888446214,0.0022371364653243817,19.104771379695705,-0.9113274605958108,0.29271764667544237,0.9186142231154695,0.7847179025245952,0.5574467546600194,6.292372646357106,3.6168522243997816,549196666.2011156,Fair,30673.5,458.26759654344005,0.046713286713286714,37.188228667559315
NGC2366,10.04834589063961,11.340451753431852,True,-1.2921058627922424,3.69,6.06,0.12,26,49.4,53.7,4.2,28.56495930331426,28.07294056164193,21.708333333333336,1.6666666666666654,2.049484229855261e-12,4.3927216848433205e-12,6.670350463022298e-12,2.049484229855261e-12,9.115765546094468e-12,4.447833954174043,0.021336952808088595,0.04573213783410696,0.02788007352117686,0.8810011696725594,0.0,0.2750610209699143,11.761904761904761,0.013748483623129793,-8.744766919847269,-0.8697516178639707,0.16966364775436887,0.9116508427084827,0.7684204684244114,6.702931116634899,4.4716601872082,3.700049482003839,1091492693.5714607,Good,14788.581599999998,179.22606326334264,0.07469635627530365,0.4665636425195834
NGC2403,10.624704507450293,6.409403674212238,False,4.215300833238055,8.45,20.87,0.16,73,134.0,136.0,24.5,75.84522430581903,51.70089050261686,107.99999999999997,-2.0,5.455120908943618e-11,4.254655025508893e-12,4.7096653936955413e-11,4.108756689328531e-12,1.1806059913433942e-10,28.733898855819895,0.5679265822151139,0.04429474117026576,0.0,0.5946874429953852,0.0,0.79702357839967,5.469387755102041,0.00758782665713212,9.931583379610915,-0.41664387666875197,0.10632223443250666,0.9394612744184448,0.7088582548774889,0.8463074785156676,4.549889243058718,1.6804238759933139,12838851637.559696,Good,374741.72000000003,251.475788662862,0.06305970149253731,12.821535180260916
NGC2683,18.067992073428368,14.216966846576474,False,3.8510252268518936,17.31,34.62,2.89,11,155.0,212.0,189.0,171.89817311420157,77.59004806957533,7.9861111111111125,-1.3888888888888893,2.9675950357345485e-10,6.227125217122887e-12,6.356291500938092e-11,5.1173746683275095e-12,2.9675950357345485e-10,57.99057579468644,3.0895302490547976,0.06482990937539095,0.002228558504105766,0.04551706886336965,0.15054756232302582,0.8660171755029966,0.798941798941799,0.044312171034206586,-0.699358525266118,-0.879130052873256,0.5119600180059695,0.9262883177508389,0.8172462782024419,0.1391170466268139,3.6883493669359764,1.8763125086593375,44001978052.29137,Fair,831745.4999999999,80.18059239190472,0.1116774193548387,47.655939655340084
NGC2841,67.22239208801096,55.503798047186756,False,11.718594040824208,22.51,63.64,3.44,50,288.0,323.0,285.0,231.30419386599976,109.36459833867787,36.36363636363635,2.403846153846156,5.039792432817375e-10,6.303121593417919e-12,1.2647977918851712e-10,6.000629869571753e-12,5.039792432817375e-10,83.98772366170037,5.246871956130183,0.0656210992128006,6.0727121658298774e-06,0.38848415040410744,0.551676443604016,0.5439846941565045,1.0315789473684212,0.012297047291234802,64.67611798927514,-0.8670915422371952,0.4898486158723667,0.9467057365561075,0.7816539878991603,0.06988551386802609,3.663324905970095,1.2649741160159658,174352443966.6019,Poor,5278556.16,163.6944614773117,0.07815972222222223,79.95708726419328
NGC2903,23.476941936316084,23.583991505916615,True,-0.10704956960053025,12.48,24.96,0.32,34,180.0,216.0,44.0,213.10903441665724,91.6194115380515,62.5,-2.0833333333333317,1.9813650660239797e-09,1.1358790992642308e-11,2.727055675047845e-10,1.0516933444775414e-11,1.9813650660239797e-09,188.39760434238357,20.627771755206258,0.1182551121088972,5.11080838203035e-09,0.11179970596331712,0.0,0.9692086652894041,4.090909090909091,0.010326969371376062,-0.588668292542287,0.32538907168031356,0.1387531655416342,0.9262883177508389,0.72349066484639,0.010180334865845825,2.6004538194633486,0.9248629380445298,47005550753.08927,Poor,808704.0,208.02514792899407,0.06933333333333333,174.43450339982618
NGC2915,21.356573745210312,20.623427460242997,False,0.7331462849673152,5.35,10.04,0.34,30,85.3,86.5,13.5,35.39985451947508,23.157864176642395,53.93939393939394,3.529411764705892,9.714370401433419e-11,1.7922980246048514e-12,1.1430735053747189e-11,1.7276585492120944e-12,9.714370401433419e-11,56.228531997041294,1.0113523187749327,0.018659415774926393,0.01633167875145226,0.7308154875155183,0.0,0.6401249988487513,6.407407407407407,0.01869941897435629,17.459363260180087,0.3356092995620014,0.2853596375095305,0.9218215496904406,0.7982313105260165,0.4943796801817464,7.1865752136223,4.730735453189862,1249384740.1261322,Fair,73051.94359999998,254.20875185605732,0.0627198124267292,54.20064223735977
NGC2955,15.999555634679126,20.770860778781977,True,-4.7713051441028504,16.88,35.43,0.75,24,254.0,276.0,169.0,252.59988169039192,175.6529673598418,42.5,-3.9548022598870065,8.663160756102832e-10,3.291329115377902e-11,2.7826288648416443e-10,2.5312266554280184e-11,8.663160756102832e-10,34.225148259739434,9.019120495252867,0.3426566205667553,0.0,0.19280123096762303,0.6817784060445418,0.4791352714309213,1.3431952662721893,0.053095123315179245,-1.1040378969431213,-0.6165441627054183,0.21824305706356045,0.92951784813541,0.7287196401437864,0.033234435441308066,1.2723467319427397,0.40789645686245707,227952415157.9556,Fair,2285801.88,226.4240470789066,0.06645669291338582,26.321162218710995
NGC2976,2.837157396136675,5.419915465635696,True,-2.582758069499021,1.56,2.27,0.11,27,83.9,88.7,6.8,64.20776393863908,61.34340887049559,44.99999999999999,-20.000000000000043,2.1470511989630593e-11,5.848752004212844e-11,4.882448993647413e-11,2.1470511989630593e-11,7.687698153942804e-11,3.580584458188821,0.22352711692765814,0.6089070785819918,0.01541632022479618,0.2340199480593743,0.0,0.8431928011839575,12.544117647058824,0.03371390723337074,-1.1433378525223343,0.786890562233454,0.30702097415021223,0.9014082856112456,0.7459557559831026,1.7287066103340996,0.7965142064573519,1.015261117197814,1901848732.9070761,Best,15979.006700000002,2892.509040105194,0.018593563766388557,0.3670956124343352
NGC2998,36.474470054932546,27.70929006207592,False,8.765179992856627,27.44,42.28,0.33,13,213.0,214.0,90.0,157.5831012513715,118.55587592940519,53.03030303030304,-2.0080321285140545,9.748785325713389e-11,1.2494530528295367e-11,7.646817475572957e-11,9.665864003578282e-12,1.7302138021349427e-10,17.900249801718928,1.0149352183384366,0.13007917033852368,0.0,0.29821251347206057,0.0,0.8852668820474633,2.2555555555555555,0.019499299509445078,20.900284033590232,-0.9486081743524813,0.07025444570121264,0.9063778630051571,0.6120034924202099,0.4926287465324064,2.4535067142091287,1.143069451093786,123959979489.03542,Poor,1918201.32,60.254708922302775,0.12882629107981222,7.802442279552714
NGC3109,5.585632296595613,5.055238482320092,False,0.5303938142755209,4.64,6.45,0.26,25,66.3,67.3,6.1,21.72169537582184,21.5416974515864,19.615384615384613,4.230769230769212,6.06236602024029e-13,2.433365377102176e-12,2.885516216377418e-12,6.06236602024029e-13,4.035960240107219e-12,6.657401131229038,0.006311461966621821,0.02533349681823733,0.20558365198799392,0.8110069074201702,0.0,0.2700052996463197,11.032786885245901,0.014516574611297375,4.5929315810738895,0.9392639415924157,0.26039607911564266,0.8972690964908322,0.7563191150795973,12.508424049910326,6.127555933151344,5.9553510163501775,684323635.9619805,Best,28352.2005,204.169608353151,0.06998491704374057,0.2491350488211427
NGC3198,12.586154531739462,10.907210377442794,False,1.6789441542966674,18.13,44.08,0.32,43,149.0,157.0,24.4,101.32139014048317,65.64521024971937,59.06249999999999,-0.5235602094240847,2.0274821775761506e-10,3.3228242494840863e-12,4.021924293008524e-11,3.078561316371695e-12,2.0274821775761506e-10,65.85810608332088,2.1107891884212333,0.0345935544016464,0.0,0.5365495980934917,0.0,0.8725539212129154,6.106557377049181,0.0050156265238256595,0.7100747076148816,-0.7394491580412422,0.09982907022463952,0.9385617016491918,0.6862039843624625,0.22126207892159555,5.196759732995696,1.9968736567332515,42914280707.53122,Good,978620.08,67.54246845650204,0.12167785234899328,61.01683463670836
NGC3521,12.579711333048435,7.258315799664189,False,5.321395533384246,4.98,17.74,0.51,41,206.0,220.0,143.0,200.33238030832658,121.3069800997893,94.44444444444447,0.0,1.215319672651952e-09,3.169414704439388e-11,3.9596106398125194e-10,2.309554715224811e-11,1.215319672651952e-09,52.62138474747733,12.65255820189829,0.32996424657857043,0.0007312848539371482,0.1344227607838302,0.0,0.9897345530501618,1.4405594405594406,0.009439266831534406,11.89702939994127,0.1955245699103134,0.39152716285102224,0.9572325537089048,0.7900728950198768,0.020591917589647325,1.3089606527293383,0.2468939560384412,52144240297.57041,Good,752814.6399999999,1711.101433847841,0.0241747572815534,38.34523992551868
NGC3726,19.25453989936977,25.488526286798294,True,-6.233986387428523,13.94,32.52,3.5,12,167.0,169.0,102.0,131.3799512863359,84.27091918070568,13.2183908045977,-0.8196721311475393,8.845261040644382e-11,7.748364816534006e-12,4.1668220461704724e-11,6.4518754200017696e-12,8.845261040644382e-11,13.709596768131577,0.9208703080032111,0.08066736597525118,0.0,0.2336085937497308,0.0,0.8963212311965744,1.6372549019607843,0.05403188107164127,-17.223807496659433,-0.028800279770601588,0.6120357808531278,0.9361339076607055,0.8321004786534855,0.5425037212283943,3.258059603292199,1.6043033804420876,48950587080.98288,Fair,906950.2800000001,143.51833745360832,0.08347305389221557,11.415648656307123
NGC3741,2.2245893140838127,2.718463850019089,True,-0.4938745359352765,2.57,7.0,0.23,21,50.1,51.6,13.1,14.276288032958707,13.886012425020866,17.500000000000007,3.2608695652173916,1.03246780692609e-11,9.60799714082432e-13,2.7865771893163235e-12,8.634635681881307e-13,1.03246780692609e-11,11.957282796454207,0.10748907725827436,0.010002779166956391,0.08190905059188758,0.952169733314344,0.0,0.22340724027566497,3.938931297709924,0.019621595042393376,1.6738795533341588,0.6677023431146534,0.3599215162205243,0.9447932721406894,0.8133669748237069,2.754091602493716,9.899587320287242,6.918501018576256,303536523.9111789,Best,17570.07,380.0224076064741,0.051297405189620754,10.745921254900678
NGC3769,12.202998476068375,15.475859123654532,True,-3.272860647586157,12.31,37.16,1.74,12,118.0,126.0,87.5,98.8088462638847,47.39459595020359,10.511363636363637,-1.9607843137254923,1.5098645253685537e-10,2.12647039308159e-12,3.351440991894845e-11,1.822046917325859e-12,1.5098645253685537e-10,82.8663911456527,1.5719031966726122,0.02213844720736582,0.017320225791186236,0.4734339531838146,0.0,0.8108535396120141,1.2914285714285714,0.02911108353053013,-10.144680366089228,-0.7870417728226682,0.4703723093479783,0.949917240582437,0.8131905765339226,0.3101219336494515,6.575317034810201,2.9502047456587253,18050191940.47363,Good,517415.83999999997,91.88569588368712,0.10432203389830509,71.00331752940716
NGC3877,19.54227845599201,23.017641831338484,True,-3.475363375346472,8.72,11.35,0.87,13,170.0,171.0,37.8,145.66874029797881,141.47418943323032,48.62068965517241,-1.1363636363636376,1.9326243286328327e-10,6.245049156091162e-11,9.071173783291103e-11,5.4015176254278944e-11,1.9326243286328327e-10,3.577928394669887,2.0120337348833788,0.6501651351429089,0.0,0.04513627711872294,0.0,0.9685148129401818,4.470899470899472,0.005261336417646564,-3.2377796102512564,-0.3113162534627045,0.385325544745426,0.8910465139272009,0.7591789050553306,0.23405748778461458,0.7515549758334943,0.5732709140156008,49920437017.159325,Fair,328015.0,380.07112195943097,0.05129411764705883,3.094650306711887
NGC3893,12.712898547180158,6.692916811031235,False,6.019981736148923,10.9,19.05,1.74,10,179.0,194.0,145.0,152.06377099756537,99.78434710939734,16.477272727272727,-5.142857142857143,3.865135260464389e-10,1.9035670340389583e-11,1.0246421916557785e-10,1.5474822541219936e-11,3.865135260464389e-10,24.976927846305927,4.0239494136157425,0.1981782508040613,0.015420938830136083,0.19076596645730678,0.0,0.9055864068424015,1.1517241379310346,0.04297510650478569,9.263113343231305,-0.39948076313483116,0.5007498470380146,0.9165356506750064,0.8026705224008619,0.09922668578446203,1.8747811252321713,0.9925031421774035,40289000687.05194,Good,610381.05,269.6826866425385,0.06089385474860336,20.30469739887965
NGC3917,9.162714594531504,6.686012951428012,False,2.4767016431034925,10.47,14.86,0.87,17,137.0,138.0,24.3,80.95769358127738,72.80741201383738,29.080459770114942,-1.0869565217391306,2.3655395892462068e-11,1.2369885503224085e-11,2.1950762099692153e-11,1.072031180628183e-11,2.9870410509417074e-11,2.786337846247511,0.24627370070066915,0.12878150481908868,0.0,0.1875592469292127,0.0,0.8942802678338846,5.637860082304527,0.002915451895043732,5.315448655199941,-0.41099297451323547,0.3430122919909501,0.8991699905372968,0.7663500503109857,1.61687911470306,2.4686718643138708,1.777038613083133,16983058050.981628,Good,278907.33999999997,171.21734997614502,0.07642335766423358,1.9123374978932932
NGC3949,5.706350995126026,9.523289234749647,True,-3.8169382396236218,5.24,7.07,1.74,7,161.0,169.0,123.0,143.2911234166304,125.26779817074377,25.287356321839084,4.166666666666667,2.400105891642643e-10,8.504999809426453e-11,1.4848559728083553e-10,6.516004339532187e-11,2.400105891642643e-10,3.6834013094211002,2.498723600718367,0.8854460889379498,0.002082015442843095,0.11191092468744857,0.0,0.9386535341314587,1.3739837398373984,0.03698027051571767,2.272456582257521,0.6495917769259415,0.6759980552942976,0.8944869855102285,0.8168921079788803,0.18081366785048686,0.5636439100584104,0.3878274627166162,23366359300.09615,Best,183261.47,944.0373521356563,0.032546583850931676,2.8219940569340207
NGC3953,17.885661857515508,10.498213789985671,False,7.387448067529837,12.19,15.68,3.5,8,223.0,224.0,181.0,176.02868573047976,167.41446947321882,12.643678160919539,-5.1724137931034475,1.9287554115359696e-10,6.643570452626074e-11,1.0866379656653703e-10,5.235588883965769e-11,1.9287554115359696e-10,3.6839321311932487,2.0080058482418695,0.6916547449350477,0.0,0.04162579298373308,0.0,0.9817032389123403,1.1878453038674033,0.015461161586548464,13.155013333347618,-0.9538672000752909,0.6433706733638,0.8898928557027748,0.8059697757626714,0.23460584989421268,0.7107937304034614,0.5070047773092335,92348216337.55086,Fair,779750.72,334.6588504005153,0.054663677130044844,2.9031910255028155
NGC3972,10.655445586079349,6.996658099559345,False,3.658787486520004,6.98,8.72,0.87,10,130.0,134.0,39.6,79.20757034526434,74.99626421010716,38.39080459770115,0.0,4.324826431567106e-11,2.3572024437963785e-11,3.157426137909716e-11,1.92271435589552e-11,4.324826431567106e-11,2.2493338224193904,0.45025287889157584,0.24540572974277736,0.0,0.15651550255915547,0.0,0.8996752463500355,3.3838383838383836,0.05474284387492211,9.349330620712085,0.11911843799198542,0.4391939724304378,0.8869990201338988,0.7604313725514305,1.0276092728628345,1.6208648017118532,1.3469813678242755,10488625929.56074,Good,147368.0,346.8772834377386,0.0536923076923077,1.8347284693128785
NGC3992,30.547949898076897,19.652835071275064,False,10.895114826801834,27.52,46.02,9.19,9,242.0,272.0,248.0,174.8140879620404,123.21984030330934,3.4782608695652177,-0.8733624454148461,8.387059552177443e-11,1.2132888134967641e-11,3.7266865000467736e-11,9.464520730230005e-12,8.387059552177443e-11,8.861578722511418,0.873167459678755,0.12631415152675032,0.0,0.1368263837749194,0.0,0.9283193833251956,0.9556451612903226,0.038592819580041654,23.106660557817154,-0.9470132652558424,0.6772319750950566,0.9130962520326633,0.8374126837161586,0.5713136810220573,2.4981266622440486,1.5559882059538617,143801267314.46594,Poor,2695115.2800000003,77.32748276095188,0.11371900826446281,6.912665359540803
NGC4010,7.368176347098917,11.464004296744218,True,-4.095827949645301,7.85,10.47,0.87,12,127.0,129.0,39.3,77.65201414000799,74.88597871665952,17.58620689655173,-2.298850574712641,1.997456998979448e-11,1.9140254098521185e-11,2.9742259061946494e-11,1.6117206461568747e-11,4.5104908336499284e-11,2.7985562165534894,0.20795303082873998,0.19926706070034633,0.0,0.221919393044363,0.0,0.8590770826014781,3.1043256997455475,0.01972921088392823,-2.9799828517395475,0.13567475864460216,0.4105000625220373,0.8933930153780903,0.7654128146754288,1.8153790739124342,1.8679546883700624,1.4529942527424462,12675175773.209204,Best,168870.63,261.7388129335876,0.06181102362204724,1.0435895932717925
NGC4013,9.02129219171278,13.495110498629801,True,-4.473818306917021,17.88,31.01,5.49,36,178.0,198.0,198.0,166.75022479744968,83.1098440701798,-4.411764705882355,-5.714285714285691,1.5130417361679227e-10,7.391117721844802e-12,4.0564213706946404e-11,7.012740700165085e-12,1.5130417361679227e-10,21.575612173031075,1.5752109555662863,0.0769481061296906,0.0,0.10655778461361592,0.3169367326042312,0.724015414363866,0.8585858585858586,0.02198494266401963,-4.253654670517955,-0.23500474988757156,0.658613713812701,0.9159464671866374,0.8419347516545007,0.3093982314486897,3.347389545961728,1.7767338037717382,48379588647.87794,Good,982520.8400000001,99.10714732569605,0.10044943820224718,20.47108154827592
NGC4051,17.45566684068095,24.14197209701254,True,-6.68630525633159,8.72,12.19,1.74,7,154.0,161.0,121.0,141.35897017876155,133.37952010776976,-2.840909090909091,-0.5813953488372097,2.6594892767485345e-10,5.702095902639866e-11,9.642826385718244e-11,4.203776283057679e-11,2.6594892767485345e-10,6.326429138170302,2.768764763591698,0.5936388746470834,0.0,0.06675510771268571,0.0,0.9622046318986986,1.2644628099173554,0.048823784529303846,-12.155651750783445,-0.8585434687086019,0.5562960218368531,0.8977869813554485,0.7915082367717478,0.15946226905879257,0.8144209150567644,0.6451857356054953,44814428756.031044,Fair,289098.04,311.89504250483964,0.056623376623376624,4.664055677347142
NGC4068,9.700647454653108,11.341692433894323,True,-1.6410449792412152,1.91,2.33,0.21,6,30.4,41.9,4.68,25.49560060088799,23.458895366188262,19.58139534883721,14.047619047619039,3.7402709625651945e-12,9.447817195914534e-12,8.136098486223445e-12,3.7402709625651945e-12,9.908264141724322e-12,2.6490765618031387,0.03893954579165205,0.09836017604434696,0.03491864417967589,0.5098112948205841,0.0,0.5666924816757629,8.952991452991453,0.35167290410534163,-9.41360694066861,-0.6152381494352156,0.4085714863457193,0.8845909021234748,0.7400955141894195,4.877690971343661,2.902990223860603,3.305789048343401,352096211.00401926,Good,2153.2928,253.32638907924672,0.06282894736842105,0.3958873129110265
NGC4085,15.425987830879121,22.0936301293116,True,-6.667642298432478,4.45,6.2,0.87,7,130.0,136.0,42.2,112.23834883853202,107.54436207627312,43.333333333333336,3.4090909090909096,1.6736764475830782e-10,7.259967232080639e-11,1.1000213516024426e-10,5.3873647899985375e-11,1.6736764475830782e-10,3.1066699821222477,1.742445970448453,0.7558271293949598,0.0,0.052519133400039955,0.0,0.9650558742813619,3.2227488151658767,0.06549398876418866,-11.81620508143064,0.7792542070940319,0.5512471344093391,0.8974790180492134,0.7903283744555331,0.27623726127039483,0.6550991060762161,0.49413567555471183,14856982799.5359,Fair,104780.0,853.4275975255649,0.03423076923076923,2.3053498646486563
NGC4088,30.11183789743678,40.44128543059767,True,-10.329447533160888,13.94,21.48,1.74,12,171.0,182.0,84.9,189.42448284210784,126.3003837023128,29.034090909090907,1.363636363636364,1.7507593060242408e-10,2.7126806163831982e-11,9.389319470140066e-11,2.1332939290916752e-11,1.8126881929224824e-10,8.497132852641165,1.8226960786909454,0.28241416768194705,0.0,0.17004558698169167,0.0,0.9164458370759184,2.049469964664311,0.01801773679714765,-28.71735984343158,-0.6074689025561504,0.4395471252631721,0.906381894159428,0.7841862433037576,0.26240901464003547,1.4673322158314166,0.7606491290568159,70613885579.51686,Poor,628096.68,150.47580427698952,0.08152046783625731,6.4539824388118285
NGC4100,18.366095205622994,10.536063150169438,False,7.830032055453556,13.94,22.76,2.61,24,158.0,195.0,120.0,147.9860332936862,86.10312665787444,31.460674157303366,1.2345679012345645,9.924067286944132e-11,1.0995516468096328e-11,4.708330385192498e-11,1.0045471170898225e-11,1.0473751157489661e-10,10.426341362495933,1.03318362874535,0.11447310136019005,0.004078928449616736,0.15384563942374294,0.0,0.9319630704077788,1.325,0.02691650018070188,12.140390060404192,-0.923407310198304,0.5405271175678824,0.9111792438898583,0.8147401530135059,0.48387661954730526,2.6520315388055256,1.3677417423007874,37332380627.26026,Fair,568180.64,128.4661255761009,0.08822784810126581,9.02555811338101
NGC4138,14.37434886126347,9.99966873219681,False,4.374680129066661,10.65,18.58,2.61,7,150.0,195.0,179.0,171.3828461952946,84.98440248311762,6.083650190114068,1.1764705882352955,3.646685186840584e-10,1.5168901718089384e-11,9.059706927190308e-11,1.0786312783102553e-11,3.646685186840584e-10,33.80845021065353,3.7965234669343286,0.1579217519191473,0.002471408224209597,0.06901227169372998,0.36805298042661067,0.7125850457880786,0.8379888268156425,0.08516950140355047,4.41299739091085,-0.6478778069775166,0.6062717567340541,0.9163995002763909,0.8222825995758398,0.10699916340419793,2.1732005737356173,1.3193483066489886,26713776441.982487,Fair,418049.99999999994,198.37333862328902,0.07100000000000001,24.040535396783532
NGC4157,13.469129743906448,22.00233964627243,True,-8.53320990236598,17.42,29.61,1.74,17,185.0,201.0,96.4,182.02349285188438,102.89006713959789,34.43181818181818,0.5747126436781614,2.2290769716405565e-10,1.2390414098126452e-11,7.727302399656134e-11,1.0766386145841063e-11,2.369969461161004e-10,22.012673789120015,2.3206672906602703,0.12899522574178107,0.00274308337916021,0.1921272523972667,0.05168124268659498,0.8717673072798272,1.9190871369294604,0.004040666724377907,-12.18915539534817,-0.24682156068265276,0.38559735305154363,0.9143833583785341,0.7939567805214964,0.19768248655395346,2.466159016205581,1.2032580909052801,67720105325.68353,Good,1013402.25,112.78391228525741,0.09416216216216217,17.990334737703513
NGC4183,11.862353649887602,10.275692329855053,False,1.5866613200325492,13.12,21.02,0.87,23,110.0,115.0,47.1,66.98037735038524,51.086850071119756,21.609195402298855,0.9523809523809518,2.879160614119382e-11,4.251024506484994e-12,1.3005733702157111e-11,3.843407707254086e-12,2.879160614119382e-11,7.491166260309114,0.29974621544031654,0.044256944239724226,0.008085352342837568,0.49543220353432244,0.0,0.6645252366736047,2.3991507430997876,0.013264384888717569,-1.435133338849655,-0.9147814774883123,0.29410642633533596,0.9096372401062799,0.7732909778689769,1.4052855617338809,4.5519964620027356,2.7642243436249,12182957750.089836,Good,254342.0,70.29390987507438,0.11927272727272727,6.772862893938118
NGC4214,17.43224506463486,15.415590739619715,False,2.0166543250151445,3.14,5.63,0.21,14,80.4,80.6,55.5,43.786930698554336,26.045438141609186,18.33333333333334,0.0,8.500958244606984e-11,4.244619679262017e-12,2.691301094721974e-11,3.7451715706870774e-12,8.500958244606984e-11,22.698448079502604,0.8850253261110511,0.044190264294492215,0.05312652757757983,0.2634949842455606,0.0,0.8277866213241192,1.452252252252252,0.00227932141007502,16.88159109056793,-0.044191407859337326,0.2958802807695703,0.9184719107761952,0.7850995390194971,0.5639037219841144,4.555720386640753,2.5075061827820067,851646499.6055624,Fair,36393.2208,655.6209176842874,0.0390547263681592,20.02760880118472
NGC4217,44.25330772581677,52.348719997292264,True,-8.095412271475496,10.47,16.72,0.87,19,178.0,191.0,47.8,234.50096667178155,129.30438086199624,58.73563218390806,1.0752688172043015,6.235185032888614e-10,3.44782184261235e-11,2.1663840878837116e-10,3.079068968283994e-11,6.350352662375875e-10,20.62426248904392,6.491381922262474,0.358948904679848,0.0005593431613352434,0.06037914002112488,1.23432542165257,0.11337035673406327,3.7238493723849375,0.01245584868642063,-35.19393668053268,0.8441857753926741,0.3430122919909501,0.9093701550401863,0.7811506733551125,0.05239254324083072,1.2282324176228236,0.5297429618169188,61753676874.64648,Poor,529756.48,289.0324746467142,0.05882022471910113,18.084417691850142
NGC4389,39.45455721052852,47.32576226996019,True,-7.8712050594316665,4.45,5.32,0.87,6,83.5,110.0,27.3,110.16868225589342,104.6300240762945,29.195402298850578,16.206896551724128,1.4008906742351447e-10,8.189008332524027e-11,1.0343770853514557e-10,6.283987593741321e-11,1.4008906742351447e-10,2.2293021005171836,1.4584517299534256,0.852548567053132,0.003940960123439192,0.035719193746467356,0.0,0.9730215839309656,4.029304029304029,0.24321977489409316,-38.966459004411085,0.6284202224654752,0.5512471344093391,0.8825130459498636,0.7724699338565864,0.3368156668955887,0.5846161831657769,0.4928180814422603,12759376173.839548,Poor,37092.37,352.0893826537053,0.053293413173652694,1.7106963594984648
NGC4559,15.213526112106049,18.62500429975329,True,-3.4114781876472406,12.43,20.97,0.67,32,121.0,124.0,43.8,83.96664635437098,69.94708165226724,31.384615384615394,-1.5384615384615419,8.412576779098676e-11,7.811025163396863e-12,2.7427997998134362e-11,7.41494183123068e-12,8.412576779098676e-11,11.345438670423682,0.8758240298473875,0.08131971589064703,0.0019889603387648574,0.5522900636037839,0.0,0.7602627222839583,2.71689497716895,0.009653893865637914,-12.941035650119963,-0.9381857140003842,0.2529928733470993,0.913793340142652,0.7822611229526293,0.5696386869041883,3.243007492439454,1.9378460554371797,23392436937.85095,Fair,307021.76999999996,94.76074868822931,0.10272727272727272,10.770131452809467
NGC5005,15.01895672120018,10.866921289898489,False,4.152035431301691,8.19,11.47,0.49,18,265.0,265.0,211.0,257.5937900649005,208.9826881040009,44.89795918367347,1.2195121951219507,2.980612752126126e-09,1.3400559172421462e-10,6.882125106449094e-10,1.1469200153574854e-10,2.980612752126126e-09,25.987973984367986,31.03082849083137,1.3951173397618595,0.09193258274499365,0.06861846987638642,0.48914630172691254,0.5822882105968564,1.2559241706161137,0.0018514661699041406,5.5687434760893035,0.8434145232788789,0.2732120110648257,0.8979542702842936,0.7292997227709108,0.0056044776618496776,0.3534824340369552,0.14035105450377047,108250727985.7918,Fair,805480.75,1046.9451861393254,0.03090566037735849,22.24245058564622
