domain,observable,system,radius_kpc,gbar_m_s2,observed_g_m_s2,chi,mean_density_kg_m3,required_enhancement,predicted_enhancement,predicted_g_m_s2,absolute_fractional_error,passes_5_percent
SPARC,dynamics,NGC2403,1.87,8.604536161136537e-11,1.5706584134441635e-10,1.5617700382613473e-07,5.333852225222849e-21,1.8253841741501866,0.14441113931702942,1.242590870324306e-11,0.9208872623297173,False
SPARC,dynamics,NGC2403,1.97,8.536877748430329e-11,1.5542316853799011e-10,1.5323444071956356e-07,5.023286607204307e-21,1.8206090460481021,0.1462878762057599,1.2488417152460821e-11,0.9196489347763601,False
SPARC,dynamics,NGC2403,2.08,8.468595891912604e-11,1.5301479641138517e-10,1.5002329095276949e-07,4.719578307962121e-21,1.8068496639155052,0.14826988860512735,1.2556377695357209e-11,0.9179401078206908,False
SPARC,dynamics,NGC2403,2.18,8.441301446808463e-11,1.4335602052817192e-10,1.4712047089910662e-07,4.488570365419892e-21,1.6982691760448005,0.14988810568496436,1.2652506833778695e-11,0.9117406664389637,False
SPARC,dynamics,NGC2403,2.28,8.176568659214517e-11,1.370684757681644e-10,1.4426778139859328e-07,4.1571085290250455e-21,1.676356935053633,0.15240261722347748,1.2461304635717525e-11,0.9090870124156455,False
SPARC,dynamics,NGC2403,2.37,7.793122673700804e-11,1.3186334377696826e-10,1.4180050289352167e-07,3.811696281316162e-21,1.6920475821837524,0.15530665192104953,1.2103237904624896e-11,0.9082137798272722,False
SPARC,dynamics,NGC2403,2.47,7.400752420452907e-11,1.239609886720002e-10,1.3919226202530748e-07,3.473234005479755e-21,1.6749781863992432,0.15849302807081722,1.1729676611200111e-11,0.9053760643823457,False
SPARC,dynamics,NGC2403,2.57,7.058866335796976e-11,1.2160160496164e-10,1.3671006651263285e-07,3.183881949633914e-21,1.722678956888205,0.16154417173752023,1.1403187156221869e-11,0.9062250275412148,False
SPARC,dynamics,NGC2403,2.68,6.693554095645433e-11,1.166104943102294e-10,1.3411319196533919e-07,2.8951902355927842e-21,1.742131200315415,0.16495819393306055,1.104156594610911e-11,0.9053124162501683,False
SPARC,dynamics,NGC2403,2.78,6.395552609814275e-11,1.1241587221273914e-10,1.3186626398771403e-07,2.6667874441035984e-21,1.7577194508607703,0.16797884720700273,1.0743175546483398e-11,0.9044336414865626,False
SPARC,dynamics,NGC2403,2.88,6.122972764554055e-11,1.1051068629711151e-10,1.2971728426470922e-07,2.4644780913220817e-21,1.8048534681855664,0.17094061712100106,1.046664742987952e-11,0.9052883682059525,False
SPARC,dynamics,NGC2403,2.98,5.888466388653074e-11,1.0875098286726059e-10,1.2765535297388817e-07,2.2905567606529816e-21,1.8468473060629333,0.17374337676954754,1.023082034358568e-11,0.9059243413360849,False
SPARC,dynamics,NGC2403,3.08,5.7024977548091604e-11,1.0947099911486746e-10,1.256656020911383e-07,2.1461967272537227e-21,1.9197026254424367,0.1762821085018853,1.0052483279450257e-11,0.9081721792919581,False
SPARC,dynamics,NGC2403,3.19,5.515730817110746e-11,1.0363382298314096e-10,1.235472599135289e-07,2.0043220395722107e-21,1.878877458298926,0.17899658628786874,9.872969871456203e-12,0.9047321657422371,False
SPARC,dynamics,NGC2403,3.29,5.398658138808647e-11,1.0048385875872939e-10,1.2167365261124382e-07,1.902151268487152e-21,1.861274712625233,0.18110651274227418,9.777321490073305e-12,0.9026975913260903,False
SPARC,dynamics,NGC2403,3.39,5.302640221143636e-11,1.0142014006405684e-10,1.1983662528592897e-07,1.8132078278053257e-21,1.9126347599381965,0.18306342630271544,9.707194873331426e-12,0.904287305586441,False
SPARC,dynamics,NGC2403,3.49,5.204565529177284e-11,1.0631427531475225e-10,1.1803291666789069e-07,1.7286782820265796e-21,2.042711821356546,0.1850391536027992,9.630484003892694e-12,0.9094149494469972,False
SPARC,dynamics,NGC2403,3.59,5.080901759098595e-11,1.0922960836288808e-10,1.1626727255381715e-07,1.6405953300724214e-21,2.149807525156057,0.18723237711329777,9.513093142351662e-12,0.9129073766267953,False
SPARC,dynamics,NGC2403,3.69,4.9947037956591535e-11,1.1016893064170764e-10,1.1453765413737795e-07,1.5690561798464122e-21,2.2057149963017695,0.18912633008158763,9.446299987175917e-12,0.9142562251248743,False
SPARC,dynamics,NGC2403,3.79,4.879938134019389e-11,1.1112709141324266e-10,1.1284253393398236e-07,1.4925546027490511e-21,2.2772233655698457,0.19127654469347555,9.334177045931553e-12,0.9160044870496877,False
SPARC,dynamics,NGC2403,3.9,4.732689402593194e-11,1.1570413032364959e-10,1.1102737798329819e-07,1.4066903827040587e-21,2.444786050406172,0.19386262703292,9.174916005175774e-12,0.9207036431671752,False
SPARC,dynamics,NGC2403,3.99,4.611433141950077e-11,1.1309426272236425e-10,1.095837337560996e-07,1.33973265345417e-21,2.452475385440351,0.196022170165698,9.039431320590774e-12,0.9200717074147101,False
SPARC,dynamics,NGC2403,4.47,4.0677568897344806e-11,1.0094991236291576e-10,1.0243219365088533e-07,1.0548788574705416e-21,2.4817095785069196,0.20702473194239834,8.421262797041248e-12,0.916579790908914,False
SPARC,dynamics,NGC2403,4.97,3.575758430477938e-11,9.546931504377254e-11,9.587161285386725e-08,8.340016393808614e-22,2.66990393506566,0.2185512654420101,7.814865298958892e-12,0.9181426482909636,False
SPARC,dynamics,NGC2403,5.47,3.152281783055891e-11,9.109729863710524e-11,9.009680249798916e-08,6.680251722678162e-22,2.8898843728619186,0.23013453292987152,7.254488958069101e-12,0.9203654875983969,False
SPARC,dynamics,NGC2403,5.96,2.7703380073879085e-11,8.496170536504733e-11,8.511497050620582e-08,5.388174129977312e-22,3.0668353514434825,0.24204559211128718,6.705481033466098e-12,0.9210764307913164,False
SPARC,dynamics,NGC2403,6.46,2.4421705038773477e-11,7.964491021550888e-11,8.064097106868655e-08,4.38226448719161e-22,3.261234630795003,0.2541819178429706,6.207555823750782e-12,0.922059604223874,False
SPARC,dynamics,NGC2403,6.96,2.1961286829676533e-11,7.392329310232578e-11,7.665982688289925e-08,3.657662808472235e-22,3.3660729298627623,0.2653842775673073,5.828180239742127e-12,0.9211590826767597,False
SPARC,dynamics,NGC2403,7.45,1.9943452549500388e-11,6.906122416002516e-11,7.313499532806323e-08,3.103124450607199e-22,3.462851980549137,0.27607945304999826,5.505977471794661e-12,0.9202739664875258,False
SPARC,dynamics,NGC2403,7.95,1.821070295830337e-11,6.47177509424135e-11,6.986014848777479e-08,2.6553067754744936e-22,3.5538304639088487,0.2866859884321178,5.220753377644893e-12,0.9193304263263047,False
SPARC,dynamics,NGC2403,8.45,1.6848342092229505e-11,6.185861438987949e-11,6.6850961116722e-08,2.311296091067993e-22,3.6714956315143215,0.2965323015960879,4.996077658687063e-12,0.9192339222602365,False
SPARC,dynamics,NGC2403,8.94,1.5740852706085206e-11,5.939253677657324e-11,6.410970979590172e-08,2.041013409640012e-22,3.77314608589234,0.3056955674702243,4.811908900451933e-12,0.918981253174053,False
SPARC,dynamics,NGC2403,9.44,1.4740712577223297e-11,5.6246745633746276e-11,6.149341659201542e-08,1.8100959875498116e-22,3.81574129059787,0.3148587303147268,4.6412420459988515e-12,0.9174842563119909,False
SPARC,dynamics,NGC2403,9.94,1.3800676351018065e-11,5.2586045432040416e-11,5.904365257273376e-08,1.6094189421760443e-22,3.8103962512070058,0.32413991067874115,4.473349999725211e-12,0.9149327552020176,False
SPARC,dynamics,NGC2403,10.43,1.3106164005960287e-11,5.0115560076172736e-11,5.6780374448676465e-08,1.4566204794573472e-22,3.8238160344538414,0.3322716335077176,4.354806523280476e-12,0.9131047020793258,False
SPARC,dynamics,NGC2403,10.93,1.2429218339048556e-11,4.857907399657501e-11,5.4588621936397565e-08,1.3181923199579956e-22,3.908457689889909,0.340652720671501,4.234047043017005e-12,0.9128421623821912,False
SPARC,dynamics,NGC2403,11.43,1.1765658566908395e-11,4.791703411339438e-11,5.2511927664644255e-08,1.1932326619963967e-22,4.072618106407052,0.34926023333188694,4.1092766563817406e-12,0.9142418404557918,False
SPARC,dynamics,NGC2403,11.92,1.110911340951533e-11,4.59472902614176e-11,5.0587808358171655e-08,1.080334553410203e-22,4.135999747924276,0.3581065115896981,3.978245849935872e-12,0.9134171824431517,False
SPARC,dynamics,NGC2403,12.42,1.0542668084409153e-11,4.546484568379921e-11,4.872939300948199e-08,9.839749895749395e-23,4.3124610696066705,0.3666627005299409,3.865603150620279e-12,0.9149759975541336,False
SPARC,dynamics,NGC2403,12.92,9.994635945179262e-12,4.4370081154010354e-11,4.6966635471955455e-08,8.967256400695506e-23,4.439389428227397,0.3754056775081017,3.752043078446848e-12,0.9154375430276236,False
SPARC,dynamics,NGC2403,13.42,9.39171788787296e-12,4.271694847316049e-11,4.5302666272534986e-08,8.112368024483721e-23,4.5483636735211865,0.38511667155269946,3.616907133139583e-12,0.9153285226960413,False
SPARC,dynamics,NGC2403,13.91,8.80302896616751e-12,4.121218177640645e-11,4.377220888767783e-08,7.336013514411106e-23,4.6815910676650425,0.39516626801115107,3.4786601037544764e-12,0.9155914597623663,False
SPARC,dynamics,NGC2403,14.41,8.290029694632736e-12,3.9782196287981526e-11,4.2305077761299285e-08,6.668792848018716e-23,4.79880021584699,0.40497956435503435,3.357292614222664e-12,0.9156081632617925,False
SPARC,dynamics,NGC2403,14.91,7.825007983689471e-12,3.9028459370397735e-11,4.0921892115604975e-08,6.083622643465383e-23,4.987657450541784,0.41470407364070483,3.2450626871070616e-12,0.9168539383963392,False
SPARC,dynamics,NGC2403,15.4,7.385839958109225e-12,3.7786644754066895e-11,3.964242641326708e-08,5.55948155621651e-23,5.1160930873650114,0.4245134488276896,3.1353883931063058e-12,0.9170239005470616,False
SPARC,dynamics,NGC2403,15.9,6.958082867519927e-12,3.6054179151560616e-11,3.84112590681205e-08,5.072798294701301e-23,5.181625433042798,0.4347708507316671,3.0251716077730762e-12,0.9160937322950499,False
SPARC,dynamics,NGC2403,16.4,6.552024581933859e-12,3.5482581049550626e-11,3.725165975045897e-08,4.631128077480411e-23,5.415514030180543,0.4452624473928124,2.9173705007297385e-12,0.9177802061057594,False
SPARC,dynamics,NGC2403,16.89,6.145031855396661e-12,3.44531870463369e-11,3.618364248446743e-08,4.21744677899216e-23,5.6066734651797745,0.4563536383937462,2.804307645255739e-12,0.9186052761538676,False
SPARC,dynamics,NGC2403,17.39,5.779759251255395e-12,3.4468921068178826e-11,3.516011401274613e-08,3.852700848916892e-23,5.96372955511806,0.46738874996794466,2.701394451559923e-12,0.9216281111260599,False
SPARC,dynamics,NGC2403,17.89,5.425650914127403e-12,3.350556385554107e-11,3.419833143399834e-08,3.515577118094344e-23,6.17539985263311,0.4788844922148564,2.598260082946973e-12,0.9224528769565155,False
SPARC,dynamics,NGC2403,18.38,5.104664127898812e-12,3.213449540267876e-11,3.3312570365145525e-08,3.2194136924375485e-23,6.295124340708778,0.49025091921450714,2.5025662809837133e-12,0.9221221229826718,False
SPARC,dynamics,NGC2403,18.88,4.799131870324601e-12,3.0363424179545224e-11,3.2462507911921795e-08,2.9465635723810204e-23,6.326857648421218,0.5020149976089064,2.4092361744058312e-12,0.9206533439654395,False
SPARC,dynamics,NGC2403,19.38,4.5669922944648796e-12,3.0026539175058324e-11,3.1658594898553265e-08,2.731691353181664e-23,6.57468575356477,0.5123410916357173,2.3398578176380457e-12,0.9220736760904614,False
SPARC,dynamics,NGC2403,19.87,4.405597486471889e-12,3.016681114119928e-11,3.0903862425401055e-08,2.5701713041643063e-23,6.847382502335139,0.5208374968097633,2.2946003668054037e-12,0.9239362637281993,False
SPARC,dynamics,NGC2403,20.37,4.250515272393881e-12,2.8995190255338023e-11,3.016089109920425e-08,2.4188318234551967e-23,6.821570656069657,0.5294653966446973,2.2505007546423696e-12,0.9223836527774446,False
SPARC,dynamics,NGC2403,20.87,4.10918600806619e-12,2.7882814049479166e-11,2.9443361358086782e-08,2.2823827347416332e-23,6.785483547044638,0.5378808420210526,2.21025243003977e-12,0.9207306541542906,False
SPARC,dynamics,NGC2683,2.89,2.967905115948821e-10,4.005670484368241e-10,6.132562081273766e-07,1.1904393977609907e-20,1.3496625828240647,0.12187631527736076,3.6171733962467044e-11,0.9096986781523246,False
SPARC,dynamics,NGC2683,5.77,1.6596486764385096e-10,2.524325552595971e-10,3.844735469725008e-07,3.334229368925011e-21,1.520999949226,0.1599171636910821,2.654063090597049e-11,0.8948605068840009,False
SPARC,dynamics,NGC2683,8.66,8.148029571610762e-11,1.588056696615024e-10,2.6171380813399265e-07,1.0906611066333464e-21,1.9490070361895917,0.2054467053266228,1.6739858303913247e-11,0.8945890386684896,False
SPARC,dynamics,NGC2683,11.54,5.368640659072601e-11,1.1233203776236967e-10,1.9488844155660523e-07,5.392791742857755e-22,2.092373934033691,0.24199684406580424,1.2991940964189288e-11,0.88434340529215,False
SPARC,dynamics,NGC2683,14.43,3.260023023389912e-11,6.64415900893431e-11,1.5208087620348804e-07,2.6188429683220577e-22,2.0380711919099967,0.2876500750294242,9.377458672757584e-12,0.8588616157417689,False
SPARC,dynamics,NGC2683,17.31,2.2224672526946495e-11,6.758644272035909e-11,1.249758705916296e-07,1.4883100844592383e-22,3.041054604445277,0.3304973786025225,7.345196010455316e-12,0.8913214586415461,False
SPARC,dynamics,NGC2683,20.2,1.5930724214095592e-11,4.582173132961412e-11,1.060466400679509e-07,9.141959052899412e-23,2.8763118809796984,0.3735691252618065,5.95122670944677e-12,0.8701221770378512,False
SPARC,dynamics,NGC2683,23.08,1.1904086623922914e-11,3.1593385620666475e-11,9.228532603041235e-08,5.978818860158583e-23,2.6539949362578716,0.4165754429845193,4.958950158686779e-12,0.8430383429548325,False
SPARC,dynamics,NGC2683,28.85,7.449900094313185e-12,2.8757001667166636e-11,7.311518113153634e-08,2.993365528820285e-23,3.8600519876928336,0.4998978789037122,3.7241892551917265e-12,0.8704945217065579,False
SPARC,dynamics,NGC2683,31.74,6.115518173863095e-12,2.4530473355041235e-11,6.638525688802243e-08,2.233476876546318e-23,4.011184769245097,0.5410618301784575,3.308873455639985e-12,0.8651117160378815,False
SPARC,dynamics,NGC2683,34.62,5.117909376269315e-12,2.1344023275164926e-11,6.083153765727539e-08,1.7136441778421644e-23,4.170457447748633,0.5818444513919359,2.9778271733090643e-12,0.8604842613353993,False
SPARC,dynamics,NGC2841,3.44,5.040319034290501e-10,7.652101679799958e-10,1.2196126631738713e-06,1.698457585022212e-20,1.5181780414574697,0.11327278474037716,5.709309729940136e-11,0.9253889980969334,False
SPARC,dynamics,NGC2841,3.77,4.42115425800766e-10,7.582649876461486e-10,1.1660142599797125e-06,1.3594068052947483e-20,1.7150837618315802,0.11857300205839594,5.242295329352282e-11,0.930864599912153,False
SPARC,dynamics,NGC2841,4.13,3.923848197585502e-10,7.204181738125852e-10,1.1144429559282246e-06,1.1013294880316497e-20,1.8359990946028109,0.12386477438395616,4.8602657171082116e-11,0.9325354926655057,False
SPARC,dynamics,NGC2841,4.47,3.543813041896202e-10,6.788671354505874e-10,1.0708573920164977e-06,9.190061141949623e-21,1.915640377821239,0.1286442773290719,4.558912677640769e-11,0.9328452882814122,False
SPARC,dynamics,NGC2841,4.8,3.2368836580368243e-10,6.363337651059207e-10,1.032445349363885e-06,7.817015524456173e-21,1.9658839560883639,0.133107564853843,4.308537014364812e-11,0.9322912400594107,False
SPARC,dynamics,NGC2841,5.13,2.98475760744459e-10,5.838203875502738e-10,9.972003059362256e-07,6.744454427780448e-21,1.9560060290795727,0.13734160749737967,4.0993140779647295e-11,0.9297846706730205,False
SPARC,dynamics,NGC2841,5.48,2.76395160019571e-10,5.610096469230844e-10,9.62660688026535e-07,5.846621740256606e-21,2.029737593391145,0.14159495066050987,3.913615904577488e-11,0.930239775268712,False
SPARC,dynamics,NGC2841,5.83,2.5663726234662025e-10,5.445898905790309e-10,9.306348270253623e-07,5.1027733758486656e-21,2.1220218981431276,0.14579395732867884,3.741616207551211e-11,0.9312947913231925,False
SPARC,dynamics,NGC2841,6.16,2.40502115427739e-10,5.187140825033387e-10,9.024723242200819e-07,4.525778660704483e-21,2.1567963407756015,0.14962051512652386,3.598405039931701e-11,0.9306283526646196,False
SPARC,dynamics,NGC2841,6.51,2.2889725367073955e-10,4.939574884717622e-10,8.74269689036929e-07,4.0758173646647995e-21,2.1579878331886944,0.15305808079390737,3.5034574345839566e-11,0.9290737054028033,False
SPARC,dynamics,NGC2841,6.86,2.1853167797160818e-10,4.747269242229954e-10,8.473870902091286e-07,3.692711735067617e-21,2.1723483232699667,0.156384783673172,3.417502918532523e-11,0.9280111840269838,False
SPARC,dynamics,NGC2841,7.18,2.0925440436365482e-10,4.6219470646114626e-10,8.238877443553901e-07,3.3783550132742924e-21,2.2087693105752586,0.1594571388533974,3.3367108612300274e-11,0.9278072462841908,False
SPARC,dynamics,NGC2841,7.51,2.006742087717194e-10,4.309071327919528e-10,8.006656536630902e-07,3.097467399048678e-21,2.147297031489179,0.16252388990878786,3.261435301394803e-11,0.9243123389426589,False
SPARC,dynamics,NGC2841,7.85,1.9368625248426008e-10,4.174784265806013e-10,7.776485100928181e-07,2.8601200429398994e-21,2.155436543512698,0.16540216267661756,3.203612504162601e-11,0.9232628011367651,False
SPARC,dynamics,NGC2841,8.21,1.861953935073306e-10,4.0673951128335787e-10,7.541721936108723e-07,2.6289413476100417e-21,2.184476767237232,0.16851098281729648,3.137596875597354e-11,0.9228597962932712,False
SPARC,dynamics,NGC2841,8.57,1.7775297110850572e-10,3.9452422694100485e-10,7.316805384309927e-07,2.4043139071682325e-21,2.219508481240381,0.17188121501075848,3.055239664590221e-11,0.9225588834358939,False
SPARC,dynamics,NGC2841,8.9,1.7002958093043514e-10,3.7520577389172676e-10,7.119789667283589e-07,2.2145709546236213e-21,2.2067088081881243,0.17505371866310837,2.976431042460261e-11,0.9206720351984996,False
SPARC,dynamics,NGC2841,9.24,1.6177556652291168e-10,3.659169507450662e-10,6.926129108819751e-07,2.0295328254960993e-21,2.2618801998955926,0.1784969070758664,2.887643826478581e-11,0.9210847209838497,False
SPARC,dynamics,NGC2841,9.6,1.5346539552974293e-10,3.5219506509212623e-10,6.731313258374979e-07,1.85308078086809e-21,2.2949477559836464,0.1821715811590442,2.7957033756851383e-11,0.9206205977090041,False
SPARC,dynamics,NGC2841,9.93,1.4693397346329144e-10,3.3838565946299053e-10,6.561139692365275e-07,1.7152526402161053e-21,2.3029776673638347,0.18536431690098243,2.7236315620570098e-11,0.9195110228258685,False
SPARC,dynamics,NGC2841,10.27,1.411299772303146e-10,3.251539812693641e-10,6.39300901087105e-07,1.5929566221837607e-21,2.303932783456308,0.18848175213597962,2.6600425387280603e-11,0.9181912972941756,False
SPARC,dynamics,NGC2841,10.6,1.3579124081546303e-10,3.189691155551332e-10,6.236135608185261e-07,1.4849813978061576e-21,2.348966793731596,0.19149710893676086,2.6003630035096652e-11,0.9184760255241641,False
SPARC,dynamics,NGC2841,10.93,1.3085169590567506e-10,3.074263127600637e-10,6.085084760291543e-07,1.3877598404916564e-21,2.3494255128467962,0.19445990176703443,2.5445407931867432e-11,0.917230871673217,False
SPARC,dynamics,NGC2841,11.27,1.2591404359829182e-10,2.963026963297576e-10,5.935221514081023e-07,1.2951061832503092e-21,2.353214048744737,0.19753907280423355,2.4872943425438405e-11,0.9160556291470359,False
SPARC,dynamics,NGC2841,12.31,1.1104358792528164e-10,2.7466065189962727e-10,5.512179809621214e-07,1.0456601434517703e-21,2.473449003506977,0.20744251721196694,2.3035161399468802e-11,0.9161322845476721,False
SPARC,dynamics,NGC2841,14.35,8.483744413633292e-11,2.2981529008581745e-10,4.826215224333538e-07,6.853158826135506e-22,2.7088898354423145,0.22876488813833906,1.940782841779079e-11,0.9155503169064881,False
SPARC,dynamics,NGC2841,16.4,6.4808814575779e-11,1.8745932104503066e-10,4.299593381699161e-07,4.580842411331809e-22,2.8924972979692463,0.2515205149000159,1.6300746412159593e-11,0.9130438202737121,False
SPARC,dynamics,NGC2841,18.48,5.127700089232727e-11,1.5677971280065783e-10,3.885096149232107e-07,3.216442344809597e-22,3.057505510703869,0.27370435165008966,1.4034738283795505e-11,0.9104811583521627,False
SPARC,dynamics,NGC2841,20.57,4.248978482295626e-11,1.4085022326476213e-10,3.5486818410767264e-07,2.394447734871278e-22,3.3149196648476313,0.29398753348272155,1.2491467038312486e-11,0.9113138286275078,False
SPARC,dynamics,NGC2841,22.51,3.72641873731974e-11,1.278516943668669e-10,3.28307870646687e-07,1.9189836820157115e-22,3.430953507356647,0.3103615254165766,1.1565370036554676e-11,0.90954073707175,False
SPARC,dynamics,NGC2841,24.59,3.2026613436042736e-11,1.1547137788692862e-10,3.035668245033305e-07,1.5097589433822407e-22,3.605481988207257,0.32932419549822367,1.0547138704357375e-11,0.9086601468055114,False
SPARC,dynamics,NGC2841,26.68,2.6767900323731477e-11,1.0427948321570813e-10,2.824726646481713e-07,1.1630104124788758e-22,3.895691554232874,0.3515194299430251,9.409437062569805e-12,0.9097671299050664,False
SPARC,dynamics,NGC2841,28.77,2.2630109488534994e-11,9.408172646287202e-11,2.647497607771712e-07,9.118048859961597e-23,4.157369477621674,0.3738183870162186,8.459551027004576e-12,0.9100829529277079,False
SPARC,dynamics,NGC2841,30.7,1.9703733636263114e-11,8.816714235624849e-11,2.5072407358476673e-07,7.439868753325084e-23,4.474641404712458,0.3937444577951389,7.75823591715026e-12,0.9120053603892219,False
SPARC,dynamics,NGC2841,32.79,1.740130690271322e-11,8.197718736922032e-11,2.3741161283784524e-07,6.151706001849972e-23,4.710978768866974,0.41351222047107417,7.195653056439574e-12,0.9122237138482101,False
SPARC,dynamics,NGC2841,34.88,1.579284263608337e-11,7.546797528243078e-11,2.255022925313901e-07,5.248545343448274e-23,4.7786188352185635,0.43092489102737164,6.805528991966655e-12,0.9098222926148781,False
SPARC,dynamics,NGC2841,36.96,1.458243995830011e-11,7.022477611263792e-11,2.1465646221180575e-07,4.5735492088362634e-23,4.815708229449422,0.4467282143899548,6.514387364020134e-12,0.9072351992468969,False
SPARC,dynamics,NGC2841,38.9,1.3601175405553547e-11,6.300358194453217e-11,2.052705264657251e-07,4.0530500051946716e-23,4.632215971481916,0.4611672836069909,6.2724171156413416e-12,0.900443483972649,False
SPARC,dynamics,NGC2841,40.99,1.2567390271347849e-11,5.84937338253847e-11,1.9588182891098046e-07,3.5540399517493166e-23,4.654405772592535,0.47750283826559703,6.0009645241600495e-12,0.8974084208391602,False
SPARC,dynamics,NGC2841,43.08,1.1561700229303567e-11,5.524746327671394e-11,1.8722484954960717e-07,3.111008029550022e-23,4.778489511143625,0.49476360733758473,5.720308512406013e-12,0.8964602504235331,False
SPARC,dynamics,NGC2841,45.16,1.0539636656866814e-11,5.387616163293294e-11,1.7933332297833842e-07,2.705370984503033e-23,5.111766504572185,0.5136819074678208,5.414020661917111e-12,0.8995099038642783,False
SPARC,dynamics,NGC2841,47.1,9.564014983684835e-12,5.2794427622033264e-11,1.7263824216192156e-07,2.3538265790648075e-23,5.520111345715663,0.5333963519447166,5.101410702242099e-12,0.9033721752082586,False
SPARC,dynamics,NGC2841,49.19,8.630247143741683e-12,5.202178765477059e-11,1.6611054681723818e-07,2.0337685727022916e-23,6.027844485600247,0.555078291782292,4.790462842207137e-12,0.9079142978707724,False
SPARC,dynamics,NGC2841,51.27,7.896862500470514e-12,5.17032929119156e-11,1.6020935968202988e-07,1.785444605776749e-23,6.5473209022994885,0.5752926589853924,4.543007025537716e-12,0.9121331201616614,False
SPARC,dynamics,NGC2841,53.36,7.370891075432371e-12,4.829830063976269e-11,1.5473163031640973e-07,1.6012505587476836e-23,6.552572836240094,0.5928761927359872,4.37002583787401e-12,0.909520091183575,False
SPARC,dynamics,NGC2841,55.3,7.066155066118783e-12,4.693504023730737e-11,1.4992368833670223e-07,1.481198127216618e-23,6.64223185001335,0.6058596604379135,4.281098308960368e-12,0.9087867340197262,False
SPARC,dynamics,NGC2841,57.38,6.8188115238361554e-12,4.684614802782737e-11,1.4496590757664458e-07,1.3775369737465335e-23,6.870133873633226,0.6182559922039501,4.215771084321051e-12,0.9100081594367841,False
SPARC,dynamics,NGC2841,59.47,6.592576097294664e-12,4.488645523663072e-11,1.401542009008222e-07,1.2850272426149229e-23,6.8086366504059574,0.6304214854563187,4.156101616240322e-12,0.9074085580086388,False
SPARC,dynamics,NGC2841,61.56,6.3175076306076485e-12,4.396899399507518e-11,1.3552235087800287e-07,1.189603643902696e-23,6.959864010618698,0.6442645494205493,4.070146207094319e-12,0.907431445723998,False
SPARC,dynamics,NGC2841,63.64,6.001256867721208e-12,4.401634171313846e-11,1.3112379988244773e-07,1.093118304754994e-23,7.334520531838575,0.6598644381004818,3.960015990915512e-12,0.9100330505264711,False
SPARC,dynamics,NGC2903,0.32,1.9815720963285957e-09,1.960671470113841e-10,1.3135912002009504e-06,7.17819119079391e-19,0.0989452502761076,0.056636145845860186,1.1222860625175325e-10,0.42760116642469925,False
SPARC,dynamics,NGC2903,0.64,1.0556220230122618e-09,2.0740987452443939e-10,1.146750627348007e-06,1.9119810781636394e-19,0.19648119308138967,0.07110924853268552,7.50644887909552e-11,0.6380862340181868,False
SPARC,dynamics,NGC2903,0.96,7.380706868195432e-10,5.530929987318384e-10,1.048218657552335e-06,8.91213683675245e-20,0.7493767312656715,0.08181760928943349,6.03871790821852e-11,0.8908191222440996,False
SPARC,dynamics,NGC2903,1.28,6.077626063291918e-10,5.54578355906167e-10,9.742887114340974e-07,5.504008906525692e-20,0.9124917362977449,0.08967881902974828,5.4503432786043735e-11,0.9017209521331093,False
SPARC,dynamics,NGC2903,1.6,5.171485379975252e-10,4.992623044094635e-10,9.124945644834702e-07,3.746713113960005e-20,0.9654137403978365,0.09665451622963805,4.9984741759015393e-11,0.8998828044545878,False
SPARC,dynamics,NGC2903,1.92,4.547787112871629e-10,6.029368593658447e-10,8.591042006573891e-07,2.7457059180187265e-20,1.325780746551106,0.1027970216406755,4.6749897025904995e-11,0.9224630302498417,False
SPARC,dynamics,NGC2903,2.24,4.57666420452881e-10,5.50136752147866e-10,8.089813364298544e-07,2.3684059985242557e-20,1.2020474467047015,0.10588849368182918,4.846160787051026e-11,0.9119098884390027,False
SPARC,dynamics,NGC2903,2.56,4.931927742052746e-10,5.114481409095382e-10,7.567482928686862e-07,2.233221815221081e-20,1.037014667811547,0.1071495639350939,5.28453906920344e-11,0.8966749774511716,False
SPARC,dynamics,NGC2903,2.88,4.811291501084591e-10,5.153289178451186e-10,7.032263836299828e-07,1.9365303344201126e-20,1.0710823023900131,0.11028607578941285,5.306184591335731e-11,0.8970330519481832,False
SPARC,dynamics,NGC2903,3.2,4.5994213740942985e-10,4.68140695795518e-10,6.515310139777406e-07,1.666127921938505e-20,1.0178251952131752,0.1137186454403909,5.23039968471585e-11,0.8882729117188208,False
SPARC,dynamics,NGC2903,3.52,4.126375118514096e-10,4.2558245072319827e-10,6.03598059144385e-07,1.3588801804251574e-20,1.031371212020225,0.11858248321980891,4.893158082498348e-11,0.8850244394668216,False
SPARC,dynamics,NGC2903,3.84,3.572538207105726e-10,3.937546836674904e-10,5.613060271200924e-07,1.0784518991484163e-20,1.1021706720569653,0.12440797812038751,4.4445225510385756e-11,0.8871245794553699,False
SPARC,dynamics,NGC2903,4.8,2.587921577305707e-10,3.091973507070711e-10,4.5978324664416583e-07,6.249783830087747e-21,1.1947709444463823,0.1395902029467192,3.612484981862973e-11,0.8831657200942389,False
SPARC,dynamics,NGC2903,5.76,1.8791355646342412e-10,2.481221643480842e-10,3.861673027917027e-07,3.7817320178808e-21,1.320405877137338,0.1555741529469601,2.9234492374047965e-11,0.8821770217470953,False
