gate_mode,return_length_over_R80,width_over_R80,route_mode,route_fraction_multiplier,candidate_id,cluster,extent_gate,effective_route_fraction,calibration_amplitude,calibration_RMS_arcsec,heldout_RMS_arcsec,heldout_median_minimum_J_singular_value,mass_sheet_R2
none,0.5,0.18,chord,1.0,K0077,SPT-CL J0615-5746,1.0,1.0,272.58043167669126,1.950069653680665,9.701129813897264,0.35152233126713395,0.7242378433323049
none,0.5,0.18,radial_arc_0.5,0.5,K0078,SMACS J0723.3-7327,1.0,0.5,193.90585658620222,7.418525498201537,15.038727215739819,0.24810080604849277,0.8902981998447275
none,0.5,0.18,radial_arc_0.5,0.5,K0078,SPT-CL J0615-5746,1.0,0.5,488.76119896666677,1.898174966219427,6.628442057530754,0.3782527070342759,0.7451942030290526
none,0.5,0.18,radial_arc_0.5,0.75,K0079,SMACS J0723.3-7327,1.0,0.75,201.44962152045665,7.01193080014062,11.315996543351346,0.2619927516878524,0.8844090838456973
none,0.5,0.18,radial_arc_0.5,0.75,K0079,SPT-CL J0615-5746,1.0,0.75,481.68972104797365,1.91228829070303,6.165567385846101,0.3913880583653695,0.7510051200474673
none,0.5,0.18,radial_arc_0.5,1.0,K0080,SMACS J0723.3-7327,1.0,1.0,207.95955622726277,6.946341128947559,8.368929637997494,0.28128282615113764,0.8755036891523306
none,0.5,0.18,radial_arc_0.5,1.0,K0080,SPT-CL J0615-5746,1.0,1.0,474.75663321591975,1.9244746477981909,5.8294836020612015,0.39342778573041587,0.756389762323152
none,0.5,0.18,transverse_arc_0.5,0.5,K0081,SMACS J0723.3-7327,1.0,0.5,211.53069400397214,8.668598962217198,5.578319425139922,0.19038433112681025,0.9675910404851039
none,0.5,0.18,transverse_arc_0.5,0.5,K0081,SPT-CL J0615-5746,1.0,0.5,565.4227302266098,1.8219049850125109,41.59391376069095,0.17304407323801152,0.840665947142871
none,0.5,0.18,transverse_arc_0.5,0.75,K0082,SMACS J0723.3-7327,1.0,0.75,276.06618243367717,7.7797749148172,12.91206530820877,0.0542569190929169,0.9909025952718221
none,0.5,0.18,transverse_arc_0.5,0.75,K0082,SPT-CL J0615-5746,1.0,0.75,602.0280660141601,1.749797376758193,8.71153382347514,0.10373952047985045,0.8778913347662937
none,0.5,0.18,transverse_arc_0.5,1.0,K0083,SMACS J0723.3-7327,1.0,1.0,338.6090626462249,4.7562311435136655,40.15840334584785,0.0435148881677094,0.9880832350645966
none,0.5,0.18,transverse_arc_0.5,1.0,K0083,SPT-CL J0615-5746,1.0,1.0,649.8334759575699,2.338514195184663,6.433388029566329,0.06579747915723,0.8996873567659499
none,0.5,0.23,endpoint,0.5,K0084,SMACS J0723.3-7327,1.0,0.5,171.42099852128837,5.954028363019126,5.437547568254969,0.2843609293197143,0.9597210476511342
none,0.5,0.23,endpoint,0.5,K0084,SPT-CL J0615-5746,1.0,0.5,322.7806480401928,1.9263867785661795,5.285991768658661,0.3078590731479377,0.8045643341945254
none,0.5,0.23,endpoint,0.75,K0085,SMACS J0723.3-7327,1.0,0.75,155.02244906576678,5.957379573123224,6.25220865112682,0.3381987347910854,0.9611771755684423
none,0.5,0.23,endpoint,0.75,K0085,SPT-CL J0615-5746,1.0,0.75,269.77683925749244,1.9290174207623556,3.895515919360885,0.18769428138445757,0.8001184677493345
none,0.5,0.23,endpoint,1.0,K0086,SMACS J0723.3-7327,1.0,1.0,97.78559772321069,7.366233193429009,9.441722513960464,0.5553725549282386,0.9580392244301036
none,0.5,0.23,endpoint,1.0,K0086,SPT-CL J0615-5746,1.0,1.0,220.33934805638637,2.0014048868124266,4.1423665203231925,0.1533359533557761,0.7902020819899507
none,0.5,0.23,chord,0.5,K0087,SMACS J0723.3-7327,1.0,0.5,175.20835024007457,6.23707867323118,5.665595721594027,0.2683160795997531,0.9575964530266299
none,0.5,0.23,chord,0.5,K0087,SPT-CL J0615-5746,1.0,0.5,394.898476117976,1.8825719353673438,11.282845091983967,0.32915211941485967,0.7913466860137313
none,0.5,0.23,chord,0.75,K0088,SMACS J0723.3-7327,1.0,0.75,165.40846379134908,5.6773799341632305,6.146304334378077,0.27496852051720644,0.963848493767409
none,0.5,0.23,chord,0.75,K0088,SPT-CL J0615-5746,1.0,0.75,350.79086049607196,1.8921881316158529,5.910381606203227,0.3483113028236958,0.7934198820602714
none,0.5,0.23,chord,1.0,K0089,SMACS J0723.3-7327,1.0,1.0,156.62085250744406,5.140890521593801,6.703216333346602,0.28685837510742523,0.9673026746580935
none,0.5,0.23,chord,1.0,K0089,SPT-CL J0615-5746,1.0,1.0,315.0945587409622,1.8970241935450003,4.382965770802181,0.31340687506296033,0.7911200173297344
none,0.5,0.23,radial_arc_0.5,0.5,K0090,SMACS J0723.3-7327,1.0,0.5,216.03632700859092,6.845419312613632,8.995320406205204,0.21797882046519088,0.9266707244419751
none,0.5,0.23,radial_arc_0.5,0.5,K0090,SPT-CL J0615-5746,1.0,0.5,516.5240274020266,1.8584051292409909,6.481533473580465,0.2901532829176927,0.7775396429780076
none,0.5,0.23,radial_arc_0.5,0.75,K0091,SMACS J0723.3-7327,1.0,0.75,224.42830282355072,6.544673809165244,14.325678633755793,0.21125447269738729,0.9217517772379884
none,0.5,0.23,radial_arc_0.5,0.75,K0091,SPT-CL J0615-5746,1.0,0.75,512.0125710063855,1.8712807392472146,7.773436922512005,0.2971967404918865,0.7836976632044769
none,0.5,0.23,radial_arc_0.5,1.0,K0092,SMACS J0723.3-7327,1.0,1.0,232.1654142634779,6.346075727828414,26.007120676035093,0.22735854349941298,0.9152624658129266
none,0.5,0.23,radial_arc_0.5,1.0,K0092,SPT-CL J0615-5746,1.0,1.0,507.5352406207073,1.8839010391940707,10.248096597727157,0.2922604535522878,0.7897029395413344
none,0.5,0.23,transverse_arc_0.5,0.5,K0093,SMACS J0723.3-7327,1.0,0.5,249.13473204922573,6.864743673207768,6.008975491537295,0.14377442389345998,0.978186644455114
none,0.5,0.23,transverse_arc_0.5,0.5,K0093,SPT-CL J0615-5746,1.0,0.5,577.7270227905748,1.7855899982155752,43.86203807430092,0.17007300531604194,0.8567106762522626
none,0.5,0.23,transverse_arc_0.5,0.75,K0094,SMACS J0723.3-7327,1.0,0.75,279.7151381550782,5.764720958696572,8.079566399054643,0.11641314710155772,0.9922602428484741
none,0.5,0.23,transverse_arc_0.5,0.75,K0094,SPT-CL J0615-5746,1.0,0.75,608.195400183417,1.7296168452961174,10.098946105788666,0.11556296928952783,0.8872832114888632
none,0.5,0.23,transverse_arc_0.5,1.0,K0095,SMACS J0723.3-7327,1.0,1.0,332.1204514439557,7.1497578731449,31.388626457620607,0.034950956191222654,0.9938770311691809
none,0.5,0.23,transverse_arc_0.5,1.0,K0095,SPT-CL J0615-5746,1.0,1.0,641.8411800708784,2.0308830364969825,7.58159571868065,0.051425181224520736,0.9054132094002514
none,0.5,0.28,endpoint,0.5,K0096,SMACS J0723.3-7327,1.0,0.5,202.46513419018265,5.625040471168324,5.707117064956275,0.2204510011555456,0.973467848924212
none,0.5,0.28,endpoint,0.5,K0096,SPT-CL J0615-5746,1.0,0.5,373.7237184995682,1.9163995696185294,3.8014572582669586,0.22724678825342365,0.8468254651188184
none,0.5,0.28,endpoint,0.75,K0097,SMACS J0723.3-7327,1.0,0.75,188.78866711406803,5.463725584203065,6.182691207304311,0.2438788844991844,0.9758851950967857
none,0.5,0.28,endpoint,0.75,K0097,SPT-CL J0615-5746,1.0,0.75,320.8020220310215,1.948472908832423,3.7699160395848152,0.21471448459735137,0.8504441830166789
none,0.5,0.28,endpoint,1.0,K0098,SMACS J0723.3-7327,1.0,1.0,171.5343691188418,6.679654810481252,7.072285634795634,0.27081529553554295,0.9755166685768286
none,0.5,0.28,endpoint,1.0,K0098,SPT-CL J0615-5746,1.0,1.0,276.2241883020013,2.0064044530426615,3.8384161960959773,0.14749006094306183,0.8485346417579634
none,0.5,0.28,chord,0.5,K0099,SMACS J0723.3-7327,1.0,0.5,206.25915092086063,5.776962487640323,6.053130540233629,0.22219441022649092,0.9703618538613629
none,0.5,0.28,chord,0.5,K0099,SPT-CL J0615-5746,1.0,0.5,439.0437438495061,1.8600475603901092,4.279398466566597,0.25055881518212436,0.8313835693279272
none,0.5,0.28,chord,0.75,K0100,SMACS J0723.3-7327,1.0,0.75,197.4273655627565,5.398576658384938,6.3854131122570825,0.2225621280098511,0.9747284097783556
none,0.5,0.28,chord,0.75,K0100,SPT-CL J0615-5746,1.0,0.75,398.01869085773524,1.8701121704126122,3.788296495144968,0.24801537717806926,0.837575113676106
none,0.5,0.28,chord,1.0,K0101,SMACS J0723.3-7327,1.0,1.0,189.15135065899946,5.009937744131917,6.780364517602873,0.22691969925892994,0.9774907150023541
none,0.5,0.28,chord,1.0,K0101,SPT-CL J0615-5746,1.0,1.0,363.7675756872989,1.8754852584273976,3.6910523834829383,0.24851691265484616,0.8403128898514122
none,0.5,0.28,radial_arc_0.5,0.5,K0102,SMACS J0723.3-7327,1.0,0.5,241.60040445440902,6.266285460454181,5.539152491719492,0.1961409275364775,0.9499591468460535
none,0.5,0.28,radial_arc_0.5,0.5,K0102,SPT-CL J0615-5746,1.0,0.5,547.8530001215988,1.838726553741047,31.540771974003132,0.23101699029547557,0.81295074649687
none,0.5,0.28,radial_arc_0.5,0.75,K0103,SMACS J0723.3-7327,1.0,0.75,249.6220112574129,6.146025068176496,5.981146980200201,0.1900896552070524,0.9465241524412831
none,0.5,0.28,radial_arc_0.5,0.75,K0103,SPT-CL J0615-5746,1.0,0.75,545.8304686883786,1.848439550308056,81.15200289903053,0.22773878373887613,0.8176109952537112
none,0.5,0.28,radial_arc_0.5,1.0,K0104,SMACS J0723.3-7327,1.0,1.0,257.50667535431023,6.0405838051026866,7.172929936142495,0.1854334685239091,0.942309016867773
none,0.5,0.28,radial_arc_0.5,1.0,K0104,SPT-CL J0615-5746,1.0,1.0,543.8071112710805,1.859323630593073,80.17760465154866,0.22310896316628148,0.8221886529105729
none,0.5,0.28,transverse_arc_0.5,0.5,K0105,SMACS J0723.3-7327,1.0,0.5,266.73116138315504,6.040769100335142,6.6678439794148,0.14863682816115178,0.9843147718375307
none,0.5,0.28,transverse_arc_0.5,0.5,K0105,SPT-CL J0615-5746,1.0,0.5,594.0177638941959,1.7928244679792151,14.675943585125282,0.15704457413867298,0.8737273962145715
none,0.5,0.28,transverse_arc_0.5,0.75,K0106,SMACS J0723.3-7327,1.0,0.75,291.00502950791747,5.3472412578173305,8.452792239780987,0.1285535885055457,0.9934312544005863
none,0.5,0.28,transverse_arc_0.5,0.75,K0106,SPT-CL J0615-5746,1.0,0.75,617.7586241943899,1.7579358416943454,9.98103793282436,0.12489522312450804,0.8963587248839292
none,0.5,0.28,transverse_arc_0.5,1.0,K0107,SMACS J0723.3-7327,1.0,1.0,332.015357001541,2.291377084799442,20.946736517245586,0.04200921287948413,0.9962820829649978
none,0.5,0.28,transverse_arc_0.5,1.0,K0107,SPT-CL J0615-5746,1.0,1.0,645.1834159273782,1.7081662820702346,8.501839842182806,0.06021979647736097,0.9098733377972423
none,0.65,0.18,endpoint,0.5,K0108,SMACS J0723.3-7327,1.0,0.5,156.7630341481554,8.725309115735032,7.21514304075806,0.3157966126825774,0.9326527376805485
none,0.65,0.18,endpoint,0.5,K0108,SPT-CL J0615-5746,1.0,0.5,254.58036524071204,2.4240556537763256,34.06365608054326,0.2973033626110223,0.7782200041727688
none,0.65,0.18,endpoint,0.75,K0109,SMACS J0723.3-7327,1.0,0.75,87.85541924352859,8.961245776298217,8.938303714453488,0.6039506698897746,0.9336096710878717
none,0.65,0.18,endpoint,0.75,K0109,SPT-CL J0615-5746,1.0,0.75,212.5253099033308,2.659286936273691,5.422715455638395,0.14815278755887507,0.767709158224292
none,0.65,0.18,endpoint,1.0,K0110,SMACS J0723.3-7327,1.0,1.0,77.68033229324703,8.978203738774088,9.547342737425833,0.6357294704743564,0.9274973344632079
none,0.65,0.18,endpoint,1.0,K0110,SPT-CL J0615-5746,1.0,1.0,146.0097539700853,2.8018215523472714,34.23221707081822,0.15528352395211745,0.7533414539472194
none,0.65,0.18,chord,0.5,K0111,SMACS J0723.3-7327,1.0,0.5,150.5831489752011,6.81914775888272,5.39491091417641,0.31234447565198786,0.9378054104060716
none,0.65,0.18,chord,0.5,K0111,SPT-CL J0615-5746,1.0,0.5,329.9455814128286,1.9484878765713265,6.720215424007913,0.4316929436077512,0.7525042002276251
none,0.65,0.18,chord,0.75,K0112,SMACS J0723.3-7327,1.0,0.75,139.62804363382352,6.104430189741567,5.513801754405548,0.33505957920136364,0.9466423237909437
none,0.65,0.18,chord,0.75,K0112,SPT-CL J0615-5746,1.0,0.75,280.89780185501394,1.9632450932724819,9.10576035155722,0.3643485866011058,0.7427657991844294
none,0.65,0.18,chord,1.0,K0113,SMACS J0723.3-7327,1.0,1.0,129.27972396727844,5.574409217667894,6.186550971997291,0.37623632535218976,0.9500576225395472
none,0.65,0.18,chord,1.0,K0113,SPT-CL J0615-5746,1.0,1.0,242.48869790514843,1.9805989863113598,17.67314648429486,0.22938095962188598,0.7282571816594041
none,0.65,0.18,radial_arc_0.5,0.5,K0114,SMACS J0723.3-7327,1.0,0.5,185.19242058662562,7.568950028324884,38.79504691604666,0.2610893548929579,0.8997802479986037
none,0.65,0.18,radial_arc_0.5,0.5,K0114,SPT-CL J0615-5746,1.0,0.5,449.4642114997498,1.918491598026449,5.310509513435373,0.38610849788088,0.7529659114212127
none,0.65,0.18,radial_arc_0.5,0.75,K0115,SMACS J0723.3-7327,1.0,0.75,187.6737429927018,7.190556176661945,38.779074609718705,0.27977189400351543,0.8995676893580578
none,0.65,0.18,radial_arc_0.5,0.75,K0115,SPT-CL J0615-5746,1.0,0.75,426.39774526009006,1.9415368102518946,5.164471379238759,0.37949246832620454,0.7608036118239527
none,0.65,0.18,radial_arc_0.5,1.0,K0116,SMACS J0723.3-7327,1.0,1.0,188.96995628090528,7.076360731778662,36.81562376857037,0.3028635711639237,0.897464360779201
none,0.65,0.18,radial_arc_0.5,1.0,K0116,SPT-CL J0615-5746,1.0,1.0,405.47689767530505,1.961300271679739,5.702375915776798,0.38523129052094807,0.7671884798302853
none,0.65,0.18,transverse_arc_0.5,0.5,K0117,SMACS J0723.3-7327,1.0,0.5,212.92607227124068,9.753326614396482,5.634607100520738,0.20463792191032842,0.9658177453355563
none,0.65,0.18,transverse_arc_0.5,0.5,K0117,SPT-CL J0615-5746,1.0,0.5,549.745957059281,1.842839053669057,47.92896053577699,0.11667472295712064,0.8528733998131749
none,0.65,0.18,transverse_arc_0.5,0.75,K0118,SMACS J0723.3-7327,1.0,0.75,422.6428116572451,10.441891492640151,151.38340068244403,0.12851270592283817,0.9922410020546621
none,0.65,0.18,transverse_arc_0.5,0.75,K0118,SPT-CL J0615-5746,1.0,0.75,574.8989729942299,1.8420767201409642,12.53877198932686,0.014330614490431302,0.8876171816429048
none,0.65,0.18,transverse_arc_0.5,1.0,K0119,SMACS J0723.3-7327,1.0,1.0,505.86408648676723,9.118388701854121,10.9175214191965,0.31667060724738405,0.9964535380105541
none,0.65,0.18,transverse_arc_0.5,1.0,K0119,SPT-CL J0615-5746,1.0,1.0,593.7183809913747,2.098148686726087,8.600116301436007,0.07716304259990386,0.9029408077862375
none,0.65,0.23,endpoint,0.5,K0120,SMACS J0723.3-7327,1.0,0.5,183.71385785719832,7.512126150100472,6.256824689074806,0.24232443418998112,0.9586412556315291
none,0.65,0.23,endpoint,0.5,K0120,SPT-CL J0615-5746,1.0,0.5,297.09291097400086,2.2233138479446146,4.482556652427069,0.22140062810286865,0.8249960138379472
none,0.65,0.23,endpoint,0.75,K0121,SMACS J0723.3-7327,1.0,0.75,168.27146849101626,8.623588601988702,6.223112944737576,0.27110455386851384,0.9608539285054046
none,0.65,0.23,endpoint,0.75,K0121,SPT-CL J0615-5746,1.0,0.75,249.7585980514964,2.5160166974061484,4.235021683404255,0.20820783986506833,0.8262646845172024
none,0.65,0.23,endpoint,1.0,K0122,SMACS J0723.3-7327,1.0,1.0,99.85344442126821,9.021483972411323,9.460348870624365,0.5450142821694057,0.9587082273214562
none,0.65,0.23,endpoint,1.0,K0122,SPT-CL J0615-5746,1.0,1.0,193.08946433653605,2.570155806436487,3.7348138982532193,0.18016891362494902,0.8212378375405582
none,0.65,0.23,chord,0.5,K0123,SMACS J0723.3-7327,1.0,0.5,177.70028312929819,6.3117343153251175,5.481449500003205,0.26073145768661443,0.9585216583475472
none,0.65,0.23,chord,0.5,K0123,SPT-CL J0615-5746,1.0,0.5,371.4954385344402,1.909148027849638,7.686893202674642,0.3216989458620942,0.7985052181434468
none,0.65,0.23,chord,0.75,K0124,SMACS J0723.3-7327,1.0,0.75,167.95605595764093,5.756881054962976,5.819919592134455,0.2671579213193893,0.9643685893816698
none,0.65,0.23,chord,0.75,K0124,SPT-CL J0615-5746,1.0,0.75,323.3755691869289,1.9290121733060737,4.600825544754004,0.3247304340805076,0.8005427610075742
none,0.65,0.23,chord,1.0,K0125,SMACS J0723.3-7327,1.0,1.0,158.4084166066537,5.295237833795424,6.31690217991154,0.28349075514389044,0.9670880811783336
none,0.65,0.23,chord,1.0,K0125,SPT-CL J0615-5746,1.0,1.0,285.5010422551321,1.9447106485608794,3.9141440689478446,0.23556279928128115,0.7974917080804227
none,0.65,0.23,radial_arc_0.5,0.5,K0126,SMACS J0723.3-7327,1.0,0.5,208.28936301400068,6.9859827370362435,7.166832945870127,0.2306903931074633,0.9337912835332434
none,0.65,0.23,radial_arc_0.5,0.5,K0126,SPT-CL J0615-5746,1.0,0.5,482.2001384328187,1.8729635197272598,23.558659885114167,0.2821570774514687,0.7853714402517237
none,0.65,0.23,radial_arc_0.5,0.75,K0127,SMACS J0723.3-7327,1.0,0.75,212.11191379957918,6.731431385708624,8.000845998467025,0.23047791444187612,0.9331565313726492
none,0.65,0.23,radial_arc_0.5,0.75,K0127,SPT-CL J0615-5746,1.0,0.75,462.8913121538081,1.8932812557902057,29.659193189087606,0.28013588428665304,0.7942491843960209
none,0.65,0.23,radial_arc_0.5,1.0,K0128,SMACS J0723.3-7327,1.0,1.0,214.96505836316243,6.5463730517460474,8.664721344338396,0.23363610014824426,0.9316708704502101
none,0.65,0.23,radial_arc_0.5,1.0,K0128,SPT-CL J0615-5746,1.0,1.0,444.97576063092794,1.913156337972537,34.89473245457398,0.277161644333393,0.8022625364948941
none,0.65,0.23,transverse_arc_0.5,0.5,K0129,SMACS J0723.3-7327,1.0,0.5,253.58424649182615,7.548187365876855,5.686011296851899,0.1415600211826077,0.9786085002735635
none,0.65,0.23,transverse_arc_0.5,0.5,K0129,SPT-CL J0615-5746,1.0,0.5,563.3464854649333,1.7832751374036975,44.012863880086655,0.14074514573562177,0.8658224847285524
none,0.65,0.23,transverse_arc_0.5,0.75,K0130,SMACS J0723.3-7327,1.0,0.75,279.4662433034896,7.588649605303163,7.26950742488868,0.11381446764482736,0.9940139996868844
none,0.65,0.23,transverse_arc_0.5,0.75,K0130,SPT-CL J0615-5746,1.0,0.75,584.3682078226401,1.6639260058800451,12.276750041588656,0.0628367484767074,0.894839363565914
none,0.65,0.23,transverse_arc_0.5,1.0,K0131,SMACS J0723.3-7327,1.0,1.0,506.54029308045364,11.28623768295761,24.26046820588668,0.19822178462697265,0.9978910230046035
none,0.65,0.23,transverse_arc_0.5,1.0,K0131,SPT-CL J0615-5746,1.0,1.0,606.9898158650034,1.8548288351989612,9.557964540262358,0.03516153048493395,0.908752168358746
none,0.65,0.28,endpoint,0.5,K0132,SMACS J0723.3-7327,1.0,0.5,211.98323675359663,6.77480611359973,6.00840114157248,0.1891768414992304,0.9736310142477694
none,0.65,0.28,endpoint,0.5,K0132,SPT-CL J0615-5746,1.0,0.5,352.00782896598474,2.11373582245129,4.212744361611552,0.19683541956231004,0.8611733948431983
none,0.65,0.28,endpoint,0.75,K0133,SMACS J0723.3-7327,1.0,0.75,198.6183532494316,7.409759512663685,6.243163968745861,0.1975079596988542,0.9763863998059253
none,0.65,0.28,endpoint,0.75,K0133,SPT-CL J0615-5746,1.0,0.75,298.607546571234,2.408129700471927,4.501919806691338,0.1830660814021754,0.8676033270863912
none,0.65,0.28,endpoint,1.0,K0134,SMACS J0723.3-7327,1.0,1.0,128.33873451809757,8.943579828418773,9.337091248405873,0.45242947216339363,0.9763598143092868
none,0.65,0.28,endpoint,1.0,K0134,SPT-CL J0615-5746,1.0,1.0,247.13790202385874,2.4277329944628216,3.721785378926851,0.1430669885288541,0.8676589473830941
none,0.65,0.28,chord,0.5,K0135,SMACS J0723.3-7327,1.0,0.5,207.76900227206266,5.85581726835086,5.849120719841495,0.21419402791453968,0.9714369405500832
none,0.65,0.28,chord,0.5,K0135,SPT-CL J0615-5746,1.0,0.5,418.4825598041945,1.8837869503824602,4.131711848092359,0.23325603002003095,0.837858915275751
none,0.65,0.28,chord,0.75,K0136,SMACS J0723.3-7327,1.0,0.75,198.82324426937944,5.493824911281082,6.094236470782309,0.21294617222836792,0.9757010042228431
none,0.65,0.28,chord,0.75,K0136,SPT-CL J0615-5746,1.0,0.75,372.8652356144728,1.9069125128184268,3.7902430369684184,0.2308396382987853,0.8444704553241124
none,0.65,0.28,chord,1.0,K0137,SMACS J0723.3-7327,1.0,1.0,189.85235629437506,5.170633645623597,6.440206780984461,0.21644261719020538,0.9781064710692158
none,0.65,0.28,chord,1.0,K0137,SPT-CL J0615-5746,1.0,1.0,335.7674321611906,1.9264754984999741,3.7733472437592597,0.23446681231696287,0.8468113025201522
none,0.65,0.28,radial_arc_0.5,0.5,K0138,SMACS J0723.3-7327,1.0,0.5,234.6704340736625,6.366935705573676,5.500565455205024,0.20116284498061565,0.9550617080033571
none,0.65,0.28,radial_arc_0.5,0.5,K0138,SPT-CL J0615-5746,1.0,0.5,518.2487683000475,1.8493545699481755,12.555350146911788,0.22445897481749016,0.8201853577185454
none,0.65,0.28,radial_arc_0.5,0.75,K0139,SMACS J0723.3-7327,1.0,0.75,238.6220140444415,6.285896632801861,5.58665628787971,0.1978347482941054,0.9546435481656125
none,0.65,0.28,radial_arc_0.5,0.75,K0139,SPT-CL J0615-5746,1.0,0.75,502.8131670467608,1.8654772934852215,10.770783956625504,0.21630215592398655,0.8277291342982385
none,0.65,0.28,radial_arc_0.5,1.0,K0140,SMACS J0723.3-7327,1.0,1.0,242.07597206805613,6.206810888291769,5.812210800811432,0.19596370556049816,0.9538580872110936
none,0.65,0.28,radial_arc_0.5,1.0,K0140,SPT-CL J0615-5746,1.0,1.0,488.205333283777,1.8833779870499903,9.204260734010674,0.21027349310838228,0.8347423771932343
none,0.65,0.28,transverse_arc_0.5,0.5,K0141,SMACS J0723.3-7327,1.0,0.5,270.1338235189604,6.357824378252785,6.182084932786554,0.1387453115509681,0.9852264996562989
none,0.65,0.28,transverse_arc_0.5,0.5,K0141,SPT-CL J0615-5746,1.0,0.5,580.6702377521956,1.7974958099446847,15.265060617683243,0.14847135134946327,0.880267410351805
none,0.65,0.28,transverse_arc_0.5,0.75,K0142,SMACS J0723.3-7327,1.0,0.75,299.2990005208502,6.372799011150537,7.460942665900722,0.09193736174329308,0.9948322259289587
none,0.65,0.28,transverse_arc_0.5,0.75,K0142,SPT-CL J0615-5746,1.0,0.75,596.2171697268182,1.7573061689270255,11.094899795063187,0.09443561870818801,0.9020512780228065
none,0.65,0.28,transverse_arc_0.5,1.0,K0143,SMACS J0723.3-7327,1.0,1.0,306.12449505886417,8.248661112505484,12.774432189560669,0.12007922873109214,0.998184221893529
none,0.65,0.28,transverse_arc_0.5,1.0,K0143,SPT-CL J0615-5746,1.0,1.0,614.7680265271626,1.5693732169862438,9.737118642230316,0.021769999520934738,0.9129702921612456
cluster_logistic_soft,0.25,0.18,endpoint,0.5,K0144,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,158.269636222082,7.703634738969933,6.460226295681196,0.2826883371170291,0.9227123337754026
cluster_logistic_soft,0.25,0.18,endpoint,0.5,K0144,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,413.9259333746028,1.907275739260487,6.689741762888685,0.39742243899051977,0.7427150695003638
cluster_logistic_soft,0.25,0.18,endpoint,0.75,K0145,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,149.98577488378714,7.271923319179357,5.402477438932841,0.3003731347780635,0.9322897871047768
cluster_logistic_soft,0.25,0.18,endpoint,0.75,K0145,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,379.6305823073683,1.9277660358120479,17.49915912952239,0.41510225237503307,0.742290787796722
cluster_logistic_soft,0.25,0.18,endpoint,1.0,K0146,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,142.6025093022398,6.8848956196907105,5.5429855387743014,0.31440591891936,0.9396719726396414
cluster_logistic_soft,0.25,0.18,endpoint,1.0,K0146,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,350.1052311852112,1.9489618061470364,7.588453273754227,0.42893222272549647,0.7391965686666113
cluster_logistic_soft,0.25,0.18,chord,0.5,K0147,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,164.76861450799586,8.302149657861953,10.997231192388151,0.25752361868968016,0.912509490626532
cluster_logistic_soft,0.25,0.18,chord,0.5,K0147,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,455.46282266390216,1.8821250199945116,6.681297868264638,0.367142643698278,0.739132169986401
cluster_logistic_soft,0.25,0.18,chord,0.75,K0148,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,158.5718710921114,8.083849649285876,6.711978879222563,0.27323088875345514,0.9195008766409233
cluster_logistic_soft,0.25,0.18,chord,0.75,K0148,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,434.561328446888,1.8932091154429227,6.754117365307866,0.3750943370780433,0.7409608921468965
cluster_logistic_soft,0.25,0.18,chord,1.0,K0149,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,152.52143976632055,7.88792531134953,5.6650728345196955,0.2871757894227658,0.9255875145544593
cluster_logistic_soft,0.25,0.18,chord,1.0,K0149,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,415.3400006893293,1.9049922656272393,7.033651860524144,0.38148863234182,0.7418696984765056
cluster_logistic_soft,0.25,0.18,radial_arc_0.5,0.5,K0150,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,197.07992536992634,8.264898651714994,10.952624357782677,0.20644100412211483,0.8820323685074245
cluster_logistic_soft,0.25,0.18,radial_arc_0.5,0.5,K0150,SPT-CL J0615-5746,0.5102808181339052,0.2551404090669526,533.1916965061471,1.8692498518834582,4.839332491106169,0.3392404510895709,0.7308612708143529
cluster_logistic_soft,0.25,0.18,radial_arc_0.5,0.75,K0151,SMACS J0723.3-7327,0.4902393400639645,0.3676795050479734,207.81554129335782,8.116027002367716,8.810171826378816,0.20205001623032603,0.8731253498122379
cluster_logistic_soft,0.25,0.18,radial_arc_0.5,0.75,K0151,SPT-CL J0615-5746,0.5102808181339052,0.3827106136004289,549.4882098153505,1.8720305897048983,4.197863324902854,0.33949717373689875,0.7295665179843633
cluster_logistic_soft,0.25,0.18,radial_arc_0.5,1.0,K0152,SMACS J0723.3-7327,0.4902393400639645,0.4902393400639645,219.39713210633118,8.09843816137548,7.262936152229874,0.19349346773901305,0.8623057041794377
cluster_logistic_soft,0.25,0.18,radial_arc_0.5,1.0,K0152,SPT-CL J0615-5746,0.5102808181339052,0.5102808181339052,566.809503048763,1.8751451745176997,4.382369197708703,0.3345885619968702,0.7278395991861918
cluster_logistic_soft,0.25,0.18,transverse_arc_0.5,0.5,K0153,SMACS J0723.3-7327,0.4902393400639645,0.24511967003198226,202.1597646069377,8.747209255792301,30.406332044717573,0.13193755498598614,0.9273625586484046
