galaxy,fold,points,baryonic_mass_solar,gas_fraction,stellar_bulge_fraction,hubble_type,mean_surface_R80,potential_depth_median,selected_MSE,constant_MSE,RAR_MSE,selected_mean_residual,constant_mean_residual,RAR_mean_residual,selected_q_mean,potential_activation_fraction,selected_RMSE_km_s,constant_RMSE_km_s,RAR_RMSE_km_s,mass_regime,gas_regime,bulge_regime,hubble_regime,surface_regime
NGC7793,0,14,4396225479.023316,0.2588633137150718,0.0,7,74349748.95413472,4.564164268927181e-08,53.66998596237573,42.53642300348224,57.055679902758314,2.0873018643972197,-0.17226333186701176,0.827971727268996,1.3277679111934728,1.0,7.325980204885605,6.521995323785677,7.553521026829694,intermediate_1e9_to_1e10,gas_intermediate,bulgeless_below_0p05,middle_T_5_to_7,middle_surface_tertile
NGC7814,1,6,68880993914.01363,0.0277178761547158,0.7717139429425691,2,597252386.5553248,1.8498809011762156e-07,33.31364124200103,26.498379815609013,81.57206227823114,-4.4541857397498035,-3.0522954481461446,-8.597293632033635,1.221171038323799,1.0,5.7717970548175925,5.147657701868784,9.03172532123465,giant_above_1e10,gas_poor_below_0p2,bulged_above_0p2,early_T_le_4,high_surface_tertile
UGC00128,2,7,21354292959.084335,0.6261235445301399,0.0,8,29201787.014958233,2.9991224763545064e-08,234.2819874361468,343.48741585434055,12.192776626549582,-14.489712072578095,-17.83176289357584,0.4123389971058649,1.3186620018817394,1.0,15.306272813332017,18.53341349709601,3.491815663311794,giant_above_1e10,gas_rich_above_0p5,bulgeless_below_0p05,late_T_ge_8,middle_surface_tertile
UGC00191,3,3,4376245809.190093,0.6673299284864899,0.0,9,22081290.55016271,2.5526138250193115e-08,106.99808517145254,59.01467980494056,180.51996162501277,9.083999258280315,6.294413972153649,12.68322174383699,1.3600694002354097,1.0,10.343987875643153,7.682101262346166,13.435771716764645,intermediate_1e9_to_1e10,gas_rich_above_0p5,bulgeless_below_0p05,late_T_ge_8,middle_surface_tertile
UGC00731,4,4,4029795617.5941763,0.9393884178685094,0.0,10,14712654.965074597,1.930499839375529e-08,178.33625240301788,96.00101684747492,333.54963851174944,13.082817232427232,9.497639076544996,18.064608740673417,1.3618742433724402,1.0,13.35425971003327,9.798010861775717,18.26334138408822,intermediate_1e9_to_1e10,gas_rich_above_0p5,bulgeless_below_0p05,late_T_ge_8,low_surface_tertile
UGC01281,0,8,625630697.1534154,0.6594921611366393,0.0,8,10327580.225800868,7.786864169515236e-09,28.375320036027198,60.440043799850216,4.401399487375864,-5.043692822947476,-7.632813125594947,-1.412296959669244,1.4202315598449824,0.25,5.326848978150892,7.774319507188408,2.0979512595329433,dwarf_below_1e9,gas_rich_above_0p5,bulgeless_below_0p05,late_T_ge_8,low_surface_tertile
UGC02259,1,3,3612936787.8228254,0.4415469927993327,0.0,8,26725731.43493176,2.1586953027477922e-08,23.92255722630861,5.665705778067532,47.84241316888261,4.696916454706828,1.861099915906242,6.873507003077056,1.3589211505171688,1.0,4.891069129168858,2.380274307315762,6.916821030566181,intermediate_1e9_to_1e10,gas_intermediate,bulgeless_below_0p05,late_T_ge_8,middle_surface_tertile
UGC02487,2,6,360915967135.36066,0.0840738491417825,0.2911057973798603,0,327733103.7008959,2.710688646387436e-07,152.16181944386716,212.8899987771512,123.37073191298026,8.007848640135004,11.171538606412895,10.3095742789599,1.1977562234898145,0.0,12.335388905254149,14.590750452843444,11.107237816531176,giant_above_1e10,gas_poor_below_0p2,bulged_above_0p2,early_T_le_4,high_surface_tertile
UGC02885,3,6,362506607317.43115,0.1918540175113819,0.1574254926115939,5,44846486.63736012,2.66828303613435e-07,5.117230294811395,4.643721797356602,2.886683601480749,1.1888681917152724,-0.9287786117816191,-0.7504903829669255,1.2718484752934847,0.0,2.262129592841974,2.154929650210559,1.6990243086785866,giant_above_1e10,gas_poor_below_0p2,modest_bulge,middle_T_5_to_7,middle_surface_tertile
UGC02916,4,13,72343668768.8031,0.2403514351882046,0.752386217632439,2,82645464.60943837,2.145109305218635e-07,629.3129607894175,629.8412934711882,682.3956974220647,18.619952390281437,18.78027762990031,18.97069634406648,1.217427944639702,0.23076923076923078,25.08611091399816,25.09663908716042,26.122704634514104,giant_above_1e10,gas_intermediate,bulged_above_0p2,early_T_le_4,middle_surface_tertile
UGC02953,0,35,109815494803.54543,0.0736327800507968,0.1975517798271925,2,639203356.5759988,1.744002185847341e-07,91.03090401309905,100.86516297214467,27.318568276255434,-5.517460482398923,-4.310266645578501,-3.8827533686195643,1.2152398993091713,0.7714285714285715,9.54101168708534,10.04316498779865,5.226716777887954,giant_above_1e10,gas_poor_below_0p2,modest_bulge,early_T_le_4,high_surface_tertile
UGC03205,1,15,85377702209.71358,0.1895772426569183,0.2744889180202018,2,331845226.2804899,2.2257494808552726e-07,84.68768976967704,113.32244847576676,29.090008836301486,3.771513185997357,5.120172599759233,1.5454100869553922,1.2218586722116274,0.5333333333333333,9.202591470323837,10.645301709006032,5.393515443224529,giant_above_1e10,gas_poor_below_0p2,bulged_above_0p2,early_T_le_4,high_surface_tertile
UGC03546,2,9,51718049492.78107,0.0492293072147353,0.2844136411246448,1,220854557.5599831,1.2937634739306428e-07,34.25861951465126,42.19619407580499,10.18924004163452,0.014204607892066987,-0.026964855915900268,0.26511658243723624,1.2342783248050422,1.0,5.853086323868054,6.495859764173253,3.192058903221324,giant_above_1e10,gas_poor_below_0p2,bulged_above_0p2,early_T_le_4,high_surface_tertile
UGC03580,3,15,7107652650.492209,0.3794199851406075,0.3092094487822632,1,22496466.593436874,3.3060049773596294e-08,284.7624836039584,390.34310748484756,148.76222710321582,-16.018056009385685,-18.838518416630684,-11.683849824194223,1.346957402592585,1.0,16.874906921342067,19.7571027097813,12.196812169711224,intermediate_1e9_to_1e10,gas_intermediate,bulged_above_0p2,early_T_le_4,middle_surface_tertile
UGC04278,4,8,3383090301.9939713,0.6398901953229393,0.0,7,27714968.912080586,2.7078562250810747e-08,179.66191902267695,232.22427396578507,78.2953601698495,-10.37359850521609,-12.986016435710843,-6.762027912840734,1.3429107834002192,1.0,13.40380240911798,15.2389065869499,8.848466543410192,intermediate_1e9_to_1e10,gas_rich_above_0p5,bulgeless_below_0p05,middle_T_5_to_7,middle_surface_tertile
UGC04325,0,3,5360612956.272675,0.4093847621148865,0.0,9,51443469.82412879,3.8682992548511584e-08,240.59950008914322,164.56395286108827,214.24961724924268,15.385428087561772,12.71740861894537,14.504064460055773,1.3338923460582237,1.0,15.511270099161552,12.828248238208063,14.637268093781799,intermediate_1e9_to_1e10,gas_intermediate,bulgeless_below_0p05,late_T_ge_8,middle_surface_tertile
UGC04483,1,3,38069004.07632704,0.8847508347230065,0.0,10,15113896.095113866,1.946476308790783e-09,6.122452410231034,1.347936001956868,12.241879442735295,2.3914499125204336,1.015203417166435,3.4422255305864353,1.425908918885156,1.0,2.4743589897650327,1.161006460773095,3.4988397280720496,dwarf_below_1e9,gas_rich_above_0p5,bulgeless_below_0p05,late_T_ge_8,low_surface_tertile
UGC04499,2,3,2092728125.591462,0.6522498021608475,0.0,8,19183282.160360187,1.6143373643973402e-08,6.6049226773657566,8.875349117331625,19.331784655588113,0.5322439152702808,-1.852830279220176,3.752794611159217,1.3442326362194408,1.0,2.5700044119350762,2.979152415928333,4.3967925417954525,intermediate_1e9_to_1e10,gas_rich_above_0p5,bulgeless_below_0p05,late_T_ge_8,middle_surface_tertile
UGC05005,3,4,8621216324.980139,0.6817932998518724,0.0,10,6973095.370341847,2.1570298465082832e-08,124.82587914175453,309.54444330601245,22.452637563799094,-10.669899319344111,-17.338968912967243,-2.5663244479700182,1.481927184995088,0.0,11.172550252370966,17.59387516455691,4.738421421085201,intermediate_1e9_to_1e10,gas_rich_above_0p5,bulgeless_below_0p05,late_T_ge_8,low_surface_tertile
UGC05253,4,22,64419703057.87372,0.1312914170795333,0.4034395839620666,2,91150239.4156123,1.9334083379326387e-07,72.04508949038485,67.65441868483191,101.93373167173517,-6.15374977804997,-6.304906012498747,-4.555314060919884,1.22220728781242,0.36363636363636365,8.487937882099802,8.225230615905666,10.096223634197846,giant_above_1e10,gas_poor_below_0p2,bulged_above_0p2,early_T_le_4,high_surface_tertile
UGC05716,0,4,2283424975.748241,0.8438441213298826,0.0,9,10784641.643865405,1.0874130227941573e-08,5.561654210776159,5.6896539892692095,62.18030293039954,1.9271471817247665,-1.972820870082927,7.793165591710167,1.4122532960307068,0.0,2.3583159692407967,2.3852995596505715,7.885448809700025,intermediate_1e9_to_1e10,gas_rich_above_0p5,bulgeless_below_0p05,late_T_ge_8,low_surface_tertile
UGC05721,1,7,3647149757.597978,0.7582591087885675,0.0,7,13454427.572808824,1.7972242132418187e-08,48.00234676279738,20.508018904312998,138.92193805924765,5.674853324363194,2.516963730904099,11.072492814010683,1.3803370091089033,0.0,6.9283725912220815,4.52857802232809,11.786515093921853,intermediate_1e9_to_1e10,gas_rich_above_0p5,bulgeless_below_0p05,middle_T_5_to_7,low_surface_tertile
UGC05750,2,4,5910745542.168889,0.5208825505427228,0.0,8,7622531.772882441,2.5241150404956138e-08,102.96050823604713,137.48341772286926,104.45239939260324,-4.496816748666223,-8.232344503274483,4.839168334935632,1.4100967356455167,0.0,10.146945758997981,11.725332307566777,10.22019566312716,intermediate_1e9_to_1e10,gas_rich_above_0p5,bulgeless_below_0p05,late_T_ge_8,low_surface_tertile
UGC05764,3,3,637967018.5040326,0.813154469367731,0.0,10,17375411.520163514,7.394462081693232e-09,86.21108427896384,43.68601048118537,130.83846048453327,9.016063473198004,6.253955261440656,11.152776856628924,1.4161351409839176,1.0,9.284992422127432,6.609539354689203,11.438464078910824,dwarf_below_1e9,gas_rich_above_0p5,bulgeless_below_0p05,late_T_ge_8,low_surface_tertile
UGC05829,4,4,1396099267.2361841,0.8350113708464699,0.0,10,19928991.721227273,1.4071435158178103e-08,29.755539419578707,7.551458656773567,58.2461371646456,5.073688140463393,2.1262303411461705,7.533090848423578,1.3788479691831612,1.0,5.454863831442423,2.747991749764465,7.63191569428316,intermediate_1e9_to_1e10,gas_rich_above_0p5,bulgeless_below_0p05,late_T_ge_8,middle_surface_tertile
UGC05918,0,3,372328119.7123155,0.7342260253334149,0.0,10,8152892.385096068,4.711634839638265e-09,9.227224510515375,2.730535411118694,37.889138632239046,2.452745365811232,-0.5125353509662224,5.968750063551816,1.464329853273777,0.0,3.037634690102708,1.652433179017746,6.155415390714021,dwarf_below_1e9,gas_rich_above_0p5,bulgeless_below_0p05,late_T_ge_8,low_surface_tertile
UGC05986,1,5,9208114045.398098,0.5937947213253496,0.0,9,41061757.9186747,3.25885511307795e-08,14.93268838619311,35.829834385446546,18.975911930243818,-2.2886419537896443,-5.211115785875873,2.100808486939232,1.339314201417647,1.0,3.8642836834519683,5.985802735260037,4.356134976127785,intermediate_1e9_to_1e10,gas_rich_above_0p5,bulgeless_below_0p05,late_T_ge_8,middle_surface_tertile
UGC06399,2,3,3254176337.1486297,0.4288771150540865,0.0,9,23284200.706443917,2.0697992416155048e-08,1.3844443690467407,12.89573266548041,4.034758107584799,-1.0847496758053126,-3.571344574325385,1.9309588602138301,1.3347569292861774,1.0,1.1766241409416776,3.5910628879874005,2.0086707315000134,intermediate_1e9_to_1e10,gas_intermediate,bulgeless_below_0p05,late_T_ge_8,middle_surface_tertile
UGC06446,3,6,4356458141.179828,0.7905915196266651,0.0,7,20066178.44527588,2.1305286104625506e-08,71.77499668479616,29.28397802586097,151.08191636893858,8.118818044657068,4.920847372190006,11.994408780271513,1.369714892959326,1.0,8.472012552209549,5.411467271069924,12.291538405298931,intermediate_1e9_to_1e10,gas_rich_above_0p5,bulgeless_below_0p05,middle_T_5_to_7,middle_surface_tertile
UGC06614,4,4,112664115606.64542,0.2949898891643329,0.7185306291713213,1,18753224.71185546,1.2939553903956496e-07,1106.998698989541,1457.3861968663198,601.3253266807451,-33.191366536701324,-38.118876830701794,-23.867727729779617,1.3060804050513721,0.0,33.271589967862084,38.17572784985664,24.52193562263683,giant_above_1e10,gas_intermediate,bulged_above_0p2,early_T_le_4,middle_surface_tertile
UGC06667,0,3,5057273859.881074,0.5463781145815063,0.0,6,15322011.028463598,2.227834783417858e-08,46.30202993823945,16.217339919830483,123.45852469006688,5.766329704281077,2.2830905330953564,10.631976782811833,1.3667334181540076,1.0,6.80455949626715,4.027075852256881,11.111189166334398,intermediate_1e9_to_1e10,gas_rich_above_0p5,bulgeless_below_0p05,middle_T_5_to_7,low_surface_tertile
UGC06786,1,14,87583600340.04774,0.1283431074321781,0.3474458307017618,0,161613254.35105175,1.443803510168858e-07,167.449463047787,180.77120986567405,92.26084925530884,-11.405658390851857,-11.227772751574705,-9.323423685334834,1.2440672467670015,0.6428571428571429,12.94022654545843,13.44511844000171,9.605251129216187,giant_above_1e10,gas_poor_below_0p2,bulged_above_0p2,early_T_le_4,high_surface_tertile
UGC06787,2,22,135529961810.38878,0.0846257010589517,0.5408890237266238,2,75135951.47958748,1.8020678516667912e-07,257.85814680045655,262.0718627312052,108.47285331062697,-4.763893878873989,-4.525080040339577,-1.7876394612066882,1.230005573757302,0.22727272727272727,16.057962099857395,16.188633751222035,10.415030163692613,giant_above_1e10,gas_poor_below_0p2,bulged_above_0p2,early_T_le_4,middle_surface_tertile
UGC06818,3,3,825404502.794854,0.6567000094715825,0.0,9,12976289.095380222,8.12162860906415e-09,201.31860112258528,287.08701504650395,122.65662654994863,-13.97294232314912,-16.768562177612065,-10.80415930754456,1.4127419422141514,1.0,14.188678624966641,16.94364231936286,11.075045216609665,dwarf_below_1e9,gas_rich_above_0p5,bulgeless_below_0p05,late_T_ge_8,low_surface_tertile
UGC06917,4,4,8869471082.385191,0.4255274974726913,0.0,9,28934419.35542543,4.283180689415803e-08,7.2237833620593115,3.95567004361812,20.15562099958281,1.796622392052278,-0.9775434301493711,4.230776726656114,1.311609141663575,1.0,2.68770968708663,1.9888866341795652,4.489501197191377,intermediate_1e9_to_1e10,gas_intermediate,bulgeless_below_0p05,late_T_ge_8,middle_surface_tertile
UGC06930,0,3,10494166614.304747,0.4491750361066249,0.0,7,31190173.854194004,3.354411191729373e-08,40.30754359233027,11.002633823301876,96.52867851904692,5.987506662634819,2.439068821380625,9.777122636208881,1.3417410118472342,1.0,6.348822220879261,3.317021830392721,9.824900941945772,giant_above_1e10,gas_intermediate,bulgeless_below_0p05,middle_T_5_to_7,middle_surface_tertile
UGC06983,1,6,11152113622.910088,0.5501586718969599,0.0,6,25735577.799244948,3.668826849906146e-08,70.89118823503964,30.847790316132926,156.49554337404572,8.28432991456033,5.377553685102306,12.36255617311542,1.3332452080912287,1.0,8.419690507081578,5.554078709933171,12.509817879331646,giant_above_1e10,gas_rich_above_0p5,bulgeless_below_0p05,middle_T_5_to_7,middle_surface_tertile
UGC07089,2,4,1765619686.0869055,0.4859533865709496,0.0,8,17187043.067443106,1.3190408214223484e-08,22.600206614055246,51.09765204714965,2.8138959603508384,-4.474423363715296,-6.930238523933813,-0.8134766883372784,1.3508305133691423,1.0,4.753967460348803,7.148262169726965,1.6774671264590666,intermediate_1e9_to_1e10,gas_intermediate,bulgeless_below_0p05,late_T_ge_8,low_surface_tertile
UGC07125,3,4,1735359510.7418218,0.8017496351252082,0.0,9,13944757.006119242,9.391420928156554e-09,13.566877610589108,2.52806772249466,78.16581590447758,3.314884448298951,0.07178819131942404,8.776802217844224,1.4071172555348797,1.0,3.68332426085311,1.58998984980869,8.841143359570502,intermediate_1e9_to_1e10,gas_rich_above_0p5,bulgeless_below_0p05,late_T_ge_8,low_surface_tertile
UGC07151,4,4,2402180927.8668466,0.4615033595477385,0.0,6,34435793.05205679,2.4161945576451856e-08,43.940798416761695,15.403329453457607,47.80885260243893,6.322699267745062,3.536679485380539,6.750675425491391,1.3489143538363937,1.0,6.628785591400713,3.924707562794661,6.914394594065263,intermediate_1e9_to_1e10,gas_intermediate,bulgeless_below_0p05,middle_T_5_to_7,middle_surface_tertile
UGC07323,0,3,2115479687.3241718,0.2858912916910976,0.0,8,43184286.198877744,2.391319211084723e-08,2.43506080919841,17.93789663231293,5.746585007629295,-1.5147537825737345,-4.22493135941248,-2.3853934553758336,1.3628497011022036,1.0,1.560468137835057,4.235315411195834,2.3972035807643235,intermediate_1e9_to_1e10,gas_intermediate,bulgeless_below_0p05,late_T_ge_8,middle_surface_tertile
UGC07399,1,3,6313503469.701884,0.5945859716084385,0.0,8,20649662.395639714,2.7981724904580975e-08,1.4830541316124268,15.0712672656151,7.3901804536540645,-0.9449557864677018,-3.8177172348375357,2.652948629821765,1.3471984190689568,1.0,1.2178070995081391,3.8821730082023778,2.718488634085871,intermediate_1e9_to_1e10,gas_rich_above_0p5,bulgeless_below_0p05,late_T_ge_8,middle_surface_tertile
UGC07524,2,10,4476074532.708398,0.626067228073092,0.0,9,16658809.062656421,2.335173103128653e-08,60.62239721679559,34.171809395417455,149.3054346719344,6.181369592290062,3.765374284806191,11.571169263430644,1.330097018071007,1.0,7.786038608740364,5.845665864161024,12.219060302328261,intermediate_1e9_to_1e10,gas_rich_above_0p5,bulgeless_below_0p05,late_T_ge_8,low_surface_tertile
UGC07577,3,3,41374597.632791884,0.5583966206642812,0.0,10,7608098.401427587,1.4022286671438633e-09,93.0422121262169,63.28141186755903,139.8563962787275,9.619473299126929,7.917318243452869,11.808286376782178,1.4658903625889623,0.0,9.645839109492595,7.954961462355366,11.826089644456763,dwarf_below_1e9,gas_rich_above_0p5,bulgeless_below_0p05,late_T_ge_8,low_surface_tertile
UGC07603,4,4,739559890.8484225,0.6704558233439073,0.0,7,14167553.637385085,7.679922011439115e-09,34.02467115917129,79.42414557683946,8.011388083676362,-5.817277079213019,-8.901128343506242,-2.789769481193943,1.4061588831251577,1.0,5.833067045660567,8.912022530090432,2.8304395566194946,dwarf_below_1e9,gas_rich_above_0p5,bulgeless_below_0p05,middle_T_5_to_7,low_surface_tertile
UGC08286,0,6,2821813540.748574,0.6244488420258806,0.0,6,39262829.13293903,1.9327449412939553e-08,1.4977130419602966,15.901114124124478,2.7651956345535518,-0.6115868938299371,-3.8499889180783504,1.3420483928770157,1.3740161584272592,1.0,1.2238108685414983,3.987620107799197,1.6628877396124946,intermediate_1e9_to_1e10,gas_rich_above_0p5,bulgeless_below_0p05,middle_T_5_to_7,middle_surface_tertile
UGC08490,1,9,2210803919.0741715,0.6770143825604472,0.0,9,16173232.792824013,1.1202628061688845e-08,3.476399952337206,22.908226203221766,19.136159347877296,-1.7182699517611044,-4.737926110825997,4.165762385744133,1.3842742699295822,1.0,1.8645106468822337,4.786253879938021,4.374489609986209,intermediate_1e9_to_1e10,gas_rich_above_0p5,bulgeless_below_0p05,late_T_ge_8,low_surface_tertile
UGC08550,2,4,964179861.540781,0.7693739775033157,0.0,7,10994926.786686981,8.723483206453885e-09,18.665750008292925,27.758891619751676,25.210882277493695,-1.403554600989004,-3.5939710441397033,3.579999951141099,1.3640180027257593,1.0,4.320387715042821,5.268670764030684,5.021043942995689,dwarf_below_1e9,gas_rich_above_0p5,bulgeless_below_0p05,middle_T_5_to_7,low_surface_tertile
UGC08699,3,13,41837688356.839485,0.1406678900594392,0.3879620923083007,2,199836869.70231172,1.4697754165420056e-07,69.3974127766939,86.03936371182226,25.44713672009842,4.50905568769192,4.566484530618055,2.6151775671523296,1.2438802526186559,0.6153846153846154,8.330510955319241,9.275740601796832,5.0445155089560805,giant_above_1e10,gas_poor_below_0p2,bulged_above_0p2,early_T_le_4,high_surface_tertile
UGC08837,4,3,527615418.235704,0.5377022936295248,0.0,10,14138780.826982738,7.459839896358348e-09,4.547854702008839,10.704654634480134,9.366963831786421,-0.00701906432051184,-2.6955342322324207,2.660448185963176,1.4075147830686037,1.0,2.132569975876252,3.2717968510407447,3.0605495963611538,dwarf_below_1e9,gas_rich_above_0p5,bulgeless_below_0p05,late_T_ge_8,low_surface_tertile
UGC09037,0,7,37378785800.34867,0.4457383191725154,0.0,6,29048709.67587693,7.727605960563106e-08,58.58828002517729,44.70705094158289,132.57785705041448,3.7442597914873863,1.3414968723252676,9.04653534564963,1.2899285785723615,0.2857142857142857,7.654298140598999,6.686333146170844,11.514245830727017,giant_above_1e10,gas_intermediate,bulgeless_below_0p05,middle_T_5_to_7,middle_surface_tertile
UGC09133,1,21,104159284212.26477,0.1864783777220112,0.3336067374736092,2,355380005.7407043,1.2883588013551152e-07,30.416273122174523,36.872365991096345,71.36221279509843,0.3008083297330072,0.2227997111958906,6.0167119101198905,1.2490901997502046,1.0,5.5150950238572065,6.072262016011525,8.447615805367715,giant_above_1e10,gas_poor_below_0p2,bulged_above_0p2,early_T_le_4,high_surface_tertile
UGC11455,2,11,237373508464.31516,0.0926795157805164,0.0,6,193921341.73927733,3.114592991068459e-07,235.35157249762617,275.5489422524395,94.0943608007497,8.779717707676157,10.863468868937021,3.200999391748486,1.205016593894658,0.0,15.341172461634937,16.599666931973047,9.700224780939342,giant_above_1e10,gas_poor_below_0p2,bulgeless_below_0p05,middle_T_5_to_7,high_surface_tertile
UGC11557,3,4,4915176516.5033,0.3364183988996926,0.0,8,52868425.436698355,4.003162512551899e-08,69.3618420322062,95.27008626310361,69.4097909888026,-5.215948140551397,-7.51824387427947,-5.864801852515448,1.3349559208787116,1.0,8.328375713919623,9.760639644157733,8.331253866543895,intermediate_1e9_to_1e10,gas_intermediate,bulgeless_below_0p05,late_T_ge_8,middle_surface_tertile
UGC11820,4,3,3076560825.7289615,0.835221963481536,0.0,9,11719460.565328566,1.4496925103029604e-08,2.7737183082783923,24.275858429067696,26.7466876526489,-0.980782672339212,-4.643514711391451,5.131275022575285,1.3768245008225317,1.0,1.6654483805505327,4.9270537270327885,5.171719989776022,intermediate_1e9_to_1e10,gas_rich_above_0p5,bulgeless_below_0p05,late_T_ge_8,low_surface_tertile
UGC11914,0,20,39135815451.372055,0.0142035918327679,0.4430140931762194,2,815396141.3728026,4.215497140292304e-07,37.25558190091152,35.696241716609336,46.29764845061108,-0.3618815450448906,0.8714232389839538,-1.456511752584649,1.1821527352818202,0.0,6.10373507787744,5.974633186783046,6.804237536315959,giant_above_1e10,gas_poor_below_0p2,bulged_above_0p2,early_T_le_4,high_surface_tertile
UGC12506,1,10,234407390233.692,0.4158186448755677,0.0,6,50443859.79090243,2.537506823580183e-07,986.0101733934301,927.5183286096697,831.7220505627893,30.566790908757373,29.60065057063135,27.548801561589194,1.2610393953511945,0.0,31.40079892922201,30.455185578316044,28.839591719765888,giant_above_1e10,gas_intermediate,bulgeless_below_0p05,middle_T_5_to_7,middle_surface_tertile
UGC12632,2,5,3096416984.250542,0.7802514274488,0.0,9,12948514.430680282,1.6767884112385064e-08,50.26705570095315,22.22966253484468,156.86336076056486,6.568724524340067,4.011544050626628,12.270798399725967,1.3435003357736437,0.6,7.089926353704469,4.714834306191967,12.5245104000342,intermediate_1e9_to_1e10,gas_rich_above_0p5,bulgeless_below_0p05,late_T_ge_8,low_surface_tertile
UGC12732,3,5,5840973991.674698,0.8622256785949333,0.0,9,13164316.105197065,2.3927078665411827e-08,26.30217802238542,7.855201353681177,106.51401081359741,4.1454455824287155,0.6089764289661701,10.11574008128073,1.3817023774118455,0.0,5.12856490866455,2.8027132128851817,10.320562524087405,intermediate_1e9_to_1e10,gas_rich_above_0p5,bulgeless_below_0p05,late_T_ge_8,low_surface_tertile
UGCA442,4,3,547168241.7046994,0.8431619273187783,0.0,9,16374994.551741306,4.215344963781766e-09,122.52549900840518,198.59361647951218,30.32058213692515,-10.756192532631195,-13.854316732307142,-5.332506337482954,1.4276608169422704,1.0,11.06912367843115,14.092324736519243,5.50641281933394,dwarf_below_1e9,gas_rich_above_0p5,bulgeless_below_0p05,late_T_ge_8,low_surface_tertile
UGCA444,0,11,109111460.42905097,0.9283732011890308,0.0,10,12769851.749548575,2.347597010782997e-09,7.905684976748231,20.04499950732242,3.687144612723027,-1.7311091541744403,-3.880435917227526,0.6379065246938797,1.4492838395530563,1.0,2.8117049946159414,4.477164226083562,1.920193899772371,dwarf_below_1e9,gas_rich_above_0p5,bulgeless_below_0p05,late_T_ge_8,low_surface_tertile
