z,D,f,sigma_8,f_sigma_8
1.831968317016924175e+01,5.135615914638333446e-02,9.964649349825527302e-01,5.332486306155220790e-02,5.313635620358314604e-02
1.836421963946606795e+01,5.123846064553668617e-02,9.964595244446494693e-01,5.320265266761858153e-02,5.301428997636907503e-02
1.840885877592777575e+01,5.112103252504465734e-02,9.964540967680801664e-01,5.308072301888910882e-02,5.289250391158378806e-02
1.845360081622661852e+01,5.100387416433156684e-02,9.964486520255245727e-01,5.295907347099879092e-02,5.277099737269746321e-02
1.849844599758044694e+01,5.088698494423259805e-02,9.964431902809020025e-01,5.283770338104749886e-02,5.264976972412697270e-02
1.854339455775394541e+01,5.077036424698970485e-02,9.964377116176966753e-01,5.271661210759586574e-02,5.252882033273058304e-02
1.858844673505989320e+01,5.065401145624775364e-02,9.964322161089808061e-01,5.259579901066120666e-02,5.240814856621568707e-02
1.863360276836045770e+01,5.053792595705240004e-02,9.964267038263697751e-01,5.247526345171530521e-02,5.228775379361304959e-02
1.867886289706844494e+01,5.042210713584691778e-02,9.964211748422793224e-01,5.235500479368113830e-02,5.216763538539292283e-02
1.872422736114853947e+01,5.030655438046909705e-02,9.964156292287810190e-01,5.223502240092969123e-02,5.204779271340183311e-02
1.876969640111860471e+01,5.019126708014815669e-02,9.964100670578606156e-01,5.211531563927668254e-02,5.192822515087325286e-02
1.881527025805097608e+01,5.007624462550155919e-02,9.964044884034661820e-01,5.199588387597930267e-02,5.180893207253119137e-02
1.886094917357370448e+01,4.996148640853190215e-02,9.963988933381964230e-01,5.187672647973298745e-02,5.168991285441425915e-02
1.890673338987186014e+01,4.984699182262388589e-02,9.963932819358531923e-01,5.175784282066822617e-02,5.157116687400565419e-02
1.895262314968879735e+01,4.973276026254119103e-02,9.963876542681754378e-01,5.163923227034738356e-02,5.145269351006089703e-02
1.899861869632743705e+01,4.961879112442396655e-02,9.963820104046485771e-01,5.152089420176204915e-02,5.133449214259687421e-02
1.904472027365160258e+01,4.950508380578513140e-02,9.963763504182672204e-01,5.140282798932919311e-02,5.121656215318577676e-02
1.909092812608727030e+01,4.939163770550792504e-02,9.963706743824534140e-01,5.128503300888866134e-02,5.109890292479277868e-02
1.913724249862387694e+01,4.927845222384220208e-02,9.963649823674003425e-01,5.116750863769928270e-02,5.098151384158505078e-02
1.918366363681560927e+01,4.916552676240199676e-02,9.963592744477675067e-01,5.105025425443635717e-02,5.086439428932426621e-02
1.923019178678271146e+01,4.905286072416160242e-02,9.963535506964924515e-01,5.093326923918761739e-02,5.074754365504501735e-02
1.927682719521281030e+01,4.894045351345392009e-02,9.963478111810319948e-01,5.081655297345144540e-02,5.063096132686330936e-02
1.932357010936220476e+01,4.882830453596689879e-02,9.963420559731933634e-01,5.070010484013325741e-02,5.051464669447482125e-02
1.937042077705717702e+01,4.871641319873980941e-02,9.963362851484992566e-01,5.058392422354154871e-02,5.039859914911656857e-02
1.941737944669529270e+01,4.860477891016120461e-02,9.963304987757388709e-01,5.046801050938585359e-02,5.028281808303564082e-02
1.946444636724673671e+01,4.849340107996551880e-02,9.963246969255246110e-01,5.035236308477319261e-02,5.016730288992062720e-02
1.951162178825564553e+01,4.838227911923038971e-02,9.963188796660763513e-01,5.023698133820522771e-02,5.005205296468621945e-02
1.955890595984141456e+01,4.827141244037315426e-02,9.963130470807824990e-01,5.012186465957472331e-02,4.993706770435148157e-02
1.960629913270000557e+01,4.816080045714802443e-02,9.963071992278254019e-01,5.000701244016254876e-02,4.982234650600936982e-02
1.965380155810528962e+01,4.805044258464377660e-02,9.963013361842120164e-01,4.989242407263531215e-02,4.970788876903591003e-02
1.970141348791041480e+01,4.794033823927976168e-02,9.962954580212957101e-01,4.977809895104118310e-02,4.959369389385695492e-02
1.974913517454908884e+01,4.783048683880405244e-02,9.962895648034462148e-01,4.966403647080799150e-02,4.947976128188377731e-02
1.979696687103695396e+01,4.772088780228959937e-02,9.962836566145447659e-01,4.955023602873924460e-02,4.936609033682609615e-02
1.984490883097288716e+01,4.761154055013116365e-02,9.962777335152916969e-01,4.943669702301092816e-02,4.925268046256749827e-02
1.989296130854038935e+01,4.750244450404390167e-02,9.962717955772540934e-01,4.932341885317002850e-02,4.913953106485668965e-02
1.994112455850891763e+01,4.739359908705834123e-02,9.962658428786083098e-01,4.921040092012934908e-02,4.902664155108690802e-02
1.998939883623522817e+01,4.728500372351891051e-02,9.962598754851340610e-01,4.909764262616593544e-02,4.891401132935768725e-02
2.003778439766474762e+01,4.717665783908030208e-02,9.962538934713107697e-01,4.898514337491734899e-02,4.880163980951179176e-02
2.008628149933289464e+01,4.706856086070514145e-02,9.962478969036459020e-01,4.887290257137919675e-02,4.868952640231331147e-02
2.013489039836646199e+01,4.696071221666077433e-02,9.962418858549583200e-01,4.876091962190184925e-02,4.857767052014554110e-02
2.018361135248500915e+01,4.685311133651631765e-02,9.962358603984406979e-01,4.864919393418734583e-02,4.846607157671573018e-02
2.023244462000218391e+01,4.674575765113973824e-02,9.962298206030776315e-01,4.853772491728633454e-02,4.835472898682969395e-02
2.028139045982711153e+01,4.663865059269487606e-02,9.962237665424859001e-01,4.842651198159505371e-02,4.824364216681945039e-02
2.033044913146576249e+01,4.653178959463911274e-02,9.962176982849065832e-01,4.831555453885284790e-02,4.813281053405485399e-02
2.037962089502231677e+01,4.642517409171965231e-02,9.962116159050568021e-01,4.820485200213833754e-02,4.802223350751434749e-02
2.042890601120057781e+01,4.631880351997172407e-02,9.962055194668829605e-01,4.809440378586753856e-02,4.791191050695019216e-02
2.047830474130533673e+01,4.621267731671474532e-02,9.961994090468770935e-01,4.798420930578988636e-02,4.780184095400954319e-02
2.052781734724372953e+01,4.610679492055006629e-02,9.961932847120987811e-01,4.787426797898589048e-02,4.769202427117320842e-02
2.057744409152666165e+01,4.600115577135754918e-02,9.961871465435969686e-01,4.776457922386358884e-02,4.758245988287624489e-02
2.062718523727019360e+01,4.589575931029264005e-02,9.961809946063265864e-01,4.765514246015548072e-02,4.747314721406387106e-02
2.067704104819693711e+01,4.579060497978487687e-02,9.961748289665627309e-01,4.754595710891702798e-02,4.736408569102695115e-02
2.072701178863743721e+01,4.568569222353328907e-02,9.961686497078304781e-01,4.743702259252183251e-02,4.725527474215231866e-02
2.077709772353158613e+01,4.558102048650425342e-02,9.961624568952583969e-01,4.732833833465943663e-02,4.714671379622438485e-02
2.082729911843000892e+01,4.547658921492943318e-02,9.961562505973149406e-01,4.721990376033314424e-02,4.703840228345951974e-02
2.087761623949551648e+01,4.537239785630217681e-02,9.961500308886972466e-01,4.711171829585635712e-02,4.693033963563691263e-02
2.092804935350447337e+01,4.526844585937443710e-02,9.961437978418171690e-01,4.700378136884928587e-02,4.682252528569197381e-02
2.097859872784824375e+01,4.516473267415460624e-02,9.961375515273607206e-01,4.689609240823677111e-02,4.671495866774182798e-02
2.102926463053456274e+01,4.506125775190433086e-02,9.961312920174560936e-01,4.678865084424493892e-02,4.660763921723135028e-02
2.108004733018899302e+01,4.495802054513622914e-02,9.961250193806807651e-01,4.668145610839885551e-02,4.650056637069720916e-02
2.113094709605636723e+01,4.485502050761020626e-02,9.961187336960317662e-01,4.657450763351866918e-02,4.639373956641678481e-02
2.118196419800217356e+01,4.475225709433125476e-02,9.961124350310842646e-01,4.646780485371734826e-02,4.628715824338562601e-02
2.123309890651402299e+01,4.464972976154660267e-02,9.961061234606283232e-01,4.636134720439774592e-02,4.618082184218487429e-02
2.128435149270303484e+01,4.454743796674264650e-02,9.960997990582846073e-01,4.625513412224933896e-02,4.607472980458657275e-02
2.133572222830531118e+01,4.444538116864265448e-02,9.960934618923236172e-01,4.614916504524593094e-02,4.596888157335923125e-02
2.138721138568338631e+01,4.434355882720428937e-02,9.960871120323527839e-01,4.604343941264300855e-02,4.586327659257618400e-02
2.143881923782765853e+01,4.424197040361600025e-02,9.960807495553998248e-01,4.593795666497405700e-02,4.575791430789083458e-02
2.149054605835781118e+01,4.414061536029444816e-02,9.960743745355873369e-01,4.583271624404783307e-02,4.565279416605699803e-02
2.154239212152429062e+01,4.403949316088203586e-02,9.960679870453972296e-01,4.572771759294583238e-02,4.554791561498595237e-02
2.159435770220976991e+01,4.393860327024357026e-02,9.960615871592243264e-01,4.562296015601881999e-02,4.544327810390615813e-02
2.164644307593058414e+01,4.383794515446461093e-02,9.960551749490804685e-01,4.551844337888508868e-02,4.533888108316520144e-02
2.169864851883821188e+01,4.373751828084757737e-02,9.960487504870777498e-01,4.541416670842646219e-02,4.523472400434002533e-02
2.175097430772070695e+01,4.363732211791036819e-02,9.960423138427672018e-01,4.531012959278683111e-02,4.513080632011503418e-02
2.180342072000417986e+01,4.353735613538257943e-02,9.960358650950407178e-01,4.520633148136823237e-02,4.502712748481778327e-02
2.185598803375429355e+01,4.343761980420267343e-02,9.960294043171659117e-01,4.510277182482789332e-02,4.492368695373637894e-02
2.190867652767772000e+01,4.333811259651602216e-02,9.960229315810666950e-01,4.499945007507625411e-02,4.482048418331330275e-02
2.196148648112361101e+01,4.323883398567151398e-02,9.960164469656872521e-01,4.489636568527337335e-02,4.471751863151818968e-02
2.201441817408508328e+01,4.313978344621920841e-02,9.960099505402577602e-01,4.479351810982654114e-02,4.461478975709247397e-02
2.206747188720068564e+01,4.304096045390769232e-02,9.960034423829167149e-01,4.469090680438752433e-02,4.451229702038408953e-02
2.212064790175593743e+01,4.294236448568108933e-02,9.959969225683895644e-01,4.458853122584944401e-02,4.441003988279058901e-02
2.217394649968477083e+01,4.284399501967687401e-02,9.959903911661773801e-01,4.448639083234452729e-02,4.430801780667827094e-02
2.222736796357105860e+01,4.274585153522307557e-02,9.959838482519400849e-01,4.438448508324119302e-02,4.420623025588739374e-02
2.228091257665007774e+01,4.264793351283545364e-02,9.959772939006742432e-01,4.428281343914111656e-02,4.410467669542417896e-02
2.233458062281001943e+01,4.255024043421441748e-02,9.959707281951045710e-01,4.418137536187603798e-02,4.400335659182892656e-02
2.238837238659353801e+01,4.245277178224265979e-02,9.959641512058048374e-01,4.408017031450531253e-02,4.390226941229359581e-02
2.244228815319921821e+01,4.235552704098250604e-02,9.959575630143743252e-01,4.397919776131314906e-02,4.380141462568466759e-02
2.249632820848307446e+01,4.225850569567383974e-02,9.959509636847195813e-01,4.387845716780642419e-02,4.370079170127549872e-02
2.255049283896009271e+01,4.216170723273079957e-02,9.959443533029846973e-01,4.377794800071133086e-02,4.360040011050014125e-02
2.260478233180576169e+01,4.206513113973921192e-02,9.959377319405494644e-01,4.367766972797062358e-02,4.350023932532345872e-02
2.265919697485757212e+01,4.196877690545437745e-02,9.959310996742870570e-01,4.357762181874139107e-02,4.340030881912931848e-02
2.271373705661654441e+01,4.187264401979794159e-02,9.959244565824020290e-01,4.347780374339175330e-02,4.330060806653375505e-02
2.276840286624876697e+01,4.177673197385540355e-02,9.959178027406001554e-01,4.337821497349833577e-02,4.320113654321586227e-02
2.282319469358689545e+01,4.168104025987362515e-02,9.959111382284528968e-01,4.327885498184360497e-02,4.310189372619201154e-02
2.287811282913176569e+01,4.158556837125805539e-02,9.959044631198610276e-01,4.317972324241305809e-02,4.300287909339955972e-02
2.293315756405386097e+01,4.149031580257066254e-02,9.958977774902428859e-01,4.308081923039303041e-02,4.290409212400733696e-02
2.298832919019489651e+01,4.139528204952637458e-02,9.958910814268184808e-01,4.298214242216702452e-02,4.280553229885344924e-02
2.304362800006933298e+01,4.130046660899082400e-02,9.958843750052103205e-01,4.288369229531335119e-02,4.270719909943389292e-02
2.309905428686594320e+01,4.120586897897828005e-02,9.958776582973523084e-01,4.278546832860298521e-02,4.260909200824467002e-02
2.315460834444939309e+01,4.111148865864849150e-02,9.958709313903267857e-01,4.268747000199631797e-02,4.251121050958470843e-02
2.321029046736176937e+01,4.101732514830454257e-02,9.958641943557042797e-01,4.258969679664087460e-02,4.241355408824048351e-02
2.326610095082414631e+01,4.092337794938998713e-02,9.958574472754454510e-01,4.249214819486838574e-02,4.231612223059155742e-02
2.332204009073814888e+01,4.082964656448660745e-02,9.958506902268662309e-01,4.239482368019244218e-02,4.221891442396593502e-02
2.337810818368751953e+01,4.073613049731124314e-02,9.958439232961279197e-01,4.229772273730519894e-02,4.212193015720984424e-02
2.343430552693970625e+01,4.064282925271348740e-02,9.958371465577324777e-01,4.220084485207498820e-02,4.202516891981593339e-02
2.349063241844745065e+01,4.054974233667337641e-02,9.958303600942379763e-01,4.210418951154392547e-02,4.192863020275682667e-02
2.354708915685030490e+01,4.045686925629878722e-02,9.958235639873183054e-01,4.200775620392519644e-02,4.183231349810317273e-02
2.360367604147626963e+01,4.036420951982232219e-02,9.958167583186027239e-01,4.191154441859983731e-02,4.173621829905621583e-02
2.366039337234338547e+01,4.027176263659981020e-02,9.958099431626181719e-01,4.181555364611514586e-02,4.164034409965133160e-02
2.371724145016128915e+01,4.017952811710694128e-02,9.958031186097516807e-01,4.171978337818124660e-02,4.154469039571616340e-02
2.377422057633284780e+01,4.008750547293730981e-02,9.957962847312193944e-01,4.162423310766898837e-02,4.144925668340299768e-02
2.383133105295570431e+01,3.999569421679956965e-02,9.957894416157012651e-01,4.152890232860703690e-02,4.135404246071659740e-02
2.388857318282390452e+01,3.990409386251460994e-02,9.957825893473498668e-01,4.143379053617893965e-02,4.125904722659198137e-02
2.394594726942953500e+01,3.981270392501329303e-02,9.957757280093785246e-01,4.133889722672075967e-02,4.116427048104274317e-02
2.400345361696430047e+01,3.972152392033418550e-02,9.957688576791744461e-01,4.124422189771871639e-02,4.106971172495775535e-02
2.406109253032112960e+01,3.963055336562106012e-02,9.957619784453135559e-01,4.114976404780661817e-02,4.097537046080175493e-02
2.411886431509579864e+01,3.953979177912033544e-02,9.957550903829224254e-01,4.105552317676318397e-02,4.088124619159599210e-02
2.417676927758854788e+01,3.944923868017827240e-02,9.957481935894630931e-01,4.096149878550913587e-02,4.078733842238770751e-02
2.423480772480573364e+01,3.935889358923825437e-02,9.957412881439784424e-01,4.086769037610437499e-02,4.069364665857144042e-02
2.429297996446143060e+01,3.926875602783932995e-02,9.957343741273588789e-01,4.077409745174647576e-02,4.060017040672271593e-02
2.435128630497906599e+01,3.917882551861338186e-02,9.957274516223234562e-01,4.068071951676772297e-02,4.050690917459364576e-02
2.440972705549305033e+01,3.908910158528217799e-02,9.957205207223178700e-01,4.058755607663208642e-02,4.041386247147037841e-02
2.446830252585040100e+01,3.899958375265490801e-02,9.957135815098442366e-01,4.049460663793263276e-02,4.032102980728821673e-02
2.452701302661245464e+01,3.891027154662615034e-02,9.957066340726004050e-01,4.040187070838942990e-02,4.022841069328682989e-02
2.458585886905645168e+01,3.882116449417338105e-02,9.956996784932992117e-01,4.030934779684694491e-02,4.013600464159507858e-02
2.464484036517716348e+01,3.873226212335431629e-02,9.956927148623786472e-01,4.021703741327131015e-02,4.004381116574196736e-02
2.470395782768863668e+01,3.864356396330451832e-02,9.956857432671774033e-01,4.012493906874781135e-02,3.995182978021637188e-02
2.476321157002574580e+01,3.855506954423484206e-02,9.956787637956826531e-01,4.003305227547826473e-02,3.986006000061614180e-02
2.482260190634595176e+01,3.846677839742936728e-02,9.956717765341778215e-01,3.994137654677881732e-02,3.976850134355180977e-02
