a,D,f
1.950967343655977222e-03,1.802388493658885725e-03,8.294060371445285407e-01
1.954339455775394672e-03,1.804971962748335096e-03,8.294050019628256276e-01
1.957717396357387760e-03,1.807559134288089361e-03,8.294056604251562881e-01
1.961101175476048005e-03,1.810150018874291840e-03,8.294080103113630198e-01
1.964490803222885065e-03,1.812744627134085578e-03,8.294120494119691100e-01
1.967886289706845173e-03,1.815342969725740200e-03,8.294177755391507478e-01
1.971287645054352333e-03,1.817945057338770298e-03,8.294251865156703207e-01
1.974694879409332176e-03,1.820550900694052534e-03,8.294342801875559390e-01
1.978108002933239712e-03,1.823160510543965496e-03,8.294450544087725863e-01
1.981527025805099231e-03,1.825773897672490964e-03,8.294575070581625686e-01
1.984951958221522518e-03,1.828391072895356592e-03,8.294716360215695916e-01
1.988382810396750050e-03,1.831012047060143026e-03,8.294874392053828149e-01
1.991819592562677453e-03,1.833636831046418347e-03,8.295049145330897211e-01
1.995262314968879788e-03,1.836265435765869689e-03,8.295240599426814132e-01
1.998710987882654916e-03,1.838897872162420337e-03,8.295448733849219991e-01
2.002165621589040850e-03,1.841534151212354193e-03,8.295673528334857050e-01
2.005626226390856085e-03,1.844174283924453249e-03,8.295914962687866989e-01
2.009092812608728653e-03,1.846818281340115121e-03,8.296173016940641132e-01
2.012565390581118677e-03,1.849466154533488350e-03,8.296447671243042388e-01
2.016043970664363472e-03,1.852117914611589068e-03,8.296738905862108826e-01
2.019528563232691858e-03,1.854773572714437605e-03,8.297046701300329063e-01
2.023019178678271430e-03,1.857433140015194882e-03,8.297371038193360748e-01
2.026515827411229809e-03,1.860096627720294465e-03,8.297711897309596463e-01
2.030018519859683700e-03,1.862764047069565086e-03,8.298069259583786828e-01
2.033527266469781387e-03,1.865435409336360303e-03,8.298443106082706855e-01
2.037042077705718355e-03,1.868110725827706832e-03,8.298833418089447411e-01
2.040562964049783250e-03,1.870790007884424663e-03,8.299240176950398729e-01
2.044089936002381740e-03,1.873473266881248937e-03,8.299663364185286829e-01
2.047623004082063398e-03,1.876160514226987795e-03,8.300102961520483547e-01
2.051162178825566371e-03,1.878851761364652923e-03,8.300558950795299262e-01
2.054707470787832998e-03,1.881547019771580330e-03,8.301031313995694827e-01
2.058258890542054471e-03,1.884246300959589726e-03,8.301520033304571333e-01
2.061816448679697298e-03,1.886949616475103782e-03,8.302025090957267928e-01
2.065380155810529316e-03,1.889656977899278672e-03,8.302546469419497255e-01
2.068950022562663065e-03,1.892368396848162796e-03,8.303084151267909885e-01
2.072526059582574433e-03,1.895083884972818431e-03,8.303638119257809036e-01
2.076108277535148629e-03,1.897803453959486311e-03,8.304208356322509976e-01
2.079696687103696224e-03,1.900527115529697299e-03,8.304794845437397655e-01
2.083291298989999128e-03,1.903254881440423095e-03,8.305397569806256541e-01
2.086892123914336171e-03,1.905986763484221512e-03,8.306016512767447901e-01
2.090499172615510430e-03,1.908722773489376998e-03,8.306651657793556742e-01
2.094112455850893895e-03,1.911462923320042225e-03,8.307302988541993560e-01
2.097731984396443081e-03,1.914207224876385760e-03,8.307970488752655092e-01
2.101357769046747603e-03,1.916955690094723254e-03,8.308654142332624337e-01
2.104989820615052725e-03,1.919708330947672266e-03,8.309353933364211908e-01
2.108628149933289286e-03,1.922465159444301883e-03,8.310069846079068956e-01
2.112272767852117934e-03,1.925226187630271714e-03,8.310801864789917337e-01
2.115923685240946039e-03,1.927991427587976954e-03,8.311549974000667085e-01
2.119580912987975400e-03,1.930760891436689337e-03,8.312314158329654479e-01
2.123244462000220024e-03,1.933534591332726049e-03,8.313094402611057587e-01
2.126914343203551664e-03,1.936312539469585902e-03,8.313890691750199791e-01
2.130590567542726271e-03,1.939094748078109155e-03,8.314703010859083587e-01
2.134273145981411754e-03,1.941881229426605654e-03,8.315531345069235858e-01
2.137962089502233511e-03,1.944671995821019208e-03,8.316375679786282005e-01
2.141657409106791782e-03,1.947467059605083057e-03,8.317236000519528938e-01
2.145359115815708480e-03,1.950266433160471446e-03,8.318112292881614245e-01
2.149067220668653654e-03,1.953070128906935800e-03,8.319004542639354405e-01
2.152781734724373234e-03,1.955878159302483835e-03,8.319912735772705403e-01
2.156502669060733710e-03,1.958690536843520937e-03,8.320836858295925786e-01
2.160230034774743377e-03,1.961507274065003251e-03,8.321776896427381942e-01
2.163963842982594837e-03,1.964328383540592509e-03,8.322732836487143349e-01
2.167704104819695790e-03,1.967153877882817353e-03,8.323704664964669542e-01
2.171450831440693320e-03,1.969983769743231632e-03,8.324692368501462880e-01
2.175204034019523770e-03,1.972818071812573997e-03,8.325695933848158425e-01
2.178963723749428351e-03,1.975656796820922292e-03,8.326715347906804565e-01
2.182729911843001285e-03,1.978499957537855312e-03,8.327750597722002324e-01
2.186502609532215823e-03,1.981347566772610237e-03,8.328801670420993286e-01
2.190281828068454603e-03,1.984199637374231811e-03,8.329868553341193138e-01
2.194067578722554319e-03,1.987056182231761430e-03,8.330951233927411659e-01
2.197859872784825239e-03,1.989917214274382860e-03,8.332049699791316266e-01
2.201658721565097603e-03,1.992782746471582697e-03,8.333163938600400833e-01
2.205464136392750255e-03,1.995652791833326441e-03,8.334293938273493740e-01
2.209276128616737521e-03,1.998527363410212889e-03,8.335439686750495403e-01
2.213094709605638657e-03,2.001406474293645436e-03,8.336601172205047039e-01
2.216919890747673892e-03,2.004290137615989068e-03,8.337778382839750035e-01
2.220751683450753865e-03,2.007178366550743838e-03,8.338971307098901331e-01
2.224590099142505651e-03,2.010071174312721802e-03,8.340179933514655364e-01
2.228435149270303547e-03,2.012968574158199679e-03,8.341404250732424863e-01
2.232286845301315482e-03,2.015870579385096659e-03,8.342644247570201177e-01
2.236145198722521658e-03,2.018777203333150909e-03,8.343899913009670266e-01
2.240010221040762261e-03,2.021688459384086544e-03,8.345171236042372431e-01
2.243881923782766949e-03,2.024604360961760208e-03,8.346458205891466031e-01
2.247760318495181740e-03,2.027524921532374014e-03,8.347760811925724056e-01
2.251645416744618884e-03,2.030450154604629496e-03,8.349079043591149940e-01
2.255537230117674215e-03,2.033380073729894148e-03,8.350412890461931248e-01
2.259435770220977018e-03,2.036314692502380966e-03,8.351762342291340069e-01
2.263341048681216921e-03,2.039254024559341866e-03,8.353127388960051025e-01
2.267253077145173819e-03,2.042198083581229021e-03,8.354508020458893958e-01
2.271171867279766447e-03,2.045146883291866155e-03,8.355904226888616337e-01
2.275097430772070588e-03,2.048100437458637204e-03,8.357315998519279088e-01
2.279029779329371126e-03,2.051058759892657613e-03,8.358743325696059712e-01
2.282968924679178949e-03,2.054021864448959088e-03,8.360186199001281571e-01
2.286914878569282130e-03,2.056989765026680846e-03,8.361644609048910493e-01
2.290867652767773679e-03,2.059962475569231816e-03,8.363118546604093595e-01
2.294827259063081035e-03,2.062940010064480151e-03,8.364608002582819557e-01
2.298793709264015071e-03,2.065922382544944490e-03,8.366112968017342943e-01
2.302767015199789179e-03,2.068909607087971326e-03,8.367633434098747935e-01
2.306747188720070871e-03,2.071901697815923659e-03,8.369169392091060367e-01
2.310734241695000871e-03,2.074898668896356206e-03,8.370720833390936644e-01
2.314728186015242543e-03,2.077900534542204049e-03,8.372287749553047886e-01
2.318729033592012261e-03,2.080907309011981263e-03,8.373870132264025212e-01
2.322736796357107152e-03,2.083919006609967397e-03,8.375467973333630134e-01
2.326751486262955849e-03,2.086935641686395691e-03,8.377081264685920514e-01
2.330773115282638430e-03,2.089957228637629155e-03,8.378709998341955512e-01
2.334801695409934562e-03,2.092983781906362223e-03,8.380354166479363487e-01
2.338837238659356027e-03,2.096015315981818953e-03,8.382013761466321489e-01
2.342879757066172741e-03,2.099051845399945142e-03,8.383688775681307215e-01
2.346929262686466532e-03,2.102093384743593512e-03,8.385379201718584641e-01
2.350985767597148050e-03,2.105139948642718861e-03,8.387085032216485825e-01
2.355049283896009250e-03,2.108191551774574960e-03,8.388806260002857895e-01
2.359119823701751571e-03,2.111248208863916644e-03,8.390542878026162610e-01
2.363197399154016737e-03,2.114309934683192369e-03,8.392294879312331979e-01
2.367282022413437059e-03,2.117376744052737198e-03,8.394062257041746689e-01
2.371373705661655815e-03,2.120448651840984005e-03,8.395845004540288814e-01
2.375472461101377566e-03,2.123525672964654727e-03,8.397643115219063370e-01
2.379578300956398072e-03,2.126607822388970701e-03,8.399456582659886594e-01
2.383691237471634652e-03,2.129695115127845650e-03,8.401285400520650537e-01
2.387811282913178661e-03,2.132787566244091250e-03,8.403129562577934530e-01
2.391938449568313269e-03,2.135885190849609247e-03,8.404989062744030459e-01
2.396072749745565070e-03,2.138988004105616975e-03,8.406863895092271388e-01
2.400214195774736173e-03,2.142096021222845981e-03,8.408754053770892689e-01
2.404362800006933261e-03,2.145209257461740213e-03,8.410659533054385406e-01
2.408518574814619197e-03,2.148327728132668531e-03,8.412580327334584496e-01
2.412681532591633843e-03,2.151451448596135470e-03,8.414516431163391319e-01
2.416851685753244796e-03,2.154580434262985938e-03,8.416467839149324170e-01
2.421029046736179052e-03,2.157714700594623360e-03,8.418434546112040229e-01
2.425213627998652494e-03,2.160854263103220881e-03,8.420416546892756093e-01
2.429405442020423234e-03,2.163999137351921721e-03,8.422413836526221331e-01
2.433604501302811998e-03,2.167149338955073803e-03,8.424426410145575694e-01
2.437810818368751995e-03,2.170304883578427074e-03,8.426454262999449885e-01
2.442024405762822318e-03,2.173465786939353817e-03,8.428497390417176716e-01
2.446245276051278294e-03,2.176632064807053346e-03,8.430555787894790098e-01
2.450473441822103530e-03,2.179803733002791399e-03,8.432629451042865654e-01
2.454708915685030728e-03,2.182980807400106572e-03,8.434718375603617035e-01
2.458951710271592862e-03,2.186163303925032792e-03,8.436822557381599141e-01
2.463201838235156999e-03,2.189351238556310527e-03,8.438941992312490870e-01
2.467459312250953798e-03,2.192544627325617064e-03,8.441076676531812373e-01
2.471724145016131278e-03,2.195743486317791159e-03,8.443226606167530957e-01
2.475996349249773906e-03,2.198947831671051178e-03,8.445391777581493509e-01
2.480275937692959405e-03,2.202157679577228851e-03,8.447572187170547808e-01
2.484562923108778708e-03,2.205373046281972668e-03,8.449767831444136013e-01
2.488857318282390596e-03,2.208593948084986835e-03,8.451978707067124841e-01
2.493159136021049892e-03,2.211820401340270671e-03,8.454204810850830532e-01
2.497468389154143455e-03,2.215052422456345853e-03,8.456446139683626573e-01
2.501785090533240486e-03,2.218290027896471523e-03,8.458702690530772728e-01
2.506109253032114213e-03,2.221533234178873703e-03,8.460974460503316585e-01
2.510440889546799136e-03,2.224782057876989027e-03,8.463261446866415794e-01
2.514780012995609677e-03,2.228036515619698926e-03,8.465563646943882192e-01
2.519126636319196123e-03,2.231296624091560349e-03,8.467881058230444236e-01
2.523480772480575854e-03,2.234562400033034742e-03,8.470213678253030176e-01
2.527842434465164562e-03,2.237833860240733518e-03,8.472561504743575389e-01
2.532211635280831770e-03,2.241111021567640093e-03,8.474924535448373764e-01
2.536588387957921208e-03,2.244393900923367935e-03,8.477302768344193717e-01
2.540972705549305027e-03,2.247682515274396914e-03,8.479696201421433877e-01
2.545364601130416324e-03,2.250976881644294481e-03,8.482104832822674467e-01
2.549764087799282538e-03,2.254277017113974144e-03,8.484528660772897579e-01
2.554171178676577919e-03,2.257582938821931385e-03,8.486967683674703222e-01
2.558585886905646520e-03,2.260894663964502574e-03,8.489421899986462350e-01
2.563008225652555535e-03,2.264212209796098284e-03,8.491891308334955646e-01
2.567438208106130430e-03,2.267535593629444856e-03,8.494375907350206756e-01
2.571875847477984867e-03,2.270864832835834193e-03,8.496875695873553624e-01
2.576321157002576644e-03,2.274199944845376603e-03,8.499390672818422088e-01
2.580774149937230255e-03,2.277540947147256665e-03,8.501920837239492768e-01
2.585234839562190225e-03,2.280887857289975659e-03,8.504466188254292680e-01
2.589703239180656241e-03,2.284240692881600934e-03,8.507026725129853695e-01
2.594179362118814378e-03,2.287599471590026547e-03,8.509602447204133169e-01
2.598663221725892175e-03,2.290964211143210055e-03,8.512193353920651795e-01
2.603154831374183357e-03,2.294334929329441830e-03,8.514799444871625766e-01
2.607654204459099873e-03,2.297711643997606568e-03,8.517420719745444346e-01
2.612161354399207026e-03,2.301094373057432658e-03,8.520057178335176395e-01
2.616676294636257304e-03,2.304483134479760626e-03,8.522708820564344201e-01
2.621199038635244147e-03,2.307877946296797277e-03,8.525375646425711329e-01
2.625729599884425811e-03,2.311278826602373732e-03,8.528057656033309897e-01
2.630267991895381303e-03,2.314685793552208673e-03,8.530754849613454427e-01
2.634814228203042480e-03,2.318098865364178526e-03,8.533467227495685758e-01
2.639368322365729606e-03,2.321518060318573332e-03,8.536194790103845964e-01
2.643930287965205999e-03,2.324943396758369103e-03,8.538937537999383709e-01
2.648500138606701016e-03,2.328374893089493660e-03,8.541695471819997776e-01
2.653077887918966864e-03,2.331812567781100728e-03,8.544468592340421775e-01
2.657663549554311559e-03,2.335256439365831875e-03,8.547256900411095426e-01
2.662257137188634489e-03,2.338706526440092331e-03,8.550060396975266430e-01
2.666858664521481060e-03,2.342162847664315973e-03,8.552879083138739125e-01
2.671468145276065676e-03,2.345625421763251114e-03,8.555712960055832372e-01
2.676085593199331158e-03,2.349094267526227221e-03,8.558562029016603123e-01
2.680711022061979098e-03,2.352569403807435507e-03,8.561426291402794986e-01
2.685344445658507159e-03,2.356050849526193040e-03,8.564305748670154594e-01
2.689985877807263715e-03,2.359538623667239380e-03,8.567200402453044594e-01
2.694635332350473877e-03,2.363032745281015874e-03,8.570110254441611897e-01
2.699292823154294998e-03,2.366533233483931065e-03,8.573035306390331955e-01
2.703958364108844433e-03,2.370040107458649525e-03,8.575975560222837135e-01
2.708631969128252014e-03,2.373553386454388056e-03,8.578931017970212736e-01
2.713313652150699511e-03,2.377073089787192818e-03,8.581901681683049565e-01
2.718003427138450997e-03,2.380599236840216446e-03,8.584887553624213075e-01
2.722701308077911386e-03,2.384131847064026397e-03,8.587888636057811054e-01
2.727407308979660269e-03,2.387670939976878608e-03,8.590904931433338554e-01
2.732121443878488334e-03,2.391216535165013694e-03,8.593936442236098650e-01
2.736843726833444214e-03,2.394768652282939277e-03,8.596983171057203110e-01
2.741574171927882615e-03,2.398327311053729659e-03,8.600045120619609351e-01
2.746312793269498585e-03,2.401892531269326364e-03,8.603122293742645477e-01
2.751059604990365240e-03,2.405464332790828268e-03,8.606214693324151233e-01
2.755814621246992311e-03,2.409042735548798646e-03,8.609322322428092367e-01
2.760577856220346529e-03,2.412627759543547936e-03,8.612445184073168614e-01
2.765349324115914508e-03,2.416219424845431236e-03,8.615583281514194169e-01
2.770129039163734836e-03,2.419817751595167935e-03,8.618736618030362617e-01
2.774917015618434939e-03,2.423422760004127503e-03,8.621905197057211367e-01
2.779713267759290497e-03,2.427034470354643043e-03,8.625089022054048815e-01
2.784517809890247123e-03,2.430652903000326583e-03,8.628288096688697673e-01
2.789330656339982818e-03,2.434278078366356162e-03,8.631502424563975984e-01
2.794151821461939630e-03,2.437910016949782453e-03,8.634732009526134844e-01
2.798981319634362679e-03,2.441548739319856186e-03,8.637976855426177103e-01
2.803819165260358279e-03,2.445194266118326087e-03,8.641236966278549314e-01
2.808665372767917782e-03,2.448846618059772381e-03,8.644512346190046381e-01
2.813519956609977432e-03,2.452505815931904296e-03,8.647802999324282203e-01
