a,D,f
3.273406948788382120e-02,1.062050285659913301e-01,2.214348961552102146e+00
3.279064806301830448e-02,1.066119614912567626e-01,2.214593830863853974e+00
3.284732443030678739e-02,1.070204986888227544e-01,2.214836758776767667e+00
3.290409875877623597e-02,1.074306462911142207e-01,2.215077747684911724e+00
3.296097121774577143e-02,1.078424104524011301e-01,2.215316799964509364e+00
3.301794197682719756e-02,1.082557973488677966e-01,2.215553918023673408e+00
3.307501120592544475e-02,1.086708131786817411e-01,2.215789104234808793e+00
3.313217907523913208e-02,1.090874641620617480e-01,2.216022361007292663e+00
3.318944575526104612e-02,1.095057565413480039e-01,2.216253690722700842e+00
3.324681141677864743e-02,1.099256965810686687e-01,2.216483095771542899e+00
3.330427623087463262e-02,1.103472905680109584e-01,2.216710578550865840e+00
3.336184036892736460e-02,1.107705448112906166e-01,2.216936141447308550e+00
3.341950400261142762e-02,1.111954656424211513e-01,2.217159786866329974e+00
3.347726730389814775e-02,1.116220594153845419e-01,2.217381517196061580e+00
3.353513044505607860e-02,1.120503325066994210e-01,2.217601334832695059e+00
3.359309359865151473e-02,1.124802913154921702e-01,2.217819242166770621e+00
3.365115693754906767e-02,1.129119422635657677e-01,2.218035241590210482e+00
3.370932063491209607e-02,1.133452917954729661e-01,2.218249335512856302e+00
3.376758486420326083e-02,1.137803463785852093e-01,2.218461526316308774e+00
3.382594979918503858e-02,1.142171125031615081e-01,2.218671816393760210e+00
3.388441561392024903e-02,1.146555966824224781e-01,2.218880208148155120e+00
3.394298248277258928e-02,1.150958054526197705e-01,2.219086703973462527e+00
3.400165058040710564e-02,1.155377453731074727e-01,2.219291306257504814e+00
3.406042008179073488e-02,1.159814230264135937e-01,2.219494017405219122e+00
3.411929116219285935e-02,1.164268450183125886e-01,2.219694839809907005e+00
3.417826399718577185e-02,1.168740179778946647e-01,2.219893775859470342e+00
3.423733876264523773e-02,1.173229485576394032e-01,2.220090827951363366e+00
3.429651563475104997e-02,1.177736434334877846e-01,2.220285998486562828e+00
3.435579478998746633e-02,1.182261093049140482e-01,2.220479289850147531e+00
3.441517640514379917e-02,1.186803528949974679e-01,2.220670704438317600e+00
3.447466065731494278e-02,1.191363809504959320e-01,2.220860244650861404e+00
3.453424772390186609e-02,1.195942002419186911e-01,2.221047912875043995e+00
3.459393778261218855e-02,1.200538175635982863e-01,2.221233711506831021e+00
3.465373101146067975e-02,1.205152397337630604e-01,2.221417642935211934e+00
3.471362758876977289e-02,1.209784735946120848e-01,2.221599709552799506e+00
3.477362769317013380e-02,1.214435260123878230e-01,2.221779913756043445e+00
3.483373150360118825e-02,1.219104038774489057e-01,2.221958257926194058e+00
3.489393919931161464e-02,1.223791141043431285e-01,2.222134744451008448e+00
3.495425095985996850e-02,1.228496636318832241e-01,2.222309375729150993e+00
3.501466696511511267e-02,1.233220594232201234e-01,2.222482154138797128e+00
3.507518739525680718e-02,1.237963084659164936e-01,2.222653082079549591e+00
3.513581243077624344e-02,1.242724177720220119e-01,2.222822161923420747e+00
3.519654225247657170e-02,1.247503943781470281e-01,2.222989396066026746e+00
3.525737704147349078e-02,1.252302453455375331e-01,2.223154786896203827e+00
3.531831697919569912e-02,1.257119777601509725e-01,2.223318336783092874e+00
3.537936224738548463e-02,1.261955987327274542e-01,2.223480048119870656e+00
3.544051302809928666e-02,1.266811153988690319e-01,2.223639923278680985e+00
3.550176950370820261e-02,1.271685349191135350e-01,2.223797964656758275e+00
3.556313185689852913e-02,1.276578644790118955e-01,2.223954174627972513e+00
3.562460027067237966e-02,1.281491112892000350e-01,2.224108555571628898e+00
3.568617492834812166e-02,1.286422825854769414e-01,2.224261109852948337e+00
3.574785601356098019e-02,1.291373856288775546e-01,2.224411839856206718e+00
3.580964371026360699e-02,1.296344277057543681e-01,2.224560747958032714e+00
3.587153820272656612e-02,1.301334161278505652e-01,2.224707836539278727e+00
3.593353967553897937e-02,1.306343582323769570e-01,2.224853107967384336e+00
3.599564831360895639e-02,1.311372613820884492e-01,2.224996564612490957e+00
3.605786430216424698e-02,1.316421329653583716e-01,2.225138208837956988e+00
3.612018782675272682e-02,1.321489803962593856e-01,2.225278043024616625e+00
3.618261907324298032e-02,1.326578111146387295e-01,2.225416069532532681e+00
3.624515822782489738e-02,1.331686325861956288e-01,2.225552290731148908e+00
3.630780547701013133e-02,1.336814523025590951e-01,2.225686708989528473e+00
3.637056100763273736e-02,1.341962777813645868e-01,2.225819326659807196e+00
3.643342500684968593e-02,1.347131165663319474e-01,2.225950146109630712e+00
3.649639766214143183e-02,1.352319762273447301e-01,2.226079169701792093e+00
3.655947916131248310e-02,1.357528643605249163e-01,2.226206399783372092e+00
3.662266969249198395e-02,1.362757885883146558e-01,2.226331838721155254e+00
3.668596944413420047e-02,1.368007565595539266e-01,2.226455488867668198e+00
3.674937860501915204e-02,1.373277759495569739e-01,2.226577352571414981e+00
3.681289736425315262e-02,1.378568544601914692e-01,2.226697432179044700e+00
3.687652591126933804e-02,1.383879998199606387e-01,2.226815730057623455e+00
3.694026443582834607e-02,1.389212197840802021e-01,2.226932248545983040e+00
3.700411312801871883e-02,1.394565221345558936e-01,2.227046989984369674e+00
3.706807217825760364e-02,1.399939146802640921e-01,2.227159956718514966e+00
3.713214177729124571e-02,1.405334052570314796e-01,2.227271151095660429e+00
3.719632211619559869e-02,1.410750017277172252e-01,2.227380575461547441e+00
3.726061338637683823e-02,1.416187119822894247e-01,2.227488232147253999e+00
3.732501577957205580e-02,1.421645439379045917e-01,2.227594123485536759e+00
3.738952948784966812e-02,1.427125055389901476e-01,2.227698251817757491e+00
3.745415470361009719e-02,1.432626047573248296e-01,2.227800619479387567e+00
3.751889161958631841e-02,1.438148495921172942e-01,2.227901228789843202e+00
3.758374042884440880e-02,1.443692480700858594e-01,2.228000082076357469e+00
3.764870132478420617e-02,1.449258082455427143e-01,2.228097181674431049e+00
3.771377450113976015e-02,1.454845382004741616e-01,2.228192529905453689e+00
3.777896015198001917e-02,1.460454460446185265e-01,2.228286129082191813e+00
3.784425847170933693e-02,1.466085399155510338e-01,2.228377981536795449e+00
3.790966965506810393e-02,1.471738279787644654e-01,2.228468089579993094e+00
3.797519389713327476e-02,1.477413184277510949e-01,2.228556455536485625e+00
3.804083139331904118e-02,1.483110194840815133e-01,2.228643081699012374e+00
3.810658233937730399e-02,1.488829393974899218e-01,2.228727970404688286e+00
3.817244693139831835e-02,1.494570864459567605e-01,2.228811123946881523e+00
3.823842536581126966e-02,1.500334689357871731e-01,2.228892544632519179e+00
3.830451783938484261e-02,1.506120952016948566e-01,2.228972234762905291e+00
3.837072454922787340e-02,1.511929736068869934e-01,2.229050196649422499e+00
3.843704569278983546e-02,1.517761125431436320e-01,2.229126432572360095e+00
3.850348146786149867e-02,1.523615204309017035e-01,2.229200944844671017e+00
3.857003207257549832e-02,1.529492057193401477e-01,2.229273735751565511e+00
3.863669770540691106e-02,1.535391768864596829e-01,2.229344807582536170e+00
3.870347856517391411e-02,1.541314424391689308e-01,2.229414162635371177e+00
3.877037485103829173e-02,1.547260109133668793e-01,2.229481803186756927e+00
3.883738676250605287e-02,1.553228908740252323e-01,2.229547731518194631e+00
3.890451449942806256e-02,1.559220909152742029e-01,2.229611949921468828e+00
3.897175826200061782e-02,1.565236196604866958e-01,2.229674460672573133e+00
3.903911825076599590e-02,1.571274857623623789e-01,2.229735266038910702e+00
3.910659466661318279e-02,1.577336979030087294e-01,2.229794368303811947e+00
3.917418771077831041e-02,1.583422647940309069e-01,2.229851769735062383e+00
3.924189758484536439e-02,1.589531951766114393e-01,2.229907472594800044e+00
3.930972449074674607e-02,1.595664978215975693e-01,2.229961479152656967e+00
3.937766863076386931e-02,1.601821815295854379e-01,2.230013791666257017e+00
3.944573020752784043e-02,1.608002551310054040e-01,2.230064412400691420e+00
3.951390942401992318e-02,1.614207274862062280e-01,2.230113343603882470e+00
3.958220648357225341e-02,1.620436074855444442e-01,2.230160587547049378e+00
3.965062158986841501e-02,1.626689040494663507e-01,2.230206146466527262e+00
3.971915494694404358e-02,1.632966261285916376e-01,2.230250022611938387e+00
3.978780675918740239e-02,1.639267827038030645e-01,2.230292218221987088e+00
3.985657723134011093e-02,1.645593827863305603e-01,2.230332735548328227e+00
3.992546656849757514e-02,1.651944354178400964e-01,2.230371576831668534e+00
3.999447497610975066e-02,1.658319496705172869e-01,2.230408744296624057e+00
4.006360265998168413e-02,1.664719346471529582e-01,2.230444240190669447e+00
4.013284982627410985e-02,1.671143994812357148e-01,2.230478066740231746e+00
4.020221668150417843e-02,1.677593533370309309e-01,2.230510226167687904e+00
4.027170343254590779e-02,1.684068054096732603e-01,2.230540720702173463e+00
4.034131028663093255e-02,1.690567649252510962e-01,2.230569552569907632e+00
4.041103745134904529e-02,1.697092411408968604e-01,2.230596723985573071e+00
4.048088513464885574e-02,1.703642433448679938e-01,2.230622237150376552e+00
4.055085354483838056e-02,1.710217808566389386e-01,2.230646094292413117e+00
4.062094289058573032e-02,1.716818630269902612e-01,2.230668297612811823e+00
4.069115338091964379e-02,1.723444992380931406e-01,2.230688849316563971e+00
4.076148522523015405e-02,1.730096989035998234e-01,2.230707751613488998e+00
4.083193863326921996e-02,1.736774714687309706e-01,2.230725006695970958e+00
4.090251381515131596e-02,1.743478264103640873e-01,2.230740616769516738e+00
4.097321098135414674e-02,1.750207732371223956e-01,2.230754584018845854e+00
4.104403034271915385e-02,1.756963214894597669e-01,2.230766910626877930e+00
4.111497211045223032e-02,1.763744807397536474e-01,2.230777598792063277e+00
4.118603649612430362e-02,1.770552605923956524e-01,2.230786650704786211e+00
4.125722371167199476e-02,1.777386706838783303e-01,2.230794068537993891e+00
4.132853396939828450e-02,1.784247206828801502e-01,2.230799854454642350e+00
4.139996748197304066e-02,1.791134202903582329e-01,2.230804010641098678e+00
4.147152446243375368e-02,1.798047792396406386e-01,2.230806539266892319e+00
4.154320512418611944e-02,1.804988072965124646e-01,2.230807442495911452e+00
4.161500968100470543e-02,1.811955142593083268e-01,2.230806722498457795e+00
4.168693834703353363e-02,1.818949099589987073e-01,2.230804381423589167e+00
4.175899133678683678e-02,1.825970042592816589e-01,2.230800421427451052e+00
4.183116886514955113e-02,1.833018070566747315e-01,2.230794844678835709e+00
4.190347114737805190e-02,1.840093282806040120e-01,2.230787653311711694e+00
4.197589839910076392e-02,1.847195778934936916e-01,2.230778849475172354e+00
4.204845083631879310e-02,1.854325658908586305e-01,2.230768435324084642e+00
4.212112867540666189e-02,1.861483023013955074e-01,2.230756412984399528e+00
4.219393213311280200e-02,1.868667971870708877e-01,2.230742784598068518e+00
4.226686142656029682e-02,1.875880606432126230e-01,2.230727552291245086e+00
4.233991677324754066e-02,1.883121027986043583e-01,2.230710718202373766e+00
4.241309839104882851e-02,1.890389338155759880e-01,2.230692284452791885e+00
4.248640649821502913e-02,1.897685638900923344e-01,2.230672253160030039e+00
4.255984131337430670e-02,1.905010032518467400e-01,2.230650626448178020e+00
4.263340305553263432e-02,1.912362621643559357e-01,2.230627406441067606e+00
4.270709194407456416e-02,1.919743509250483315e-01,2.230602595235884333e+00
4.278090819876381040e-02,1.927152798653528898e-01,2.230576194939487777e+00
4.285485203974394308e-02,1.934590593507979628e-01,2.230548207665379756e+00
4.292892368753908200e-02,1.942056997811008046e-01,2.230518635506510972e+00
4.300312336305443794e-02,1.949552115902593030e-01,2.230487480559204538e+00
4.307745128757706904e-02,1.957076052466459049e-01,2.230454744923966892e+00
4.315190768277652605e-02,1.964628912530992644e-01,2.230420430678659915e+00
4.322649277070548385e-02,1.972210801470195840e-01,2.230384539922662501e+00
4.330120677380040750e-02,1.979821825004600411e-01,2.230347074729413404e+00
4.337604991488227396e-02,1.987462089202196025e-01,2.230308037183512671e+00
4.345102241715715491e-02,1.995131700479345349e-01,2.230267429344670482e+00
4.352612450421691759e-02,2.002830765601772978e-01,2.230225253308574906e+00
4.360135640003990481e-02,2.010559391685484698e-01,2.230181511130713279e+00
4.367671832899156642e-02,2.018317686197662331e-01,2.230136204869329397e+00
4.375221051582520171e-02,2.026105756957631843e-01,2.230089336593104044e+00
4.382783318568254233e-02,2.033923712137797324e-01,2.230040908339300465e+00
4.390358656409446697e-02,2.041771660264582455e-01,2.229990922185350222e+00
4.397947087698167445e-02,2.049649710219410004e-01,2.229939380164493112e+00
4.405548635065532209e-02,2.057557971239599159e-01,2.229886284331649371e+00
4.413163321181780285e-02,2.065496552919336426e-01,2.229831636716684162e+00
4.420791168756328660e-02,2.073465565210586559e-01,2.229775439367652989e+00
4.428432200537846947e-02,2.081465118424112581e-01,2.229717694315506815e+00
4.436086439314326085e-02,2.089495323230363411e-01,2.229658403593133276e+00
4.443753907913142176e-02,2.097556290660430867e-01,2.229597569208630059e+00
4.451434629201127258e-02,2.105648132106981429e-01,2.229535193196313436e+00
4.459128626084641472e-02,2.113770959325282361e-01,2.229471277573979560e+00
4.466835921509631352e-02,2.121924884434115699e-01,2.229405824360267019e+00
4.474556538461706146e-02,2.130110019916729991e-01,2.229338835559968590e+00
4.482290499966204433e-02,2.138326478621788984e-01,2.229270313181774377e+00
4.490037829088260046e-02,2.146574373764364718e-01,2.229200259226024716e+00
4.497798548932879087e-02,2.154853818926854014e-01,2.229128675696808504e+00
4.505572682644997523e-02,2.163164928059972958e-01,2.229055564579692117e+00
4.513360253409557515e-02,2.171507815483675885e-01,2.228980927869364859e+00
4.521161284451574724e-02,2.179882595888203434e-01,2.228904767561842970e+00
4.528975799036208394e-02,2.188289384334965726e-01,2.228827085630078031e+00
4.536803820468827270e-02,2.196728296257534629e-01,2.228747884058795758e+00
4.544645372095086622e-02,2.205199447462624085e-01,2.228667164818520341e+00
4.552500477300990694e-02,2.213702954131036849e-01,2.228584929882384102e+00
4.560369159512962095e-02,2.222238932818648149e-01,2.228501181220568839e+00
4.568251442197918122e-02,2.230807500457378800e-01,2.228415920792545357e+00
4.576147348863333908e-02,2.239408774356158871e-01,2.228329150562886163e+00
4.584056903057320831e-02,2.248042872201899134e-01,2.228240872474069434e+00
4.591980128368686187e-02,2.256709912060442524e-01,2.228151088486527875e+00
4.599917048427010907e-02,2.265410012377626348e-01,2.228059800557991910e+00
4.607867686902717558e-02,2.274143291980173787e-01,2.227967010609855247e+00
4.615832067507142505e-02,2.282909870076676451e-01,2.227872720594695544e+00
4.623810213992602530e-02,2.291709866258611616e-01,2.227776932450014069e+00
4.631802150152474623e-02,2.300543400501331437e-01,2.227679648103318311e+00
4.639807899821255660e-02,2.309410593164990533e-01,2.227580869481054382e+00
4.647827486874640118e-02,2.318311564995567953e-01,2.227480598509672838e+00
4.655860935229590158e-02,2.327246437125851941e-01,2.227378837109649012e+00
4.663908268844405708e-02,2.336215331076381130e-01,2.227275587182863337e+00
4.671969511718800788e-02,2.345218368756469551e-01,2.227170850655291190e+00
4.680044687893968047e-02,2.354255672465212224e-01,2.227064629426797726e+00
4.688133821452652311e-02,2.363327364892403859e-01,2.226956925395670694e+00
4.696236936519227606e-02,2.372433569119610786e-01,2.226847740479799054e+00
4.704354057259760302e-02,2.381574408621140726e-01,2.226737076562117945e+00
4.712485207882093075e-02,2.390750007264987320e-01,2.226624935532787841e+00
4.720630412635905271e-02,2.399960489313844314e-01,2.226511319273984491e+00
4.728789695812789934e-02,2.409205979426099209e-01,2.226396229678454741e+00
4.736963081746328047e-02,2.418486602656872708e-01,2.226279668616878649e+00
4.745150594812159311e-02,2.427802484458944643e-01,2.226161637972222884e+00
4.753352259428052229e-02,2.437153750683792031e-01,2.226042139598873426e+00
4.761568100053987368e-02,2.446540527582569402e-01,2.225921175385340511e+00
4.769798141192214957e-02,2.455962941807153244e-01,2.225798747177230030e+00
4.778042407387338153e-02,2.465421120411045997e-01,2.225674856837022819e+00
4.786300923226384507e-02,2.474915190850495716e-01,2.225549506223281071e+00
4.794573713338875359e-02,2.484445280985413673e-01,2.225422697189608279e+00
4.802860802396909795e-02,2.494011519080384098e-01,2.225294431558857422e+00
4.811162215115223628e-02,2.503614033805683925e-01,2.225164711190577460e+00
4.819477976251273360e-02,2.513252954238302528e-01,2.225033537924069105e+00
4.827808110605306957e-02,2.522928409862958965e-01,2.224900913595980967e+00
4.836152643020437403e-02,2.532640530573073701e-01,2.224766840025843351e+00
4.844511598382714168e-02,2.542389446671783904e-01,2.224631319045905276e+00
4.852885001621209948e-02,2.552175288872932657e-01,2.224494352468376679e+00
4.861272877708076867e-02,2.561998188302106461e-01,2.224355942111801099e+00
4.869675251658631826e-02,2.571858276497627771e-01,2.224216089789114115e+00
4.878092148531429362e-02,2.581755685411591950e-01,2.224074797312339147e+00
4.886523593428335199e-02,2.591690547410864798e-01,2.223932066479773262e+00
4.894969611494605355e-02,2.601662995278078983e-01,2.223787899094475939e+00
4.903430227918954831e-02,2.611673162212709287e-01,2.223642296966625853e+00
4.911905467933634639e-02,2.621721181832031844e-01,2.223495261864536943e+00
4.920395356814510207e-02,2.631807188172109457e-01,2.223346795589219660e+00
4.928899919881132158e-02,2.641931315688871851e-01,2.223196899913465252e+00
4.937419182496815412e-02,2.652093699259117088e-01,2.223045576633766007e+00
4.945953170068716209e-02,2.662294474181554071e-01,2.222892827517111591e+00
4.954501908047902192e-02,2.672533776177762888e-01,2.222738654331791075e+00
4.963065421929432203e-02,2.682811741393244520e-01,2.222583058844060044e+00
4.971643737252430528e-02,2.693128506398443367e-01,2.222426042827625015e+00
4.980236879600163230e-02,2.703484208189811944e-01,2.222267608033684283e+00
4.988844874600121410e-02,2.713878984190716270e-01,2.222107756205455864e+00
4.997467747924085740e-02,2.724312972252569409e-01,2.221946489115924628e+00
5.006105525288209734e-02,2.734786310655838992e-01,2.221783808495232826e+00
5.014758232453095377e-02,2.745299138110992576e-01,2.221619716080345697e+00
5.023425895223872228e-02,2.755851593759587881e-01,2.221454213614997286e+00
5.032108539450266815e-02,2.766443817175325282e-01,2.221287302835342370e+00
5.040806191026694222e-02,2.777075948365028135e-01,2.221118985471242091e+00
5.049518875892318459e-02,2.787748127769709705e-01,2.220949263253277906e+00
5.058246620031141283e-02,2.798460496265574027e-01,2.220778137890292658e+00
5.066989449472073664e-02,2.809213195165011223e-01,2.220605611103915855e+00
5.075747390289014893e-02,2.820006366217661098e-01,2.220431684600379985e+00
5.084520468600937926e-02,2.830840151611466737e-01,2.220256360097871973e+00
5.093308710571953918e-02,2.841714693973710903e-01,2.220079639303404129e+00
5.102112142411398960e-02,2.852630136372007463e-01,2.219901523904619811e+00
5.110930790373909016e-02,2.863586622315296704e-01,2.219722015598833309e+00
5.119764680759499725e-02,2.874584295754950003e-01,2.219541116075011811e+00
5.128613839913648276e-02,2.885623301085802894e-01,2.219358827031935100e+00
5.137478294227362796e-02,2.896703783147180356e-01,2.219175150146565301e+00
5.146358070137270480e-02,2.907825887223888794e-01,2.218990087093626329e+00
5.155253194125689054e-02,2.918989759047299626e-01,2.218803639556391705e+00
5.164163692720710741e-02,2.930195544796393992e-01,2.218615809203778877e+00
5.173089592496278588e-02,2.941443391098760296e-01,2.218426597699900249e+00
5.182030920072271118e-02,2.952733445031654469e-01,2.218236006712368091e+00
5.190987702114573110e-02,2.964065854123022481e-01,2.218044037890890774e+00
5.199959965335160250e-02,2.975440766352522304e-01,2.217850692885470654e+00
5.208947736492178932e-02,2.986858330152561969e-01,2.217655973347455234e+00
5.217951042390021887e-02,2.998318694409422558e-01,2.217459880936270888e+00
5.226969909879418397e-02,3.009822008464248522e-01,2.217262417283302867e+00
5.236004365857502285e-02,3.021368422114026897e-01,2.217063584019463907e+00
5.245054437267896580e-02,3.032958085612684207e-01,2.216863382781573577e+00
5.254120151100797470e-02,3.044591149672132291e-01,2.216661815201295127e+00
5.263201534393049247e-02,3.056267765463326902e-01,2.216458882909565720e+00
5.272298614228226876e-02,3.067988084617284117e-01,2.216254587513901253e+00
5.281411417736723429e-02,3.079752259226071764e-01,2.216048930634302749e+00
5.290539972095818777e-02,3.091560441843929086e-01,2.215841913881386294e+00
5.299684304529769102e-02,3.103412785488274817e-01,2.215633538864634655e+00
5.308844442309884615e-02,3.115309443640799647e-01,2.215423807194343286e+00
5.318020412754611431e-02,3.127250570248439332e-01,2.215212720458727080e+00
5.327212243229619698e-02,3.139236319724445501e-01,2.215000280256077758e+00
5.336419961147872287e-02,3.151266846949417055e-01,2.214786488175388257e+00
5.345643593969717083e-02,3.163342307272393183e-01,2.214571345808679315e+00
5.354883169202963311e-02,3.175462856511859222e-01,2.214354854730484323e+00
5.364138714402966190e-02,3.187628650956805809e-01,2.214137016532315982e+00
5.373410257172706733e-02,3.199839847367780266e-01,2.213917832776655992e+00
5.382697825162882643e-02,3.212096602977914106e-01,2.213697305036480323e+00
5.392001446071977011e-02,3.224399075493972200e-01,2.213475434883926507e+00
5.401321147646349213e-02,3.236747423097458554e-01,2.213252223878896086e+00
5.410656957680317486e-02,3.249141804445567216e-01,2.213027673573731313e+00
5.420008904016238027e-02,3.261582378672263083e-01,2.212801785523015763e+00
5.429377014544596591e-02,3.274069305389356588e-01,2.212574561275832519e+00
5.438761317204079959e-02,3.286602744687533439e-01,2.212346002379087739e+00
5.448161839981666837e-02,3.299182857137409886e-01,2.212116110371158406e+00
5.457578610912710432e-02,3.311809803790558004e-01,2.211884886789742932e+00
5.467011658081016162e-02,3.324483746180590948e-01,2.211652333170899709e+00
5.476461009618942971e-02,3.337204846324190455e-01,2.211418451037295618e+00
5.485926693707455365e-02,3.349973266722146015e-01,2.211183241919139508e+00
5.495408738576243457e-02,3.362789170360409030e-01,2.210946707327189564e+00
5.504907172503788193e-02,3.375652720711151966e-01,2.210708848785919223e+00
5.514422023817435597e-02,3.388564081733818623e-01,2.210469667803675264e+00
5.523953320893510571e-02,3.401523417876143318e-01,2.210229165886263836e+00
5.533501092157366852e-02,3.414530894075252787e-01,2.209987344545238930e+00
5.543065366083507750e-02,3.427586675758676482e-01,2.209744205268101780e+00
5.552646171195635416e-02,3.440690928845370200e-01,2.209499749558907489e+00
5.562243536066764638e-02,3.453843819746856281e-01,2.209253978911612126e+00
5.571857489319299861e-02,3.467045515368220587e-01,2.209006894813203559e+00
5.581488059625100417e-02,3.480296183109122254e-01,2.208758498738853771e+00
5.591135275705603341e-02,3.493595990864865608e-01,2.208508792170637225e+00
5.600799166331869861e-02,3.506945107027485964e-01,2.208257776587569055e+00
5.610479760324703358e-02,3.520343700486776584e-01,2.208005453456523881e+00
5.620177086554722229e-02,3.533791940631322293e-01,2.207751824245393735e+00
5.629891173942432742e-02,3.547289997349548640e-01,2.207496890412219415e+00
5.639622051458344915e-02,3.560838041030741641e-01,2.207240653410034614e+00
5.649369748123025253e-02,3.574436242566169097e-01,2.206983114701674520e+00
5.659134293007214017e-02,3.588084773350103118e-01,2.206724275741684060e+00
5.668915715231898078e-02,3.601783805280853179e-01,2.206464137962487637e+00
5.678714043968383779e-02,3.615533510761803626e-01,2.206202702816618455e+00
5.688529308438416282e-02,3.629334062702512798e-01,2.205939971742590267e+00
5.698361537914230918e-02,3.643185634519710003e-01,2.205675946168914159e+00
5.708210761718671145e-02,3.657088400138337470e-01,2.205410627523709532e+00
5.718077009225264185e-02,3.671042533992639467e-01,2.205144017239264898e+00
5.727960309858291105e-02,3.685048211027210363e-01,2.204876116741750103e+00
5.737860693092911718e-02,3.699105606697997151e-01,2.204606927433820029e+00
5.747778188455211767e-02,3.713214896973328627e-01,2.204336450735834063e+00
5.757712825522325051e-02,3.727376258335041714e-01,2.204064688059661936e+00
5.767664633922508360e-02,3.741589867779491763e-01,2.203791640812762243e+00
5.777633643335212260e-02,3.755855902818555636e-01,2.203517310381582384e+00
5.787619883491208067e-02,3.770174541480701413e-01,2.203241698182099029e+00
5.797623384172633648e-02,3.784545962312070300e-01,2.202964805593630615e+00
5.807644175213123178e-02,3.798970344377494146e-01,2.202686634012664069e+00
5.817682286497856403e-02,3.813447867261486879e-01,2.202407184815811547e+00
5.827737747963683546e-02,3.827978711069389695e-01,2.202126459395325586e+00
5.837810589599196076e-02,3.842563056428330848e-01,2.201844459123467601e+00
5.847900841444806513e-02,3.857201084488328102e-01,2.201561185370166651e+00
5.858008533592868466e-02,3.871892976923288487e-01,2.201276639516583700e+00
5.868133696187728676e-02,3.886638915932063565e-01,2.200990822912812561e+00
5.878276359425850528e-02,3.901439084239455846e-01,2.200703736920414766e+00
5.888436553555891073e-02,3.916293665097281274e-01,2.200415382902406680e+00
5.898614308878773888e-02,3.931202842285458354e-01,2.200125762209700575e+00
5.908809655747817441e-02,3.946166800112999584e-01,2.199834876197706457e+00
5.919022624568780894e-02,3.961185723419052285e-01,2.199542726204715137e+00
5.929253245799995936e-02,3.976259797573948318e-01,2.199249313573512055e+00
5.939501549952437565e-02,3.991389208480217721e-01,2.198954639642407560e+00
5.949767567589801104e-02,4.006574142573600672e-01,2.198658705729832352e+00
5.960051329328630576e-02,4.021814786824152166e-01,2.198361513187728544e+00
5.970352865838368661e-02,4.037111328737292837e-01,2.198063063332914346e+00
5.980672207841481597e-02,4.052463956354752650e-01,2.197763357476923751e+00
5.991009386113539670e-02,4.067872858255627833e-01,2.197462396947770902e+00
6.001364431483288686e-02,4.083338223557466118e-01,2.197160183057157212e+00
6.011737374832781811e-02,4.098860241917277603e-01,2.196856717114770596e+00
6.022128247097429526e-02,4.114439103532506192e-01,2.196552000414009775e+00
6.032537079266125923e-02,4.130074999142098746e-01,2.196246034263584779e+00
6.042963902381328495e-02,4.145768120027547576e-01,2.195938819964164068e+00
6.053408747539133772e-02,4.161518658013960703e-01,2.195630358803160043e+00
6.063871645889407080e-02,4.177326805470995552e-01,2.195320652076622192e+00
6.074352628635830420e-02,4.193192755313961406e-01,2.195009701066502394e+00
6.084851727036044711e-02,4.209116701004836925e-01,2.194697507062049358e+00
6.095368972401692120e-02,4.225098836553252690e-01,2.194384071332247110e+00
6.105904396098553455e-02,4.241139356517548697e-01,2.194069395155545887e+00
6.116458029546622405e-02,4.257238456005714156e-01,2.193753479789530392e+00
6.127029904220183260e-02,4.273396330676517696e-01,2.193436326511764456e+00
6.137620051647944136e-02,4.289613176740547651e-01,2.193117936592361428e+00
6.148228503413086243e-02,4.305889190961144086e-01,2.192798311273827849e+00
6.158855291153395028e-02,4.322224570655412434e-01,2.192477451816502221e+00
6.169500446561341361e-02,4.338619513695305407e-01,2.192155359470315812e+00
6.180164001384157862e-02,4.355074218508593331e-01,2.191832035484990726e+00
6.190845987423970742e-02,4.371588884079961046e-01,2.191507481107709765e+00
6.201546436537853924e-02,4.388163709951926061e-01,2.191181697569400288e+00
6.212265380637958800e-02,4.404798896225882721e-01,2.190854686112764238e+00
6.223002851691595422e-02,4.421494643563104177e-01,2.190526447960253975e+00
6.233758881721310902e-02,4.438251153185734377e-01,2.190196984336985064e+00
6.244533502805022646e-02,4.455068626877848881e-01,2.189866296476238539e+00
6.255326747076070393e-02,4.471947266986420755e-01,2.189534385585425902e+00
6.266138646723351524e-02,4.488887276422360295e-01,2.189201252889493077e+00
6.276969233991398778e-02,4.505888858661520890e-01,2.188866899601725091e+00
6.287818541180460741e-02,4.522952217745698222e-01,2.188531326931626886e+00
6.298686600646637157e-02,4.540077558283630577e-01,2.188194536076686791e+00
6.309573444801931663e-02,4.557265085451939757e-01,2.187856528238786513e+00
6.320479106114391954e-02,4.574515004996232426e-01,2.187517304619512437e+00
6.331403617108159743e-02,4.591827523232007158e-01,2.187176866399957120e+00
6.342347010363612314e-02,4.609202847045684726e-01,2.186835214779773384e+00
6.353309318517438853e-02,4.626641183895661702e-01,2.186492350944254870e+00
6.364290574262720934e-02,4.644142741813292452e-01,2.186148276082440223e+00
6.375290810349071302e-02,4.661707729403794520e-01,2.185802991351536217e+00
6.386310059582685217e-02,4.679336355847216744e-01,2.185456497934211040e+00
