z,E,H_kms_Mpc,D_A_Mpc,D_L_Mpc,D_V_Mpc,r_d_Mpc
1.650000000000000133e+00,2.507414731060161106e+00,1.755190311742112499e+02,1.746954054026396079e+03,1.226798484440036918e+04,3.923542692783217717e+03,1.470000000000000000e+02
1.660000000000000142e+00,2.520046490428492270e+00,1.764032543299944393e+02,1.746791624477999903e+03,1.235959881815653898e+04,3.934497053385579875e+03,1.470000000000000000e+02
1.669999999999999929e+00,2.532709917165417934e+00,1.772896942015792376e+02,1.746598466457141058e+03,1.245132580752631111e+04,3.945367398969542137e+03,1.470000000000000000e+02
1.679999999999999938e+00,2.545404893292884108e+00,1.781783425305018511e+02,1.746375162655996519e+03,1.254316496826042567e+04,3.956154557327390194e+03,1.470000000000000000e+02
1.689999999999999947e+00,2.558131302008569641e+00,1.790691911405998269e+02,1.746122285013458850e+03,1.263511546658588668e+04,3.966859346836562509e+03,1.470000000000000000e+02
1.699999999999999956e+00,2.570889027671167337e+00,1.799622319369816807e+02,1.745840394929633931e+03,1.272717647903703437e+04,3.977482576563525981e+03,1.470000000000000000e+02
1.709999999999999964e+00,2.583677955785832925e+00,1.808574569050082914e+02,1.745530043475675257e+03,1.281934719228970607e+04,3.988025046367114101e+03,1.470000000000000000e+02
1.719999999999999973e+00,2.596497972989803671e+00,1.817548581092862037e+02,1.745191771599061667e+03,1.291162680299849671e+04,3.998487547001286657e+03,1.470000000000000000e+02
1.729999999999999982e+00,2.609348967038188416e+00,1.826544276926731527e+02,1.744826110324424235e+03,1.300401451763690238e+04,4.008870860217284189e+03,1.470000000000000000e+02
1.739999999999999991e+00,2.622230826789922364e+00,1.835561578752945309e+02,1.744433580950037594e+03,1.309650955234050525e+04,4.019175758865166699e+03,1.470000000000000000e+02
1.750000000000000000e+00,2.635143442193896846e+00,1.844600409535727579e+02,1.744014695240061428e+03,1.318911113275296520e+04,4.029403006994685256e+03,1.470000000000000000e+02
1.760000000000000009e+00,2.648086704275250280e+00,1.853660692992675081e+02,1.743569955612639887e+03,1.328181849387484363e+04,4.039553359955484666e+03,1.470000000000000000e+02
1.770000000000000018e+00,2.661060505121831898e+00,1.862742353585281876e+02,1.743099855323962174e+03,1.337463087991522843e+04,4.049627564496611285e+03,1.470000000000000000e+02
1.780000000000000027e+00,2.674064737870824437e+00,1.871845316509576946e+02,1.742604878648362956e+03,1.346754754414601121e+04,4.059626358865301427e+03,1.470000000000000000e+02
1.790000000000000036e+00,2.687099296695539152e+00,1.880969507686876909e+02,1.742085501054571296e+03,1.356056774875888914e+04,4.069550472905042625e+03,1.470000000000000000e+02
1.800000000000000044e+00,2.700164076792371581e+00,1.890114853754659805e+02,1.741542189378180410e+03,1.365369076472493362e+04,4.079400628152865920e+03,1.470000000000000000e+02
1.810000000000000053e+00,2.713258974367920295e+00,1.899281282057544047e+02,1.740975401990445562e+03,1.374691587165675810e+04,4.089177537935897817e+03,1.470000000000000000e+02
1.820000000000000062e+00,2.726383886626269515e+00,1.908468720638388447e+02,1.740385588963475584e+03,1.384024235767314531e+04,4.098881907467110068e+03,1.470000000000000000e+02
1.830000000000000071e+00,2.739538711756426270e+00,1.917677098229497972e+02,1.739773192231914209e+03,1.393366951926617730e+04,4.108514433940283197e+03,1.470000000000000000e+02
1.840000000000000080e+00,2.752723348919930757e+00,1.926906344243951423e+02,1.739138645751189415e+03,1.402719666117079214e+04,4.118075806624171491e+03,1.470000000000000000e+02
1.850000000000000089e+00,2.765937698238610132e+00,1.936156388767026613e+02,1.738482375652405835e+03,1.412082309623666697e+04,4.127566706955843074e+03,1.470000000000000000e+02
1.860000000000000098e+00,2.779181660782497509e+00,1.945427162547748026e+02,1.737804800393961386e+03,1.421454814530244948e+04,4.136987808633196437e+03,1.470000000000000000e+02
1.870000000000000107e+00,2.792455138557907279e+00,1.954718596990534820e+02,1.737106330909960889e+03,1.430837113707225944e+04,4.146339777706644782e+03,1.470000000000000000e+02
1.880000000000000115e+00,2.805758034495661857e+00,1.964030624146962793e+02,1.736387370755502616e+03,1.440229140799444031e+04,4.155623272669961807e+03,1.470000000000000000e+02
1.890000000000000124e+00,2.819090252439474753e+00,1.973363176707632078e+02,1.735648316248906667e+03,1.449630830214249363e+04,4.164838944550270753e+03,1.470000000000000000e+02
1.900000000000000133e+00,2.832451697134480639e+00,1.982716187994136305e+02,1.734889556610956106e+03,1.459042117109814535e+04,4.173987436997189434e+03,1.470000000000000000e+02
1.910000000000000142e+00,2.845842274215923506e+00,1.992089591951146019e+02,1.734111474101217254e+03,1.468462937383651843e+04,4.183069386371104883e+03,1.470000000000000000e+02
1.919999999999999929e+00,2.859261890197986045e+00,2.001483323138589867e+02,1.733314444151508496e+03,1.477893227661342280e+04,4.192085421830589439e+03,1.470000000000000000e+02
1.929999999999999938e+00,2.872710452462770903e+00,2.010897316723939525e+02,1.732498835496583069e+03,1.487332925285461170e+04,4.201036165418962810e+03,1.470000000000000000e+02
1.939999999999999947e+00,2.886187869249429383e+00,2.020331508474600355e+02,1.731665010302077917e+03,1.496781968304704060e+04,4.209922232149958290e+03,1.470000000000000000e+02
1.949999999999999956e+00,2.899694049643427363e+00,2.029785834750398976e+02,1.730813324289810453e+03,1.506240295463207804e+04,4.218744230092538601e+03,1.470000000000000000e+02
1.959999999999999964e+00,2.913228903565965755e+00,2.039260232496175718e+02,1.729944126860463257e+03,1.515707846190063356e+04,4.227502760454825875e+03,1.470000000000000000e+02
1.969999999999999973e+00,2.926792341763531535e+00,2.048754639234471711e+02,1.729057761213727190e+03,1.525184560589016291e+04,4.236198417667169451e+03,1.470000000000000000e+02
1.979999999999999982e+00,2.940384275797596647e+00,2.058268993058317449e+02,1.728154564465955445e+03,1.534670379428347223e+04,4.244831789464320536e+03,1.470000000000000000e+02
1.989999999999999991e+00,2.954004618034450580e+00,2.067803232624115140e+02,1.727234867765390618e+03,1.544165244130937026e+04,4.253403456966759222e+03,1.470000000000000000e+02
2.000000000000000000e+00,2.967653281635171059e+00,2.077357297144619395e+02,1.726298996405005482e+03,1.553669096764504866e+04,4.261913994761117465e+03,1.470000000000000000e+02
