candidate_id,q_R80,route_fraction_max,acceleration_gate_power,shape_gate,shape_midpoint,shape_width,fold,training_galaxies,test_galaxies,training_equal_galaxy_RMSE_km_s,test_equal_galaxy_RMSE_km_s
q1.25__f0.1__n0__hnone__RAR,1.25,0.1,0.0,none,,,0,109,22,10.973901915467676,8.181995625642736
q1.25__f0.1__n0__hnone__RAR,1.25,0.1,0.0,none,,,1,97,34,10.814215131049561,9.785041170552432
q1.25__f0.1__n0__hnone__RAR,1.25,0.1,0.0,none,,,2,108,23,11.025670299967276,7.995157193477045
q1.25__f0.1__n0__hnone__RAR,1.25,0.1,0.0,none,,,3,106,25,9.587723512997231,13.935984096348555
q1.25__f0.1__n0__hnone__RAR,1.25,0.1,0.0,none,,,4,104,27,10.309489608287336,11.459400613256959
q1.25__f0.1__n0__hc0.5_w0.05__RAR,1.25,0.1,0.0,c0.5_w0.05,0.5,0.05,0,109,22,10.96516713666075,8.02145610528341
q1.25__f0.1__n0__hc0.5_w0.05__RAR,1.25,0.1,0.0,c0.5_w0.05,0.5,0.05,1,97,34,10.835579714438209,9.598431722440134
q1.25__f0.1__n0__hc0.5_w0.05__RAR,1.25,0.1,0.0,c0.5_w0.05,0.5,0.05,2,108,23,10.992962753002326,7.994239431375256
q1.25__f0.1__n0__hc0.5_w0.05__RAR,1.25,0.1,0.0,c0.5_w0.05,0.5,0.05,3,106,25,9.52332153746582,14.010907885430672
q1.25__f0.1__n0__hc0.5_w0.05__RAR,1.25,0.1,0.0,c0.5_w0.05,0.5,0.05,4,104,27,10.249530175649717,11.540054827106344
q1.25__f0.1__n0__hc0.5_w0.1__RAR,1.25,0.1,0.0,c0.5_w0.1,0.5,0.1,0,109,22,10.996522988885243,8.025196678095906
q1.25__f0.1__n0__hc0.5_w0.1__RAR,1.25,0.1,0.0,c0.5_w0.1,0.5,0.1,1,97,34,10.85450712900221,9.654281459059666
q1.25__f0.1__n0__hc0.5_w0.1__RAR,1.25,0.1,0.0,c0.5_w0.1,0.5,0.1,2,108,23,11.023729988793573,8.002997735879394
q1.25__f0.1__n0__hc0.5_w0.1__RAR,1.25,0.1,0.0,c0.5_w0.1,0.5,0.1,3,106,25,9.561367649226145,14.010072095020396
q1.25__f0.1__n0__hc0.5_w0.1__RAR,1.25,0.1,0.0,c0.5_w0.1,0.5,0.1,4,104,27,10.268517368615925,11.597464525339326
q1.25__f0.1__n0__hc0.5_w0.2__RAR,1.25,0.1,0.0,c0.5_w0.2,0.5,0.2,0,109,22,11.05033968125583,8.073055509976989
q1.25__f0.1__n0__hc0.5_w0.2__RAR,1.25,0.1,0.0,c0.5_w0.2,0.5,0.2,1,97,34,10.892614411657995,9.75413336321179
q1.25__f0.1__n0__hc0.5_w0.2__RAR,1.25,0.1,0.0,c0.5_w0.2,0.5,0.2,2,108,23,11.080865295523754,8.029785722673227
q1.25__f0.1__n0__hc0.5_w0.2__RAR,1.25,0.1,0.0,c0.5_w0.2,0.5,0.2,3,106,25,9.62679774807917,14.028897075814537
q1.25__f0.1__n0__hc0.5_w0.2__RAR,1.25,0.1,0.0,c0.5_w0.2,0.5,0.2,4,104,27,10.317987158802733,11.66173608458054
q1.25__f0.1__n0__hc0.6_w0.05__RAR,1.25,0.1,0.0,c0.6_w0.05,0.6,0.05,0,109,22,11.035887326319918,7.899452165884256
q1.25__f0.1__n0__hc0.6_w0.05__RAR,1.25,0.1,0.0,c0.6_w0.05,0.6,0.05,1,97,34,10.882961299932056,9.639776119388243
q1.25__f0.1__n0__hc0.6_w0.05__RAR,1.25,0.1,0.0,c0.6_w0.05,0.6,0.05,2,108,23,11.040525045587929,8.031359445856195
q1.25__f0.1__n0__hc0.6_w0.05__RAR,1.25,0.1,0.0,c0.6_w0.05,0.6,0.05,3,106,25,9.558522939577525,14.090137722163567
q1.25__f0.1__n0__hc0.6_w0.05__RAR,1.25,0.1,0.0,c0.6_w0.05,0.6,0.05,4,104,27,10.274666213605432,11.656942178607007
q1.25__f0.1__n0__hc0.6_w0.1__RAR,1.25,0.1,0.0,c0.6_w0.1,0.6,0.1,0,109,22,11.06227497072271,7.990007092149406
q1.25__f0.1__n0__hc0.6_w0.1__RAR,1.25,0.1,0.0,c0.6_w0.1,0.6,0.1,1,97,34,10.906734305494432,9.708134903603057
q1.25__f0.1__n0__hc0.6_w0.1__RAR,1.25,0.1,0.0,c0.6_w0.1,0.6,0.1,2,108,23,11.078790062644297,8.041650151403596
q1.25__f0.1__n0__hc0.6_w0.1__RAR,1.25,0.1,0.0,c0.6_w0.1,0.6,0.1,3,106,25,9.611382728580487,14.072814829448738
q1.25__f0.1__n0__hc0.6_w0.1__RAR,1.25,0.1,0.0,c0.6_w0.1,0.6,0.1,4,104,27,10.306543296411153,11.699730897337245
q1.25__f0.1__n0__hc0.6_w0.2__RAR,1.25,0.1,0.0,c0.6_w0.2,0.6,0.2,0,109,22,11.094100391102153,8.07247691365839
q1.25__f0.1__n0__hc0.6_w0.2__RAR,1.25,0.1,0.0,c0.6_w0.2,0.6,0.2,1,97,34,10.930048726871266,9.793525376173031
q1.25__f0.1__n0__hc0.6_w0.2__RAR,1.25,0.1,0.0,c0.6_w0.2,0.6,0.2,2,108,23,11.120785104994141,8.056011343663442
q1.25__f0.1__n0__hc0.6_w0.2__RAR,1.25,0.1,0.0,c0.6_w0.2,0.6,0.2,3,106,25,9.665417698451135,14.066547029578482
q1.25__f0.1__n0__hc0.6_w0.2__RAR,1.25,0.1,0.0,c0.6_w0.2,0.6,0.2,4,104,27,10.346892946183514,11.730291933964168
q1.25__f0.1__n0__hc0.7_w0.05__RAR,1.25,0.1,0.0,c0.7_w0.05,0.7,0.05,0,109,22,11.156109906879859,7.949965420417485
q1.25__f0.1__n0__hc0.7_w0.05__RAR,1.25,0.1,0.0,c0.7_w0.05,0.7,0.05,1,97,34,10.98385657223317,9.782751356454577
q1.25__f0.1__n0__hc0.7_w0.05__RAR,1.25,0.1,0.0,c0.7_w0.05,0.7,0.05,2,108,23,11.158925737994341,8.097545178740887
q1.25__f0.1__n0__hc0.7_w0.05__RAR,1.25,0.1,0.0,c0.7_w0.05,0.7,0.05,3,106,25,9.690232858416854,14.146357639590288
q1.25__f0.1__n0__hc0.7_w0.05__RAR,1.25,0.1,0.0,c0.7_w0.05,0.7,0.05,4,104,27,10.356816715353247,11.865029485022689
q1.25__f0.1__n0__hc0.7_w0.1__RAR,1.25,0.1,0.0,c0.7_w0.1,0.7,0.1,0,109,22,11.151218285400661,8.024089786928535
q1.25__f0.1__n0__hc0.7_w0.1__RAR,1.25,0.1,0.0,c0.7_w0.1,0.7,0.1,1,97,34,10.980704838037353,9.814074650432785
q1.25__f0.1__n0__hc0.7_w0.1__RAR,1.25,0.1,0.0,c0.7_w0.1,0.7,0.1,2,108,23,11.16509038742927,8.095645735912655
q1.25__f0.1__n0__hc0.7_w0.1__RAR,1.25,0.1,0.0,c0.7_w0.1,0.7,0.1,3,106,25,9.702117961578514,14.131822909184425
q1.25__f0.1__n0__hc0.7_w0.1__RAR,1.25,0.1,0.0,c0.7_w0.1,0.7,0.1,4,104,27,10.373485505763762,11.830984681026159
q1.25__f0.1__n0__hc0.7_w0.2__RAR,1.25,0.1,0.0,c0.7_w0.2,0.7,0.2,0,109,22,11.14487026540088,8.087923584743937
q1.25__f0.1__n0__hc0.7_w0.2__RAR,1.25,0.1,0.0,c0.7_w0.2,0.7,0.2,1,97,34,10.973383956934935,9.84816437987143
q1.25__f0.1__n0__hc0.7_w0.2__RAR,1.25,0.1,0.0,c0.7_w0.2,0.7,0.2,2,108,23,11.169341470092727,8.087438724654898
q1.25__f0.1__n0__hc0.7_w0.2__RAR,1.25,0.1,0.0,c0.7_w0.2,0.7,0.2,3,106,25,9.714488281289388,14.105955826244372
q1.25__f0.1__n0__hc0.7_w0.2__RAR,1.25,0.1,0.0,c0.7_w0.2,0.7,0.2,4,104,27,10.384649281351638,11.804499870151929
q1.25__f0.1__n1__hnone__RAR,1.25,0.1,1.0,none,,,0,109,22,11.056951069034032,8.001448710573388
q1.25__f0.1__n1__hnone__RAR,1.25,0.1,1.0,none,,,1,97,34,10.83721347418825,9.914707121279699
q1.25__f0.1__n1__hnone__RAR,1.25,0.1,1.0,none,,,2,108,23,11.069569552164012,8.077376407628398
q1.25__f0.1__n1__hnone__RAR,1.25,0.1,1.0,none,,,3,106,25,9.64757626064191,13.9547913669298
q1.25__f0.1__n1__hnone__RAR,1.25,0.1,1.0,none,,,4,104,27,10.34025714528559,11.570487256773902
q1.25__f0.1__n1__hc0.5_w0.05__RAR,1.25,0.1,1.0,c0.5_w0.05,0.5,0.05,0,109,22,11.056696689917729,7.92363944329368
q1.25__f0.1__n1__hc0.5_w0.05__RAR,1.25,0.1,1.0,c0.5_w0.05,0.5,0.05,1,97,34,10.877569335930684,9.745846003926223
q1.25__f0.1__n1__hc0.5_w0.05__RAR,1.25,0.1,1.0,c0.5_w0.05,0.5,0.05,2,108,23,11.055518966966392,8.092703232981027
q1.25__f0.1__n1__hc0.5_w0.05__RAR,1.25,0.1,1.0,c0.5_w0.05,0.5,0.05,3,106,25,9.60528377332948,14.03829322147753
q1.25__f0.1__n1__hc0.5_w0.05__RAR,1.25,0.1,1.0,c0.5_w0.05,0.5,0.05,4,104,27,10.304860324229399,11.647258767823152
q1.25__f0.1__n1__hc0.5_w0.1__RAR,1.25,0.1,1.0,c0.5_w0.1,0.5,0.1,0,109,22,11.079959908555429,7.945688152829297
q1.25__f0.1__n1__hc0.5_w0.1__RAR,1.25,0.1,1.0,c0.5_w0.1,0.5,0.1,1,97,34,10.893662235114732,9.790775712797506
q1.25__f0.1__n1__hc0.5_w0.1__RAR,1.25,0.1,1.0,c0.5_w0.1,0.5,0.1,2,108,23,11.082059007985793,8.093713196541051
q1.25__f0.1__n1__hc0.5_w0.1__RAR,1.25,0.1,1.0,c0.5_w0.1,0.5,0.1,3,106,25,9.637830001107927,14.034649366155811
q1.25__f0.1__n1__hc0.5_w0.1__RAR,1.25,0.1,1.0,c0.5_w0.1,0.5,0.1,4,104,27,10.321344561393587,11.692434902866243
q1.25__f0.1__n1__hc0.5_w0.2__RAR,1.25,0.1,1.0,c0.5_w0.2,0.5,0.2,0,109,22,11.121920646253265,8.0018376026026
q1.25__f0.1__n1__hc0.5_w0.2__RAR,1.25,0.1,1.0,c0.5_w0.2,0.5,0.2,1,97,34,10.926012662744657,9.86972622212299
q1.25__f0.1__n1__hc0.5_w0.2__RAR,1.25,0.1,1.0,c0.5_w0.2,0.5,0.2,2,108,23,11.13045189866204,8.107541426845659
q1.25__f0.1__n1__hc0.5_w0.2__RAR,1.25,0.1,1.0,c0.5_w0.2,0.5,0.2,3,106,25,9.691575251951672,14.050494645677274
q1.25__f0.1__n1__hc0.5_w0.2__RAR,1.25,0.1,1.0,c0.5_w0.2,0.5,0.2,4,104,27,10.362603345788566,11.743783010426272
q1.25__f0.1__n1__hc0.6_w0.05__RAR,1.25,0.1,1.0,c0.6_w0.05,0.6,0.05,0,109,22,11.111846310379269,7.88621467356396
q1.25__f0.1__n1__hc0.6_w0.05__RAR,1.25,0.1,1.0,c0.6_w0.05,0.6,0.05,1,97,34,10.924743058400015,9.776701511538372
q1.25__f0.1__n1__hc0.6_w0.05__RAR,1.25,0.1,1.0,c0.6_w0.05,0.6,0.05,2,108,23,11.102597744325887,8.113044566232753
q1.25__f0.1__n1__hc0.6_w0.05__RAR,1.25,0.1,1.0,c0.6_w0.05,0.6,0.05,3,106,25,9.641638422454532,14.103782618762757
q1.25__f0.1__n1__hc0.6_w0.05__RAR,1.25,0.1,1.0,c0.6_w0.05,0.6,0.05,4,104,27,10.333336719768296,11.740886508608218
q1.25__f0.1__n1__hc0.6_w0.1__RAR,1.25,0.1,1.0,c0.6_w0.1,0.6,0.1,0,109,22,11.13121394259688,7.957251156590463
q1.25__f0.1__n1__hc0.6_w0.1__RAR,1.25,0.1,1.0,c0.6_w0.1,0.6,0.1,1,97,34,10.94255699128647,9.827607600673648
q1.25__f0.1__n1__hc0.6_w0.1__RAR,1.25,0.1,1.0,c0.6_w0.1,0.6,0.1,2,108,23,11.131983497470872,8.116130471041634
q1.25__f0.1__n1__hc0.6_w0.1__RAR,1.25,0.1,1.0,c0.6_w0.1,0.6,0.1,3,106,25,9.6813615754813,14.090098001329299
q1.25__f0.1__n1__hc0.6_w0.1__RAR,1.25,0.1,1.0,c0.6_w0.1,0.6,0.1,4,104,27,10.356665435760197,11.774778976943233
q1.25__f0.1__n1__hc0.6_w0.2__RAR,1.25,0.1,1.0,c0.6_w0.2,0.6,0.2,0,109,22,11.156282362637734,8.024485072029604
q1.25__f0.1__n1__hc0.6_w0.2__RAR,1.25,0.1,1.0,c0.6_w0.2,0.6,0.2,1,97,34,10.960894365143227,9.895575902629552
q1.25__f0.1__n1__hc0.6_w0.2__RAR,1.25,0.1,1.0,c0.6_w0.2,0.6,0.2,2,108,23,11.165909316062837,8.12373319451707
q1.25__f0.1__n1__hc0.6_w0.2__RAR,1.25,0.1,1.0,c0.6_w0.2,0.6,0.2,3,106,25,9.724178988424091,14.085078109498655
q1.25__f0.1__n1__hc0.6_w0.2__RAR,1.25,0.1,1.0,c0.6_w0.2,0.6,0.2,4,104,27,10.388425454013936,11.799942562064192
q1.25__f0.1__n1__hc0.7_w0.05__RAR,1.25,0.1,1.0,c0.7_w0.05,0.7,0.05,0,109,22,11.198862870665812,7.966562264630513
q1.25__f0.1__n1__hc0.7_w0.05__RAR,1.25,0.1,1.0,c0.7_w0.05,0.7,0.05,1,97,34,11.005770108257929,9.877368071034903
q1.25__f0.1__n1__hc0.7_w0.05__RAR,1.25,0.1,1.0,c0.7_w0.05,0.7,0.05,2,108,23,11.197955420344034,8.139714866679402
q1.25__f0.1__n1__hc0.7_w0.05__RAR,1.25,0.1,1.0,c0.7_w0.05,0.7,0.05,3,106,25,9.742359195456757,14.150053845026608
q1.25__f0.1__n1__hc0.7_w0.05__RAR,1.25,0.1,1.0,c0.7_w0.05,0.7,0.05,4,104,27,10.397318786821884,11.900198401115418
q1.25__f0.1__n1__hc0.7_w0.1__RAR,1.25,0.1,1.0,c0.7_w0.1,0.7,0.1,0,109,22,11.198597035524546,8.018908393430571
q1.25__f0.1__n1__hc0.7_w0.1__RAR,1.25,0.1,1.0,c0.7_w0.1,0.7,0.1,1,97,34,11.006052880120786,9.902878304949994
q1.25__f0.1__n1__hc0.7_w0.1__RAR,1.25,0.1,1.0,c0.7_w0.1,0.7,0.1,2,108,23,11.204471887247612,8.1450379858253
q1.25__f0.1__n1__hc0.7_w0.1__RAR,1.25,0.1,1.0,c0.7_w0.1,0.7,0.1,3,106,25,9.75387031387339,14.14153008692668
q1.25__f0.1__n1__hc0.7_w0.1__RAR,1.25,0.1,1.0,c0.7_w0.1,0.7,0.1,4,104,27,10.411888182149061,11.878750312659477
q1.25__f0.1__n1__hc0.7_w0.2__RAR,1.25,0.1,1.0,c0.7_w0.2,0.7,0.2,0,109,22,11.195673419960723,8.05848524302619
q1.25__f0.1__n1__hc0.7_w0.2__RAR,1.25,0.1,1.0,c0.7_w0.2,0.7,0.2,1,97,34,10.999701671680661,9.933154441869807
q1.25__f0.1__n1__hc0.7_w0.2__RAR,1.25,0.1,1.0,c0.7_w0.2,0.7,0.2,2,108,23,11.207697474987505,8.142513737046894
q1.25__f0.1__n1__hc0.7_w0.2__RAR,1.25,0.1,1.0,c0.7_w0.2,0.7,0.2,3,106,25,9.76429169482575,14.120726235814683
q1.25__f0.1__n1__hc0.7_w0.2__RAR,1.25,0.1,1.0,c0.7_w0.2,0.7,0.2,4,104,27,10.420552881673967,11.860167374731434
q1.25__f0.1__n4__hnone__RAR,1.25,0.1,4.0,none,,,0,109,22,11.019551030593801,7.959214153830302
q1.25__f0.1__n4__hnone__RAR,1.25,0.1,4.0,none,,,1,97,34,10.801467304512174,9.870411084769144
q1.25__f0.1__n4__hnone__RAR,1.25,0.1,4.0,none,,,2,108,23,11.026486242464234,8.071953425247065
q1.25__f0.1__n4__hnone__RAR,1.25,0.1,4.0,none,,,3,106,25,9.601492153966232,13.939308371492462
q1.25__f0.1__n4__hnone__RAR,1.25,0.1,4.0,none,,,4,104,27,10.313516324463441,11.494392580177186
q1.25__f0.1__n4__hc0.5_w0.05__RAR,1.25,0.1,4.0,c0.5_w0.05,0.5,0.05,0,109,22,11.016510741272583,7.869643014080803
q1.25__f0.1__n4__hc0.5_w0.05__RAR,1.25,0.1,4.0,c0.5_w0.05,0.5,0.05,1,97,34,10.84288596865658,9.68169524024443
q1.25__f0.1__n4__hc0.5_w0.05__RAR,1.25,0.1,4.0,c0.5_w0.05,0.5,0.05,2,108,23,11.006605464062995,8.095654664570745
q1.25__f0.1__n4__hc0.5_w0.05__RAR,1.25,0.1,4.0,c0.5_w0.05,0.5,0.05,3,106,25,9.55507801022435,14.019075553479293
q1.25__f0.1__n4__hc0.5_w0.05__RAR,1.25,0.1,4.0,c0.5_w0.05,0.5,0.05,4,104,27,10.270504399748477,11.580397792956237
q1.25__f0.1__n4__hc0.5_w0.1__RAR,1.25,0.1,4.0,c0.5_w0.1,0.5,0.1,0,109,22,11.04315134643363,7.899053284836833
q1.25__f0.1__n4__hc0.5_w0.1__RAR,1.25,0.1,4.0,c0.5_w0.1,0.5,0.1,1,97,34,10.862464037315217,9.731751718234909
q1.25__f0.1__n4__hc0.5_w0.1__RAR,1.25,0.1,4.0,c0.5_w0.1,0.5,0.1,2,108,23,11.038145129328774,8.0934242221475
q1.25__f0.1__n4__hc0.5_w0.1__RAR,1.25,0.1,4.0,c0.5_w0.1,0.5,0.1,3,106,25,9.592498779701689,14.016663442637043
q1.25__f0.1__n4__hc0.5_w0.1__RAR,1.25,0.1,4.0,c0.5_w0.1,0.5,0.1,4,104,27,10.289548872532995,11.633906334929707
q1.25__f0.1__n4__hc0.5_w0.2__RAR,1.25,0.1,4.0,c0.5_w0.2,0.5,0.2,0,109,22,11.089720511014605,7.963073293011867
q1.25__f0.1__n4__hc0.5_w0.2__RAR,1.25,0.1,4.0,c0.5_w0.2,0.5,0.2,1,97,34,10.898274833043963,9.820651646110555
q1.25__f0.1__n4__hc0.5_w0.2__RAR,1.25,0.1,4.0,c0.5_w0.2,0.5,0.2,2,108,23,11.092869024899674,8.103865804031846
q1.25__f0.1__n4__hc0.5_w0.2__RAR,1.25,0.1,4.0,c0.5_w0.2,0.5,0.2,3,106,25,9.652593593150467,14.033912244831491
q1.25__f0.1__n4__hc0.5_w0.2__RAR,1.25,0.1,4.0,c0.5_w0.2,0.5,0.2,4,104,27,10.33496986536727,11.693069153251908
q1.25__f0.1__n4__hc0.6_w0.05__RAR,1.25,0.1,4.0,c0.6_w0.05,0.6,0.05,0,109,22,11.082875408920922,7.842805671272745
q1.25__f0.1__n4__hc0.6_w0.05__RAR,1.25,0.1,4.0,c0.6_w0.05,0.6,0.05,1,97,34,10.903544945671326,9.716008220812379
q1.25__f0.1__n4__hc0.6_w0.05__RAR,1.25,0.1,4.0,c0.6_w0.05,0.6,0.05,2,108,23,11.064503824596995,8.129347395986937
q1.25__f0.1__n4__hc0.6_w0.05__RAR,1.25,0.1,4.0,c0.6_w0.05,0.6,0.05,3,106,25,9.602386752740639,14.09663360303997
q1.25__f0.1__n4__hc0.6_w0.05__RAR,1.25,0.1,4.0,c0.6_w0.05,0.6,0.05,4,104,27,10.308090817477403,11.692027231524834
q1.25__f0.1__n4__hc0.6_w0.1__RAR,1.25,0.1,4.0,c0.6_w0.1,0.6,0.1,0,109,22,11.10241337661037,7.9179105625509
q1.25__f0.1__n4__hc0.6_w0.1__RAR,1.25,0.1,4.0,c0.6_w0.1,0.6,0.1,1,97,34,10.919769323175144,9.774774213644063
q1.25__f0.1__n4__hc0.6_w0.1__RAR,1.25,0.1,4.0,c0.6_w0.1,0.6,0.1,2,108,23,11.096465497085129,8.120763156041692
q1.25__f0.1__n4__hc0.6_w0.1__RAR,1.25,0.1,4.0,c0.6_w0.1,0.6,0.1,3,106,25,9.644607399360057,14.07839109040279
q1.25__f0.1__n4__hc0.6_w0.1__RAR,1.25,0.1,4.0,c0.6_w0.1,0.6,0.1,4,104,27,10.330885173289985,11.73054842619149
q1.25__f0.1__n4__hc0.6_w0.2__RAR,1.25,0.1,4.0,c0.6_w0.2,0.6,0.2,0,109,22,11.12866125097138,7.990469560221507
q1.25__f0.1__n4__hc0.6_w0.2__RAR,1.25,0.1,4.0,c0.6_w0.2,0.6,0.2,1,97,34,10.937632464211646,9.851390373695681
q1.25__f0.1__n4__hc0.6_w0.2__RAR,1.25,0.1,4.0,c0.6_w0.2,0.6,0.2,2,108,23,11.133407364813475,8.121585000007174
q1.25__f0.1__n4__hc0.6_w0.2__RAR,1.25,0.1,4.0,c0.6_w0.2,0.6,0.2,3,106,25,9.690543338707649,14.071074610484972
q1.25__f0.1__n4__hc0.6_w0.2__RAR,1.25,0.1,4.0,c0.6_w0.2,0.6,0.2,4,104,27,10.364188261750172,11.757859298546448
q1.25__f0.1__n4__hc0.7_w0.05__RAR,1.25,0.1,4.0,c0.7_w0.05,0.7,0.05,0,109,22,11.183089513388778,7.939439317075028
q1.25__f0.1__n4__hc0.7_w0.05__RAR,1.25,0.1,4.0,c0.7_w0.05,0.7,0.05,1,97,34,10.996688638362832,9.834709294536795
q1.25__f0.1__n4__hc0.7_w0.05__RAR,1.25,0.1,4.0,c0.7_w0.05,0.7,0.05,2,108,23,11.176963136021795,8.147070209070986
q1.25__f0.1__n4__hc0.7_w0.05__RAR,1.25,0.1,4.0,c0.7_w0.05,0.7,0.05,3,106,25,9.719427496763645,14.149113245829335
q1.25__f0.1__n4__hc0.7_w0.05__RAR,1.25,0.1,4.0,c0.7_w0.05,0.7,0.05,4,104,27,10.380662968624936,11.881540041197024
q1.25__f0.1__n4__hc0.7_w0.1__RAR,1.25,0.1,4.0,c0.7_w0.1,0.7,0.1,0,109,22,11.179452619359298,7.991253577443438
q1.25__f0.1__n4__hc0.7_w0.1__RAR,1.25,0.1,4.0,c0.7_w0.1,0.7,0.1,1,97,34,10.992182636642259,9.862938356092048
q1.25__f0.1__n4__hc0.7_w0.1__RAR,1.25,0.1,4.0,c0.7_w0.1,0.7,0.1,2,108,23,11.180403847641488,8.149702623857126
q1.25__f0.1__n4__hc0.7_w0.1__RAR,1.25,0.1,4.0,c0.7_w0.1,0.7,0.1,3,106,25,9.72863123345196,14.135425448448046
q1.25__f0.1__n4__hc0.7_w0.1__RAR,1.25,0.1,4.0,c0.7_w0.1,0.7,0.1,4,104,27,10.393795336520899,11.85176717747689
q1.25__f0.1__n4__hc0.7_w0.2__RAR,1.25,0.1,4.0,c0.7_w0.2,0.7,0.2,0,109,22,11.173362037712932,8.030486898252464
q1.25__f0.1__n4__hc0.7_w0.2__RAR,1.25,0.1,4.0,c0.7_w0.2,0.7,0.2,1,97,34,10.981353229952267,9.89579294433547
q1.25__f0.1__n4__hc0.7_w0.2__RAR,1.25,0.1,4.0,c0.7_w0.2,0.7,0.2,2,108,23,11.18125285708922,8.14153351292771
q1.25__f0.1__n4__hc0.7_w0.2__RAR,1.25,0.1,4.0,c0.7_w0.2,0.7,0.2,3,106,25,9.736939135635067,14.109718149171146
q1.25__f0.1__n4__hc0.7_w0.2__RAR,1.25,0.1,4.0,c0.7_w0.2,0.7,0.2,4,104,27,10.400586599074705,11.827214325310091
q1.25__f0.2__n0__hnone__RAR,1.25,0.2,0.0,none,,,0,109,22,10.786393438206327,8.471340985661145
q1.25__f0.2__n0__hnone__RAR,1.25,0.2,0.0,none,,,1,97,34,10.683469581114375,9.685194624242925
q1.25__f0.2__n0__hnone__RAR,1.25,0.2,0.0,none,,,2,108,23,10.879445204822495,8.01469592826394
q1.25__f0.2__n0__hnone__RAR,1.25,0.2,0.0,none,,,3,106,25,9.466517114231602,13.800521996013607
q1.25__f0.2__n0__hnone__RAR,1.25,0.2,0.0,none,,,4,104,27,10.287630117879292,10.977535666095397
q1.25__f0.2__n0__hc0.5_w0.05__RAR,1.25,0.2,0.0,c0.5_w0.05,0.5,0.05,0,109,22,10.668085451767686,7.986140870312011
q1.25__f0.2__n0__hc0.5_w0.05__RAR,1.25,0.2,0.0,c0.5_w0.05,0.5,0.05,1,97,34,10.620703042626491,9.182252134482985
q1.25__f0.2__n0__hc0.5_w0.05__RAR,1.25,0.2,0.0,c0.5_w0.05,0.5,0.05,2,108,23,10.710182745848803,7.856698601233694
q1.25__f0.2__n0__hc0.5_w0.05__RAR,1.25,0.2,0.0,c0.5_w0.05,0.5,0.05,3,106,25,9.224888875384822,13.838719641049067
q1.25__f0.2__n0__hc0.5_w0.05__RAR,1.25,0.2,0.0,c0.5_w0.05,0.5,0.05,4,104,27,10.037087421554777,11.107084944543018
q1.25__f0.2__n0__hc0.5_w0.1__RAR,1.25,0.2,0.0,c0.5_w0.1,0.5,0.1,0,109,22,10.710406229234913,7.951062413034715
q1.25__f0.2__n0__hc0.5_w0.1__RAR,1.25,0.2,0.0,c0.5_w0.1,0.5,0.1,1,97,34,10.636024843083604,9.269486085619596
q1.25__f0.2__n0__hc0.5_w0.1__RAR,1.25,0.2,0.0,c0.5_w0.1,0.5,0.1,2,108,23,10.746885401714295,7.860199909874254
q1.25__f0.2__n0__hc0.5_w0.1__RAR,1.25,0.2,0.0,c0.5_w0.1,0.5,0.1,3,106,25,9.273373058756984,13.826068934852975
q1.25__f0.2__n0__hc0.5_w0.1__RAR,1.25,0.2,0.0,c0.5_w0.1,0.5,0.1,4,104,27,10.053811442365367,11.192413238694
q1.25__f0.2__n0__hc0.5_w0.2__RAR,1.25,0.2,0.0,c0.5_w0.2,0.5,0.2,0,109,22,10.798032915616176,8.010050100342077
q1.25__f0.2__n0__hc0.5_w0.2__RAR,1.25,0.2,0.0,c0.5_w0.2,0.5,0.2,1,97,34,10.691770886938462,9.443663297077384
q1.25__f0.2__n0__hc0.5_w0.2__RAR,1.25,0.2,0.0,c0.5_w0.2,0.5,0.2,2,108,23,10.83745078285846,7.901657263864537
q1.25__f0.2__n0__hc0.5_w0.2__RAR,1.25,0.2,0.0,c0.5_w0.2,0.5,0.2,3,106,25,9.3780067158767,13.853932177735494
q1.25__f0.2__n0__hc0.5_w0.2__RAR,1.25,0.2,0.0,c0.5_w0.2,0.5,0.2,4,104,27,10.13280681453993,11.291748029016528
q1.25__f0.2__n0__hc0.6_w0.05__RAR,1.25,0.2,0.0,c0.6_w0.05,0.6,0.05,0,109,22,10.768676571926166,7.630999044685529
q1.25__f0.2__n0__hc0.6_w0.05__RAR,1.25,0.2,0.0,c0.6_w0.05,0.6,0.05,1,97,34,10.662666324343736,9.224421444180614
q1.25__f0.2__n0__hc0.6_w0.05__RAR,1.25,0.2,0.0,c0.6_w0.05,0.6,0.05,2,108,23,10.755759865867867,7.877039547490062
q1.25__f0.2__n0__hc0.6_w0.05__RAR,1.25,0.2,0.0,c0.6_w0.05,0.6,0.05,3,106,25,9.238306148265599,13.963550317120694
q1.25__f0.2__n0__hc0.6_w0.05__RAR,1.25,0.2,0.0,c0.6_w0.05,0.6,0.05,4,104,27,10.036367661858872,11.29641700083941
q1.25__f0.2__n0__hc0.6_w0.1__RAR,1.25,0.2,0.0,c0.6_w0.1,0.6,0.1,0,109,22,10.807247391143331,7.799955395733971
q1.25__f0.2__n0__hc0.6_w0.1__RAR,1.25,0.2,0.0,c0.6_w0.1,0.6,0.1,1,97,34,10.69956523519674,9.337883217116335
q1.25__f0.2__n0__hc0.6_w0.1__RAR,1.25,0.2,0.0,c0.6_w0.1,0.6,0.1,2,108,23,10.81653108537504,7.8949087747075435
