k_hMpc,k_1_per_m,a,mu,D,f
2.999999999999999737e-04,6.805636507833165539e-27,6.394893752691378497e-01,1.000000000000000000e+00,5.836434784769167772e-01,7.697411374206605261e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.407176188675537398e-01,1.000000000000000000e+00,5.845056335545104620e-01,7.688124547519070706e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.419482215080358767e-01,1.000000000000000000e+00,5.853680178252532729e-01,7.678815200911842664e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.431811877215087847e-01,1.000000000000000000e+00,5.862306260178173911e-01,7.669483391635919522e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.444165220475998046e-01,1.000000000000000000e+00,5.870934528472248060e-01,7.660129177816562551e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.456542290346555246e-01,1.000000000000000000e+00,5.879564930149902002e-01,7.650752618373862779e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.468943132397578788e-01,1.000000000000000000e+00,5.888197412092649463e-01,7.641353773071045685e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.481367792287417995e-01,1.000000000000000000e+00,5.896831921049878744e-01,7.631932702528885226e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.493816315762113156e-01,1.000000000000000000e+00,5.905468403640270481e-01,7.622489468127385814e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.506288748655570942e-01,1.000000000000000000e+00,5.914106806353323087e-01,7.613024132159661450e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.518785136889729825e-01,1.000000000000000000e+00,5.922747075550910401e-01,7.603536757764870480e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.531305526474723289e-01,1.000000000000000000e+00,5.931389157468742734e-01,7.594027408835005710e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.543849963509060785e-01,1.000000000000000000e+00,5.940032998217895654e-01,7.584496150135935366e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.556418494179788725e-01,1.000000000000000000e+00,5.948678543786342088e-01,7.574943047230765503e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.569011164762662558e-01,1.000000000000000000e+00,5.957325740040549933e-01,7.565368166586090570e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.581628021622322189e-01,1.000000000000000000e+00,5.965974532727018609e-01,7.555771575396960094e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.594269111212450740e-01,1.000000000000000000e+00,5.974624867473844470e-01,7.546153341764334499e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.606934480075959959e-01,1.000000000000000000e+00,5.983276689792320635e-01,7.536513534579314388e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.619624174845153419e-01,1.000000000000000000e+00,5.991929945078563469e-01,7.526852223579612033e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.632338242241896387e-01,1.000000000000000000e+00,6.000584578615066889e-01,7.517169479245060515e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.645076729077794564e-01,1.000000000000000000e+00,6.009240535572308861e-01,7.507465372971652284e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.657839682254363955e-01,1.000000000000000000e+00,6.017897761010461144e-01,7.497739976922072058e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.670627148763196290e-01,1.000000000000000000e+00,6.026556199880952480e-01,7.487993364076455105e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.683439175686145539e-01,1.000000000000000000e+00,6.035215797028172791e-01,7.478225608284041481e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.696275810195491118e-01,1.000000000000000000e+00,6.043876497191135178e-01,7.468436784135513706e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.709137099554112194e-01,1.000000000000000000e+00,6.052538245005099071e-01,7.458626967066946944e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.722023091115668647e-01,1.000000000000000000e+00,6.061200985003303288e-01,7.448796233356134167e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.734933832324765390e-01,1.000000000000000000e+00,6.069864661618673551e-01,7.438944660035206047e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.747869370717136661e-01,1.000000000000000000e+00,6.078529219185446753e-01,7.429072324912684433e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.760829753919818108e-01,1.000000000000000000e+00,6.087194601940916217e-01,7.419179306702570198e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.773815029651314434e-01,1.000000000000000000e+00,6.095860754027204731e-01,7.409265684835285581e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.786825245721787025e-01,1.000000000000000000e+00,6.104527619492955415e-01,7.399331539588637208e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.799860450033223813e-01,1.000000000000000000e+00,6.113195142295091422e-01,7.389376952033593904e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.812920690579612470e-01,1.000000000000000000e+00,6.121863266300544559e-01,7.379402003970466639e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.826006015447128039e-01,1.000000000000000000e+00,6.130531935288007217e-01,7.369406778059092167e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.839116472814293912e-01,1.000000000000000000e+00,6.139201092949733152e-01,7.359391357697941949e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.852252110952175013e-01,1.000000000000000000e+00,6.147870682893306071e-01,7.349355827160438670e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.865412978224547658e-01,1.000000000000000000e+00,6.156540648643453739e-01,7.339300271409235910e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.878599123088076084e-01,1.000000000000000000e+00,6.165210933643773261e-01,7.329224776172541533e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.891810594092495634e-01,1.000000000000000000e+00,6.173881481258576276e-01,7.319129428051017738e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.905047439880789284e-01,1.000000000000000000e+00,6.182552234774764122e-01,7.309014314392480172e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.918309709189364165e-01,1.000000000000000000e+00,6.191223137403552013e-01,7.298879523250245693e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.931597450848238084e-01,1.000000000000000000e+00,6.199894132282356418e-01,7.288725143509838800e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.944910713781212719e-01,1.000000000000000000e+00,6.208565162476631372e-01,7.278551264815927846e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.958249547006052360e-01,1.000000000000000000e+00,6.217236170981685905e-01,7.268357977536884507e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.971613999634674874e-01,1.000000000000000000e+00,6.225907100724553667e-01,7.258145372826060315e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.985004120873318234e-01,1.000000000000000000e+00,6.234577894565866973e-01,7.247913542600620262e-01
2.999999999999999737e-04,6.805636507833165539e-27,6.998419960022734809e-01,1.000000000000000000e+00,6.243248495301714218e-01,7.237662579518299166e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.011861566478365670e-01,1.000000000000000000e+00,6.251918845665526137e-01,7.227392576958633352e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.025328989730520446e-01,1.000000000000000000e+00,6.260588888329944313e-01,7.217103629114478558e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.038822279364568280e-01,1.000000000000000000e+00,6.269258565908739644e-01,7.206795830858581109e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.052341485061112136e-01,1.000000000000000000e+00,6.277927820958694172e-01,7.196469277810311205e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.065886656596173099e-01,1.000000000000000000e+00,6.286596595981507329e-01,7.186124066354704354e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.079457843841380216e-01,1.000000000000000000e+00,6.295264833425706641e-01,7.175760293549536817e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.093055096764141476e-01,1.000000000000000000e+00,6.303932475688528436e-01,7.165378057192811623e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.106678465427843649e-01,1.000000000000000000e+00,6.312599465117898490e-01,7.154977455849769186e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.120327999992025481e-01,1.000000000000000000e+00,6.321265744014360477e-01,7.144558588767464524e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.134003750712561986e-01,1.000000000000000000e+00,6.329931254632985560e-01,7.134121555924877178e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.147705767941855415e-01,1.000000000000000000e+00,6.338595939185370787e-01,7.123666458013303560e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.161434102129020651e-01,1.000000000000000000e+00,6.347259739841503157e-01,7.113193396365663501e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.175188803820061745e-01,1.000000000000000000e+00,6.355922598731760242e-01,7.102702473095916513e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.188969923658071748e-01,1.000000000000000000e+00,6.364584457948883056e-01,7.092193790982208590e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.202777512383408132e-01,1.000000000000000000e+00,6.373245259549931152e-01,7.081667453492271891e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.216611620833881524e-01,1.000000000000000000e+00,6.381904945558197761e-01,7.071123564723006405e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.230472299944952219e-01,1.000000000000000000e+00,6.390563457965234839e-01,7.060562229563244196e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.244359600749901151e-01,1.000000000000000000e+00,6.399220738732855907e-01,7.049983553512315648e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.258273574380031956e-01,1.000000000000000000e+00,6.407876729795068949e-01,7.039387642738035300e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.272214272064857488e-01,1.000000000000000000e+00,6.416531373060107013e-01,7.028774604151534211e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.286181745132277454e-01,1.000000000000000000e+00,6.425184610412406627e-01,7.018144545202368301e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.300176045008779369e-01,1.000000000000000000e+00,6.433836383714564011e-01,7.007497574086977155e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.314197223219627286e-01,1.000000000000000000e+00,6.442486634809402313e-01,6.996833799649421204e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.328245331389040551e-01,1.000000000000000000e+00,6.451135305521894514e-01,6.986153331303323055e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.342320421240396966e-01,1.000000000000000000e+00,6.459782337661253981e-01,6.975456279233165358e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.356422544596413760e-01,1.000000000000000000e+00,6.468427673022923985e-01,6.964742754180562878e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.370551753379342985e-01,1.000000000000000000e+00,6.477071253390551675e-01,6.954012867504114626e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.384708099611166920e-01,1.000000000000000000e+00,6.485713020538047546e-01,6.943266731244455148e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.398891635413774592e-01,1.000000000000000000e+00,6.494352916231579398e-01,6.932504458030377403e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.413102413009174940e-01,1.000000000000000000e+00,6.502990882231598491e-01,6.921726161083234796e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.427340484719668900e-01,1.000000000000000000e+00,6.511626860294900121e-01,6.910931954358441320e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.441605902968054798e-01,1.000000000000000000e+00,6.520260792176647557e-01,6.900121952250054536e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.455898720277813752e-01,1.000000000000000000e+00,6.528892619632321592e-01,6.889296269843500076e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.470218989273316179e-01,1.000000000000000000e+00,6.537522284419826635e-01,6.878455022785068262e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.484566762679997209e-01,1.000000000000000000e+00,6.546149728301483561e-01,6.867598327345278975e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.498942093324557634e-01,1.000000000000000000e+00,6.554774893046119155e-01,6.856726300350606262e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.513345034135172629e-01,1.000000000000000000e+00,6.563397720431036753e-01,6.845839059195516496e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.527775638141663839e-01,1.000000000000000000e+00,6.572018152244095690e-01,6.834936721880098265e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.542233958475706990e-01,1.000000000000000000e+00,6.580636130285780760e-01,6.824019406989700887e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.556720048371031728e-01,1.000000000000000000e+00,6.589251596371179520e-01,6.813087233571977208e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.571233961163605919e-01,1.000000000000000000e+00,6.597864492332020658e-01,6.802140321295958580e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.585775750291836594e-01,1.000000000000000000e+00,6.606474760018766768e-01,6.791178790397549569e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.600345469296776457e-01,1.000000000000000000e+00,6.615082341302616076e-01,6.780202761595780503e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.614943171822303736e-01,1.000000000000000000e+00,6.623687178077576343e-01,6.769212356203750947e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.629568911615328686e-01,1.000000000000000000e+00,6.632289212262465483e-01,6.758207696006074405e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.644222742526002312e-01,1.000000000000000000e+00,6.640888385803026539e-01,6.747188903399908844e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.658904718507889564e-01,1.000000000000000000e+00,6.649484640673906100e-01,6.736156101188841561e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.673614893618188049e-01,1.000000000000000000e+00,6.658077918880673796e-01,6.725109412729360914e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.688353322017924540e-01,1.000000000000000000e+00,6.666668162461898417e-01,6.714048961872149945e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.703120057972145940e-01,1.000000000000000000e+00,6.675255313491181841e-01,6.702974873031914971e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.717915155850125775e-01,1.000000000000000000e+00,6.683839314079217386e-01,6.691887270998193582e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.732738670125557379e-01,1.000000000000000000e+00,6.692420106375783773e-01,6.680786281149982964e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.747590655376772606e-01,1.000000000000000000e+00,6.700997632571837892e-01,6.669672029312134764e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.762471166286918356e-01,1.000000000000000000e+00,6.709571834901489895e-01,6.658544641735424374e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.777380257644169737e-01,1.000000000000000000e+00,6.718142655644091521e-01,6.647404245225153607e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.792317984341941006e-01,1.000000000000000000e+00,6.726710037126228947e-01,6.636250966939452045e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.807284401379069871e-01,1.000000000000000000e+00,6.735273921723731183e-01,6.625084934555902638e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.822279563860025098e-01,1.000000000000000000e+00,6.743834251863746188e-01,6.613906276190320010e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.837303526995125225e-01,1.000000000000000000e+00,6.752390970026744821e-01,6.602715120375661773e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.852356346100718421e-01,1.000000000000000000e+00,6.760944018748517026e-01,6.591511596070742662e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.867438076599397867e-01,1.000000000000000000e+00,6.769493340622202426e-01,6.580295832675857604e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.882548774020212701e-01,1.000000000000000000e+00,6.778038878300346459e-01,6.569067960064307599e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.897688493998856751e-01,1.000000000000000000e+00,6.786580574496887674e-01,6.557828108396946964e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.912857292277880594e-01,1.000000000000000000e+00,6.795118371989115058e-01,6.546576408324563667e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.928055224706905824e-01,1.000000000000000000e+00,6.803652213619736377e-01,6.535312990870333349e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.943282347242816011e-01,1.000000000000000000e+00,6.812182042298847717e-01,6.524037987460575838e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.958538715949964315e-01,1.000000000000000000e+00,6.820707801005939652e-01,6.512751529850614451e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.973824387000398861e-01,1.000000000000000000e+00,6.829229432791880106e-01,6.501453750261576570e-01
2.999999999999999737e-04,6.805636507833165539e-27,7.989139416674043703e-01,1.000000000000000000e+00,6.837746880780951608e-01,6.490144781222944026e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.004483861358919761e-01,1.000000000000000000e+00,6.846260088172770875e-01,6.478824755628384002e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.019857777551349098e-01,1.000000000000000000e+00,6.854768998244280542e-01,6.467493806713617843e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.035261221856172531e-01,1.000000000000000000e+00,6.863273554351738692e-01,6.456152068093221619e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.050694250986941691e-01,1.000000000000000000e+00,6.871773699932663959e-01,6.444799673675658536e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.066156921766133303e-01,1.000000000000000000e+00,6.880269378507856137e-01,6.433436757794732674e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.081649291125372336e-01,1.000000000000000000e+00,6.888760533683335741e-01,6.422063455026778556e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.097171416105620745e-01,1.000000000000000000e+00,6.897247109152275790e-01,6.410679900282378885e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.112723353857396180e-01,1.000000000000000000e+00,6.905729048696953587e-01,6.399286228790578290e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.128305161640991816e-01,1.000000000000000000e+00,6.914206296190714696e-01,6.387882576092474007e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.143916896826672858e-01,1.000000000000000000e+00,6.922678795599891410e-01,6.376469078006590241e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.159558616894887484e-01,1.000000000000000000e+00,6.931146490985724551e-01,6.365045870623121660e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.175230379436499994e-01,1.000000000000000000e+00,6.939609326506288589e-01,6.353613090362565385e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.190932242152972886e-01,1.000000000000000000e+00,6.948067246418460075e-01,6.342170873902787109e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.206664262856597780e-01,1.000000000000000000e+00,6.956520195079779478e-01,6.330719358167896660e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.222426499470710803e-01,1.000000000000000000e+00,6.964968116950348564e-01,6.319258680335227973e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.238219010029891320e-01,1.000000000000000000e+00,6.973410956594757737e-01,6.307788977872323954e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.254041852680181757e-01,1.000000000000000000e+00,6.981848658683975639e-01,6.296310388488154386e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.269895085679317415e-01,1.000000000000000000e+00,6.990281167997244305e-01,6.284823050076171480e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.285778767396910771e-01,1.000000000000000000e+00,6.998708429423881050e-01,6.273327100808789858e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.301692956314692395e-01,1.000000000000000000e+00,7.007130387965240237e-01,6.261822679058562935e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.317637711026708569e-01,1.000000000000000000e+00,7.015546988736537370e-01,6.250309923444085092e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.333613090239558874e-01,1.000000000000000000e+00,7.023958176968689848e-01,6.238788972730217042e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.349619152772583819e-01,1.000000000000000000e+00,7.032363898010144387e-01,6.227259965898817029e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.365655957558100209e-01,1.000000000000000000e+00,7.040764097328744420e-01,6.215723042188058267e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.381723563641622077e-01,1.000000000000000000e+00,7.049158720513601928e-01,6.204178340962979155e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.397822030182060526e-01,1.000000000000000000e+00,7.057547713276856038e-01,6.192626001767247423e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.413951416451949106e-01,1.000000000000000000e+00,7.065931021455493788e-01,6.181066164353022918e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.430111781837679175e-01,1.000000000000000000e+00,7.074308591013189762e-01,6.169498968582698417e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.446303185839686423e-01,1.000000000000000000e+00,7.082680368042021390e-01,6.157924554457508970e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.462525688072690677e-01,1.000000000000000000e+00,7.091046298764309697e-01,6.146343062217509701e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.478779348265923499e-01,1.000000000000000000e+00,7.099406329534416749e-01,6.134754632159975518e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.495064226263321361e-01,1.000000000000000000e+00,7.107760406840458733e-01,6.123159404746174594e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.511380382023763236e-01,1.000000000000000000e+00,7.116108477306087865e-01,6.111557520538731803e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.527727875621299303e-01,1.000000000000000000e+00,7.124450487692247647e-01,6.099949120272437630e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.544106767245351897e-01,1.000000000000000000e+00,7.132786384898922583e-01,6.088334344744124049e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.560517117200944215e-01,1.000000000000000000e+00,7.141116115966839040e-01,6.076713334855003978e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.576958985908940125e-01,1.000000000000000000e+00,7.149439628079160558e-01,6.065086231584868592e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.593432433906237344e-01,1.000000000000000000e+00,7.157756868563229791e-01,6.053453176034176986e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.609937521846008357e-01,1.000000000000000000e+00,7.166067784892268255e-01,6.041814309390052262e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.626474310497916909e-01,1.000000000000000000e+00,7.174372324687064983e-01,6.030169772873817946e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.643042860748357814e-01,1.000000000000000000e+00,7.182670435717639634e-01,6.018519707801712748e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.659643233600654577e-01,1.000000000000000000e+00,7.190962065904895617e-01,6.006864255512477380e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.676275490175298089e-01,1.000000000000000000e+00,7.199247163322323173e-01,5.995203557463818500e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.692939691710181993e-01,1.000000000000000000e+00,7.207525676197618081e-01,5.983537755082303233e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.709635899560806971e-01,1.000000000000000000e+00,7.215797552914272606e-01,5.971866989826865035e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.726364175200517215e-01,1.000000000000000000e+00,7.224062742013251937e-01,5.960191403258028320e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.743124580220735798e-01,1.000000000000000000e+00,7.232321192194604009e-01,5.948511136882097539e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.759917176331173394e-01,1.000000000000000000e+00,7.240572852319006047e-01,5.936826332234331760e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.776742025360061428e-01,1.000000000000000000e+00,7.248817671409397700e-01,5.925137130887493386e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.793599189254396320e-01,1.000000000000000000e+00,7.257055598652583095e-01,5.913443674410651107e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.810488730080141551e-01,1.000000000000000000e+00,7.265286583400746290e-01,5.901746104297643791e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.827410710022468576e-01,1.000000000000000000e+00,7.273510575173002257e-01,5.890044562103292636e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.844365191385995528e-01,1.000000000000000000e+00,7.281727523656990053e-01,5.878339189335903825e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.861352236594999265e-01,1.000000000000000000e+00,7.289937378710344973e-01,5.866630127412776341e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.878371908193646300e-01,1.000000000000000000e+00,7.298140090362215116e-01,5.854917517794780979e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.895424268846248150e-01,1.000000000000000000e+00,7.306335608814831239e-01,5.843201501874047965e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.912509381337455627e-01,1.000000000000000000e+00,7.314523884444926738e-01,5.831482220942570960e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.929627308572515298e-01,1.000000000000000000e+00,7.322704867805248652e-01,5.819759816299301391e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.946778113577488201e-01,1.000000000000000000e+00,7.330878509626056472e-01,5.808034429139196098e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.963961859499499640e-01,1.000000000000000000e+00,7.339044760816498814e-01,5.796306200561319733e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.981178609606946805e-01,1.000000000000000000e+00,7.347203572466111110e-01,5.784575271629533999e-01
2.999999999999999737e-04,6.805636507833165539e-27,8.998428427289744125e-01,1.000000000000000000e+00,7.355354895846244467e-01,5.772841783301122520e-01
2.999999999999999737e-04,6.805636507833165539e-27,9.015711376059568627e-01,1.000000000000000000e+00,7.363498682411452334e-01,5.761105876396209746e-01
2.999999999999999737e-04,6.805636507833165539e-27,9.033027519550070883e-01,1.000000000000000000e+00,7.371634883800901594e-01,5.749367691696851690e-01
2.999999999999999737e-04,6.805636507833165539e-27,9.050376921517119255e-01,1.000000000000000000e+00,7.379763451839810307e-01,5.737627369864036764e-01
2.999999999999999737e-04,6.805636507833165539e-27,9.067759645839048588e-01,1.000000000000000000e+00,7.387884338540799956e-01,5.725885051424982608e-01
2.999999999999999737e-04,6.805636507833165539e-27,9.085175756516868928e-01,1.000000000000000000e+00,7.395997496105218838e-01,5.714140876756447218e-01
2.999999999999999737e-04,6.805636507833165539e-27,9.102625317674515326e-01,1.000000000000000000e+00,7.404102876924514298e-01,5.702394986118890507e-01
2.999999999999999737e-04,6.805636507833165539e-27,9.120108393559096527e-01,1.000000000000000000e+00,7.412200433581572767e-01,5.690647519670546384e-01
2.999999999999999737e-04,6.805636507833165539e-27,9.137625048541105910e-01,1.000000000000000000e+00,7.420290118852047589e-01,5.678898617377566849e-01
2.999999999999999737e-04,6.805636507833165539e-27,9.155175347114667961e-01,1.000000000000000000e+00,7.428371885705681299e-01,5.667148419108236634e-01
2.999999999999999737e-04,6.805636507833165539e-27,9.172759353897794732e-01,1.000000000000000000e+00,7.436445687307573493e-01,5.655397064477825086e-01
2.999999999999999737e-04,6.805636507833165539e-27,9.190377133632594564e-01,1.000000000000000000e+00,7.444511477019463142e-01,5.643644693070283269e-01
2.999999999999999737e-04,6.805636507833165539e-27,9.208028751185521887e-01,1.000000000000000000e+00,7.452569208401050860e-01,5.631891444182085538e-01
2.999999999999999737e-04,6.805636507833165539e-27,9.225714271547630352e-01,1.000000000000000000e+00,7.460618835211201283e-01,5.620137456998538505e-01
2.999999999999999737e-04,6.805636507833165539e-27,9.243433759834789321e-01,1.000000000000000000e+00,7.468660311409189845e-01,5.608382870466140924e-01
2.999999999999999737e-04,6.805636507833165539e-27,9.261187281287937001e-01,1.000000000000000000e+00,7.476693591155919583e-01,5.596627823372073429e-01
