scenario,model,system_id,source_kind,source_id,field_job_id,scientific_job_id,state,converged,iterations,maximum_relative_update,maximum_equation_residual,universal_gravity_parameters,per_object_gravity_parameters,observation_targets,scored_observation_targets,valid_observation_points,observation_rmse_m_s,observation_weighted_rmse_m_s,observation_chi_square,observation_degrees_freedom
vertical_draw_c_33x33x9,newtonian_poisson,DDO50,galaxy_job_artifact,job_7b095643e88bfb04d7b152d7,job_f33d22de53ee5dba6b1280db,fieldjob_8735e6a2eeaa7b580c2be392,succeeded,true,17,3.0132704734254448e-9,2.2895345802190233e-10,1,0,1,1,26,21124.43413869978,20621.408813062066,469.07171064704954,26
vertical_draw_c_33x33x9,newtonian_poisson,NGC1569,galaxy_job_artifact,job_99a5f74946fa7fddf6f85e69,job_f1c55d8c3a6c42e84d28d0dd,fieldjob_7bf1026eb0d3645128da6254,succeeded,true,17,3.013270481647171e-9,7.162191142442269e-10,1,0,1,1,10,17116.617442070412,11740.203478847647,19.214023322906424,10
vertical_draw_c_33x33x9,aqual_simple_mu,DDO53,galaxy_job_artifact,job_21b5ba395e7a8aae3b84de97,job_cd983b6dfc5941c4d83534a4,fieldjob_ea55c7452b9b85d097161045,succeeded,true,41,8.399046151676708e-10,8.181113836043782e-9,2,0,1,1,9,3468.6461355933525,4520.042357599595,12.900746596240172,9
vertical_draw_c_33x33x9,aqual_simple_mu,DDO101,galaxy_job_artifact,job_1050b80256af8e2e9d85be75,job_6f8ab3f63b65eac4d692a36a,fieldjob_3445ccd6e16bb43913c91a08,succeeded,true,67,1.9247284453457783e-9,8.813221721144203e-9,2,0,1,1,10,25968.660441104636,27828.355057905035,840.6251810013883,10
vertical_draw_c_33x33x9,aqual_simple_mu,DDO50,galaxy_job_artifact,job_7b095643e88bfb04d7b152d7,job_5ce6b441db4c3123701c56d7,fieldjob_c7920f6ff27a47af2c6a0faf,succeeded,true,34,1.0827076850705368e-9,9.751214257255418e-9,2,0,1,1,26,12968.923854821172,10990.027916221938,133.22942967829078,26
vertical_draw_c_33x33x9,aqual_simple_mu,NGC1569,galaxy_job_artifact,job_99a5f74946fa7fddf6f85e69,job_b050c27000443d5dadaecfec,fieldjob_a3da2e463edccafe1f1c3e06,succeeded,true,31,6.5405701680886044e-9,8.561206003701432e-9,2,0,1,1,10,34882.37116911792,37252.67931849262,193.45595070941107,10
vertical_draw_c_33x33x9,qumond_simple_nu,DDO53,galaxy_job_artifact,job_21b5ba395e7a8aae3b84de97,job_01b8a2593f0d2a1fa88ef05a,fieldjob_2a2d4d6b4d988f661d66db97,succeeded,true,18,6.377362540908351e-9,4.2096809487500664e-10,2,0,1,1,9,1606.1749308113674,1920.098912136687,2.3279681729685437,9
vertical_draw_c_33x33x9,qumond_simple_nu,DDO101,galaxy_job_artifact,job_1050b80256af8e2e9d85be75,job_077c0e1570170bd28531464c,fieldjob_02fb979bf2955a5196d6e18d,succeeded,true,18,6.519124001064093e-9,4.0232857998630424e-10,2,0,1,1,10,29223.787051030104,31035.26334677147,1045.534079526357,10
vertical_draw_c_33x33x9,qumond_simple_nu,DDO50,galaxy_job_artifact,job_7b095643e88bfb04d7b152d7,job_eaae7d378c7c9315e97aa1b9,fieldjob_4815ef14ea3f91a0e96186dd,succeeded,true,18,6.5227915187390816e-9,3.937711504940417e-10,2,0,1,1,26,11986.056098518402,10081.849808866164,112.11998329395506,26
vertical_draw_c_33x33x9,qumond_simple_nu,NGC1569,galaxy_job_artifact,job_99a5f74946fa7fddf6f85e69,job_8b1f0610afef13573b88137e,fieldjob_ab3621f8b3f02ab9117e4bcb,succeeded,true,18,6.391753952537973e-9,6.004400990681075e-10,2,0,1,1,10,7217.346221744372,5994.231413447379,5.00880444289924,10
vertical_draw_c_33x33x9,refracted_gravity_published_fixture,DDO53,galaxy_job_artifact,job_21b5ba395e7a8aae3b84de97,job_be1e966e19a3cf4cc399f38c,fieldjob_66d95ac0a11200a59d394530,succeeded,true,17,3.0132704763432446e-9,2.8186132962001497e-10,4,0,1,1,9,4049.8907039209043,2800.769802526959,4.953186333388322,9
vertical_draw_c_33x33x9,refracted_gravity_published_fixture,DDO101,galaxy_job_artifact,job_1050b80256af8e2e9d85be75,job_f5d3377c469bee536a312c99,fieldjob_f844aba94fffcf49043cf102,succeeded,true,17,3.0132704708221436e-9,2.2072942763213746e-10,4,0,1,1,10,31939.31769307922,33782.87923567658,1238.8554763854818,10
vertical_draw_c_33x33x9,refracted_gravity_published_fixture,DDO50,galaxy_job_artifact,job_7b095643e88bfb04d7b152d7,job_e4903c404bbfe4f37812107f,fieldjob_02c903e043086b3e3da6f349,succeeded,true,17,3.0132704742075577e-9,2.2124106668961994e-10,4,0,1,1,26,15748.65305997839,12895.914140307746,183.44540740263005,26
vertical_draw_c_33x33x9,refracted_gravity_published_fixture,NGC1569,galaxy_job_artifact,job_99a5f74946fa7fddf6f85e69,job_e2441f4d76de3a90494a0dab,fieldjob_3284e7a35278d80d087bbf0a,succeeded,true,17,3.0132704701344347e-9,7.218548092056768e-10,4,0,1,1,10,10302.237264754647,10610.87898455994,15.69530604081188,10
