alpha,apogee_ratio,screen_exponent,screen_scale,mass_radius_delta,extent_leak,invariant_mode,invariant_power,invariant_scale,secondary_path_ratio_power,photon_extra_multiplier,candidate_id,universal_q,fold_q_min,fold_q_max,cross_galaxy_outer_RMSE_km_s,cross_galaxy_equal_RMSE_km_s,cluster_RMSE_dex,cluster_equal_system_RMSE_dex,cluster_mean_residual_dex,cluster_median_observed_over_predicted,maximum_dynamic_fraction_limb_to_Saturn,maximum_lensing_fraction_limb_to_Saturn,Earth_orbit_fractional_change,Saturn_orbit_fractional_change,Mercury_precession_mas_per_century,Cassini_proxy_pass,Earth_proxy_pass,Mercury_proxy_pass,all_solar_proxies_pass,pareto
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1.5e-06,0.25,1.0,P0144,1.0054550910744058,0.9974621179051143,1.0178017732109772,14.364703838064312,14.299802333975684,0.36512656392192394,0.3710770120424916,-0.32843252022662794,2.1867815368667447,9.442942941586297e-09,9.442942941586297e-09,2.7802153281949067e-11,9.442942941586297e-09,-1.5053434997822417,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1.5e-06,0.25,1.5,P0145,1.0054550910744058,0.9974621179051143,1.0178017732109772,14.364703838064312,14.299802333975684,0.264837891735021,0.2700080056190229,-0.20240930546360733,1.5975598374249755,9.442942941586297e-09,1.4164414412379446e-08,2.7802153281949067e-11,9.442942941586297e-09,-1.5053434997822417,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1.5e-06,0.25,1.75,P0146,1.0054550910744058,0.9974621179051143,1.0178017732109772,14.364703838064312,14.299802333975684,0.2315934194183708,0.23575068588558554,-0.15126691365588427,1.419662531063783,9.442942941586297e-09,1.652515014777602e-08,2.7802153281949067e-11,9.442942941586297e-09,-1.5053434997822417,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1.5e-06,0.25,2.0,P0147,1.0054550910744058,0.9974621179051143,1.0178017732109772,14.364703838064312,14.299802333975684,0.2081509492696002,0.21088662339642375,-0.1056624884389374,1.2804954423177746,9.442942941586297e-09,1.8885885883172595e-08,2.7802153281949067e-11,9.442942941586297e-09,-1.5053434997822417,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1.5e-06,0.25,2.25,P0148,1.0054550910744058,0.9974621179051143,1.0178017732109772,14.364703838064312,14.299802333975684,0.19384208979078527,0.19482898467858867,-0.06449558024129527,1.1760443894978085,9.442942941586297e-09,2.124662161856917e-08,2.7802153281949067e-11,9.442942941586297e-09,-1.5053434997822417,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1.5e-06,0.25,2.5,P0149,1.0054550910744058,0.9974621179051143,1.0178017732109772,14.364703838064312,14.299802333975684,0.18777653122086524,0.1868607921722009,-0.02696727421249109,1.0708122622303617,9.442942941586297e-09,2.3607357353965744e-08,2.7802153281949067e-11,9.442942941586297e-09,-1.5053434997822417,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1.5e-06,0.4,1.0,P0150,0.9640047269107175,0.9565057391670897,0.9739561610368579,14.594006473337243,14.422545129537946,0.32160246035128576,0.32928179195204915,-0.2921111989888016,2.0267314632065636,9.053653129261188e-09,9.053653129261188e-09,2.6655996294628994e-11,9.053653129261188e-09,-1.4432849983023406,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1.5e-06,0.4,1.5,P0151,0.9640047269107175,0.9565057391670897,0.9739561610368579,14.594006473337243,14.422545129537946,0.21294904840394702,0.21985035251768728,-0.16061920944836477,1.498199665573642,9.053653129261188e-09,1.3580479693891783e-08,2.6655996294628994e-11,9.053653129261188e-09,-1.4432849983023406,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1.5e-06,0.4,1.75,P0152,0.9640047269107175,0.9565057391670897,0.9739561610368579,14.594006473337243,14.422545129537946,0.17829779946566957,0.18381818240172482,-0.10753509923268531,1.3156145484823183,9.053653129261188e-09,1.5843892976207078e-08,2.6655996294628994e-11,9.053653129261188e-09,-1.4432849983023406,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1.5e-06,0.4,2.0,P0153,0.9640047269107175,0.9565057391670897,0.9739561610368579,14.594006473337243,14.422545129537946,0.15647142525781585,0.15980715347060181,-0.06032603060868334,1.175049227980177,9.053653129261188e-09,1.8107306258522376e-08,2.6655996294628994e-11,9.053653129261188e-09,-1.4432849983023406,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1.5e-06,0.4,2.25,P0154,0.9640047269107175,0.9565057391670897,0.9739561610368579,14.594006473337243,14.422545129537946,0.14737431150399707,0.14791606790213846,-0.017808860206732516,1.064342237665608,9.053653129261188e-09,2.0370719540837674e-08,2.6655996294628994e-11,9.053653129261188e-09,-1.4432849983023406,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1.5e-06,0.4,2.5,P0155,0.9640047269107175,0.9565057391670897,0.9739561610368579,14.594006473337243,14.422545129537946,0.1494667210847635,0.14715346369561236,0.020872541716174003,0.9688944421553833,9.053653129261188e-09,2.263413282315297e-08,2.6655996294628994e-11,9.053653129261188e-09,-1.4432849983023406,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1.5e-06,0.5,1.0,P0156,0.932804901305726,0.9258657406697985,0.9414457155637043,14.975011612366808,14.701691163813033,0.29317120877219416,0.3021106093494574,-0.2667853510428967,1.8991484160661571,8.760633405565169e-09,8.760633405565169e-09,2.5793280155897084e-11,8.760633405565169e-09,-1.3965733598753811,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1.5e-06,0.5,1.5,P0157,0.932804901305726,0.9258657406697985,0.9414457155637043,14.975011612366808,14.701691163813033,0.18088629003619372,0.18911170098177732,-0.13202966309184458,1.3828303067491199,8.760633405565169e-09,1.3140950108347754e-08,2.5793280155897084e-11,8.760633405565169e-09,-1.3965733598753811,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1.5e-06,0.5,1.75,P0158,0.932804901305726,0.9258657406697985,0.9414457155637043,14.975011612366808,14.701691163813033,0.14714960424299953,0.1536186897194602,-0.07782078697098567,1.210753978540676,8.760633405565169e-09,1.5331108459739045e-08,2.5793280155897084e-11,8.760633405565169e-09,-1.3965733598753811,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1.5e-06,0.5,2.0,P0159,0.932804901305726,0.9258657406697985,0.9414457155637043,14.975011612366808,14.701691163813033,0.12952929309652267,0.13297379982413676,-0.029695791422939072,1.0885273399114106,8.760633405565169e-09,1.7521266811130338e-08,2.5793280155897084e-11,8.760633405565169e-09,-1.3965733598753811,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1.5e-06,0.5,2.25,P0160,0.932804901305726,0.9258657406697985,0.9414457155637043,14.975011612366808,14.701691163813033,0.12790828025566084,0.1276024014161544,0.013582532210570094,0.9800609241231125,8.760633405565169e-09,1.971142516252163e-08,2.5793280155897084e-11,8.760633405565169e-09,-1.3965733598753811,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1.5e-06,0.5,2.5,P0161,0.932804901305726,0.9258657406697985,0.9414457155637043,14.975011612366808,14.701691163813033,0.13868498125348228,0.1350200423047097,0.05290698666019479,0.9020840995198726,8.760633405565169e-09,2.1901583513912924e-08,2.5793280155897084e-11,8.760633405565169e-09,-1.3965733598753811,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1.5e-06,0.6,1.0,P0162,0.8984474187465412,0.8922642035507029,0.9060262342575524,15.591983291577474,15.18767565908757,0.2673645675111155,0.2775991429402459,-0.24105619449532206,1.7296162404096904,8.437957882508e-09,8.437957882508e-09,2.4843250656845436e-11,8.437957882508e-09,-1.3451341523976168,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1.5e-06,0.6,1.5,P0163,0.8984474187465412,0.8922642035507029,0.9060262342575524,15.591983291577474,15.18767565908757,0.1553395024534231,0.16481884207586395,-0.10342107450645094,1.2433186459196826,8.437957882508e-09,1.2656936823761999e-08,2.4843250656845436e-11,8.437957882508e-09,-1.3451341523976168,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1.5e-06,0.6,1.75,P0164,0.8984474187465412,0.8922642035507029,0.9060262342575524,15.591983291577474,15.18767565908757,0.1260285905701685,0.13308672789318082,-0.0482408619672083,1.0944448648148564,8.437957882508e-09,1.4766426294388999e-08,2.4843250656845436e-11,8.437957882508e-09,-1.3451341523976168,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1.5e-06,0.6,2.0,P0165,0.8984474187465412,0.8922642035507029,0.9060262342575524,15.591983291577474,15.18767565908757,0.11700794165475092,0.11992562457388793,0.0006671346564994267,0.9835191664634189,8.437957882508e-09,1.6875915765016e-08,2.4843250656845436e-11,8.437957882508e-09,-1.3451341523976168,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1.5e-06,0.6,2.25,P0166,0.8984474187465412,0.8922642035507029,0.9060262342575524,15.591983291577474,15.18767565908757,0.12575175950465453,0.12424349230983561,0.044590674498981256,0.8965136171146231,8.437957882508e-09,1.8985405235643e-08,2.4843250656845436e-11,8.437957882508e-09,-1.3451341523976168,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1.5e-06,0.6,2.5,P0167,0.8984474187465412,0.8922642035507029,0.9060262342575524,15.591983291577474,15.18767565908757,0.1452157095926689,0.14038488296476245,0.08445634676851281,0.8197572741060093,8.437957882508e-09,2.109489470627e-08,2.4843250656845436e-11,8.437957882508e-09,-1.3451341523976168,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,2e-06,0.25,1.0,P0168,1.0515132875795874,1.0444171120089114,1.063435751554535,13.887731930515185,13.854441065384988,0.3827647323733441,0.3882900647315983,-0.3486062139227279,2.3137335580515366,9.854410043731729e-09,9.854410043731729e-09,2.886005283849095e-11,9.854410043731729e-09,-1.558444385605024,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,2e-06,0.25,1.5,P0169,1.0515132875795874,1.0444171120089114,1.063435751554535,13.887731930515185,13.854441065384988,0.2814470485604411,0.28649527958584997,-0.2248854243694906,1.6837760773604193,9.854410043731729e-09,1.4781615065597592e-08,2.886005283849095e-11,9.854410043731729e-09,-1.558444385605024,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,2e-06,0.25,1.75,P0170,1.0515132875795874,1.0444171120089114,1.063435751554535,13.887731930515185,13.854441065384988,0.24635236681240216,0.25064848166368814,-0.17453231050070514,1.505208520023753,9.854410043731729e-09,1.7245217576530527e-08,2.886005283849095e-11,9.854410043731729e-09,-1.558444385605024,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,2e-06,0.25,2.0,P0171,1.0515132875795874,1.0444171120089114,1.063435751554535,13.887731930515185,13.854441065384988,0.22009437542202606,0.22329350938301493,-0.12957050369948278,1.3672650181730712,9.854410043731729e-09,1.9708820087463458e-08,2.886005283849095e-11,9.854410043731729e-09,-1.558444385605024,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,2e-06,0.25,2.25,P0172,1.0515132875795874,1.0444171120089114,1.063435751554535,13.887731930515185,13.854441065384988,0.2020878325595962,0.2038781574615734,-0.08893815554746023,1.2372556122678837,9.854410043731729e-09,2.217242259839639e-08,2.886005283849095e-11,9.854410043731729e-09,-1.558444385605024,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,2e-06,0.25,2.5,P0173,1.0515132875795874,1.0444171120089114,1.063435751554535,13.887731930515185,13.854441065384988,0.19174083329993455,0.19190796892671558,-0.051862227752177206,1.1391999045372032,9.854410043731729e-09,2.4636025109329323e-08,2.886005283849095e-11,9.854410043731729e-09,-1.558444385605024,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,2e-06,0.4,1.0,P0174,1.0079441500820843,1.0013494081976129,1.0173849533370602,14.059814112280561,13.923795099493582,0.34071764641205654,0.34790300057747964,-0.3134653792600145,2.110409643230816,9.446095521011418e-09,9.446095521011418e-09,2.7664245210420204e-11,9.446095521011418e-09,-1.493870710197715,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,2e-06,0.4,1.5,P0175,1.0079441500820843,1.0013494081976129,1.0173849533370602,14.059814112280561,13.923795099493582,0.23051793082303698,0.23732311922309507,-0.18420200324734712,1.5820464409421529,9.446095521011418e-09,1.4169143281517126e-08,2.7664245210420204e-11,9.446095521011418e-09,-1.493870710197715,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,2e-06,0.4,1.75,P0176,1.0079441500820843,1.0013494081976129,1.0173849533370602,14.059814112280561,13.923795099493582,0.19304658215647977,0.19889943709942468,-0.13186463674127374,1.384781062874624,9.446095521011418e-09,1.6530667161769983e-08,2.7664245210420204e-11,9.446095521011418e-09,-1.493870710197715,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,2e-06,0.4,2.0,P0177,1.0079441500820843,1.0013494081976129,1.0173849533370602,14.059814112280561,13.923795099493582,0.16663475519120116,0.17088845220292478,-0.08525626801831143,1.2398266637750472,9.446095521011418e-09,1.8892191042022836e-08,2.7664245210420204e-11,9.446095521011418e-09,-1.493870710197715,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,2e-06,0.4,2.25,P0178,1.0079441500820843,1.0013494081976129,1.0173849533370602,14.059814112280561,13.923795099493582,0.15143665048520452,0.15345852931981768,-0.04323349634613262,1.123787009361902,9.446095521011418e-09,2.125371492227569e-08,2.7664245210420204e-11,9.446095521011418e-09,-1.493870710197715,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,2e-06,0.4,2.5,P0179,1.0079441500820843,1.0013494081976129,1.0173849533370602,14.059814112280561,13.923795099493582,0.14697573173773432,0.14642372495516512,-0.004966543612743608,1.0255256700950537,9.446095521011418e-09,2.3615238802528546e-08,2.7664245210420204e-11,9.446095521011418e-09,-1.493870710197715,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,2e-06,0.5,1.0,P0180,0.9751408408726171,0.9691236036321912,0.9832221248761717,14.410249100157865,14.172636434084216,0.31300164351286236,0.32139528397116485,-0.2888854984268455,1.9990635250242323,9.13867452732574e-09,9.13867452732574e-09,2.6763918749266545e-11,9.13867452732574e-09,-1.4452530334925215,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,2e-06,0.5,1.5,P0181,0.9751408408726171,0.9691236036321912,0.9832221248761717,14.410249100157865,14.172636434084216,0.1984052488554931,0.20657691556122276,-0.15628673194657156,1.4594450602348408,9.13867452732574e-09,1.370801179098861e-08,2.6763918749266545e-11,9.13867452732574e-09,-1.4452530334925215,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,2e-06,0.5,1.75,P0182,0.9751408408726171,0.9691236036321912,0.9832221248761717,14.410249100157865,14.172636434084216,0.16061009880020125,0.16766052816425583,-0.10279048893648556,1.2793334484814802,9.13867452732574e-09,1.5992680422820044e-08,2.6763918749266545e-11,9.13867452732574e-09,-1.4452530334925215,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,2e-06,0.5,2.0,P0183,0.9751408408726171,0.9691236036321912,0.9832221248761717,14.410249100157865,14.172636434084216,0.13627282878353156,0.14118238147727166,-0.05523469742626454,1.15570921650369,9.13867452732574e-09,1.827734905465148e-08,2.6763918749266545e-11,9.13867452732574e-09,-1.4452530334925215,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,2e-06,0.5,2.25,P0184,0.9751408408726171,0.9691236036321912,0.9832221248761717,14.410249100157865,14.172636434084216,0.12629342037958258,0.12809520422432433,-0.012421990643311641,1.043042311294451,9.13867452732574e-09,2.0562017686482916e-08,2.6763918749266545e-11,9.13867452732574e-09,-1.4452530334925215,True,True,True,True,True
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,2e-06,0.5,2.5,P0185,0.9751408408726171,0.9691236036321912,0.9832221248761717,14.410249100157865,14.172636434084216,0.1294485717023972,0.12790709209702,0.026514220154006538,0.9553709300683992,9.13867452732574e-09,2.284668631831435e-08,2.6763918749266545e-11,9.13867452732574e-09,-1.4452530334925215,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,2e-06,0.6,1.0,P0186,0.9390144987554249,0.9337813228429571,0.9459929558270527,15.006659932865874,14.636108604077048,0.28747242567472947,0.2971193246165061,-0.2638513065263454,1.8395300087018098,8.800111246378136e-09,8.800111246378136e-09,2.5772387634368812e-11,8.800111246378136e-09,-1.3917103006426301,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,2e-06,0.6,1.5,P0187,0.9390144987554249,0.9337813228429571,0.9459929558270527,15.006659932865874,14.636108604077048,0.17155392178306414,0.1811194497873624,-0.12829195620410822,1.3225988493306393,8.800111246378136e-09,1.3200166869567204e-08,2.5772387634368812e-11,8.800111246378136e-09,-1.3917103006426301,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,2e-06,0.6,1.75,P0188,0.9390144987554249,0.9337813228429571,0.9459929558270527,15.006659932865874,14.636108604077048,0.13605285239869477,0.14416929031740572,-0.07378919310922114,1.1614805115617133,8.800111246378136e-09,1.540019468116174e-08,2.5772387634368812e-11,8.800111246378136e-09,-1.3917103006426301,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,2e-06,0.6,2.0,P0189,0.9390144987554249,0.9337813228429571,0.9459929558270527,15.006659932865874,14.636108604077048,0.11759035331319685,0.12270560155371633,-0.025419043549590587,1.0423590853977829,8.800111246378136e-09,1.7600222492756272e-08,2.5772387634368812e-11,8.800111246378136e-09,-1.3917103006426301,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,2e-06,0.6,2.25,P0190,0.9390144987554249,0.9337813228429571,0.9459929558270527,15.006659932865874,14.636108604077048,0.11674824378866638,0.11777894049073169,0.01806678120020035,0.9483503875850989,8.800111246378136e-09,1.9800250304350805e-08,2.5772387634368812e-11,8.800111246378136e-09,-1.3917103006426301,True,True,True,True,True
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,2e-06,0.6,2.5,P0191,0.9390144987554249,0.9337813228429571,0.9459929558270527,15.006659932865874,14.636108604077048,0.12938032724607454,0.1266891506597886,0.057569085432932286,0.8719787225772089,8.800111246378136e-09,2.200027811594534e-08,2.5772387634368812e-11,8.800111246378136e-09,-1.3917103006426301,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.7,1e-06,0.25,1.0,P0192,0.9620379137404597,0.9519689037787286,0.975982647181383,15.250869515724755,15.09140913298531,0.29972013599996417,0.3076915526877449,-0.24997186232018823,1.81166965958545,8.99249172406682e-09,8.99249172406682e-09,2.6357275306709544e-11,8.99249172406682e-09,-1.4259700321243707,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.7,1e-06,0.25,1.5,P0193,0.9620379137404597,0.9519689037787286,0.975982647181383,15.250869515724755,15.09140913298531,0.2108296383737939,0.2158412941085025,-0.11579305429795994,1.3277115945262798,8.99249172406682e-09,1.348873758610023e-08,2.6357275306709544e-11,8.99249172406682e-09,-1.4259700321243707,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.7,1e-06,0.25,1.75,P0194,0.9620379137404597,0.9519689037787286,0.975982647181383,15.250869515724755,15.09140913298531,0.19063296423072568,0.1929060247782532,-0.061887466324292685,1.1709978634904816,8.99249172406682e-09,1.5736860517116935e-08,2.6357275306709544e-11,8.99249172406682e-09,-1.4259700321243707,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.7,1e-06,0.25,2.0,P0195,0.9620379137404597,0.9519689037787286,0.975982647181383,15.250869515724755,15.09140913298531,0.18432638753424718,0.18346018080737098,-0.014046429465595534,1.0382100526275497,8.99249172406682e-09,1.798498344813364e-08,2.6357275306709544e-11,8.99249172406682e-09,-1.4259700321243707,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.7,1e-06,0.25,2.25,P0196,0.9620379137404597,0.9519689037787286,0.975982647181383,15.250869515724755,15.09140913298531,0.1889960009205832,0.1851631134297921,0.0289715763933923,0.9324719906599328,8.99249172406682e-09,2.0233106379150344e-08,2.6357275306709544e-11,8.99249172406682e-09,-1.4259700321243707,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.7,1e-06,0.25,2.5,P0197,0.9620379137404597,0.9519689037787286,0.975982647181383,15.250869515724755,15.09140913298531,0.20118512980177156,0.19492534954658067,0.06805941528767777,0.8462820635537607,8.99249172406682e-09,2.248122931016705e-08,2.6357275306709544e-11,8.99249172406682e-09,-1.4259700321243707,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.7,1e-06,0.4,1.0,P0198,0.922241385603997,0.9126750561663536,0.9338508695257911,15.617848557790985,15.336765523789815,0.25219826390323674,0.26210405436879647,-0.2094509693828305,1.672586636964208,8.620500199821884e-09,8.620500199821884e-09,2.5266956481055714e-11,8.620500199821884e-09,-1.3669820694935135,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.7,1e-06,0.4,1.5,P0199,0.922241385603997,0.9126750561663536,0.9338508695257911,15.617848557790985,15.336765523789815,0.16203341176400227,0.1677511647129496,-0.07022758923779314,1.197353192469158,8.620500199821884e-09,1.2930750299732827e-08,2.5266956481055714e-11,8.620500199821884e-09,-1.3669820694935135,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.7,1e-06,0.4,1.75,P0200,0.922241385603997,0.9126750561663536,0.9338508695257911,15.617848557790985,15.336765523789815,0.1489833766957973,0.15038456588972487,-0.01458642851906422,1.0604796103633698,8.620500199821884e-09,1.5085875349688298e-08,2.5266956481055714e-11,8.620500199821884e-09,-1.3669820694935135,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.7,1e-06,0.4,2.0,P0201,0.922241385603997,0.9126750561663536,0.9338508695257911,15.617848557790985,15.336765523789815,0.15414713175432387,0.15105169482982678,0.03466687610920497,0.9599696842064219,8.620500199821884e-09,1.724100039964377e-08,2.5266956481055714e-11,8.620500199821884e-09,-1.3669820694935135,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.7,1e-06,0.4,2.25,P0202,0.922241385603997,0.9126750561663536,0.9338508695257911,15.617848557790985,15.336765523789815,0.17111918200720874,0.1645246687090652,0.07885777425502478,0.8735754950107215,8.620500199821884e-09,1.939612544959924e-08,2.5266956481055714e-11,8.620500199821884e-09,-1.3669820694935135,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.7,1e-06,0.4,2.5,P0203,0.922241385603997,0.9126750561663536,0.9338508695257911,15.617848557790985,15.336765523789815,0.19403914255291727,0.18508351349962482,0.11893598748563106,0.794379343002257,8.620500199821884e-09,2.155125049955471e-08,2.5266956481055714e-11,8.620500199821884e-09,-1.3669820694935135,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.7,1e-06,0.5,1.0,P0204,0.8923448847290991,0.8833279445290512,0.9026793692414701,16.08247912432483,15.692979689551517,0.22302945963421414,0.23426449949565137,-0.181582017238684,1.5388752452026755,8.34104755782486e-09,8.34104755782486e-09,2.4447872021896288e-11,8.34104755782486e-09,-1.3226683125156509,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.7,1e-06,0.5,1.5,P0205,0.8923448847290991,0.8833279445290512,0.9026793692414701,16.08247912432483,15.692979689551517,0.1383023994324483,0.14396220900072057,-0.039448622076066725,1.0751011416109049,8.34104755782486e-09,1.251157133673729e-08,2.4447872021896288e-11,8.34104755782486e-09,-1.3226683125156509,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.7,1e-06,0.5,1.75,P0206,0.8923448847290991,0.8833279445290512,0.9026793692414701,16.08247912432483,15.692979689551517,0.135002547615365,0.13501064236259203,0.017165635785327985,0.9534971295102233,8.34104755782486e-09,1.4596833226193506e-08,2.4447872021896288e-11,8.34104755782486e-09,-1.3226683125156509,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.7,1e-06,0.5,2.0,P0207,0.8923448847290991,0.8833279445290512,0.9026793692414701,16.08247912432483,15.692979689551517,0.1508885529296497,0.1459218689056388,0.06720008960331131,0.8582903797482663,8.34104755782486e-09,1.668209511564972e-08,2.4447872021896288e-11,8.34104755782486e-09,-1.3226683125156509,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.7,1e-06,0.5,2.25,P0208,0.8923448847290991,0.8833279445290512,0.9026793692414701,16.08247912432483,15.692979689551517,0.17631371933736098,0.16806246352738954,0.11203242528069388,0.7802515820092982,8.34104755782486e-09,1.8767357005105934e-08,2.4447872021896288e-11,8.34104755782486e-09,-1.3226683125156509,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.7,1e-06,0.5,2.5,P0209,0.8923448847290991,0.8833279445290512,0.9026793692414701,16.08247912432483,15.692979689551517,0.20515277161085535,0.19487528692458367,0.15264707917174306,0.7152410030767056,8.34104755782486e-09,2.085261889456215e-08,2.4447872021896288e-11,8.34104755782486e-09,-1.3226683125156509,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.7,1e-06,0.6,1.0,P0210,0.859465922877539,0.8511810636181062,0.8687686422025561,16.769411707094548,16.246171147160908,0.19937270712785496,0.21175571002513063,-0.1535752378095795,1.413480148500235,8.033716850663325e-09,8.033716850663325e-09,2.3547076079300866e-11,8.033716850663325e-09,-1.2739338358198253,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.7,1e-06,0.6,1.5,P0211,0.859465922877539,0.8511810636181062,0.8687686422025561,16.769411707094548,16.246171147160908,0.12932556888299016,0.1339965895896199,-0.008936756136671543,1.0093930644975906,8.033716850663325e-09,1.2050575275994989e-08,2.3547076079300866e-11,8.033716850663325e-09,-1.2739338358198253,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.7,1e-06,0.6,1.75,P0212,0.859465922877539,0.8511810636181062,0.8687686422025561,16.769411707094548,16.246171147160908,0.13865361021185546,0.13687493213783544,0.04849900380579571,0.8825311305015289,8.033716850663325e-09,1.405900448866082e-08,2.3547076079300866e-11,8.033716850663325e-09,-1.2739338358198253,True,True,True,True,False
