alpha,apogee_ratio,screen_exponent,screen_scale,mass_radius_delta,extent_leak,invariant_mode,invariant_power,invariant_scale,secondary_path_ratio_power,photon_extra_multiplier,candidate_id,universal_q,fold_q_min,fold_q_max,cross_galaxy_outer_RMSE_km_s,cross_galaxy_equal_RMSE_km_s,cluster_RMSE_dex,cluster_equal_system_RMSE_dex,cluster_mean_residual_dex,cluster_median_observed_over_predicted,maximum_dynamic_fraction_limb_to_Saturn,maximum_lensing_fraction_limb_to_Saturn,Earth_orbit_fractional_change,Saturn_orbit_fractional_change,Mercury_precession_mas_per_century,Cassini_proxy_pass,Earth_proxy_pass,Mercury_proxy_pass,all_solar_proxies_pass,pareto
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.5,1.5e-06,0.6,1.5,P0067,0.8627860776312221,0.8573039008808513,0.8695945552371693,15.500950677047644,15.152778919294398,0.18560605626565488,0.19430124884067282,-0.14961404392530786,1.3899471841315758,8.217180804000823e-09,1.2325771206001234e-08,2.458565610785225e-11,8.217180804000823e-09,-1.3387179343598308,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.5,1.5e-06,0.6,1.75,P0068,0.8627860776312221,0.8573039008808513,0.8695945552371693,15.500950677047644,15.152778919294398,0.14592789517874583,0.15385414271375014,-0.09573853947492271,1.2276947036024561,8.217180804000823e-09,1.438006640700144e-08,2.458565610785225e-11,8.217180804000823e-09,-1.3387179343598308,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.5,1.5e-06,0.6,2.0,P0069,0.8627860776312221,0.8573039008808513,0.8695945552371693,15.500950677047644,15.152778919294398,0.12048721119533315,0.12650867594634507,-0.04786891466179535,1.1053030292110357,8.217180804000823e-09,1.6434361608001645e-08,2.458565610785225e-11,8.217180804000823e-09,-1.3387179343598308,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.5,1.5e-06,0.6,2.25,P0070,0.8627860776312221,0.8573039008808513,0.8695945552371693,15.500950677047644,15.152778919294398,0.11117016509702089,0.1140245178678842,-0.004792152361064698,1.0066956576485073,8.217180804000823e-09,1.848865680900185e-08,2.458565610785225e-11,8.217180804000823e-09,-1.3387179343598308,True,True,True,True,True
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.5,1.5e-06,0.6,2.5,P0071,0.8627860776312221,0.8573039008808513,0.8695945552371693,15.500950677047644,15.152778919294398,0.11675081509400508,0.11607793290809754,0.034369352771971694,0.9191026315734921,8.217180804000823e-09,2.0542952010002055e-08,2.458565610785225e-11,8.217180804000823e-09,-1.3387179343598308,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.5,2e-06,0.25,1.0,P0072,1.0058279350788508,0.9992463414682028,1.016970243189201,14.005913889442498,13.995269684412936,0.4107405827959863,0.41490996986853784,-0.3796797277875452,2.4872393286261847,9.544629673004125e-09,9.544629673004125e-09,2.8373606789072123e-11,9.544629673004125e-09,-1.5405101789439442,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.5,2e-06,0.25,1.5,P0073,1.0058279350788508,0.9992463414682028,1.016970243189201,14.005913889442498,13.995269684412936,0.30948802818802246,0.31345788736841873,-0.25986770208198673,1.8175413487322516,9.544629673004125e-09,1.4316944509506187e-08,2.8373606789072123e-11,9.544629673004125e-09,-1.5405101789439442,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.5,2e-06,0.25,1.75,P0074,1.0058279350788508,0.9992463414682028,1.016970243189201,14.005913889442498,13.995269684412936,0.2727221641413924,0.27624030290714885,-0.21087568704056636,1.6305961668945594,9.544629673004125e-09,1.670310192775722e-08,2.8373606789072123e-11,9.544629673004125e-09,-1.5405101789439442,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.5,2e-06,0.25,2.0,P0075,1.0058279350788508,0.9992463414682028,1.016970243189201,14.005913889442498,13.995269684412936,0.2435456205818984,0.24638350401906464,-0.16703064946072557,1.486971200883214,9.544629673004125e-09,1.908925934600825e-08,2.8373606789072123e-11,9.544629673004125e-09,-1.5405101789439442,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.5,2e-06,0.25,2.25,P0076,1.0058279350788508,0.9992463414682028,1.016970243189201,14.005913889442498,13.995269684412936,0.22134398034296313,0.2232810804285432,-0.12733341961233827,1.3558043966983575,9.544629673004125e-09,2.1475416764259282e-08,2.8373606789072123e-11,9.544629673004125e-09,-1.5405101789439442,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.5,2e-06,0.25,2.5,P0077,1.0058279350788508,0.9992463414682028,1.016970243189201,14.005913889442498,13.995269684412936,0.20568239850130565,0.206530056036049,-0.09105338034605379,1.237319114696453,9.544629673004125e-09,2.3861574182510314e-08,2.8373606789072123e-11,9.544629673004125e-09,-1.5405101789439442,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.5,2e-06,0.4,1.0,P0078,0.9644989240622873,0.9583913877642111,0.9732705091066168,14.148054779002889,14.042903261006892,0.37084469519119184,0.3765088711212777,-0.3464818929931831,2.269674382061618,9.15244519378335e-09,9.15244519378335e-09,2.720774822950321e-11,9.15244519378335e-09,-1.4772113184368425,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.5,2e-06,0.4,1.5,P0079,0.9644989240622873,0.9583913877642111,0.9732705091066168,14.148054779002889,14.042903261006892,0.2601367909537801,0.2657650589715297,-0.22100219354233724,1.7040976778809616,9.15244519378335e-09,1.3728667790675024e-08,2.720774822950321e-11,9.15244519378335e-09,-1.4772113184368425,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.5,2e-06,0.4,1.75,P0080,0.9644989240622873,0.9583913877642111,0.9732705091066168,14.148054779002889,14.042903261006892,0.22001658505831703,0.22514783274627076,-0.16995070871616028,1.4921753489185612,9.15244519378335e-09,1.6016779089120862e-08,2.720774822950321e-11,9.15244519378335e-09,-1.4772113184368425,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.5,2e-06,0.4,2.0,P0081,0.9644989240622873,0.9583913877642111,0.9732705091066168,14.148054779002889,14.042903261006892,0.18881352917745683,0.1930592674043495,-0.12438380394742621,1.3411521382748266,9.15244519378335e-09,1.83048903875667e-08,2.720774822950321e-11,9.15244519378335e-09,-1.4772113184368425,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.5,2e-06,0.4,2.25,P0082,0.9644989240622873,0.9583913877642111,0.9732705091066168,14.148054779002889,14.042903261006892,0.16646869923049962,0.16938981926003496,-0.0832231256286082,1.2131770204342802,9.15244519378335e-09,2.0593001686012538e-08,2.720774822950321e-11,9.15244519378335e-09,-1.4772113184368425,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.5,2e-06,0.4,2.5,P0083,0.9644989240622873,0.9583913877642111,0.9732705091066168,14.148054779002889,14.042903261006892,0.1530673251564995,0.1542630509027957,-0.04568241501686173,1.1044408049464924,9.15244519378335e-09,2.2881112984458376e-08,2.720774822950321e-11,9.15244519378335e-09,-1.4772113184368425,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.5,2e-06,0.5,1.0,P0084,0.9333529365942017,0.9277957411944884,0.9408258199353253,14.472697485194526,14.271927339076028,0.3440561328871186,0.35082292404288595,-0.3231040626353885,2.1047332533658536,8.856890749712755e-09,8.856890749712755e-09,2.6329144672516548e-11,8.856890749712755e-09,-1.4295086159621044,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.5,2e-06,0.5,1.5,P0085,0.9333529365942017,0.9277957411944884,0.9408258199353253,14.472697485194526,14.271927339076028,0.22800799476714778,0.23496621275940538,-0.1941560875820684,1.564166507579146,8.856890749712755e-09,1.3285336124569133e-08,2.6329144672516548e-11,8.856890749712755e-09,-1.4295086159621044,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.5,2e-06,0.5,1.75,P0086,0.9333529365942017,0.9277957411944884,0.9408258199353253,14.472697485194526,14.271927339076028,0.18627383423173358,0.1927525848064786,-0.14188150415337614,1.3985031661983207,8.856890749712755e-09,1.549955881199732e-08,2.6329144672516548e-11,8.856890749712755e-09,-1.4295086159621044,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.5,2e-06,0.5,2.0,P0087,0.9333529365942017,0.9277957411944884,0.9408258199353253,14.472697485194526,14.271927339076028,0.1547263496333364,0.16015944733863854,-0.095307399658288,1.2575608943505423,8.856890749712755e-09,1.771378149942551e-08,2.6329144672516548e-11,8.856890749712755e-09,-1.4295086159621044,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.5,2e-06,0.5,2.25,P0088,0.9333529365942017,0.9277957411944884,0.9408258199353253,14.472697485194526,14.271927339076028,0.13409632775634067,0.1377597629205896,-0.05330178655728619,1.1334448550109522,8.856890749712755e-09,1.99280041868537e-08,2.6329144672516548e-11,8.856890749712755e-09,-1.4295086159621044,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.5,2e-06,0.5,2.5,P0089,0.9333529365942017,0.9277957411944884,0.9408258199353253,14.472697485194526,14.271927339076028,0.1250513384225036,0.12630053039832115,-0.0150414456177338,1.0497309291199328,8.856890749712755e-09,2.2142226874281888e-08,2.6329144672516548e-11,8.856890749712755e-09,-1.4295086159621044,True,True,True,True,True
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.5,2e-06,0.6,1.0,P0090,0.8990262154315606,0.8942185571495129,0.9054461298868552,15.039276314057263,14.711420128185127,0.31872413777392417,0.3266678936293436,-0.29915641714716223,2.002747103394068,8.531153285123249e-09,8.531153285123249e-09,2.5360815145507987e-11,8.531153285123249e-09,-1.3769343519984842,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.5,2e-06,0.6,1.5,P0091,0.8990262154315606,0.8942185571495129,0.9054461298868552,15.039276314057263,14.711420128185127,0.1993914774550326,0.20783124113349372,-0.1670898279328672,1.4582107145126184,8.531153285123249e-09,1.2796729927684873e-08,2.5360815145507987e-11,8.531153285123249e-09,-1.3769343519984842,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.5,2e-06,0.6,1.75,P0092,0.8990262154315606,0.8942185571495129,0.9054461298868552,15.039276314057263,14.711420128185127,0.1575357296363986,0.16552309767101903,-0.11373973283816916,1.2825189879068994,8.531153285123249e-09,1.4929518248965685e-08,2.5360815145507987e-11,8.531153285123249e-09,-1.3769343519984842,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.5,2e-06,0.6,2.0,P0093,0.8990262154315606,0.8942185571495129,0.9054461298868552,15.039276314057263,14.711420128185127,0.1278975212255688,0.13457750989089518,-0.066289504459928,1.1497552432054676,8.531153285123249e-09,1.7062306570246498e-08,2.5360815145507987e-11,8.531153285123249e-09,-1.3769343519984842,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.5,2e-06,0.6,2.25,P0094,0.8990262154315606,0.8942185571495129,0.9054461298868552,15.039276314057263,14.711420128185127,0.11233520841399265,0.11654478345092852,-0.023555587118372853,1.050987259382714,8.531153285123249e-09,1.919509489152731e-08,2.5360815145507987e-11,8.531153285123249e-09,-1.3769343519984842,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.5,2e-06,0.6,2.5,P0095,0.8990262154315606,0.8942185571495129,0.9054461298868552,15.039276314057263,14.711420128185127,0.11138517973214815,0.11233666862985763,0.015320230842931163,0.9578488990138999,8.531153285123249e-09,2.1327883212808124e-08,2.5360815145507987e-11,8.531153285123249e-09,-1.3769343519984842,True,True,True,True,True
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1e-06,0.25,1.0,P0096,0.9336726717819458,0.9245338554726157,0.9465161013012161,15.193273466029323,15.082697848193193,0.3402421766642828,0.34670886683861557,-0.2993333806996291,2.0407497165412805,8.801329816572444e-09,8.801329816572444e-09,2.6149973651969285e-11,8.801329816572444e-09,-1.4223330084248342,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1e-06,0.25,1.5,P0097,0.9336726717819458,0.9245338554726157,0.9465161013012161,15.193273466029323,15.082697848193193,0.24272407571784427,0.24782861718374974,-0.17017288185111937,1.4700657326162125,8.801329816572444e-09,1.3201994724858666e-08,2.6149973651969285e-11,8.801329816572444e-09,-1.4223330084248342,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1e-06,0.25,1.75,P0098,0.9336726717819458,0.9245338554726157,0.9465161013012161,15.193273466029323,15.082697848193193,0.21317377378241212,0.2167865912292832,-0.11796317959278528,1.3205404898565374,8.801329816572444e-09,1.5402327179001778e-08,2.6149973651969285e-11,8.801329816572444e-09,-1.4223330084248342,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1e-06,0.25,2.0,P0099,0.9336726717819458,0.9245338554726157,0.9465161013012161,15.193273466029323,15.082697848193193,0.1949865413214363,0.19663268883376064,-0.07149302507507486,1.193091845946407,8.801329816572444e-09,1.760265963314489e-08,2.6149973651969285e-11,8.801329816572444e-09,-1.4223330084248342,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1e-06,0.25,2.25,P0100,0.9336726717819458,0.9245338554726157,0.9465161013012161,15.193273466029323,15.082697848193193,0.18708783972121049,0.18650616108586265,-0.029608282819537098,1.0838004692249998,8.801329816572444e-09,1.9802992087288e-08,2.6149973651969285e-11,8.801329816572444e-09,-1.4223330084248342,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1e-06,0.25,2.5,P0101,0.9336726717819458,0.9245338554726157,0.9465161013012161,15.193273466029323,15.082697848193193,0.18781651624909426,0.18504714408351103,0.008525790157717974,0.9854433583956665,8.801329816572444e-09,2.200332454143111e-08,2.6149973651969285e-11,8.801329816572444e-09,-1.4223330084248342,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1e-06,0.4,1.0,P0102,0.8954659141684694,0.8868045242147535,0.9060544173732559,15.501847967536666,15.279773648604515,0.2947092536655964,0.3029919178289893,-0.26137803677366145,1.8882067014255397,8.441171181602157e-09,8.441171181602157e-09,2.5079892310707835e-11,8.441171181602157e-09,-1.3641298135141176,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1e-06,0.4,1.5,P0103,0.8954659141684694,0.8868045242147535,0.9060544173732559,15.501847967536666,15.279773648604515,0.1901762471244796,0.19685415690254374,-0.12687062228826873,1.3819473558264268,8.441171181602157e-09,1.2661756772403236e-08,2.5079892310707835e-11,8.441171181602157e-09,-1.3641298135141176,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1e-06,0.4,1.75,P0104,0.8954659141684694,0.8868045242147535,0.9060544173732559,15.501847967536666,15.279773648604515,0.16140675590724365,0.16586450168004446,-0.07278402541139062,1.2187642346451675,8.441171181602157e-09,1.4772049567803776e-08,2.5079892310707835e-11,8.441171181602157e-09,-1.3641298135141176,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1e-06,0.4,2.0,P0105,0.8954659141684694,0.8868045242147535,0.9060544173732559,15.501847967536666,15.279773648604515,0.1482591242438485,0.14958732036705655,-0.02477153837300916,1.081889899378699,8.441171181602157e-09,1.6882342363204315e-08,2.5079892310707835e-11,8.441171181602157e-09,-1.3641298135141176,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1e-06,0.4,2.25,P0106,0.8954659141684694,0.8868045242147535,0.9060544173732559,15.501847967536666,15.279773648604515,0.1491706650429708,0.14713168145205716,0.01840480280992619,0.9795939868543992,8.441171181602157e-09,1.8992635158604854e-08,2.5079892310707835e-11,8.441171181602157e-09,-1.3641298135141176,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1e-06,0.4,2.5,P0107,0.8954659141684694,0.8868045242147535,0.9060544173732559,15.501847967536666,15.279773648604515,0.16038099247794615,0.15549520614030365,0.0576372977943888,0.8913463513769453,8.441171181602157e-09,2.1102927954005394e-08,2.5079892310707835e-11,8.441171181602157e-09,-1.3641298135141176,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1e-06,0.5,1.0,P0108,0.8667217342479322,0.858589416497523,0.8760789915112935,15.92374270685148,15.599637352582166,0.2653918920495137,0.27499910955777407,-0.23502675320962152,1.759912126429314,8.170212187691891e-09,8.170212187691891e-09,2.4274835495523405e-11,8.170212187691891e-09,-1.3203416668362733,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1e-06,0.5,1.5,P0109,0.8667217342479322,0.858589416497523,0.8760789915112935,15.92374270685148,15.599637352582166,0.1590685451457682,0.1668614153096524,-0.09736476512295585,1.270585623994772,8.170212187691891e-09,1.2255318281537837e-08,2.4274835495523405e-11,8.170212187691891e-09,-1.3203416668362733,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1e-06,0.5,1.75,P0110,0.8667217342479322,0.858589416497523,0.8760789915112935,15.92374270685148,15.599637352582166,0.13392190832656856,0.13868650911956304,-0.042203039790710474,1.1173191445524442,8.170212187691891e-09,1.429787132846081e-08,2.4274835495523405e-11,8.170212187691891e-09,-1.3203416668362733,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1e-06,0.5,2.0,P0111,0.8667217342479322,0.858589416497523,0.8760789915112935,15.92374270685148,15.599637352582166,0.12848468995257814,0.12900486775068762,0.006680297885914357,0.996351320290195,8.170212187691891e-09,1.6340424375383782e-08,2.4274835495523405e-11,8.170212187691891e-09,-1.3203416668362733,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1e-06,0.5,2.25,P0112,0.8667217342479322,0.858589416497523,0.8760789915112935,15.92374270685148,15.599637352582166,0.1389434549902646,0.1354585004019411,0.05057710775980075,0.9018343495653028,8.170212187691891e-09,1.8382977422306754e-08,2.4274835495523405e-11,8.170212187691891e-09,-1.3203416668362733,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1e-06,0.5,2.5,P0113,0.8667217342479322,0.858589416497523,0.8760789915112935,15.92374270685148,15.599637352582166,0.15868096905265716,0.15232506839825197,0.09041597139789603,0.8201966779792906,8.170212187691891e-09,2.0425530469229726e-08,2.4274835495523405e-11,8.170212187691891e-09,-1.3203416668362733,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1e-06,0.6,1.0,P0114,0.8350744553066544,0.827651052290136,0.8434360836563686,16.566718677675777,16.114406095188684,0.23944520482063697,0.2503875028022017,-0.20834585454864432,1.6124301682269904,7.871886930696144e-09,7.871886930696144e-09,2.338846971072274e-11,7.871886930696144e-09,-1.2721310135469375,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1e-06,0.6,1.5,P0115,0.8350744553066544,0.827651052290136,0.8434360836563686,16.566718677675777,16.114406095188684,0.13689247763796375,0.14548526116058572,-0.06792344405587361,1.1447582205189089,7.871886930696144e-09,1.1807830396044217e-08,2.338846971072274e-11,7.871886930696144e-09,-1.2721310135469375,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1e-06,0.6,1.75,P0116,0.8350744553066544,0.827651052290136,0.8434360836563686,16.566718677675777,16.114406095188684,0.12009424369010561,0.12447785231283046,-0.011840308929654597,1.005682867755533,7.871886930696144e-09,1.3775802128718254e-08,2.338846971072274e-11,7.871886930696144e-09,-1.2721310135469375,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,0.6,1e-06,0.6,2.0,P0117,0.8350744553066544,0.827651052290136,0.8434360836563686,16.566718677675777,16.114406095188684,0.12596442333202554,0.12519801458492036,0.0377821079601838,0.9071393810690774,7.871886930696144e-09,1.574377386139229e-08,2.338846971072274e-11,7.871886930696144e-09,-1.2721310135469375,True,True,True,True,False
