system,total_mass,screen_order,screen_power,memory_length,analysis_half_width,integrated_response
galaxy,3.0,after_memory,8.0,0.5,1.5,0.00012644586575723374
galaxy,3.0,after_memory,8.0,0.5,2.0,0.00043979915591981064
cluster,3.0,after_memory,8.0,0.5,0.5,0.0015685958058637827
cluster,3.0,after_memory,8.0,0.5,1.0,0.0015848934243189773
cluster,3.0,after_memory,8.0,0.5,1.5,0.0018531547907558277
cluster,3.0,after_memory,8.0,0.5,2.0,0.002458443278887945
galaxy,0.3,after_memory,8.0,1.0,0.5,2.103211712270323e-08
galaxy,0.3,after_memory,8.0,1.0,1.0,7.563967573380248e-08
galaxy,0.3,after_memory,8.0,1.0,1.5,7.86565980643913e-08
galaxy,0.3,after_memory,8.0,1.0,2.0,8.022739417076031e-08
cluster,0.3,after_memory,8.0,1.0,0.5,2.7505712673315216e-09
cluster,0.3,after_memory,8.0,1.0,1.0,2.194050234277328e-08
cluster,0.3,after_memory,8.0,1.0,1.5,3.5829010907199874e-08
cluster,0.3,after_memory,8.0,1.0,2.0,3.80075148125185e-08
galaxy,1.0,after_memory,8.0,1.0,0.5,1.3416965366702706e-13
galaxy,1.0,after_memory,8.0,1.0,1.0,1.7111948432628693e-06
galaxy,1.0,after_memory,8.0,1.0,1.5,5.271022007295755e-06
galaxy,1.0,after_memory,8.0,1.0,2.0,7.358151803672173e-06
cluster,1.0,after_memory,8.0,1.0,0.5,2.8763389434141832e-06
cluster,1.0,after_memory,8.0,1.0,1.0,1.1173900993184496e-05
cluster,1.0,after_memory,8.0,1.0,1.5,2.4421175038892007e-05
cluster,1.0,after_memory,8.0,1.0,2.0,2.72954560771928e-05
galaxy,3.0,after_memory,8.0,1.0,0.5,2.420004343491324e-33
galaxy,3.0,after_memory,8.0,1.0,1.0,9.23779639735434e-09
galaxy,3.0,after_memory,8.0,1.0,1.5,0.00031244930519172466
galaxy,3.0,after_memory,8.0,1.0,2.0,0.0013829295621144186
cluster,3.0,after_memory,8.0,1.0,0.5,0.00019862971288751887
cluster,3.0,after_memory,8.0,1.0,1.0,0.00020122930837196987
cluster,3.0,after_memory,8.0,1.0,1.5,0.0004819821283598171
cluster,3.0,after_memory,8.0,1.0,2.0,0.0015029395139820355
galaxy,0.3,after_memory,8.0,2.0,0.5,4.95299041622373e-10
galaxy,0.3,after_memory,8.0,2.0,1.0,2.0431941630992846e-09
galaxy,0.3,after_memory,8.0,2.0,1.5,2.400104325762628e-09
galaxy,0.3,after_memory,8.0,2.0,2.0,2.715432569106929e-09
cluster,0.3,after_memory,8.0,2.0,0.5,7.456717846470448e-11
cluster,0.3,after_memory,8.0,2.0,1.0,7.997216709378791e-10
cluster,0.3,after_memory,8.0,2.0,1.5,1.551558086164961e-09
cluster,0.3,after_memory,8.0,2.0,2.0,1.8362434767125883e-09
galaxy,1.0,after_memory,8.0,2.0,0.5,3.678257673325697e-15
galaxy,1.0,after_memory,8.0,2.0,1.0,1.3901712037450187e-07
galaxy,1.0,after_memory,8.0,2.0,1.5,6.019269844491169e-07
galaxy,1.0,after_memory,8.0,2.0,2.0,1.0282946634903817e-06
cluster,1.0,after_memory,8.0,2.0,0.5,7.982029889428789e-08
cluster,1.0,after_memory,8.0,2.0,1.0,4.2411730843287856e-07
cluster,1.0,after_memory,8.0,2.0,1.5,1.2330191810225786e-06
cluster,1.0,after_memory,8.0,2.0,2.0,1.6177483259608897e-06
galaxy,3.0,after_memory,8.0,2.0,0.5,5.748103532540192e-22
galaxy,3.0,after_memory,8.0,2.0,1.0,9.784825240743033e-10
galaxy,3.0,after_memory,8.0,2.0,1.5,6.28146427631865e-05
galaxy,3.0,after_memory,8.0,2.0,2.0,0.00031398096386977143
cluster,3.0,after_memory,8.0,2.0,0.5,7.84822984759887e-06
cluster,3.0,after_memory,8.0,2.0,1.0,7.971281218663535e-06
cluster,3.0,after_memory,8.0,2.0,1.5,4.7054218093660956e-05
cluster,3.0,after_memory,8.0,2.0,2.0,0.00023138657644319378
