registry_id,family,formula,schematic_equation,final_theory_eligibility,convenience_switch,per_object_gravity_fit,lensing_only_closure,empirical_gate_or_screen,empirical_composite,published_overlap_ids,galaxy_error,galaxy_error_unit,derived_lensing_error_dex,raw_lensing_error_arcsec,verdict,evidence
T098,Action-level Sigma,sigma gated AQUAL,AQUAL mu with Sigma activation gate,requires_single_action_derivation,False,False,False,True,False,AQUAL,,,0.2843210159104064,,"exploratory action; synthetic galaxy test only, no covariant completion",sigma_action_exploration
T099,Action-level Sigma,conformal symmetron,Box Sigma=dV_eff/dSigma; matter follows A(Sigma)^2 g_mn,experimental_incomplete_candidate,False,False,False,False,False,CONFORMAL-GRAVITY;BRANS-DICKE;SYMMETRON,,,0.7773468368973796,,"exploratory action; synthetic galaxy test only, no covariant completion",sigma_action_exploration
T100,Action-level Sigma,Sigma refracted AQUAL (cluster-tuned diagnostic),same AQUAL law with cluster-selected Sigma parameters,prohibited_convenience_switch,True,False,False,False,False,AQUAL;REFRACTED-GRAVITY;COVARIANT-RG,,,0.06985270472793473,2.27903072218184,not universal; included only to expose galaxy/cluster tension,sigma_action_exploration
T101,Action-level Sigma,Causal catch-up Sigma completion,"div(mu grad Phi) - Q(Sigma,y)c^-2 d_t^2 Phi = 4 pi G rho_b",experimental_incomplete_candidate,False,False,False,False,False,NONLOCAL-GRAVITY,10.586334337658865,km/s,0.13870141328241087,2.248177892477939,"causal and stable, but time term is exactly invisible to static tests",sigma_causal_catchup_all_tests
T102,Potential and boundary screens,P0 baryonic-potential screen,activation S=S(|Phi_bar|/c^2); Delta g/g_bar=A S chi^(-p),requires_single_action_derivation,False,False,False,True,False,EMOND;CHAMELEON,23.4094,km/s,,,competitive with but does not beat fixed RAR,NEXT_MODEL_RESULTS
T103,Potential and boundary screens,P1 CF4-shifted potential threshold,log chi_t=log chi_t0+zeta V_CF4,requires_single_action_derivation,False,False,False,True,False,CHAMELEON;SYMMETRON;EMOND,24.4953,km/s,,,environmental threshold shift worsens prediction,NEXT_MODEL_RESULTS
T104,Potential and boundary screens,B1 potential boundary layer,g_B=kappa a_star dS_Phi/d ln R,requires_single_action_derivation,False,False,False,True,False,EMOND;CHAMELEON,24.4466,km/s,,,boundary coefficient sign is unstable; rejected,NEXT_MODEL_RESULTS
T105,Potential and boundary screens,W1 measured void-wall threshold,log chi_t=log chi_t0+zeta_w d_to_measured_void_wall,requires_single_action_derivation,False,False,False,True,False,CHAMELEON;SYMMETRON,25.6933,km/s,,,measured wall depth worsens prediction,NEXT_MODEL_RESULTS
T106,Potential and boundary screens,T0 ordinary CF4 gravity tide,div g_delta=-(3/2) Omega_m H0^2 delta; internal effect from tidal Hessian,requires_single_action_derivation,False,False,False,True,False,CHAMELEON;SYMMETRON,,,,,median inward tide is 1.33e-5 of the required acceleration; rejected,cf4_tide_test
T107,Covariant/Aether attempts,H7a simple-mu potential-dependent AQUAL,div[mu(g/a_X(Phi_bar)) grad Psi]=4 pi G rho; mu=x/(1+x),experimental_incomplete_candidate,False,False,False,False,False,AQUAL;EMOND;EINSTEIN-AETHER;AEST-MOND,23.17469156115665,km/s,0.16477281343339603,,"phenomenologically competitive, but it recreates MOND/AQUAL and the environment is noncovariant",h7a_cv
T108,Covariant/Aether attempts,H7s standard-mu potential-dependent AQUAL,div[mu_s(g/a_X(Phi_bar)) grad Psi]=4 pi G rho; mu_s=x/sqrt(1+x^2),experimental_incomplete_candidate,False,False,False,False,False,AQUAL;EMOND;EINSTEIN-AETHER;AEST-MOND,23.091050279368986,km/s,0.15602953452357285,,"phenomenologically competitive, but it recreates MOND/AQUAL and the environment is noncovariant",h7s_cv
T109,Covariant/Aether attempts,EA-Q0 reciprocal environmental Aether,"S~F(Q)R + Aether[K, a_Q(Q)] + beta[(grad Q)^2+Q^2/L_Q^2]",requires_single_action_derivation,False,False,False,False,True,CHAMELEON;SYMMETRON;STVG-MOG;SYMMETRIC-TELEPARALLEL;EINSTEIN-AETHER;AEST-MOND,,,,,retired before fit: reciprocal Aether source changes Q by orders of magnitude,eaq0_derivation
T110,Covariant/Aether attempts,EMOG-Q0 chameleon scalar + Proca vector,S~F(s)R-(grad s)^2-U(s)-B^2/4-mu^2 phi^2/2-phi_a J^a,requires_single_action_derivation,False,False,False,False,True,STVG-MOG;CHAMELEON;EINSTEIN-AETHER;AEST-MOND,,,,,"retired before fit: wrong density ordering, Yukawa shape, and Solar-System conflict",environmental_mog0
T111,Measured density/coherence,CPR0 measured coherence-partitioned RG,epsilon_mix=w(C)+(1-w)epsilon_RG; nu_src=1+w B0 h(g_bar),requires_single_action_derivation,False,False,False,True,False,REFRACTED-GRAVITY;COVARIANT-RG,0.09322,dex,0.15462,,0.00070-dex gain over RG; fails frozen improvement gate,cpr0_accept_clash_bcg_stellar
T112,Measured density/coherence,NBP0 nonlocal scalar permittivity morphology,div[epsilon(X) grad Phi]=4 pi G rho_b; (1-L_X^2 Laplacian)X=rho_b,requires_single_action_derivation,False,False,False,True,False,REFRACTED-GRAVITY;COVARIANT-RG;NONLOCAL-GRAVITY,0.1265,dex,,,morphology worsens RMSE by 7.03%; structural scalar failure,nbp0_sparc_morphology_test
T113,Finite mechanism closure,NBM0 A0 canonical conformal scalar,g~=exp(2 alpha X) g; canonical massive X,requires_single_action_derivation,False,False,False,False,True,MOND-ALGEBRAIC;CONFORMAL-GRAVITY;BRANS-DICKE,,,,,Weyl-potential contribution cancels,nbm0_action_space; nbm0_possibility_closure
T114,Finite mechanism closure,NBM0 A1 disformal scalar with prescribed U,g~=exp(2 alpha X)(g+2 beta X U U),requires_single_action_derivation,False,False,False,False,True,DISFORMAL-METRIC,,,,,no reciprocal equation for preferred direction,nbm0_action_space; nbm0_possibility_closure
T115,Finite mechanism closure,NBM0 A2 canonical scalar + dynamical Aether,E(r)=1+A(1+r/L)e^(-r/L),requires_single_action_derivation,False,False,False,False,True,EINSTEIN-AETHER;AEST-MOND;BRANS-DICKE,,,,,positive Yukawa response is never flatter than Keplerian,nbm0_action_space; nbm0_possibility_closure
T116,Finite mechanism closure,NBM0 A3 massless canonical scalar,E(r)=1+A,requires_single_action_derivation,False,False,False,True,False,BRANS-DICKE,,,,,constant Newtonian rescaling; no flat curve or screening,nbm0_action_space; nbm0_possibility_closure
T117,Finite mechanism closure,NBM0 A4 positive Yukawa spectrum,"E(r)=1+sum A_i(1+r/L_i)e^(-r/L_i), A_i>=0",experimental_incomplete_candidate,False,False,False,False,False,STVG-MOG,,,,,nonnegative spectrum cannot turn gravity on at large radius,nbm0_action_space; nbm0_possibility_closure
T118,Finite mechanism closure,NBM0 A5 fractional p=3/2 operator,(-Laplacian)^(3/2) Phi proportional to rho,experimental_incomplete_candidate,False,False,False,False,False,FRACTIONAL-LAPLACIAN-MOND,,,,,flat radial shape but v_flat^4 proportional to M^2,nbm0_action_space; nbm0_possibility_closure
T119,Finite mechanism closure,NBM0 A6 nonlinear p-Laplacian,div(|grad Phi| grad Phi) proportional to rho,experimental_incomplete_candidate,False,False,False,False,False,AQUAL,,,,,unique flat+BTFR limit is already AQUAL/MOND,nbm0_action_space; nbm0_possibility_closure
T120,Finite mechanism closure,NBM0 A7 smooth external void basin,X=X0+grad X.r+X2 r^2/2+...,experimental_incomplete_candidate,False,False,False,False,False,CHAMELEON;SYMMETRON,,,,,uniform terms cancel; leading internal force is harmonic,nbm0_action_space; nbm0_possibility_closure
T121,Finite mechanism closure,NBM0 A8 nonlinear nonlocal basin,localized nonlinear memory kernel with auxiliary fields,experimental_incomplete_candidate,False,False,False,False,False,NONLOCAL-GRAVITY,,,,,no healthy non-MOND action survived the closure audit,nbm0_action_space; nbm0_possibility_closure
T122,Finite mechanism closure,NBM0 A9 self-gravitating basin phase,G_ab=8 pi G(T_b+T_basin),experimental_incomplete_candidate,False,False,False,False,False,SUPERFLUID-DM,,,,,can lens only by adding an independent gravitating energy reservoir,nbm0_action_space; nbm0_possibility_closure
T123,Action-level Sigma,Sigma complete reciprocal action,"S~R/16piG - Z(Sigma)(grad Sigma)^2/2 - V(Sigma) + F(X,Sigma)",requires_single_action_derivation,False,False,False,False,True,STVG-MOG,,,,,reciprocal feedback/stress-energy completion did not resolve the galaxy-cluster tension,sigma_complete_action
T124,Action-level Sigma,Sigma covariant weak-field metric closure,"Box Sigma=V_eff,Sigma; div[mu(Sigma,X) grad Phi]=4 pi G rho_b",experimental_incomplete_candidate,False,False,False,False,False,BRANS-DICKE;TEVES,,,,,mathematical weak-field closure only; no new independent observational gain,sigma_covariant_weak_field
T125,Conservative profile diffusion,No-flux fractional-excess diffusion,dX/dtau=d2X/d(ln r)^2; X=F; zero boundary flux,experimental_incomplete_candidate,False,False,False,False,False,NONLOCAL-GRAVITY;FRACTIONAL-LAPLACIAN-MOND,71.79377546552938,km/s,,18.926798,measurable but worsens the local-control galaxy/lensing compromise,reopened_hybrid_profile_diffusion_analysis
T126,Conservative profile diffusion,No-flux added-acceleration diffusion,"dX/dtau=d2X/d(ln r)^2; X=F g_N; ell=0.7, mu=1",experimental_incomplete_candidate,False,False,False,False,False,NONLOCAL-GRAVITY,78.39799649491455,km/s,,18.648255,"strongest diffusion raw improvement, paired with an 8.74-km/s galaxy penalty",reopened_hybrid_profile_diffusion_analysis
T127,Conservative profile diffusion,No-flux circular-speed-squared diffusion,"dX/dtau=d2X/d(ln r)^2; X=F g_N r; ell=0.15, mu=0.5",experimental_incomplete_candidate,False,False,False,False,False,NONLOCAL-GRAVITY,69.67768338543708,km/s,,18.857423,nearly galaxy-neutral but only a 0.089-arcsec development-sample raw gain,reopened_hybrid_profile_diffusion_analysis
T128,Conservative profile diffusion,One-sided memory plus no-flux diffusion,"F_memory(p=1.927,q=9,ell=0.35) then diffuse F at ell=0.35, mu=1",requires_single_action_derivation,False,False,False,False,True,NONLOCAL-GRAVITY,30.868199813172094,km/s,,27.970581,improves the memory-control galaxy score but loses a held-out lens root,reopened_hybrid_profile_diffusion_analysis
