galaxy,galaxy_fold,force_equivalent_mass_solar,force_equivalent_r80_kpc,gas_fraction,stellar_bulge_fraction,inclination_adjusted_deg,mean_surface_R80,mean_volume_R80,disk_surface_density,disk_volume_density,acceleration_R80,potential_depth,baryonic_mass,R80,pair_proximity_L0p1kpc,pair_surface_L0p1kpc,pair_count_L0p1kpc,pair_proximity_L0p3kpc,pair_surface_L0p3kpc,pair_count_L0p3kpc,pair_proximity_L1p0kpc,pair_surface_L1p0kpc,pair_count_L1p0kpc,pair_proximity_L3p0kpc,pair_surface_L3p0kpc,pair_count_L3p0kpc,pair_proximity_L10p0kpc,pair_surface_L10p0kpc,pair_count_L10p0kpc,pair_proximity_L30p0kpc,pair_surface_L30p0kpc,pair_count_L30p0kpc,pair_proximity_L100p0kpc,pair_surface_L100p0kpc,pair_count_L100p0kpc,pair_proximity_L300p0kpc,pair_surface_L300p0kpc,pair_count_L300p0kpc,pair_proximity_L0p1R80,pair_surface_L0p1R80,pair_proximity_L0p3R80,pair_surface_L0p3R80,pair_proximity_L1p0R80,pair_surface_L1p0R80,pair_proximity_L3p0R80,pair_surface_L3p0R80
NGC2841,1,294878110322.3099,22.603287736533694,0.1219827959195423,0.3455303989733738,85.31932302179574,183717038.04429287,6095917.555856853,735664319.3868977,101052791.12457386,8.044943234260983e-11,1.888601726050516e-07,294878110322.3099,22.603287736533694,0.059899294581712725,281115229495.3312,5.208429348533817e+21,0.08802373109118508,45900765683.341545,7.653936287302233e+21,0.1045604475584593,4907158659.678887,9.091855047080567e+21,0.1931011617662404,1006943362.833758,1.6790744618991218e+22,0.5563096590428147,261083404.34452352,4.837284938437397e+22,0.8624122250786453,44971260.562423825,7.498941640299919e+22,0.9818780600002518,4608082.250398831,8.537734108722007e+22,0.9978887322654446,520358.04788045207,8.676951867291813e+22,0.15340124846422296,1409121150.007183,0.41533578620947775,423912557.9789051,0.8023332499904453,73701144.10634789,0.9627976795371003,9826796.551137464
NGC2903,2,60035491207.76603,7.336462248337073,0.0608482836646851,0.0,68.57203506255493,355046161.2687356,36296052.77556078,1535776523.3325872,329565777.5391818,1.554742142239746e-10,8.647724758279019e-08,60035491207.76603,7.336462248337073,0.0002869509461161221,274180056.1401491,1.0342458757465347e+18,0.0025764298918313625,273529404.3748494,9.286123728960813e+18,0.02787492376632028,266343368.66968328,1.0046847843602928e+20,0.2039558326085569,216531866.78617603,7.35109890958464e+20,0.7335942577702436,70094529.22247595,2.6440645895733704e+21,0.9603469897019188,10195625.385312798,3.4613404375494594e+21,0.9962814342861751,951941.4495097373,3.59085752613738e+21,0.999585284005892,106122.02886749165,3.602765460203995e+21,0.015205974968033104,269941152.03743184,0.12156838859676641,239791053.90504354,0.5996671308288574,106454756.41991124,0.9289923151152176,18324175.29610075
NGC2915,3,1707973966.4625154,8.977854539501221,0.6643868159280027,0.0,67.74455236592661,6745066.640340886,563475.3779979057,179567655.87135166,163243323.51941058,2.9536551868296115e-12,7.643149777212356e-09,1707973966.4625154,8.977854539501221,0.001043912100849238,28376923.556406084,3045274355987413.0,0.009145852575309615,27623777.38898262,2.668005312762837e+16,0.08058041137158989,21904374.628622077,2.350671671927083e+17,0.3565122345362407,10767956.865896106,1.0400086027796489e+18,0.8347600518475671,2269149.1132203103,2.43514121277654e+18,0.9777620937378388,295319.45977037866,2.8523032043541955e+18,0.9979484760889625,27127.482856239287,2.911190415704677e+18,0.9997715489440406,3019.671100147116,2.916508638388511e+18,0.06765449191789963,22816702.825231835,0.3155133583923274,11823103.490411144,0.8040982566662587,2711848.1632979224,0.9725868438048613,364453.5041657001
NGC2955,4,154611502671.20023,17.31072241930251,0.0717197009117846,0.1381925057964443,58.55142959996661,164233422.57058623,7115535.905687676,194218502.34546924,5176399.316243848,7.191758455360135e-11,5.10782904147477e-07,154611502671.20023,17.31072241930251,1.3097530998990602e-05,32229336.714335483,3.130927687632244e+17,0.00011766297303097898,32170605.93682761,2.812700043238756e+18,0.0012812928364193824,31529009.748332556,3.062894233897567e+19,0.010023542327196888,27405684.38759941,2.3960994024593713e+20,0.0704720565063083,17341189.253673296,1.6846145501544464e+21,0.3580557082458259,9789714.467248272,8.559220289289833e+21,0.8520261178071706,2096596.4228167643,2.0367443016808827e+22,0.9808431311523051,268175.42549972056,2.344677723446753e+22,0.003686540931605701,30272661.732208084,0.02498990397860065,22800985.889532745,0.1667659978498169,13694275.297637228,0.6148558477350925,5609993.347837413
NGC2976,0,1422607179.0879574,1.6385012841288593,0.1269021897866987,0.0,61.590507586983215,168671439.4132899,77206884.59955983,245556398.28800604,121562573.40990396,7.386098588166092e-11,3.062072262214128e-08,1422607179.0879574,1.6385012841288593,0.0016566494700296606,37509023.11608513,3352745728714732.5,0.01471466949551704,37018015.25964059,2.9779712723211412e+16,0.1423086477867185,32220807.455153875,2.8800583325424138e+17,0.5988346720987984,15065014.566931847,1.2119283079537564e+18,0.943122213472017,2135369.826049073,1.9087012853827648e+18,0.9933434648685464,249897.58384835566,2.0103396157336072e+18,0.9993972580111805,22627.84948237861,2.0225913500133555e+18,0.9999329927401801,2515.5532575944835,2.0236755759506294e+18,0.0044351958307110115,37404543.242292404,0.03854793526424846,36121865.152395025,0.30814263073400244,25987430.53525103,0.8002757862492272,7499092.710792189
NGC2998,1,103907476375.41264,18.868002174336866,0.2649595348313506,0.0,57.71099657068247,92906283.86831787,3693009.5861454066,358246087.456337,28890813.504543304,4.068353092251331e-11,2.1267438113867067e-07,103907476375.41264,18.868002174336866,2.9853828494278296e-05,49370435.97043445,3.2232473020204755e+17,0.00026860473728726865,49355787.67332995,2.9000618628764493e+18,0.00297446215107758,49189836.13924135,3.211456482126013e+19,0.0260040932095437,47782199.07994725,2.807600482303801e+20,0.2196666099483252,36327120.66854246,2.3716884686854297e+21,0.6845030402806257,12577658.5547364,7.390417541362233e+21,0.9562719273904949,1581424.0364717315,1.032464198201607e+22,0.994875872497869,182807.2089131061,1.0741439653170836e+22,0.010490036766677972,48729516.68170376,0.0855984134460349,44181280.5460831,0.47981029121837776,22288695.559437435,0.8781129852623196,4532345.237624283
NGC3109,2,662474606.4815897,5.381026346726408,0.8649027714096161,0.0,73.02414750496595,7282644.763653255,1015044.9413916704,6480672.96477911,2077138.7707625355,3.189059890283729e-12,5.317475020845734e-09,662474606.4815897,5.381026346726408,0.0004978208167092677,5248828.954176657,218479918270563.94,0.004462474755956977,5227844.129223557,1958457917470578.8,0.0474271115708924,5000530.071679352,2.0814459966363612e+16,0.3090169532519441,3620171.660875389,1.356190750258085e+17,0.8319759654495658,877203.0799148104,3.6513145861606304e+17,0.9780333750605765,114577.81427603064,4.292320543395641e+17,0.9979824355231671,10522.338414773287,4.379871504567816e+17,0.9997754209895868,1171.2492173060066,4.38774042657781e+17,0.014215246120833979,5176229.386296689,0.11479387842599774,4644461.320103005,0.5894904237655727,2146524.673930043,0.9280365280286742,375475.5756292761
NGC3198,3,41540480034.01731,29.999925316145575,0.4614225727754429,0.0,74.05189190596214,14692012.563259758,367301.2284638766,272365048.90396434,43370230.71719177,6.433611619624394e-12,4.533545875112193e-08,41540480034.01731,29.999925316145575,6.424136951729642e-05,42472363.89386511,1.1085564482354216e+17,0.0005775516766106333,42426771.20303338,9.96629804293813e+17,0.006340044198936421,41916395.36076762,1.0940453062626943e+19,0.051723643448433394,37996031.788050696,8.925491299738365e+19,0.30642755128005217,20259067.580382597,5.287749007234863e+20,0.7321853401910544,5378611.328565763,1.2634674295878834e+21,0.964316156858416,637545.354816835,1.6640350320289776e+21,0.9958504051145082,73154.86908148204,1.7184508928787926e+21,0.051723412439298004,37996051.268641606,0.27183999779026546,22188203.68183936,0.7321844657251312,5378631.68452863,0.9564534696332644,780679.2440014059
NGC3521,4,44245734629.30099,3.6956368846040086,0.0879947316027583,0.0,77.24429788139292,1031200112.2631928,209273829.74755248,1582182066.2423446,329621263.80048853,4.515610775480086e-10,1.441534663646165e-07,44245734629.30099,3.6956368846040086,0.00025419401837421606,179001581.70553476,4.97631825220485e+17,0.0022826670281100117,178604171.53100026,4.4687430759945334e+18,0.024738693030671707,174208079.72352752,4.8430569079320175e+19,0.18325028883899272,143381691.75731152,3.587463477322286e+20,0.6931426056804927,48810598.91096527,1.3569549047966665e+21,0.9487132215624269,7423077.34203174,1.8572816743543202e+21,0.9950526388055252,700708.8418746294,1.9479996579238175e+21,0.9994466874610564,78200.3443363276,1.956601821210526e+21,0.003459534677381639,178373627.38471764,0.030221512727024447,173135707.31595066,0.25230542895193253,130088693.32992293,0.7328518315565946,41984271.72074704
NGC3726,0,29257682787.925354,9.074916271937918,0.2085345815719773,0.0,52.07017684705399,113084947.48954669,9345949.656794833,449855883.2222267,66155276.944445096,4.9519739316908117e-11,5.244664049383627e-08,29257682787.925354,9.074916271937918,0.00011023998820666145,51333303.85480775,9.436675301834418e+16,0.0009911458955000358,51280840.65180989,8.484327823988796e+17,0.01088629197672107,50692071.26959853,9.318796590643524e+18,0.08905808925778615,46077713.73233749,7.623479329043797e+19,0.4993445871235259,23252004.863255743,4.274449597708267e+20,0.8898366341343924,4603920.6587408995,7.61710838744092e+20,0.9886576278812346,460368.9028454934,8.46302795452702e+20,0.9987230633874894,51672.87530663988,8.549189290526094e+20,0.008985299091200856,50805103.79531602,0.07468528159319279,46921006.37337898,0.4536729019920202,25651788.14959893,0.8699723993800266,5465599.061180292
NGC3741,1,303018160.5165492,5.1624938226550325,0.9523210884405248,0.0,71.3224201680825,3619092.59535471,525776.793108118,48219877.22152528,120549693.05381319,1.5847955529385021e-12,3.1673467191713554e-09,303018160.5165492,5.1624938226550325,0.0011389297376585461,5492698.005715916,104576534893041.05,0.009968488344721057,5341651.92701164,915306655664064.9,0.09627892496917481,4643228.126239371,8840331430104388.0,0.4815442238277937,2580372.813008527,4.421539332987998e+16,0.9104765626949991,439094.05776401004,8.359996308790314e+16,0.9891718457105643,53005.14494340165,9.082576441530886e+16,0.999015535834151,4817.936049888762,9.172961209760915e+16,0.9998905170047427,535.7950897126224,9.180995287359526e+16,0.02835051531157126,5130157.001929891,0.20122668779718197,4045877.865525196,0.7315110715095801,1323703.1511601554,0.9605732881069614,193133.53746019054
NGC3769,2,13991327217.715996,17.53693683078982,0.364107484188613,0.0,70.03399276610416,14481100.436775055,619311.4243596296,178911834.83008638,26466247.755929932,6.341253496336036e-12,3.9118086768911185e-08,13991327217.715996,17.53693683078982,8.865557384796966e-05,19741724.662552193,1.7354970208894962e+16,0.0007971717815347707,19723702.936042584,1.5605214561728886e+17,0.008766589467846368,19521344.00490562,1.7161233348846047e+18,0.07245864501529152,17927789.4995012,1.4184304167651369e+19,0.4365115083407431,9720189.758712683,8.545028692820191e+19,0.8599362378910357,2127662.7312931335,1.6833874219505625e+20,0.9850600198608412,219352.0705368068,1.9283262807564462e+20,0.9983117564162911,24700.32805627476,1.9542675141334185e+20,0.02634774970529113,19077220.48826656,0.18825345631838936,15145095.602870233,0.6879531599600596,4981159.402589199,0.9485308539142652,763098.3646062491
NGC3877,3,43636518046.7339,8.242826026715143,0.0689120468739596,0.0,76.05094268603347,204431562.90290383,18600862.33535115,662624422.9532119,130953443.27138576,8.952029361852676e-11,1.857465564056814e-07,43636518046.7339,8.242826026715143,0.00024850585283987586,172586508.30774072,4.731913529097938e+17,0.002232049479866811,172239013.3306654,4.250147435442211e+18,0.024245396796309975,168383493.9013307,4.616676823009521e+19,0.18238717949493244,140741449.1646693,3.4729176489142197e+20,0.7103979864577777,49336909.61017238,1.352701276347601e+21,0.9564081189969146,7380248.1640010895,1.8211404141602634e+21,0.995910173492586,691656.3834091771,1.896358081655473e+21,0.9995438697236813,77131.10818322675,1.9032771687353376e+21,0.016604245844972658,169721596.44559038,0.13171097872527207,149588229.06821385,0.6254513284346155,63930996.29579292,0.9371655865541517,10643679.197671214
NGC3893,4,43164632840.022156,8.169024064073009,0.1991385777391765,0.0,49.89924021521627,205891220.30552858,18902920.840724602,871511134.9118443,183090574.56131184,9.015947554038822e-11,1.2366850189286183e-07,43164632840.022156,8.169024064073009,0.00021233244784084215,145869518.45269117,3.9561474398729395e+17,0.001906891088789745,145556486.06282946,3.5528918805131366e+18,0.02068371875014876,142094348.95963907,3.853760544492406e+19,0.15437352538705573,117836136.67591266,2.876265184405263e+20,0.6204764601461273,42625893.20337345,1.1560627611416651e+21,0.923863905070138,7052022.237286777,1.7213298579658792e+21,0.9923083989406921,681702.4424761401,1.848854648431422e+21,0.9991357324079421,76265.85868698597,1.8615752373438927e+21,0.013923797621211986,143339384.17592755,0.109986373297193,125806825.63965818,0.5340891648877679,54982134.955351606,0.8920821414393226,10203993.372983957
NGC3917,0,18770095364.43206,9.359459877323781,0.2196079889754627,0.0,79.22440551963182,68204814.59424254,5465444.760291941,205317962.30870384,39033833.138536856,2.986679229945389e-11,8.228287570120109e-08,18770095364.43206,9.359459877323781,0.00019433606611940935,58055051.94382497,6.84677987502697e+16,0.0017460625279396122,57956732.593787275,6.15166603685905e+17,0.019034448517639316,56862625.6299034,6.706149900283156e+18,0.14712431795560635,48834704.469938174,5.183432182303023e+19,0.6443714665373838,19249653.297993902,2.2702268689636386e+20,0.9400372898604137,3120248.49997312,3.311906290228417e+20,0.9942483097720761,297017.11278549524,3.502900647347796e+20,0.9993571721305701,33171.478949955475,3.52090001137677e+20,0.016717043947681788,57009144.150772035,0.13145204167755248,49809234.05917839,0.6143796011208926,20951823.392467584,0.9321944827067246,3532230.658821554
NGC3953,1,99152585471.14616,10.18683803230256,0.0409756376118175,0.0,62.04038485710938,304141279.3200836,22392224.041133918,586747466.38327,59994628.46454704,1.3318303807704981e-10,3.0446717185185366e-07,99152585471.14616,10.18683803230256,6.909982479011027e-05,109043836.02555437,6.793366301782182e+17,0.0006215545327274861,108983538.19363153,6.110648804358765e+18,0.006862993342425037,108302318.12439777,6.747170176393628e+19,0.05854972292685436,102661240.95056736,5.75616097317374e+20,0.40856152086770736,64473557.81750934,4.0166644076133724e+21,0.8613880965417486,15103601.948979214,8.468508980417162e+21,0.9857224160931725,1555531.4913412193,9.690868920057049e+21,0.9983931883631308,175058.52897374122,9.81543826247977e+21,0.007119998165990355,108274267.54804778,0.06062404535045847,102434859.5024845,0.4175349977950987,63494814.19515481,0.8657491965392793,14628337.12254394
NGC3972,2,11458876576.27131,6.063959928183155,0.2060517632608766,0.0,77.04028755420757,99192656.9909364,12268302.169584408,208349913.92678353,47786677.50614302,4.3436324863631455e-11,6.126828845511163e-08,11458876576.27131,6.063959928183155,0.0003027627423446566,55215956.98373839,3.975451995556548e+16,0.002717992586918499,55076702.63490741,3.568883334156308e+17,0.02935853503155915,53542242.18126476,3.8549474672469883e+18,0.21255167480148368,43070924.63730804,2.7909278836777517e+19,0.7446200116260406,13579909.539982364,9.777296533337229e+19,0.9628224009543155,1951038.5467132458,1.264242160577039e+20,0.9965295182530105,181740.76039463806,1.3085015782622616e+20,0.9996131221315807,20255.903177429573,1.3125505306193561e+20,0.011008650928273753,54598866.773060605,0.09076241831677463,50016474.59868729,0.5205457807232127,25817159.537678417,0.9052773898302564,4988714.978393493
NGC3992,3,191878910152.88776,16.362648667810205,0.1828888984675756,0.0,55.81371554689618,228123569.9835801,10456294.757722877,638093192.5109967,64323910.53538274,9.989499016810849e-11,2.395935858704483e-07,191878910152.88776,16.362648667810205,5.3463634980925275e-05,163269798.8587039,1.968398244960613e+18,0.00048093733565597764,163189930.84262407,1.7706918128163455e+19,0.005314189217422206,162287245.32762784,1.956552473974984e+20,0.04561685860154168,154785487.59974656,1.679499428797295e+21,0.33548025782219204,102450561.46151975,1.2351549814219314e+22,0.8021305519325398,27217606.035531767,2.953245455937709e+22,0.9771457854622886,2984054.4120312454,3.597608074836031e+22,0.9973917134361927,338431.3769623545,3.672148552874328e+22,0.014084548976736678,160650879.7090875,0.11240730507522517,142459754.0332987,0.5624068464927227,64149128.80256361,0.9130869394247553,11572036.240386449
NGC4010,4,9611367899.184145,7.15805114424184,0.3081281307040127,0.0,89.00145587809428,59709816.208328374,6256222.713953451,170469507.17793563,30332652.522764344,2.6146844464602475e-11,6.036136474730774e-08,9611367899.184145,7.15805114424184,0.0001435419839456823,21957570.073642008,1.3260177789642036e+16,0.0012900901534139214,21927185.162326258,1.1917645506006491e+17,0.014112621394413126,21588030.531044275,1.30370128392985e+18,0.11202127349131874,19039841.513894856,1.0348345215007613e+19,0.5574842113606014,8527817.64569422,5.1499495508974486e+19,0.9120830557967422,1550233.8340426642,8.425676687986583e+19,0.9912324247690807,151628.49800354775,9.156845838406255e+19,0.9990163125276024,16979.910750430157,9.22875214256579e+19,0.007291364365105483,21768301.307420164,0.0613448881686381,20349399.988165777,0.40157820304494485,11989080.348542215,0.8438984794026444,2799390.1724233152
NGC4013,0,41069826977.81108,5.928954412280422,0.0771570775752762,0.2303325793088489,89.00219259853816,371891950.6044266,47043533.06809132,463975477.96533865,65718906.22738508,1.6285096166039253e-10,7.286517830324345e-08,41069826977.81108,5.928954412280422,0.013011271812462026,8504773549.945729,2.1946511455824343e+19,0.036690556117302126,2664739685.344365,6.188708696237508e+19,0.059057014625718024,386024166.7125119,9.961327891011571e+19,0.16187275770514514,117563974.7879489,2.730357479704073e+20,0.5887220695363931,38481617.76519676,9.930155813824502e+20,0.9098833322328158,6608246.047518449,1.53472813896527e+21,0.9904353948247422,647394.725915085,1.670597774919749e+21,0.9989185980722805,72548.86031712432,1.6849066541698056e+21,0.047501574670774066,883272663.0547994,0.09030553210547128,186577224.91707996,0.36740312415181875,68317132.2494901,0.7966045209392103,16458378.286243761
NGC4088,1,36016985193.97326,6.546930625966078,0.1848151325210802,0.0,68.5521034013563,267474267.4009216,30641183.175984774,1153824209.1865466,223609342.8656098,1.171266051735044e-10,9.626018676996703e-08,36016985193.97326,6.546930625966078,0.00018578339600230947,106496267.35431881,2.410025356422149e+17,0.001668975903427964,106300436.02985847,2.165034299657735e+18,0.018164780185180415,104125628.48239458,2.3563774687149773e+19,0.13882209552829272,88418588.03908797,1.8008324611026292e+20,0.5973285528457583,34240552.50956843,7.748684701916686e+20,0.9167538523639823,5838989.888241367,1.1892343865688727e+21,0.9915024413428515,568357.08329067,1.2861999920385955e+21,0.9990440781988642,63631.12906990573,1.295983178503597e+21,0.00788710970083433,105479944.45706819,0.06586398601150305,97871785.59184074,0.41052458885477877,54902381.826998256,0.8327219024860016,12373982.26756361
NGC4100,2,45020027925.73217,6.419759259631213,0.1443588970108449,0.0,73.32449879363084,347710978.06907225,40621964.625942215,841946953.8633564,195801617.17752475,1.5226214782651998e-10,9.75527522859951e-08,45020027925.73217,6.419759259631213,0.0002875399477713184,206026972.7145631,5.827868041590234e+17,0.0025808789704824847,205471230.21129727,5.230933019174559e+18,0.027824071019739015,199363920.22130165,5.639390823421741e+19,0.19908017827167365,158493480.7404707,4.034962855270096e+20,0.6982767906224829,50032649.16887529,1.415269434315062e+21,0.9476833974114675,7544781.283585473,1.9207674718339969e+21,0.9949103587138429,712869.1888446512,2.016487214641499e+21,0.9994303074584749,79567.53382571743,2.0256482599302102e+21,0.011691600449947853,203264891.38220865,0.0948582725843495,183240348.5458157,0.5089052303599747,88475967.69646665,0.8857030075639211,17109369.94659833
NGC4157,3,45823472496.89951,6.426252692371696,0.1909341007888347,0.030487515113026,81.81618948698126,353201489.6127764,41221708.807690375,1329040791.2376616,286431205.0081167,1.546664351025594e-10,1.2042226886377676e-07,45823472496.89951,6.426252692371696,0.0006272106934735277,457426775.70410216,1.317011138241533e+18,0.002657755578424334,215367743.33632287,5.580730264855011e+18,0.02310396609599132,168497967.7042489,4.851349156287875e+19,0.16378161319800094,132718285.7625604,3.439070970336345e+20,0.6154563266436627,44885427.81759564,1.2923294288909215e+21,0.9151715351264905,7415972.705913069,1.9216686158334148e+21,0.9911262237074514,722831.5421656903,2.0811575593474408e+21,0.9989990635076575,80952.58106100875,2.0976888746045848e+21,0.010064079685354266,177732396.8224404,0.07780907292824638,152679335.9091432,0.43387205880017893,76622128.73479265,0.8288626687324213,16264196.071150694
NGC4183,4,9269067305.599031,6.974287094688685,0.4856562063593039,0.0,81.93638353719113,60657781.30592509,6523008.783806675,100971739.57236283,18095293.83017255,2.6561957046397296e-11,2.9299622139316316e-08,9269067305.599031,6.974287094688685,0.00012267073085959852,18096605.546001982,1.0539330513405264e+16,0.0011027245475407684,18075099.652634546,9.474125074773742e+16,0.012089473905955115,17834608.060267787,1.0386745096830058e+18,0.09761201851583934,15999888.330257524,8.386395988758945e+18,0.5252159368806607,7748079.40704422,4.5124246924301705e+19,0.9034879682652014,1480935.1163687669,7.76237187608383e+19,0.9903564900048146,146099.1601171165,8.508708068433235e+19,0.9989179022013841,16373.572772418169,8.582263962466686e+19,0.00592484975149872,17969412.024843704,0.05045690893918414,17003356.376700047,0.3569156306118417,10824855.13315972,0.821760857361889,2769232.7984237205
NGC4217,0,39730344912.68963,6.662724218953259,0.0394707515731288,0.89999199350575,86.06669992668262,284884478.2816102,32068468.045458898,152695488.388122,25968620.474170405,1.247505120099451e-10,1.483473712573537e-07,39730344912.68963,6.662724218953259,0.0002986692826469332,188856973.5613096,4.714495543141966e+17,0.002681296506602839,188384340.8370762,4.232427358512292e+18,0.028968114406335163,183173521.1627197,4.572617748017216e+19,0.2099363820266489,147498521.13863564,3.313846434546115e+20,0.7374023650233062,46628022.04533427,1.1639898594842724e+21,0.9604393927501594,6747919.9511000095,1.5160538761969994e+21,0.9962753629078334,629972.8857449709,1.5726209660882762e+21,0.9995844381367551,70229.47854729152,1.5778443423526224e+21,0.013080538021818128,186322112.49942112,0.10610008566849191,167923708.61834705,0.56021228553289,79797892.34549291,0.9158349780038422,14494842.772259695
NGC4559,1,15385354698.258595,14.03998274149216,0.4674449814287114,0.0,67.1129130355552,24844170.00900402,1327147.4651950106,317773764.4128921,75660420.09830764,1.087922707400602e-11,4.2595253171831535e-08,15385354698.258595,14.03998274149216,0.00014994972768314483,36717518.81448256,3.5494470961836236e+16,0.0013464472657394241,36633168.53392551,3.187163732395615e+17,0.014582082438614266,35706492.74038923,3.451712181659903e+18,0.10844036598224388,29503674.625730924,2.5668825685238653e+19,0.48828516503608627,11956420.335707285,1.1558156109553859e+20,0.873741984178589,2377214.331079133,2.068227129501492e+20,0.9865782695450998,241579.00606880337,2.3353209292879167e+20,0.9984839773512878,27166.033718109833,2.3635028277505674e+20,0.027998098051729006,34779475.39629598,0.18214891839193606,25140770.530474775,0.631157085748218,7840286.970358129,0.9302070290594846,1283901.1985291322
NGC5005,2,104496888148.75304,7.12121472242733,0.0044410998849073,0.044123641698952,68.17280115532571,655911617.0130292,69080028.04781204,650124097.3300676,34398100.38783427,2.872227737685363e-10,6.744785601700965e-07,104496888148.75304,7.12121472242733,4.984342376867194e-05,82895576.42927147,5.4427023188053926e+17,0.00041977410011711483,77570505.05640548,4.583765109486465e+18,0.0032101215552522333,53388161.68922932,3.505324215588899e+19,0.019808992385690442,36605248.95623138,2.1630626598038857e+20,0.169476167666662,28185914.1036413,1.850611898216658e+21,0.6407253037443612,11840031.435956262,6.996463791475297e+21,0.9515128274451903,1582479.6602453901,1.0390139121149302e+22,0.9943637572027427,183749.5425146094,1.0858054117993853e+22,0.0018832384149269998,61761897.69779112,0.010914670198677201,39772549.8843238,0.09496914530680235,31145682.83226503,0.4766319784963646,17368247.318648323
NGC5033,3,106070624737.13971,20.66312261677009,0.1704253200276849,0.2503490180769429,66.1278208929179,79077576.03072953,2870242.9503521854,328223013.0418817,31804555.527314115,3.462795922699335e-11,9.464318306805139e-08,106070624737.13971,20.66312261677009,0.0012263288036251682,2070247111.525352,1.3797397693954212e+19,0.009187471297591942,1723331174.3904524,1.0336803222752254e+20,0.03822919782789897,645372482.0389175,4.301158420100142e+20,0.09664647892657462,181283711.9533534,1.0873673532974398e+21,0.40867639326653765,68991376.55477022,4.5980088776849207e+21,0.836860533271038,15697331.712818513,9.415498973670312e+21,0.9818111503985559,1657460.6191809406,1.1046335095744913e+22,0.9979335941712932,187186.44304855197,1.1227728346782718e+22,0.06697777714050933,264822013.2098942,0.23456923052664075,103050923.11911197,0.7182874491507762,28400215.186069638,0.9544487734889712,4193083.080722814
NGC5055,4,90571053370.6587,10.52336513359186,0.1642126728183273,0.0,48.33086423217389,260333625.735543,18553971.74031288,1233282715.265656,192700424.26025873,1.1399972824005852e-10,1.351307833670834e-07,90571053370.6587,10.52336513359186,0.00012107365671772696,174525628.1369235,9.931812153273907e+17,0.0010883194065954577,174310446.12647504,8.927610020294383e+18,0.011925303694878294,171901235.53668803,9.782464607012495e+19,0.09576274694169189,153378199.82390374,7.855528937428505e+20,0.49190457039962193,70907211.74183206,4.0351501086120545e+21,0.8602625420960809,13778376.69620852,7.056833172649357e+21,0.9835979495569035,1417839.8062332133,8.068567791026534e+21,0.9981224957195775,159864.0770929687,8.187714323814877e+21,0.013184731681295532,171621450.1470974,0.10469376113345814,151418369.04313356,0.513475648685553,66837488.67460996,0.8708063512739357,12594454.152260143
NGC5371,0,79117129482.61937,4.991934561530928,0.071845700215394,0.0,50.58392667780212,1010608349.3598853,151836177.4733409,552315338.3525991,37117966.28713704,4.4254397355950827e-10,2.396092893901092e-07,79117129482.61937,4.991934561530928,2.913493645562342e-05,36686368.893075876,1.8237072261618173e+17,0.0002621528947279432,36677759.77104826,1.6409513341578289e+18,0.002905055457794502,36580116.22638085,1.818425325502326e+19,0.0255476684870136,35743692.5672515,1.5991614638431958e+20,0.22533113367328234,28373431.003098924,1.4104647778625344e+21,0.7227423559471808,10111874.040262725,4.524020360235539e+21,0.9665477688879757,1217065.5685559132,6.050125261939123e+21,0.9961679733548603,139373.66457936363,6.235533529463323e+21,0.0007255162765626458,36660640.33453527,0.006491703568124883,36447610.15286871,0.06765954704735365,34188651.57998179,0.3944815165412156,22148128.57137235
NGC5585,1,3355703984.708502,8.26392682897404,0.5842723228163386,0.0,52.60263613084278,15640867.774425197,1419500.8104004776,108284588.7734987,35387120.51421526,6.849113980897948e-12,2.374908837596147e-08,3355703984.708502,8.26392682897404,0.00028756741290756493,15358310.573198717,3238224524331354.0,0.0025793586568995945,15306397.949071243,2.90455110172844e+16,0.027612632182295278,14747268.353925388,3.1093892666757555e+17,0.19224921230858857,11408428.762395604,2.1648701700465853e+18,0.6947162807699266,3710319.0143980915,7.823025825824586e+18,0.951112071271154,564407.7382608213,1.0710234527052767e+19,0.995359135544361,53159.829832578165,1.1208489622129275e+19,0.9994818407068262,5931.112664695406,1.1254914371125344e+19,0.019098450384287598,14935816.85785312,0.1422808868693881,12363314.101955833,0.6130013694065297,4793936.6822145535,0.9302489987088352,808327.8658942404
NGC5907,2,110324814183.62675,13.56891005273378,0.2487788182964383,0.0,87.29295235654257,190736322.44388896,10542647.956023222,471280735.3783429,44127409.679620124,8.352316710020317e-11,1.431423267697182e-07,110324814183.62675,13.56891005273378,4.262459962679886e-05,74843424.21199359,5.1880806895749005e+17,0.00038346701687850393,74813305.16709775,4.667393577359142e+18,0.004241338072576485,74472550.44543414,5.162372044536066e+19,0.03670793110571301,71616111.19046035,4.467929556904508e+20,0.2868861966906881,50373600.00441401,3.491853882941269e+21,0.7627078520428863,14880209.451313766,9.283347910869331e+21,0.9712108251480659,1705323.7900711284,1.1821155322451055e+22,0.9966941344928519,194452.14101867663,1.213132706899111e+22,0.007776239730264775,74160568.42963809,0.06523268723186537,69123571.47632463,0.418106393134884,39874037.90841332,0.8524064264934181,9032492.612049542
