candidate_id,spatial_mode,carrier,amplitude_A,potential_threshold_chi,potential_power,galaxy_equal_RMSE_km_s,galaxy_pooled_RMSE_km_s,cluster_equal_RMSE_dex,cluster_pooled_RMSE_dex,cluster_mean_residual_dex,cluster_median_observed_over_predicted
local__potential_path__A1__ct5e-07__p1,local,potential_path,1.0,5e-07,1.0,14.831085092131529,15.17687186827624,0.30644388803675315,0.3025855104218675,-0.27474044211393944,1.959147389043634
local__potential_path__A1__ct5e-07__p2,local,potential_path,1.0,5e-07,2.0,13.007197675971105,13.137704959160793,0.2930086402570237,0.2897145547800681,-0.2611625450459045,1.902971387226449
local__potential_path__A1__ct5e-07__p4,local,potential_path,1.0,5e-07,4.0,11.819797976657975,11.7711625085161,0.290690158255723,0.28764212652266635,-0.259162115980392,1.897325507525384
local__potential_path__A1__ct1e-06__p1,local,potential_path,1.0,1e-06,1.0,12.776394461301082,12.758233818477702,0.31961709425637164,0.3152010800160214,-0.287933832664605,2.0176809670410076
local__potential_path__A1__ct1e-06__p2,local,potential_path,1.0,1e-06,2.0,11.192917318665216,10.917753347552793,0.2996003843232493,0.2956306336342707,-0.2668559155194955,1.9183876620522105
local__potential_path__A1__ct1e-06__p4,local,potential_path,1.0,1e-06,4.0,10.750745628844168,10.391834135080728,0.2918455900249464,0.2886114005501702,-0.25999439641200905,1.8979027634563717
local__potential_path__A1__ct2e-06__p1,local,potential_path,1.0,2e-06,1.0,11.651847645873884,11.423529861220423,0.34053664329304667,0.3354626584908715,-0.30926090472318596,2.1134202569409775
local__potential_path__A1__ct2e-06__p2,local,potential_path,1.0,2e-06,2.0,10.807837890640755,10.452785595427269,0.3198513192484396,0.31413910383605426,-0.2848567541809433,1.995628719479193
local__potential_path__A1__ct2e-06__p4,local,potential_path,1.0,2e-06,4.0,10.718066099451901,10.35048311530909,0.30517744204969194,0.2998999093052196,-0.2695905676495101,1.9137724508627008
local__potential_path__A1__ct4e-06__p1,local,potential_path,1.0,4e-06,1.0,11.130380744346995,10.811697112974771,0.3695256173259802,0.36397842220509297,-0.33957036209208774,2.2594549804923885
local__potential_path__A1__ct4e-06__p2,local,potential_path,1.0,4e-06,2.0,10.736694754901041,10.370973905387196,0.3628962569979816,0.35505404185678313,-0.3263800865571761,2.2136522435067247
local__potential_path__A1__ct4e-06__p4,local,potential_path,1.0,4e-06,4.0,10.716536594050165,10.348588819586853,0.35907311120052976,0.34887279103758717,-0.31475682414724393,2.1207599785060447
local__potential_path__A2__ct5e-07__p1,local,potential_path,2.0,5e-07,1.0,20.992766405245643,22.368946598065115,0.19310765384063344,0.18771449108375982,-0.13137313835874334,1.4268794692570088
local__potential_path__A2__ct5e-07__p2,local,potential_path,2.0,5e-07,2.0,16.823672110594394,17.76298247178094,0.17721000153757552,0.17252169306405496,-0.11182836216710335,1.3603109770368764
local__potential_path__A2__ct5e-07__p4,local,potential_path,2.0,5e-07,4.0,13.945329802053726,14.473588938158144,0.17412422275084663,0.1697668240157539,-0.1089203408773563,1.3491284078688657
local__potential_path__A2__ct1e-06__p1,local,potential_path,2.0,1e-06,1.0,16.07678351774411,16.683887129362244,0.209840229253741,0.2036791032772731,-0.15066364015262618,1.4929845406922282
local__potential_path__A2__ct1e-06__p2,local,potential_path,2.0,1e-06,2.0,11.993908500129391,11.915217406945818,0.18619494278614415,0.18057367321284587,-0.1201605677327089,1.3886579385800113
local__potential_path__A2__ct1e-06__p4,local,potential_path,2.0,1e-06,4.0,10.802686930417215,10.459215542380184,0.175905065873266,0.17127237395879366,-0.11015763274877881,1.3556693314172414
local__potential_path__A2__ct2e-06__p1,local,potential_path,2.0,2e-06,1.0,13.140882420954416,13.208436826766077,0.2376201937755392,0.2304813014357764,-0.1823718991912888,1.5977726392884943
local__potential_path__A2__ct2e-06__p2,local,potential_path,2.0,2e-06,2.0,10.929654117027315,10.598403541842947,0.21466578231458566,0.2065491814995704,-0.14690676705537634,1.4618436964959474
local__potential_path__A2__ct2e-06__p4,local,potential_path,2.0,2e-06,4.0,10.719773702827343,10.352607631319087,0.19761883952779105,0.18979623736396725,-0.12473378475918413,1.387310802119984
local__potential_path__A2__ct4e-06__p1,local,potential_path,2.0,4e-06,1.0,11.736117836946264,11.527984834852399,0.2781195446482581,0.2701554773872352,-0.22858189454699823,1.7634112992915403
local__potential_path__A2__ct4e-06__p2,local,potential_path,2.0,4e-06,2.0,10.75906544368492,10.396364514012642,0.27643078681695293,0.2651459632019026,-0.21028344923095105,1.6361977399369558
local__potential_path__A2__ct4e-06__p4,local,potential_path,2.0,4e-06,4.0,10.716636460878098,10.348712288189953,0.2827726826529944,0.26774764553620395,-0.19539108184478174,1.5424753082047715
local__potential_path__A3__ct5e-07__p1,local,potential_path,3.0,5e-07,1.0,27.506483086416658,29.84179799205517,0.1464973803300726,0.1414145559590674,-0.024182439121624415,1.1251567999608825
local__potential_path__A3__ct5e-07__p2,local,potential_path,3.0,5e-07,2.0,21.124669702162233,22.854490784687748,0.1398837028676906,0.13560745450001668,-0.001242087043414875,1.064483872365551
local__potential_path__A3__ct5e-07__p4,local,potential_path,3.0,5e-07,4.0,16.54361410537549,17.678909329111136,0.13811454770225398,0.13410543078294793,0.0021888909683274805,1.0529940697893876
local__potential_path__A3__ct1e-06__p1,local,potential_path,3.0,1e-06,1.0,19.864016175513274,21.118676731714487,0.15709530082663878,0.15103181391771264,-0.04703776070245461,1.1782500478448865
local__potential_path__A3__ct1e-06__p2,local,potential_path,3.0,1e-06,2.0,13.034088794781045,13.21025624661931,0.14570838282030163,0.14059346888130964,-0.011114413533655302,1.0916296386047875
local__potential_path__A3__ct1e-06__p4,local,potential_path,3.0,1e-06,4.0,10.871461518556881,10.54939830845949,0.13954714728016543,0.13530282992438478,0.0007109926869923099,1.058366068697509
local__potential_path__A3__ct2e-06__p1,local,potential_path,3.0,2e-06,1.0,14.976052300173327,15.402825147906022,0.17926861738593888,0.17176138780557956,-0.08499848737235416,1.269509917411194
local__potential_path__A3__ct2e-06__p2,local,potential_path,3.0,2e-06,2.0,11.080038971944164,10.782475932514902,0.16816426413441615,0.16032912435200056,-0.04312798966492253,1.1422092283112524
local__potential_path__A3__ct2e-06__p4,local,potential_path,3.0,2e-06,4.0,10.721559637361851,10.354839018434356,0.15984413901406816,0.1523865649365017,-0.016956524959703338,1.083203128743006
local__potential_path__A3__ct4e-06__p1,local,potential_path,3.0,4e-06,1.0,12.496523077507888,12.441302801656017,0.21824679570849032,0.2092861918366616,-0.1412149510847598,1.4207715811499073
local__potential_path__A3__ct4e-06__p2,local,potential_path,3.0,4e-06,2.0,10.78351986020451,10.424594043712778,0.22734671905974238,0.21519536178490717,-0.12043394888149284,1.3216952681809973
local__potential_path__A3__ct4e-06__p4,local,potential_path,3.0,4e-06,4.0,10.71673663704776,10.348836178925104,0.24923977424122887,0.23314630148978038,-0.10472425047226867,1.2388711865841002
local__potential_path__A4__ct5e-07__p1,local,potential_path,4.0,5e-07,1.0,33.95536561918374,37.172360094802,0.1584060617407079,0.15578296112585452,0.061559910584330885,0.9182392678011557
local__potential_path__A4__ct5e-07__p2,local,potential_path,4.0,5e-07,2.0,25.524901258891386,27.987734678226182,0.16561483711872987,0.1634915724761795,0.08669999003239692,0.8780340938511968
local__potential_path__A4__ct5e-07__p4,local,potential_path,4.0,5e-07,4.0,19.327158346361724,21.03843956537562,0.16608828791582353,0.16404205521248016,0.09047191676703552,0.8690881267199835
local__potential_path__A4__ct1e-06__p1,local,potential_path,4.0,1e-06,1.0,23.809583319477387,25.682148026828113,0.1561591159089316,0.15261468056476726,0.03635466876596154,0.9632391061790908
local__potential_path__A4__ct1e-06__p2,local,potential_path,4.0,1e-06,2.0,14.241184124013596,14.698495000024398,0.16521223467530263,0.1627155207756854,0.07581494532027942,0.8889981901774289
local__potential_path__A4__ct1e-06__p4,local,potential_path,4.0,1e-06,4.0,10.956241747416641,10.661103686006376,0.1664728851893938,0.16433278433974635,0.08883441398148448,0.8727122770161513
local__potential_path__A4__ct2e-06__p1,local,potential_path,4.0,2e-06,1.0,17.012941571886778,17.81473130489612,0.16109461373412712,0.15557706937825347,-0.0058109184770239585,1.0531706316208864
local__potential_path__A4__ct2e-06__p2,local,potential_path,4.0,2e-06,2.0,11.257061613679157,11.001987768015148,0.17070360750014885,0.16607669558541202,0.04025896938328943,0.9391625133684667
local__potential_path__A4__ct2e-06__p4,local,potential_path,4.0,2e-06,4.0,10.723423692826826,10.357176971820415,0.17623717464793506,0.17198252205386397,0.0690508044046177,0.8815291202825724
local__potential_path__A4__ct4e-06__p1,local,potential_path,4.0,4e-06,1.0,13.37735043767363,13.501327661939118,0.18489534835758478,0.17664344346692246,-0.06896425150221365,1.1940531879072098
local__potential_path__A4__ct4e-06__p2,local,potential_path,4.0,4e-06,2.0,10.810028050311217,10.455617413328245,0.20727023570652675,0.19691213340223854,-0.04683183330431343,1.100489094339773
local__potential_path__A4__ct4e-06__p4,local,potential_path,4.0,4e-06,4.0,10.716837122507838,10.348960491718397,0.24409900339323226,0.23012352375206574,-0.03125035862243355,1.0184127253350863
local__potential_shape_path__A1__ct5e-07__p1,local,potential_shape_path,1.0,5e-07,1.0,12.118141709084131,11.729848073558783,0.34399970909577565,0.3407265489344738,-0.3178277030509528,2.184141097383767
local__potential_shape_path__A1__ct5e-07__p2,local,potential_shape_path,1.0,5e-07,2.0,11.480487209804242,11.15801126510992,0.33254002624625156,0.32975011603231835,-0.30647674891888943,2.1189378987249663
local__potential_shape_path__A1__ct5e-07__p4,local,potential_shape_path,1.0,5e-07,4.0,11.096174096027791,10.79071659292995,0.3306154184003636,0.32802877043630285,-0.30482052529995113,2.1049958022025628
local__potential_shape_path__A1__ct1e-06__p1,local,potential_shape_path,1.0,1e-06,1.0,11.46305177349467,11.083063107026364,0.35512438104953703,0.35138352605849665,-0.32879548623762156,2.239660987187096
local__potential_shape_path__A1__ct1e-06__p2,local,potential_shape_path,1.0,1e-06,2.0,10.91327357758105,10.555079940943584,0.33798951586911385,0.3346443279158943,-0.3111817608457429,2.1476350229882564
local__potential_shape_path__A1__ct1e-06__p4,local,potential_shape_path,1.0,1e-06,4.0,10.737671728727884,10.372985897119532,0.3315381688208323,0.328802576889041,-0.3054955136991913,2.112472862092968
local__potential_shape_path__A1__ct2e-06__p1,local,potential_shape_path,1.0,2e-06,1.0,11.091873303780105,10.71514900068685,0.3726936097646991,0.3684066023801117,-0.34643747456301144,2.323545347889516
local__potential_shape_path__A1__ct2e-06__p2,local,potential_shape_path,1.0,2e-06,2.0,10.763360107061404,10.396964906726204,0.354672839051103,0.3499009138384108,-0.32601503554864747,2.232740333241996
local__potential_shape_path__A1__ct2e-06__p4,local,potential_shape_path,1.0,2e-06,4.0,10.717702750397093,10.349919578207553,0.3420518279112217,0.33770488916733066,-0.3132568184541186,2.176009196712026
local__potential_shape_path__A1__ct4e-06__p1,local,potential_shape_path,1.0,4e-06,1.0,10.901478713910336,10.5276789083967,0.39686050597200045,0.3921900880344374,-0.3713249929157797,2.446608807920213
local__potential_shape_path__A1__ct4e-06__p2,local,potential_shape_path,1.0,4e-06,2.0,10.727913956210786,10.36024956257649,0.3902113742927116,0.38367695783047445,-0.36006311930542706,2.3911331196917804
local__potential_shape_path__A1__ct4e-06__p4,local,potential_shape_path,1.0,4e-06,4.0,10.716515869087202,10.348556284395466,0.3853324073055264,0.37695794821997564,-0.34990329187119407,2.317939922275685
local__potential_shape_path__A2__ct5e-07__p1,local,potential_shape_path,2.0,5e-07,1.0,14.125278228504062,13.778476403966081,0.23783731075196662,0.23321141618989455,-0.19449823286159826,1.6271404201594235
local__potential_shape_path__A2__ct5e-07__p2,local,potential_shape_path,2.0,5e-07,2.0,12.632985010173721,12.428077254698584,0.22180565125639137,0.21787075530387598,-0.17741053799211293,1.563393403018062
local__potential_shape_path__A2__ct5e-07__p4,local,potential_shape_path,2.0,5e-07,4.0,11.716741401752993,11.535944903037732,0.21887720680812828,0.2152550319250615,-0.17488919402642195,1.5566073588596199
local__potential_shape_path__A2__ct1e-06__p1,local,potential_shape_path,2.0,1e-06,1.0,12.492103207863492,12.135474652032604,0.25393582151000704,0.2486020065759309,-0.21125214443709187,1.6917203593461343
local__potential_shape_path__A2__ct1e-06__p2,local,potential_shape_path,2.0,1e-06,2.0,11.170616983705463,10.836326579949356,0.23019169040892987,0.2253926322954581,-0.1846155045674704,1.580905439939398
local__potential_shape_path__A2__ct1e-06__p4,local,potential_shape_path,2.0,1e-06,4.0,10.761934428414111,10.401458366336787,0.22043900434761687,0.2165692446112002,-0.17594241514975023,1.5573230027294127
local__potential_shape_path__A2__ct2e-06__p1,local,potential_shape_path,2.0,2e-06,1.0,11.571952959518626,11.20135610392323,0.2798751384898589,0.2736779750595351,-0.2386144587945354,1.80914509309021
local__potential_shape_path__A2__ct2e-06__p2,local,potential_shape_path,2.0,2e-06,2.0,10.815439698809152,10.45190368686895,0.2561389337834397,0.2490993723819576,-0.20762181847507458,1.6768487894286856
local__potential_shape_path__A2__ct2e-06__p4,local,potential_shape_path,2.0,2e-06,4.0,10.718981639181505,10.351390612608707,0.2388025158542954,0.23217572387693444,-0.1882628101105918,1.575516468542269
local__potential_shape_path__A2__ct4e-06__p1,local,potential_shape_path,2.0,4e-06,1.0,11.119246771579796,10.744595086301326,0.3165318186417462,0.3096542580063245,-0.27810475977957366,1.9838284217841868
local__potential_shape_path__A2__ct4e-06__p2,local,potential_shape_path,2.0,4e-06,2.0,10.739741790853053,10.372472917530931,0.31140830430495386,0.3016054974157684,-0.26164222207825155,1.8797929807726361
local__potential_shape_path__A2__ct4e-06__p4,local,potential_shape_path,2.0,4e-06,4.0,10.716594753385031,10.348646863382546,0.31162275412217,0.2986582219792017,-0.24768548652682773,1.7471722221247363
local__potential_shape_path__A3__ct5e-07__p1,local,potential_shape_path,3.0,5e-07,1.0,16.455200630862944,16.175916116156746,0.1717053851371708,0.16640057910430708,-0.09904342383538604,1.2893186354533024
local__potential_shape_path__A3__ct5e-07__p2,local,potential_shape_path,3.0,5e-07,2.0,14.04169861078859,13.989772536177025,0.1568580620194866,0.15232439459096198,-0.07844939681753801,1.2294194976813388
local__potential_shape_path__A3__ct5e-07__p4,local,potential_shape_path,3.0,5e-07,4.0,12.519891871141677,12.50152232450125,0.15380742556147747,0.14961786566138782,-0.07539106356167571,1.224052675479649
local__potential_shape_path__A3__ct1e-06__p1,local,potential_shape_path,3.0,1e-06,1.0,13.719859102550858,13.408497143630925,0.18802676429663479,0.18187438998854133,-0.11942541261939399,1.3619866039036563
local__potential_shape_path__A3__ct1e-06__p2,local,potential_shape_path,3.0,1e-06,2.0,11.481829904806087,11.183329687631383,0.16582975234489553,0.160319270135639,-0.08722416674389745,1.2456780710621862
local__potential_shape_path__A3__ct1e-06__p4,local,potential_shape_path,3.0,1e-06,4.0,10.7891643051451,10.433796826418561,0.15568780789762474,0.15120536309120064,-0.0766874778827776,1.2246391257613607
local__potential_shape_path__A3__ct2e-06__p1,local,potential_shape_path,3.0,2e-06,1.0,12.139527741007864,11.786889696654448,0.2158314350611187,0.20857384970465453,-0.153049968359668,1.4737928055177782
local__potential_shape_path__A3__ct2e-06__p2,local,potential_shape_path,3.0,2e-06,2.0,10.872533880697764,10.513093906813216,0.19465064491496487,0.1864991200063255,-0.11550258171049886,1.3304639903730442
local__potential_shape_path__A3__ct2e-06__p4,local,potential_shape_path,3.0,2e-06,4.0,10.720273686325104,10.352878853074156,0.17873099932681963,0.17085936869665058,-0.09204869949335512,1.2521199315461438
local__potential_shape_path__A3__ct4e-06__p1,local,potential_shape_path,3.0,4e-06,1.0,11.367010646629836,10.995996164679102,0.2574067990390753,0.24916682557143793,-0.20232948843137355,1.6559464404684918
local__potential_shape_path__A3__ct4e-06__p2,local,potential_shape_path,3.0,4e-06,2.0,10.751918157186438,10.38513270371516,0.25817682234929096,0.24657740589873647,-0.18302869067051808,1.5314084446052334
local__potential_shape_path__A3__ct4e-06__p4,local,potential_shape_path,3.0,4e-06,4.0,10.716673689504653,10.348737510145197,0.2684136180247554,0.2529818293723082,-0.16756945556123637,1.4251136134393891
local__potential_shape_path__A4__ct5e-07__p1,local,potential_shape_path,4.0,5e-07,1.0,18.943924136495387,18.740661962101356,0.14389213951742957,0.13926844659605334,-0.021044187175957855,1.0856225451697263
local__potential_shape_path__A4__ct5e-07__p2,local,potential_shape_path,4.0,5e-07,2.0,15.609591394145227,15.723713363872005,0.13753706207422559,0.13378540686784968,0.0019254566276339872,1.018456005865715
local__potential_shape_path__A4__ct5e-07__p4,local,potential_shape_path,4.0,5e-07,4.0,13.45546096999663,13.618770267918299,0.13573698311320959,0.1322708978941518,0.005350808460241744,1.0102638759803813
local__potential_shape_path__A4__ct1e-06__p1,local,potential_shape_path,4.0,1e-06,1.0,15.081610743997919,14.827488376224206,0.1543311318351391,0.14865734711724235,-0.0439276141803037,1.1394208517320306
local__potential_shape_path__A4__ct1e-06__p2,local,potential_shape_path,4.0,1e-06,2.0,11.840359509180455,11.587288681064699,0.1434286502093871,0.13879100813449682,-0.007931211648290137,1.052749222369401
local__potential_shape_path__A4__ct1e-06__p4,local,potential_shape_path,4.0,1e-06,4.0,10.819299666492002,10.469912993503787,0.13724067505742674,0.13351995764727773,0.0038845761965700006,1.0116044961014605
local__potential_shape_path__A4__ct2e-06__p1,local,potential_shape_path,4.0,2e-06,1.0,12.778788954446615,12.453022746032213,0.1763198038707866,0.16910518354543927,-0.08195367364340646,1.2407063121786073
local__potential_shape_path__A4__ct2e-06__p2,local,potential_shape_path,4.0,2e-06,2.0,10.934498251586485,10.580342505023813,0.16588680676784331,0.15843322219865397,-0.03991894824677149,1.1045083642282456
local__potential_shape_path__A4__ct2e-06__p4,local,potential_shape_path,4.0,2e-06,4.0,10.721578875164473,10.3543842762401,0.15793368360009696,0.15087286826937438,-0.013661474885355851,1.0446364411275435
local__potential_shape_path__A4__ct4e-06__p1,local,potential_shape_path,4.0,4e-06,1.0,11.642062665926987,11.278657852467784,0.2151895625962054,0.20641871337883083,-0.13831414185936747,1.420277357555736
local__potential_shape_path__A4__ct4e-06__p2,local,potential_shape_path,4.0,4e-06,2.0,10.764440656403178,10.398225757098256,0.22480163439456727,0.2129164100896922,-0.11731541307435112,1.3190891563713132
local__potential_shape_path__A4__ct4e-06__p4,local,potential_shape_path,4.0,4e-06,4.0,10.71675267744197,10.348828224677687,0.24721796133498708,0.23148432939964425,-0.10138312964837431,1.2117589330908958
shape_diffusion__potential__A1__ct5e-07__p1,shape_diffusion,potential,1.0,5e-07,1.0,18.675805099258948,19.96256960932589,0.2664010222258437,0.26312390625881243,-0.22909906518421652,1.7771806487022506
shape_diffusion__potential__A1__ct5e-07__p2,shape_diffusion,potential,1.0,5e-07,2.0,14.929707754195563,15.696409116717396,0.24962679304106217,0.24718856579975523,-0.21195042388153892,1.6903209359346347
shape_diffusion__potential__A1__ct5e-07__p4,shape_diffusion,potential,1.0,5e-07,4.0,12.382460281260416,12.74669828650141,0.24661943384698917,0.24452216901162716,-0.209275435312317,1.684296001802263
shape_diffusion__potential__A1__ct1e-06__p1,shape_diffusion,potential,1.0,1e-06,1.0,14.185666712897811,14.715563963522069,0.2832391498469743,0.27910584416806306,-0.24594372886920246,1.8255641893934236
shape_diffusion__potential__A1__ct1e-06__p2,shape_diffusion,potential,1.0,1e-06,2.0,10.791431920867643,10.646744049391982,0.25832949009675654,0.2549327658492316,-0.21958936049804528,1.7319974450783873
shape_diffusion__potential__A1__ct1e-06__p4,shape_diffusion,potential,1.0,1e-06,4.0,10.026412786107294,9.707884860754156,0.2481942658732333,0.24583606322757207,-0.21047414890850638,1.6848078311276666
shape_diffusion__potential__A1__ct2e-06__p1,shape_diffusion,potential,1.0,2e-06,1.0,11.666474542517063,11.683190799081517,0.3102880575870906,0.3050740247225089,-0.2732352596844382,1.9260651882872957
shape_diffusion__potential__A1__ct2e-06__p2,shape_diffusion,potential,1.0,2e-06,2.0,10.095200157823815,9.780223521652179,0.2858176436670438,0.2798334424543069,-0.24374562528105667,1.7970777448215909
shape_diffusion__potential__A1__ct2e-06__p4,shape_diffusion,potential,1.0,2e-06,4.0,10.027386840228086,9.709654748264622,0.26754073221310953,0.2621159891925438,-0.22445302348129137,1.7297080681702899
shape_diffusion__potential__A1__ct4e-06__p1,shape_diffusion,potential,1.0,4e-06,1.0,10.594316228852048,10.371715233838785,0.34801464741746324,0.34187715907436944,-0.31209322762784286,2.1248215290842927
shape_diffusion__potential__A1__ct4e-06__p2,shape_diffusion,potential,1.0,4e-06,2.0,10.034543684967852,9.714128017774494,0.34459195548241706,0.335302696047778,-0.2988558817547656,2.0857005466623835
shape_diffusion__potential__A1__ct4e-06__p4,shape_diffusion,potential,1.0,4e-06,4.0,10.029569849509748,9.712610562293149,0.346888763760107,0.333934944430221,-0.28835690595528485,1.960098059839461
shape_diffusion__potential__A2__ct5e-07__p1,shape_diffusion,potential,2.0,5e-07,1.0,30.936852540825377,33.978508847056474,0.1470301925044082,0.1438287464528407,-0.06019439726713537,1.1992305805957626
shape_diffusion__potential__A2__ct5e-07__p2,shape_diffusion,potential,2.0,5e-07,2.0,23.01541063614119,25.200444972008597,0.1349680982842324,0.13272975853063176,-0.03706120446610563,1.1330227285729317
shape_diffusion__potential__A2__ct5e-07__p4,shape_diffusion,potential,2.0,5e-07,4.0,17.208059243749585,18.657006094122345,0.13273779093158855,0.1308172457949079,-0.0334830939328545,1.1235175057145765
shape_diffusion__potential__A2__ct1e-06__p1,shape_diffusion,potential,2.0,1e-06,1.0,21.31810460114154,23.055808354043716,0.16259141783045003,0.15823054663928315,-0.08330132411902567,1.2435531597577651
shape_diffusion__potential__A2__ct1e-06__p2,shape_diffusion,potential,2.0,1e-06,2.0,12.626707683092288,12.942029574572178,0.14234176763310957,0.13908671624625765,-0.04736580332634891,1.1612860146234305
shape_diffusion__potential__A2__ct1e-06__p4,shape_diffusion,potential,2.0,1e-06,4.0,10.087888923040143,9.79048507607311,0.13414138863561545,0.13197284008527094,-0.03508824281042335,1.125208080583739
shape_diffusion__potential__A2__ct2e-06__p1,shape_diffusion,potential,2.0,2e-06,1.0,15.02725390092018,15.732118097255393,0.19202725666757722,0.18597150734273904,-0.12155141869659007,1.3661949609107766
shape_diffusion__potential__A2__ct2e-06__p2,shape_diffusion,potential,2.0,2e-06,2.0,10.276368402549473,10.002669004954642,0.1712177031714583,0.16458181923063978,-0.08070452629598672,1.2322209185753525
shape_diffusion__potential__A2__ct2e-06__p4,shape_diffusion,potential,2.0,2e-06,4.0,10.025341116438527,9.706884050694478,0.15650921210286145,0.15057558703027166,-0.054365453630566725,1.1651276363047596
shape_diffusion__potential__A2__ct4e-06__p1,shape_diffusion,potential,2.0,4e-06,1.0,11.859770185988147,11.923967244319012,0.23917612382183004,0.23138465969365613,-0.17781745807958496,1.5841874938221985
shape_diffusion__potential__A2__ct4e-06__p2,shape_diffusion,potential,2.0,4e-06,2.0,10.047522450701642,9.726418718960515,0.2454337979190798,0.23352006153745639,-0.16024030102143177,1.4482082899244242
shape_diffusion__potential__A2__ct4e-06__p4,shape_diffusion,potential,2.0,4e-06,4.0,10.029415552367585,9.712401791383028,0.26651244454321515,0.24938419788405147,-0.14840605451104744,1.3672818211223023
shape_diffusion__potential__A3__ct5e-07__p1,shape_diffusion,potential,3.0,5e-07,1.0,42.76656127602779,47.31988928223989,0.14534828867093566,0.14480505330701213,0.06109445903101102,0.9043144236273541
shape_diffusion__potential__A3__ct5e-07__p2,shape_diffusion,potential,3.0,5e-07,2.0,31.208197481783067,34.62445952989376,0.15489442366560527,0.15457648737316862,0.08727413617722986,0.8520986933201213
shape_diffusion__potential__A3__ct5e-07__p4,shape_diffusion,potential,3.0,5e-07,4.0,22.471904408193097,24.8872597221562,0.1563382952857891,0.15597269040720188,0.091306009774759,0.8428834957760603
shape_diffusion__potential__A3__ct1e-06__p1,shape_diffusion,potential,3.0,1e-06,1.0,28.8005854430487,31.617473338114813,0.1417171411959178,0.1403537410307245,0.034715097851580466,0.9509326516297754
shape_diffusion__potential__A3__ct1e-06__p2,shape_diffusion,potential,3.0,1e-06,2.0,15.028792487873204,15.871751182379299,0.1520714585617449,0.1516580642157257,0.07561236944391983,0.8734688549509746
shape_diffusion__potential__A3__ct1e-06__p4,shape_diffusion,potential,3.0,1e-06,4.0,10.209536059348261,9.953763372502218,0.15597112268081673,0.15563166989340224,0.08949631405310232,0.8454679574866522
shape_diffusion__potential__A3__ct2e-06__p1,shape_diffusion,potential,3.0,2e-06,1.0,19.034313089847302,20.43749321078328,0.14771258213719732,0.14412331786104374,-0.00946472591152634,1.0577220090932986
shape_diffusion__potential__A3__ct2e-06__p2,shape_diffusion,potential,3.0,2e-06,2.0,10.56185292302181,10.362823491399778,0.15422261806166906,0.15169012644274502,0.03741389888725782,0.9413107142029162
shape_diffusion__potential__A3__ct2e-06__p4,shape_diffusion,potential,3.0,2e-06,4.0,10.023587146347362,9.704507551735974,0.1603688668626178,0.15852997597378912,0.06741151855796898,0.8744502912537158
shape_diffusion__potential__A3__ct4e-06__p1,shape_diffusion,potential,3.0,4e-06,1.0,13.580477972981747,14.011462869066522,0.17820385616795556,0.17124992001596331,-0.0756760611712185,1.253030938030135
shape_diffusion__potential__A3__ct4e-06__p2,shape_diffusion,potential,3.0,4e-06,2.0,10.068519363118105,9.749499150495861,0.20034364099352153,0.19025846726421422,-0.056161006058131555,1.1348007791244443
shape_diffusion__potential__A3__ct4e-06__p4,shape_diffusion,potential,3.0,4e-06,4.0,10.02926240877003,9.712194578301153,0.24256077749349128,0.2273637700660132,-0.04491084276996628,1.0484723738406723
shape_diffusion__potential__A4__ct5e-07__p1,shape_diffusion,potential,4.0,5e-07,1.0,53.90749624062846,59.819958808597015,0.20272285602467818,0.20400239556834704,0.1557958778428245,0.7258220078600952
shape_diffusion__potential__A4__ct5e-07__p2,shape_diffusion,potential,4.0,5e-07,2.0,39.073513208640705,43.592536075003366,0.22309975030770246,0.22380321713532686,0.1838213440184338,0.6828055247246896
shape_diffusion__potential__A4__ct5e-07__p4,shape_diffusion,potential,4.0,5e-07,4.0,27.670613087296893,30.94439903296289,0.2262392884458722,0.2266746056519489,0.18812618720843877,0.6744246500532258
shape_diffusion__potential__A4__ct1e-06__p1,shape_diffusion,potential,4.0,1e-06,1.0,36.126444708617704,39.92172514799617,0.18556903946546616,0.18703709948527208,0.12740475063232046,0.7661543147120335
shape_diffusion__potential__A4__ct1e-06__p2,shape_diffusion,potential,4.0,1e-06,2.0,17.68975593401302,19.049497684452334,0.21491628396800902,0.21622596744841868,0.17133720686129703,0.6999827173239361
shape_diffusion__potential__A4__ct1e-06__p4,shape_diffusion,potential,4.0,1e-06,4.0,10.386186713446309,10.189724118046644,0.22497997754684004,0.22560042155720939,0.18619333239420932,0.6771281089508361
shape_diffusion__potential__A4__ct2e-06__p1,shape_diffusion,potential,4.0,2e-06,1.0,23.233939162981258,25.290958409058153,0.16558769279056243,0.16611137459114594,0.07950508495419822,0.8672053516653386
shape_diffusion__potential__A4__ct2e-06__p2,shape_diffusion,potential,4.0,2e-06,2.0,10.938727066495474,10.840587891423498,0.1965268902108987,0.19809056465958097,0.13012687876621185,0.7600909627737085
shape_diffusion__potential__A4__ct2e-06__p4,shape_diffusion,potential,4.0,2e-06,4.0,10.022123929882833,9.70252396722857,0.2167189518582921,0.2180366633902529,0.16236587662608803,0.6998384384909934
shape_diffusion__potential__A4__ct4e-06__p1,shape_diffusion,potential,4.0,4e-06,1.0,15.567951456345451,16.383637675355036,0.16098478812139985,0.1576561666331447,0.006844746510069494,1.0239062624305508
