galaxy,n_points_theory,sigma_v_true,Q_gal,G_sigma,K_mean,rms_gr_theory,rms_theory,delta_rms_theory,rotmod_path,sigma_v,sigma_ref,beta_sigma,A_base,A_eff,sigma_gate,accel_gate_min,accel_gate_median,accel_gate_max,n_points_emp,rms_gr_emp,rms_metric_resonance_sigma,delta_rms_emp,delta_emp,delta_theory,delta_emp_vs_gr,delta_theory_vs_gr
NGC3953,8,32.925,7.424387351880671,0.8812970061524107,-0.7142170133067849,18.26639069797791,97.69373330061164,79.42734260263371,data\Rotmod_LTG\NGC3953_rotmod.dat,32.925,25.0,1.5,5.694915875549634,2.2676283496033527,0.3981846965183655,0.0171176424406567,0.1048571242114306,0.4865036427557989,8,18.26639069797791,35.779663142697416,17.513272444719505,17.513272444719505,79.42734260263371,17.513272444719505,79.42734260263373
NGC3972,10,16.95,6.006343035836631,0.8572721896594107,-0.25866170191574,21.173242996045843,31.66443222310273,10.491189227056886,data\Rotmod_LTG\NGC3972_rotmod.dat,16.95,25.0,1.5,5.694915875549634,3.6546392474668177,0.6417371787979392,0.6070393802273388,0.7959148983437434,0.9585562862077106,10,21.173242996045843,9.923944824070944,-11.2492981719749,-11.2492981719749,10.491189227056886,-11.2492981719749,10.491189227056886
NGC3992,9,37.2,4.823766509178033,0.8282898192391405,-1.0520181322883415,51.50181558835592,218.69722870103783,167.1954131126819,data\Rotmod_LTG\NGC3992_rotmod.dat,37.2,25.0,1.5,5.694915875549634,2.0229773039741485,0.3552251425977218,0.1747875433483629,0.8661869413954791,0.994658320514868,9,51.50181558835592,32.425074774356666,-19.07674081399925,-19.07674081399925,167.1954131126819,-19.07674081399925,167.1954131126819
NGC4010,12,17.775,5.8128327407368765,0.8532181783914102,-0.2448102480790039,17.706376631874576,24.64155172732139,6.935175095446812,data\Rotmod_LTG\NGC4010_rotmod.dat,17.775,25.0,1.5,5.694915875549634,3.560388310575729,0.6251871648994473,0.5946925509544062,0.8738944879649619,0.9768677695206336,12,17.706376631874576,11.441161608306354,-6.265215023568223,-6.265215023568223,6.935175095446812,-6.2652150235682225,6.935175095446812
NGC4013,36,26.7,4.188663813613831,0.8072721540801631,-0.772312677782697,39.2720830188511,124.15566804228035,84.88358502342928,data\Rotmod_LTG\NGC4013_rotmod.dat,26.7,25.0,1.5,5.694915875549634,2.7070759719580715,0.4753495979774773,0.0458578357044163,0.9519223675809428,0.9980896793057668,36,39.2720830188511,37.42456382191925,-1.8475191969318487,-1.8475191969318487,84.88358502342928,-1.8475191969318487,84.88358502342925
NGC4051,7,22.95,7.93485871979218,0.8880788122833061,-0.4278344550573956,29.68213100883276,16.04318259823681,-13.638948410595953,data\Rotmod_LTG\NGC4051_rotmod.dat,22.95,25.0,1.5,5.694915875549634,3.029924432288233,0.5320402440529126,0.0065993866914367,0.2455349803494268,0.6606695560954382,7,29.68213100883276,50.594330783131646,20.912199774298884,20.912199774298884,-13.638948410595953,20.912199774298887,-13.638948410595948
NGC4068,6,3.9675,6.677792753350262,0.8697542337850104,-0.3193140239798223,6.0332781675934655,10.16752335934705,4.134245191753585,data\Rotmod_LTG\NGC4068_rotmod.dat,3.9675,25.0,1.5,5.694915875549634,5.356283156507028,0.9405377135601808,0.9959920236564572,0.9967316903507446,0.9996029780908826,6,6.0332781675934655,5.991662140887784,-0.0416160267056815,-0.0416160267056815,4.134245191753585,-0.04161602670568154,4.134245191753585
NGC4085,7,19.05,7.870378862626782,0.8872652436286277,-0.2855477101190921,33.53583468853068,17.106072541917637,-16.42976214661304,data\Rotmod_LTG\NGC4085_rotmod.dat,19.05,25.0,1.5,5.694915875549634,3.420021322855048,0.6005393929589823,0.0259618325485007,0.1060848354980953,0.4670949687472211,7,33.53583468853068,34.63563668362301,1.099801995092335,1.099801995092335,-16.42976214661304,1.099801995092335,-16.42976214661304
NGC4088,12,25.875,6.998904471471862,0.8749828800223198,-0.3566327328881748,50.78967092195533,17.310331956393696,-33.47933896556163,data\Rotmod_LTG\NGC4088_rotmod.dat,25.875,25.0,1.5,5.694915875549634,2.774006774064821,0.4871023268271006,0.0208465120086083,0.2266743982419476,0.944549202555496,12,50.78967092195533,77.39938723528313,26.6097163133278,26.6097163133278,-33.47933896556163,26.6097163133278,-33.47933896556163
NGC4100,24,25.725,4.660380631886631,0.8233334354996026,-0.4607976920598792,29.35765118897049,65.09949457988488,35.74184339091438,data\Rotmod_LTG\NGC4100_rotmod.dat,25.725,25.0,1.5,5.694915875549634,2.7864161054111998,0.4892813460817407,0.1006028578721511,0.7938698859515347,0.9936317258602908,24,29.35765118897049,21.33793504158432,-8.019716147386173,-8.019716147386173,35.74184339091438,-8.01971614738617,35.74184339091438
NGC4138,7,24.3,5.102388085213455,0.8361297272418522,-0.507500570269991,31.52089157604177,63.31997725734941,31.79908568130765,data\Rotmod_LTG\NGC4138_rotmod.dat,24.3,25.0,1.5,5.694915875549634,2.9080984995859422,0.5106481927277412,0.0034808353885228,0.8200998104358245,0.9929167877339616,7,31.52089157604177,28.13561678449112,-3.38527479155065,-3.38527479155065,31.79908568130765,-3.38527479155065,31.799085681307638
NGC4157,17,27.675,5.165386371849594,0.8378041634882968,-0.3005585515106678,40.01023827592091,35.35650820329453,-4.653730072626381,data\Rotmod_LTG\NGC4157_rotmod.dat,27.675,25.0,1.5,5.694915875549634,2.630786703660466,0.4619535672081478,0.01001711836609,0.7247794484111296,0.9927704424919388,17,40.01023827592091,51.88382505354085,11.87358677761994,11.87358677761994,-4.653730072626381,11.873586777619941,-4.653730072626381
NGC4183,23,16.5,3.900637889016421,0.7959449315279435,-0.1899509923438762,33.263626959210285,39.530558304472834,6.266931345262549,data\Rotmod_LTG\NGC4183_rotmod.dat,16.5,25.0,1.5,5.694915875549634,3.7071773166138593,0.650962612552388,0.8412631219289046,0.98986021094433,0.9998088339505404,23,33.263626959210285,12.882295804642624,-20.38133115456766,-20.38133115456766,6.266931345262549,-20.38133115456766,6.266931345262549
NGC4214,14,12.015,2.9570761234948373,0.7472881570150808,-0.1480742095118917,33.48453104145477,36.375177172707446,2.890646131252673,data\Rotmod_LTG\NGC4214_rotmod.dat,12.015,25.0,1.5,5.694915875549634,4.271686197922099,0.7500876731580913,0.1806767663283978,0.98576601763554,0.9997408911901382,14,33.48453104145477,31.741226366974843,-1.74330467447993,-1.74330467447993,2.890646131252673,-1.7433046744799299,2.890646131252673
NGC4217,19,27.675,5.8720101438837125,0.8544821705640192,-0.2064224777378473,64.40844387153237,44.91427926817513,-19.49416460335724,data\Rotmod_LTG\NGC4217_rotmod.dat,27.675,25.0,1.5,5.694915875549634,2.630786703660466,0.4619535672081478,0.0013053812302218,0.1672308916626431,0.91251871558647,19,64.40844387153237,71.25603978042734,6.847595908894974,6.847595908894974,-19.49416460335724,6.847595908894974,-19.49416460335724
NGC4389,6,11.4525,12.394850653372814,0.9253444457218938,-0.3240112031664987,57.39781645079807,35.33040029111724,-22.067416159680825,data\Rotmod_LTG\NGC4389_rotmod.dat,11.4525,25.0,1.5,5.694915875549634,4.347077492547849,0.7633260240439109,0.0437234570212751,0.1153760314481332,0.3509341854983601,6,57.39781645079807,58.498202660113385,1.1003862093153174,1.1003862093153174,-22.067416159680825,1.1003862093153174,-22.067416159680825
NGC4559,32,18.3,4.651600563137248,0.823058974386383,-0.1572329803463114,23.931662308749097,27.455475543447577,3.52381323469848,data\Rotmod_LTG\NGC4559_rotmod.dat,18.3,25.0,1.5,5.694915875549634,3.5018112365948064,0.6149013107690262,0.1721992606144284,0.967725663725247,0.9987827990811522,32,23.931662308749097,22.331850590514183,-1.5998117182349103,-1.5998117182349103,3.52381323469848,-1.599811718234914,3.52381323469848
NGC5005,18,39.6,7.429587220101518,0.8813702291833032,-0.1530263726826489,57.02955192190641,32.68756116457905,-24.34199075732736,data\Rotmod_LTG\NGC5005_rotmod.dat,39.6,25.0,1.5,5.694915875549634,1.9023790090990025,0.3340486586055844,1.309861306590255e-05,0.0029446667824337,0.0937758613057801,18,57.02955192190641,57.56349821238701,0.5339462904805998,0.5339462904805998,-24.34199075732736,0.5339462904805998,-24.34199075732736
NGC5033,22,29.625,4.057977771300998,0.8022925277224413,-0.126633918109141,61.16313286997931,59.8890207555686,-1.2741121144107057,data\Rotmod_LTG\NGC5033_rotmod.dat,29.625,25.0,1.5,5.694915875549634,2.4869021320642832,0.4366881243569318,2.027322938703504e-05,0.9270618300122092,0.999181495756542,22,61.16313286997931,43.66827075329599,-17.494862116683322,-17.494862116683322,-1.2741121144107057,-17.494862116683315,-1.2741121144107055
NGC5055,28,26.925,4.609304723917126,0.8217247860084745,-0.1361563193917381,58.26922066188828,44.35576028148971,-13.913460380398575,data\Rotmod_LTG\NGC5055_rotmod.dat,26.925,25.0,1.5,5.694915875549634,2.6892041428539777,0.4722113902331234,0.0001638441642091,0.4895933097098016,0.999463116272488,28,58.26922066188828,62.0793286443888,3.810107982500519,3.810107982500519,-13.913460380398575,3.8101079825005186,-13.913460380398575
NGC5371,19,31.95,6.417750813234355,0.8651882457124532,-0.2402850571084238,35.62745617971017,23.1827050721427,-12.444751107567471,data\Rotmod_LTG\NGC5371_rotmod.dat,31.95,25.0,1.5,5.694915875549634,2.329435791713032,0.4090377878476056,0.0004580742273071,0.2572628617077502,0.984710668062664,19,35.62745617971017,60.66587868621126,25.038422506501085,25.038422506501085,-12.444751107567471,25.038422506501085,-12.444751107567473
NGC5585,24,13.4625,3.6914855062408702,0.7868478973941739,-0.1349642351652097,24.178154775922287,25.99284580939942,1.814691033477132,data\Rotmod_LTG\NGC5585_rotmod.dat,13.4625,25.0,1.5,5.694915875549634,4.081893928629766,0.7167610580789853,0.5437462584533848,0.9563724926381318,0.9996970572897916,24,24.178154775922287,13.412896433790037,-10.765258342132253,-10.765258342132253,1.814691033477132,-10.76525834213225,1.814691033477132
NGC5907,19,32.325,4.556266685471806,0.820023037660388,-0.5935699296381987,43.25832707742752,120.74560858990328,77.48728151247576,data\Rotmod_LTG\NGC5907_rotmod.dat,32.325,25.0,1.5,5.694915875549634,2.305379767567084,0.4048136650209226,0.1025280733533964,0.9375551979963404,0.9979029275019357,19,43.25832707742752,36.58825314739016,-6.670073930037361,-6.670073930037361,77.48728151247576,-6.670073930037361,77.48728151247576
NGC5985,33,43.725,4.619932287034639,0.8220619130399432,-0.5466253116228169,80.13943130227766,148.83635534510583,68.69692404282817,data\Rotmod_LTG\NGC5985_rotmod.dat,43.725,25.0,1.5,5.694915875549634,1.7189353261283955,0.3018368249315879,0.0667353351379786,0.4392915811795859,0.963308977536492,33,80.13943130227766,55.32429698704523,-24.815134315232427,-24.815134315232427,68.69692404282817,-24.815134315232427,68.69692404282817
NGC6015,44,23.175,3.5699405543715192,0.7811787728740982,-0.0922119446512345,43.27900492409794,46.300105091668655,3.021100167570715,data\Rotmod_LTG\NGC6015_rotmod.dat,23.175,25.0,1.5,5.694915875549634,3.009165401685469,0.5283950575292818,0.0970730284895046,0.9202519859089648,0.9996516428580338,44,43.27900492409794,19.871820754009917,-23.407184170088023,-23.407184170088023,3.021100167570715,-23.407184170088023,3.021100167570715
NGC6195,23,37.725,6.648610122673058,0.8692572919835901,-0.2562321455104,43.84749983065521,15.78544398037205,-28.06205585028316,data\Rotmod_LTG\NGC6195_rotmod.dat,37.725,25.0,1.5,5.694915875549634,1.9956419711899636,0.3504251888527427,0.0003381129260349,0.0859139046556507,0.9138674849377824,23,43.84749983065521,55.61703225721293,11.769532426557724,11.769532426557724,-28.06205585028316,11.769532426557717,-28.06205585028316
NGC6503,31,17.25,3.2944606720239817,0.7671418889653727,-0.1560278366633082,41.67287570412551,45.37398076551285,3.701105061387345,data\Rotmod_LTG\NGC6503_rotmod.dat,17.25,25.0,1.5,5.694915875549634,3.6200555361399855,0.6356644444358195,0.0283837915042816,0.9967848092241656,0.9999271429715312,31,41.67287570412551,14.624350369529456,-27.048525334596054,-27.048525334596054,3.701105061387345,-27.048525334596054,3.701105061387338
NGC6674,15,36.3,3.703135364696669,0.7873758838611493,-0.2576822899167353,77.68970787051921,100.56367358773346,22.873965717214247,data\Rotmod_LTG\NGC6674_rotmod.dat,36.3,25.0,1.5,5.694915875549634,2.071145913233676,0.3636833200865821,0.0051758397461837,0.983094602285846,0.9996863894665098,15,77.68970787051921,65.79895295254188,-11.890754917977333,-11.890754917977333,22.873965717214247,-11.890754917977333,22.873965717214247
NGC6789,4,25.0,0.8428843726187029,0.4573723588642626,-0.075064763346426,22.346909291739045,23.2012552338242,0.8543459420851569,data\Rotmod_LTG\NGC6789_rotmod.dat,25.0,25.0,1.5,5.694915875549634,2.847457937774817,0.5,0.9455356277146206,0.9706453155509128,0.9903510344581,4,22.346909291739045,22.34690717602529,-2.11571375530184e-06,-2.11571375530184e-06,0.8543459420851569,-2.11571375530184e-06,0.8543459420851534
NGC6946,58,23.55,5.554910281177535,0.847442610637783,-0.082069783125976,27.29685221130175,22.87693675242984,-4.419915458871909,data\Rotmod_LTG\NGC6946_rotmod.dat,23.55,25.0,1.5,5.694915875549634,2.9749743096672256,0.5223912652406129,1.213568635306175e-06,0.4675792916316316,0.9829557499373988,58,27.29685221130175,46.669062265212176,19.372210053910425,19.372210053910425,-4.419915458871909,19.372210053910425,-4.419915458871909
NGC7331,36,35.775,5.333310068848902,0.8421046831547673,-0.4235235712403315,70.71859232887839,45.76198903180669,-24.95660329707169,data\Rotmod_LTG\NGC7331_rotmod.dat,35.775,25.0,1.5,5.694915875549634,2.100030482714786,0.3687553123885445,0.0003240860379689,0.3460626919671962,0.9730988592991282,36,70.71859232887839,75.8804012311108,5.1618089022324085,5.1618089022324085,-24.95660329707169,5.1618089022324085,-24.956603297071695
NGC7793,46,16.2,4.911456400911254,0.8308369491068479,-0.1394236732519684,11.486837363798388,14.038910329584628,2.5520729657862398,data\Rotmod_LTG\NGC7793_rotmod.dat,16.2,25.0,1.5,5.694915875549634,3.7426418435329714,0.6571900139212781,0.0873946167927089,0.2953333036552108,0.9888991417439024,46,11.486837363798388,8.314499341773995,-3.172338022024393,-3.172338022024393,2.5520729657862398,-3.172338022024393,2.5520729657862393
NGC7814,18,32.1,4.391254804557851,0.8145144245167963,-0.142650118286039,53.457344257273526,54.60152732791814,1.1441830706446154,data\Rotmod_LTG\NGC7814_rotmod.dat,32.1,25.0,1.5,5.694915875549634,2.319770268149161,0.4073405681212583,4.172360045502117e-06,0.4458317502685391,0.9755990542253418,18,53.457344257273526,29.02430192141999,-24.433042335853536,-24.433042335853536,1.1441830706446154,-24.433042335853536,1.1441830706446154
PGC51017,6,2.8575,7.778068877674376,0.8860797273369158,-0.4159632700013111,4.522399935416963,4.760140936940648,0.2377410015236849,data\Rotmod_LTG\PGC51017_rotmod.dat,2.8575,25.0,1.5,5.694915875549634,5.483035655337754,0.9627948463432868,0.9953503458192228,0.9991815299478626,0.9999502777653206,6,4.522399935416963,4.630706231361168,0.1083062959442049,0.1083062959442049,0.2377410015236849,0.10830629594420582,0.23774100152368582
UGC00128,22,19.575,2.5701235227778274,0.7198976467845225,-0.1555532721057272,65.11324314929104,69.01657569363758,3.90333254434654,data\Rotmod_LTG\UGC00128_rotmod.dat,19.575,25.0,1.5,5.694915875549634,3.364088673627337,0.5907178871720662,0.988759307600842,0.9998879826560036,0.9999975500215578,22,65.11324314929104,48.56836476520293,-16.544878384088108,-16.544878384088108,3.90333254434654,-16.544878384088108,3.90333254434654
UGC00191,9,8.64,5.375658415825462,0.8431534541565415,-0.2547114865086861,23.831490758619328,28.544240734824484,4.712749976205156,data\Rotmod_LTG\UGC00191_rotmod.dat,8.64,25.0,1.5,5.694915875549634,4.733257658285044,0.831137414796004,0.9730308624027204,0.9845929433946804,0.9996563788200336,9,23.831490758619328,17.53508892462052,-6.296401833998807,-6.296401833998807,4.712749976205156,-6.296401833998807,4.712749976205156
UGC00634,4,25.0,1.9856215900172365,0.6650613716943858,-0.6560480983641965,48.762603305365005,68.0955459786299,19.332942673264892,data\Rotmod_LTG\UGC00634_rotmod.dat,25.0,25.0,1.5,5.694915875549634,2.847457937774817,0.5,0.9956408131130452,0.99939245370756,0.9999448581276954,4,48.762603305365005,30.120902367969965,-18.64170093739504,-18.64170093739504,19.332942673264892,-18.64170093739504,19.332942673264895
UGC00731,12,10.4625,3.5803531409263414,0.7816762225024079,-0.2469412437441641,36.16596928486053,39.38318255067023,3.217213265809697,data\Rotmod_LTG\UGC00731_rotmod.dat,10.4625,25.0,1.5,5.694915875549634,4.481594712840588,0.7869466047921306,0.9998483048140444,0.999951656363938,0.999989343250692,12,36.16596928486053,28.99708216622724,-7.16888711863329,-7.16888711863329,3.217213265809697,-7.16888711863329,3.217213265809697
UGC00891,5,25.0,1.0761425184426086,0.518337497971894,-0.2450147386980765,25.538963308819817,28.5164442723078,2.9774809634879844,data\Rotmod_LTG\UGC00891_rotmod.dat,25.0,25.0,1.5,5.694915875549634,2.847457937774817,0.5,0.9991151360418488,0.9997322248565385,0.9999691632982908,5,25.538963308819817,22.74132639294275,-2.7976369158770678,-2.7976369158770678,2.9774809634879844,-2.7976369158770673,2.9774809634879844
UGC01230,11,15.6,3.861014985630546,0.794281646331875,-0.1743449577622116,43.73505435771638,47.84481835782872,4.109764000112342,data\Rotmod_LTG\UGC01230_rotmod.dat,15.6,25.0,1.5,5.694915875549634,3.814614279488964,0.6698280295704638,0.9866115374241758,0.9979100926044364,0.9999885352299808,11,43.73505435771638,26.93494017056753,-16.800114187148854,-16.800114187148854,4.109764000112342,-16.80011418714885,4.109764000112342
UGC01281,25,8.032499999999999,3.309319236073604,0.7679447854248226,-0.1988871174005142,18.46182557013404,20.615479015861315,2.153653445727272,data\Rotmod_LTG\UGC01281_rotmod.dat,8.032499999999999,25.0,1.5,5.694915875549634,4.8175302094916646,0.845935271875585,0.9967850330658224,0.9996376554046988,0.9999846256393238,25,18.46182557013404,17.84570698928219,-0.6161185808518539,-0.6161185808518539,2.153653445727272,-0.6161185808518503,2.153653445727276
UGC02023,5,25.0,1.507846145997661,0.6012514557179168,-0.1879990539752739,8.845647965450617,10.812245167846516,1.9665972023958995,data\Rotmod_LTG\UGC02023_rotmod.dat,25.0,25.0,1.5,5.694915875549634,2.847457937774817,0.5,0.9895164946356336,0.9952256942125904,0.9977321907199016,5,8.845647965450617,8.407600044353599,-0.4380479210970183,-0.4380479210970183,1.9665972023958995,-0.4380479210970183,1.9665972023958993
UGC02259,8,12.4875,3.6042018411226895,0.7828070891531203,-0.2800649618255802,39.09600045009368,45.12418976345468,6.028189313361004,data\Rotmod_LTG\UGC02259_rotmod.dat,12.4875,25.0,1.5,5.694915875549634,4.20903049152549,0.7390856306756706,0.9899281679349164,0.9964495088186948,0.9996407453047662,8,39.09600045009368,33.251657667579174,-5.844342782514502,-5.844342782514502,6.028189313361004,-5.844342782514509,6.028189313360997
UGC02455,8,5.4075,14.285409300315678,0.9345781339346046,-0.3232785787435239,35.37808204018852,23.35459908999654,-12.023482950191976,data\Rotmod_LTG\UGC02455_rotmod.dat,5.4075,25.0,1.5,5.694915875549634,5.174388241543206,0.9085978361434198,0.2827532375456613,0.6005861246433624,0.9339230980661424,8,35.37808204018852,35.8570640070187,0.4789819668301831,0.4789819668301831,-12.023482950191976,0.4789819668301831,-12.023482950191976
UGC02487,17,49.875,3.697405951648957,0.7871165468147446,-0.8844762879363259,109.51773009092928,282.1082949272441,172.59056483631483,data\Rotmod_LTG\UGC02487_rotmod.dat,49.875,25.0,1.5,5.694915875549634,1.49166414414855,0.261929091973564,0.0217863430527296,0.8948879224980469,0.9983629754427508,17,109.51773009092928,99.41224335728631,-10.105486733642948,-10.105486733642948,172.59056483631483,-10.105486733642962,172.59056483631485
UGC02885,19,44.7,4.275672153077733,0.8104506931090064,-0.1846449910008894,69.35716763455243,84.70075042717461,15.343582792622186,data\Rotmod_LTG\UGC02885_rotmod.dat,44.7,25.0,1.5,5.694915875549634,1.6794979599857582,0.2949118119894378,0.0002905544795615,0.926054946429087,0.9968119853677464,19,69.35716763455243,61.64609075782063,-7.711076876731795,-7.711076876731795,15.343582792622186,-7.711076876731795,15.343582792622186
UGC02916,43,31.425,4.917438105337347,0.831007949352604,-0.1029334104224668,39.97364888805376,33.23846671568351,-6.735182172370251,data\Rotmod_LTG\UGC02916_rotmod.dat,31.425,25.0,1.5,5.694915875549634,2.363723895843678,0.4150586149993915,0.0002330358342181,0.0757755639287884,0.9947977977154684,43,39.97364888805376,39.68772690214708,-0.2859219859066826,-0.2859219859066826,-6.735182172370251,-0.2859219859066826,-6.735182172370251
UGC02953,115,39.45,3.657072268624885,0.785272818990358,-0.0626955415822866,62.22481167957494,58.55516206926779,-3.669649610307154,data\Rotmod_LTG\UGC02953_rotmod.dat,39.45,25.0,1.5,5.694915875549634,1.9095977258326369,0.3353162307508775,6.599948594574291e-06,0.0056509433138274,0.9990227776917696,115,62.22481167957494,54.92613749911588,-7.298674180459066,-7.298674180459066,-3.669649610307154,-7.298674180459059,-3.669649610307154
UGC03205,48,32.55,4.24647859761349,0.8093959631409001,-0.0791660699828678,33.64653417615317,36.85838090807273,3.2118467319195645,data\Rotmod_LTG\UGC03205_rotmod.dat,32.55,25.0,1.5,5.694915875549634,2.291117461450764,0.4023092722558683,0.000500931513961,0.0830028709633926,0.9984054599782578,48,33.64653417615317,25.65928468522669,-7.987249490926477,-7.987249490926477,3.2118467319195645,-7.987249490926477,3.2118467319195645
UGC03546,30,29.175,5.006447502394339,0.8335122383736191,-0.1714526032640052,72.11935937530671,46.96583655573762,-25.15352281956909,data\Rotmod_LTG\UGC03546_rotmod.dat,29.175,25.0,1.5,5.694915875549634,2.51911172047383,0.4423439740856054,1.8490376977328985e-06,0.0147285210498944,0.9943086412729458,30,72.11935937530671,72.51816968805272,0.3988103127460078,0.3988103127460078,-25.15352281956909,0.39881031274600787,-25.153522819569098
UGC03580,47,18.45,3.6044276125866497,0.7828177388941021,-0.1107927844423507,39.24452840755697,35.79312804424256,-3.451400363314413,data\Rotmod_LTG\UGC03580_rotmod.dat,18.45,25.0,1.5,5.694915875549634,3.4852753156722023,0.611997682114282,0.0015427158146652,0.1841816532748841,0.9999337812995316,47,39.24452840755697,31.955368535732312,-7.289159871824658,-7.289159871824658,-3.451400363314413,-7.289159871824658,-3.451400363314413
UGC04278,25,12.57,4.037072773973631,0.801471996758323,-0.1686788349550578,27.66685900630416,30.379051507656257,2.712192501352096,data\Rotmod_LTG\UGC04278_rotmod.dat,12.57,25.0,1.5,5.694915875549634,4.198157667128704,0.7371764146952439,0.9908709212784392,0.9985934246200584,0.9999065646459512,25,27.66685900630416,23.764872401794516,-3.901986604509649,-3.901986604509649,2.712192501352096,-3.901986604509645,2.7121925013520958
UGC04305,22,5.010000000000001,7.848957703245858,0.8869923403935818,-0.3069975123609448,4.955072428351265,5.025256792907631,0.0701843645563657,data\Rotmod_LTG\UGC04305_rotmod.dat,5.010000000000001,25.0,1.5,5.694915875549634,5.226078224098778,0.9176743499471612,0.986206636182815,0.996937362370292,0.9998306234982276,22,4.955072428351265,6.93528364529661,1.980211216945345,1.980211216945345,0.0701843645563657,1.980211216945345,0.07018436455636579
UGC04325,8,13.41,4.143053520329064,0.8055629800375833,-0.235595970902753,35.331222541708,41.02072522949896,5.689502687790956,data\Rotmod_LTG\UGC04325_rotmod.dat,13.41,25.0,1.5,5.694915875549634,4.088661534847618,0.7179494173744944,0.9734089443839432,0.9851157557990498,0.9951568480332252,8,35.331222541708,33.16451162804744,-2.166710913660559,-2.166710913660559,5.689502687790956,-2.166710913660559,5.689502687790956
UGC04483,8,3.12,4.530799885259001,0.8191943261832242,-0.2369171221137473,7.079526352533245,9.07789127668267,1.998364924149426,data\Rotmod_LTG\UGC04483_rotmod.dat,3.12,25.0,1.5,5.694915875549634,5.4544397177718045,0.9577735364256597,0.9975835207468562,0.9994764800795626,0.999834752978808,8,7.079526352533245,7.079383023862047,-0.0001433286711973,-0.0001433286711973,1.998364924149426,-0.00014332867119737358,1.998364924149426
UGC04499,9,10.035,4.521300199625024,0.8188832405693293,-0.2781830630974436,21.50254779202607,27.092994885638877,5.590447093612802,data\Rotmod_LTG\UGC04499_rotmod.dat,10.035,25.0,1.5,5.694915875549634,4.540272281085831,0.797250105234897,0.9661256290396486,0.9969807693879122,0.9993918137240648,9,21.50254779202607,14.58637180225773,-6.916175989768341,-6.916175989768341,5.590447093612802,-6.916175989768341,5.590447093612806
UGC05005,11,11.3325,4.227104952504675,0.8086895118643391,-0.192883839253381,33.6105146121397,36.6633948649245,3.052880252784796,data\Rotmod_LTG\UGC05005_rotmod.dat,11.3325,25.0,1.5,5.694915875549634,4.363265493352049,0.7661685595892911,0.9970591356314098,0.999284832763116,0.999984750204955,11,33.6105146121397,12.984770835528408,-20.62574377661129,-20.62574377661129,3.052880252784796,-20.625743776611294,3.052880252784796
UGC05253,73,32.775,4.192723070802169,0.8074228133553211,-0.0801228443580377,44.104843857398,38.03298239814759,-6.071861459250407,data\Rotmod_LTG\UGC05253_rotmod.dat,32.775,25.0,1.5,5.694915875549634,2.2769820676101427,0.399827164679651,3.9036820433845154e-06,0.005539033264635,0.9989246666049184,73,44.104843857398,38.16583686743747,-5.939006989960525,-5.939006989960525,-6.071861459250407,-5.939006989960532,-6.071861459250414
UGC05414,6,7.334999999999999,5.321091862736802,0.8417994831090722,-0.2888167411971725,12.492346698655776,17.635341617032896,5.14299491837712,data\Rotmod_LTG\UGC05414_rotmod.dat,7.334999999999999,25.0,1.5,5.694915875549634,4.9139673165854525,0.8628691668094554,0.987936513488273,0.9944390869562264,0.9975000884537492,6,12.492346698655776,11.591128789472164,-0.9012179091836128,-0.9012179091836128,5.14299491837712,-0.9012179091836128,5.14299491837712
UGC05716,12,10.815,3.0712388546595686,0.7543745194769176,-0.2506376704628879,34.860659179032254,38.710660642374016,3.850001463341762,data\Rotmod_LTG\UGC05716_rotmod.dat,10.815,25.0,1.5,5.694915875549634,4.433458862150631,0.778494179551466,0.9965137958034548,0.9998894782680254,0.9999826752938258,12,34.860659179032254,24.993879587957316,-9.86677959107494,-9.86677959107494,3.850001463341762,-9.866779591074938,3.850001463341762
UGC05721,23,11.7825,2.699467628070392,0.7296908364835211,-0.1444990583663916,36.993423389983725,39.56403957996567,2.570616189981948,data\Rotmod_LTG\UGC05721_rotmod.dat,11.7825,25.0,1.5,5.694915875549634,4.302746878864826,0.7555417802285894,0.3321189530953595,0.983009812374878,0.9999050683345418,23,36.993423389983725,35.22089886228177,-1.772524527701954,-1.772524527701954,2.570616189981948,-1.772524527701954,2.5706161899819477
UGC05750,11,8.3475,5.452346420467305,0.845017620748333,-0.1789268074118927,20.787271481906608,23.47966300266526,2.692391520758651,data\Rotmod_LTG\UGC05750_rotmod.dat,8.3475,25.0,1.5,5.694915875549634,4.7738451910935344,0.8382643915056597,0.999535586255898,0.9997111082713276,0.9999939786261096,11,20.787271481906608,8.841569496369054,-11.945701985537552,-11.945701985537552,2.692391520758651,-11.945701985537553,2.692391520758651
UGC05764,10,7.4925,3.0765000706909924,0.7546915288460934,-0.2121491488464106,27.9551391121523,30.121677706230045,2.166538594077746,data\Rotmod_LTG\UGC05764_rotmod.dat,7.4925,25.0,1.5,5.694915875549634,4.892243718176368,0.8590546067906935,0.9996511554257816,0.9997405429057648,0.9999648189937104,10,27.9551391121523,27.787662399213943,-0.1674767129383525,-0.1674767129383525,2.166538594077746,-0.1674767129383561,2.166538594077746
