galaxy,status,n_points,alpha,gamma,alpha_eff,gamma_eff,alpha_scaling,gamma_scaling,shell_mode,shell_params,budget_factor,force_match,rms_velocity
KK98-251,ok,15,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 9.39, 'R_stop': 12.52, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.02539871438614416, 0.05659186723327399, 0.08588510099652831, 0.10665472546138002, 0.12650547251334138, 0.14141881988276475, 0.15387704524261062, 0.16259031446663152, 0.14107793981732528, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,4.944728104069875
NGC0024,ok,29,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 33.81, 'R_stop': 45.08, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.03512320445821776, 0.08596083060505617, 0.11716900048593548, 0.15880972981207658, 0.18087922282162278, 0.15731633178591703, 0.09984467169641864, 0.07894870787502009, 0.06482928148039493, 0.02111901897934049, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,43.47200464187546
NGC0055,ok,21,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 40.5, 'R_stop': 54.0, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.03637292852034466, 0.059601961181542096, 0.07794273149310085, 0.09664527071096102, 0.11929033943754759, 0.1353365670845021, 0.1487520636739265, 0.15924131184973997, 0.16681682604833514, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,10.287053536345036
NGC0100,ok,21,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 28.86, 'R_stop': 38.48, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.003218146404487034, 0.008614776501247607, 0.013123428276852226, 0.015405518568687592, 0.016444583701381722, 0.0159911618747336, 0.016361318970507722, 0.01563688081917652, 0.01479369128659931, 0.014770346983716773, 0.01650380999898129, 0.018189920455909368, 0.019813594896236526, 0.021364899229189546, 0.022835864921964575, 0.024220266860952067, 0.025513411618806856, 0.026711939126927584, 0.027813640340470076, 0.02881729259502562, 0.029722513366332512, 0.03052963225528247, 0.031239580318869645, 0.0318537953765272, 0.032374141626543305, 0.03280284177708174, 0.033142419893002345, 0.03339565324651842, 0.03356553160479097, 0.030358889454516546, 0.030700761058593665, 0.031003190195142492, 0.031263068721906026, 0.03147728745424108, 0.03164276160947374, 0.03175645953870334, 0.03181543483096241, 0.03181686181195197, 0.03175807438209558, 0.031636608045610914]}",1.0,False,26.17457424289557
NGC0247,ok,26,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 43.62, 'R_stop': 58.16, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.003337331528644703, 0.006392074411659246, 0.00920902930174595, 0.011436001192727823, 0.013211591071128046, 0.014592879454663421, 0.01476588708752951, 0.014630079871709478, 0.014155825737643164, 0.014710944145047117, 0.01634531187212815, 0.017939604099551087, 0.019485435017351574, 0.02097586549261909, 0.022405136447899678, 0.023768455046303733, 0.025061827574505403, 0.02628193201370084, 0.02742602307510507, 0.028491862837524334, 0.02947767085693371, 0.030382088530740026, 0.031204153449151676, 0.03194328036101645, 0.03259924617233436, 0.033172177063251505, 0.033662536353660316, 0.03407111217909196, 0.03439900437269521, 0.03145092866903815, 0.03192110754711277, 0.03235457886565081, 0.03274747114211643, 0.033095836373869536, 0.033395679669849805, 0.0336429936074037, 0.033833797460658385, 0.03396418136485858, 0.03403035538051057, 0.03402870330086856]}",1.0,False,31.428897456667787
NGC0289,ok,28,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 213.36, 'R_stop': 284.48, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.1384011191795945, 0.140073670391209, 0.17159892352795655, 0.14624221675919574, 0.13591867756829099, 0.1109653783095292, 0.09081184580597652, 0.06598816845824752, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,48.40970419574246
NGC0300,ok,25,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 35.400000000000006, 'R_stop': 47.2, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.05738115068298809, 0.09879100335244483, 0.12450112179709279, 0.1357812789463377, 0.1366346319440391, 0.130274396517831, 0.11884568887792823, 0.1061172591801045, 0.09167346870123386, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,19.07653996525759
NGC0801,ok,13,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 179.46, 'R_stop': 239.28, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.04146690935586607, 0.0811390995967921, 0.10365601088307635, 0.13076080894334366, 0.14773435448734992, 0.14036069484140354, 0.12354794423477017, 0.1041756560242951, 0.09706729038431738, 0.030091231248785637, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,37.84077804495241
NGC0891,ok,18,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 51.33, 'R_stop': 68.44, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.06635392602928145, 0.10053711610459805, 0.11399966731530511, 0.12884084020127567, 0.13070855780065982, 0.13186732574482934, 0.11757764965749241, 0.11364903996749195, 0.09646587717906624, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,69.9229370618946
NGC1003,ok,36,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 90.72, 'R_stop': 120.96, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.20685570493436103, 0.26853249636064824, 0.22958941309870326, 0.1463773331582961, 0.09476398764255045, 0.053881064805440804, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,71.81364128936383
NGC1090,ok,24,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 90.27, 'R_stop': 120.36, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.033537158843836186, 0.08815302516632652, 0.12871745408158553, 0.1570522939541867, 0.15165313782721573, 0.12119248230516526, 0.10740471706385715, 0.09543587809856476, 0.07817844418495376, 0.03867540847430843, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,32.685874781504936
NGC1705,ok,14,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 18.0, 'R_stop': 24.0, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.16561638358115618, 0.20272723793583958, 0.20816621313691303, 0.1674502486992983, 0.11994264546026248, 0.08357642134049666, 0.05252084984603384, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,46.62992210520485
NGC2366,ok,26,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 18.18, 'R_stop': 24.24, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.048293108985502986, 0.11786949316633619, 0.14742382611541097, 0.15848735290471577, 0.143696374205774, 0.12416849943480157, 0.10126655197091997, 0.07995036664052055, 0.059243729785688475, 0.01960069679032964, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,16.566356611045634
NGC2403,ok,73,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 62.61, 'R_stop': 83.48, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.08841806971429828, 0.19495938602325108, 0.20712667242391694, 0.17578783704496742, 0.13164370512814857, 0.09254820117458647, 0.06361534980813578, 0.04590077868269547, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,40.996976183411256
NGC2683,ok,11,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 103.85999999999999, 'R_stop': 138.48, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.20419688290240115, 0.2291528032961234, 0.20250762637250372, 0.13419083374945284, 0.10539824739276003, 0.07135867233746801, 0.05319493394929091, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,41.5134579145024
NGC2841,ok,50,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 190.92000000000002, 'R_stop': 254.56, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.19512167380718565, 0.236605500850861, 0.21078082692882047, 0.15880217575270208, 0.09946285292509581, 0.05980884456809536, 0.039418125167239686, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,111.62763850853206
NGC2903,ok,34,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 74.88, 'R_stop': 99.84, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.07905637394344121, 0.15414075300244012, 0.1456004122147918, 0.14687944104463252, 0.13322062895531758, 0.11005366330833172, 0.08839445397389298, 0.06822932365770733, 0.05118850935520282, 0.0232364405442421, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,65.15853716296752
NGC2915,ok,30,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 30.119999999999997, 'R_stop': 40.16, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.21630928379846598, 0.25861120316330277, 0.23240546874283607, 0.1578540519683585, 0.09761232570618932, 0.03720766662084751, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,88.68225951277502
NGC2955,ok,24,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 106.28999999999999, 'R_stop': 141.72, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.004581282432520029, 0.008498333833280334, 0.010730297311310304, 0.013084069390537393, 0.014301135766562834, 0.014620666297180427, 0.013667682376302519, 0.013930753789156364, 0.013671535862571636, 0.013169395440385239, 0.01475205008145279, 0.016406498244328924, 0.018036725214097025, 0.01963206417370743, 0.021182892759096423, 0.022680583336963635, 0.024117462086843493, 0.025486772635443033, 0.026782641636710715, 0.02800004473638055, 0.02913477203397596, 0.030183392592646092, 0.031143217829608143, 0.03201226379917302, 0.03278921249020376, 0.03347337232307375, 0.03406463806327914, 0.034563450380530714, 0.03497075528082799, 0.03181727259017567, 0.03232957837144983, 0.03280277298228442, 0.03323269974798642, 0.03361514424176318, 0.033945867675344875, 0.034220644877242135, 0.034435306937208233, 0.034585788512224006, 0.03466817968877332, 0.03467878217739831]}",1.0,False,44.13416265587203
NGC2976,ok,27,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 6.8100000000000005, 'R_stop': 9.08, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.001333024319386421, 0.003288010095741444, 0.005549814366212726, 0.008038628691011868, 0.010635388844595632, 0.012802144108929539, 0.013710526821519712, 0.012889640793589481, 0.012381437888894344, 0.013343116386309096, 0.015003497513038349, 0.016654971193251794, 0.018286746684411177, 0.01988896243290695, 0.021452617018997713, 0.022969520099150587, 0.024432256516172722, 0.025834158885585105, 0.02716928537116227, 0.02843240032765772, 0.02961895617384538, 0.03072507535608102, 0.0317475316282551, 0.032683730145249154, 0.03353168606911424, 0.034290001538047364, 0.03495784096073321, 0.03553490468216342, 0.03602140112856477, 0.03295310729521972, 0.0335365143792798, 0.0340820297824453, 0.03458511969214078, 0.03504114628816401, 0.03544540165974808, 0.03579314717195195, 0.03607965845382763, 0.03630027608863268, 0.03645046197289092, 0.03652586117512093]}",1.0,False,3.684117537153559
NGC2998,ok,13,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 126.84, 'R_stop': 169.12, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.006291796052955042, 0.016958242669433805, 0.021284932890150387, 0.021995006249831115, 0.022095200729962322, 0.023682301319047208, 0.02287912650427804, 0.02082059601966273, 0.017151840258101184, 0.013848015906773732, 0.014531973063309774, 0.016142324718921734, 0.017716384296333175, 0.01924258823392592, 0.02071064301042915, 0.022111482642377688, 0.02343723136315557, 0.024681166942889885, 0.02583768197071084, 0.02690224163322862, 0.02787133733031053, 0.02874243601267702, 0.029513925490525814, 0.03018505620177836, 0.030755880077629968, 0.031227187225872345, 0.03160044118605423, 0.03187771350765692, 0.03206161837281625, 0.028961473561432433, 0.029284570429580648, 0.029562681248618883, 0.029792360194614065, 0.029970242693864762, 0.03009308548024088, 0.030157809471238622, 0.030161545114326893, 0.030101679754624425, 0.02997590646894413, 0.029782273701714847]}",1.0,False,34.46027541502741
NGC3109,ok,25,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 19.35, 'R_stop': 25.8, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.028256113480397624, 0.07195658236390609, 0.10577203459841673, 0.12324332579476646, 0.1571104828963368, 0.1282449463469438, 0.15219907959072965, 0.14656561049145445, 0.08665182443704826, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,19.00069937911218
NGC3198,ok,43,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 132.24, 'R_stop': 176.32, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.0711072837220269, 0.17416896956983396, 0.21530572143038423, 0.16453881507207965, 0.15970178632144275, 0.10228069430400767, 0.06815279050246367, 0.04474393907776113, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,38.20607429569718
NGC3521,ok,41,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 53.22, 'R_stop': 70.96, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.05622209465134746, 0.11294503073330892, 0.11782382190292726, 0.12304796120389905, 0.1296755537148541, 0.1299897479154457, 0.12624197263756518, 0.11661026826911484, 0.08744354897153757, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,52.374646113300805
NGC3726,ok,12,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 97.56, 'R_stop': 130.08, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.1030306583477378, 0.14111218448927035, 0.14998384190629366, 0.1404598616926882, 0.12951834821686792, 0.11667490162828888, 0.09839727816749973, 0.07057595595408814, 0.05024696959726537, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,35.29459106417699
NGC3741,ok,21,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 21.0, 'R_stop': 28.0, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.5345197310615645, 0.35604288890482266, 0.10943738003361272, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,48.11048105887638
NGC3769,ok,12,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 111.47999999999999, 'R_stop': 148.64, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.12919632758605915, 0.13470574937384724, 0.12993809555330832, 0.11324639287550198, 0.12573635106850425, 0.1372992292487428, 0.13329549010054004, 0.09658236419349618, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,30.745328174137946
NGC3877,ok,13,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 34.05, 'R_stop': 45.4, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.0024933845249390974, 0.004740956127087051, 0.007326320102200296, 0.01014663674339625, 0.012726958376140688, 0.013817664952355752, 0.014610590035052964, 0.014349415242151177, 0.013273436429948545, 0.013424184879464122, 0.015039841275510194, 0.016644560175743988, 0.01822813715824087, 0.019781257911264376, 0.021295436497573397, 0.02276296940348321, 0.024176900109247633, 0.025530990621762718, 0.02681969748042348, 0.028038150452972796, 0.029182132627431422, 0.03024806096036485, 0.031232966607311757, 0.032134474565446255, 0.032950782318179175, 0.03368063729716919, 0.034323313076453935, 0.03487858429140024, 0.03534670033591018, 0.03245528977942945, 0.03302716185916786, 0.03356164942503545, 0.03405430315504176, 0.034500572550741106, 0.03489583923915596, 0.035235455619624365, 0.03551478902483118, 0.03572927147471966, 0.035874454990582574, 0.03594607230304498]}",1.0,False,29.11083964909839
NGC3893,ok,10,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 57.150000000000006, 'R_stop': 76.2, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.08811740316838729, 0.11721596516636805, 0.1243683286254246, 0.13575228182990615, 0.1404803585306565, 0.12820251938882285, 0.10773839431159113, 0.08921126393722158, 0.06891348504162174, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,31.990887159217674
NGC3917,ok,17,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 44.58, 'R_stop': 59.44, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.0052595967450666265, 0.011861052337867205, 0.01866420749941981, 0.023483591781693708, 0.025693979365055953, 0.026574744712602034, 0.025712818500398967, 0.02313550567648341, 0.01786479885180671, 0.013101248189001612, 0.01466270916964625, 0.016199147934807936, 0.017699274479910817, 0.019153006925449644, 0.020551418411667757, 0.021886692063883367, 0.02315207877921882, 0.02434185479917977, 0.025451277431959234, 0.026476538188220818, 0.02741471317410122, 0.028263710952885875, 0.029022218309807054, 0.029689644477082045, 0.03026606442900841, 0.030752161861205208, 0.031149172439593902, 0.0314588278550416, 0.031683301157387045, 0.028853945277689884, 0.02921487454368267, 0.029534689255504766, 0.029809995443431443, 0.03003743711509215, 0.03021372996608639, 0.0303356979939978, 0.03040031285479968, 0.030404735727117892, 0.030346361368100913, 0.03022286395504358]}",1.0,False,25.00155869938335
