galaxy,status,n_points,alpha,gamma,alpha_eff,gamma_eff,alpha_scaling,gamma_scaling,shell_mode,shell_params,budget_factor,force_match,rms_velocity
UGC06923,ok,6,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 20.64, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,45.832729663513234
UGC06930,ok,10,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 66.44, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,29.009240544366303
UGC06973,ok,9,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 31.4, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,88.52326006161204
UGC06983,ok,17,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 62.72, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,41.69906474731705
UGC07089,ok,12,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 36.64, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,19.190900508212266
UGC07125,ok,13,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 74.72, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,15.485735531407599
UGC07151,ok,11,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 22.0, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,40.32602895073743
UGC07261,ok,7,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 26.68, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,34.661772816667856
UGC07323,ok,10,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 23.28, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,37.77183276713147
UGC07399,ok,10,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 24.52, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,49.02412183936707
UGC07524,ok,31,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 42.76, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,22.807044971664766
UGC07559,ok,7,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 10.12, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,12.65867762166508
UGC07577,ok,9,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 6.76, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,3.2587413724941037
UGC07603,ok,12,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 16.44, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,31.13686632789977
UGC07608,ok,8,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 19.12, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,29.315998356330198
UGC07690,ok,7,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 16.52, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,52.6138063350768
UGC07866,ok,7,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 9.28, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,10.034087507511538
UGC08286,ok,17,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 32.16, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,33.202960413260605
UGC08490,ok,30,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 40.6, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,39.15563209690627
UGC08550,ok,11,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 21.44, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,24.657915025294468
UGC08699,ok,41,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 102.8, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,379.7674377334625
UGC08837,ok,8,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 16.8, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,14.839117775839465
UGC09037,ok,22,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 111.84, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,68.08645375938605
UGC09133,ok,68,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 433.24, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,430.9186679945854
UGC10310,ok,7,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 30.96, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,18.975864474374355
UGC11455,ok,36,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 167.72, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,100.2204993784356
UGC11557,ok,12,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 42.24, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,20.837740296482337
UGC11820,ok,10,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 63.28, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,51.44165474560848
UGC11914,ok,65,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 39.32, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,30.705193381148117
UGC12506,ok,31,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 199.96, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,67.46050179275097
UGC12632,ok,15,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 42.64, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,26.713964670271956
UGC12732,ok,16,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 61.6, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,37.69319276773827
UGCA281,ok,7,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 4.32, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,23.821263087961846
UGCA442,ok,8,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 25.32, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,25.8423691590073
UGCA444,ok,36,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 10.48, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,13.9468453062091
