galaxy,rotmod_path,sigma_v,sigma_ref,beta_sigma,A_base,A_eff,sigma_gate,accel_gate_min,accel_gate_median,accel_gate_max,n_points,rms_gr,rms_metric_resonance_sigma,delta_rms
UGC03580,data\Rotmod_LTG\UGC03580_rotmod.dat,18.45,25.0,1.0,5.694915875549634,3.2767064876580174,0.5753739930955122,0.01318879246929897,0.270481807279407,0.9983658346948925,47,39.24452840755697,31.967480669359993,-7.277047738196977
UGC04278,data\Rotmod_LTG\UGC04278_rotmod.dat,12.57,25.0,1.0,5.694915875549634,3.7895367817072354,0.6654245408570668,0.957902043769064,0.9875903449849252,0.9979450189308935,25,27.66685900630416,24.142132150767747,-3.5247268555364144
UGC04305,data\Rotmod_LTG\UGC04305_rotmod.dat,5.010000000000001,25.0,1.0,5.694915875549634,4.744181835679468,0.8330556481172943,0.9451350028048503,0.9793055147958303,0.9969477258638985,22,4.955072428351265,6.724362368288571,1.7692899399373063
UGC04325,data\Rotmod_LTG\UGC04325_rotmod.dat,13.41,25.0,1.0,5.694915875549634,3.7066622465175953,0.6508721687060661,0.916838963776778,0.9424172525122899,0.9720834806059732,8,35.331222541708,33.40908941371576,-1.9221331279922396
UGC04483,data\Rotmod_LTG\UGC04483_rotmod.dat,3.12,25.0,1.0,5.694915875549634,5.063047542273856,0.8890469416785206,0.9822829073360617,0.993595987542484,0.9969973989454204,8,7.079526352533245,7.079393728981438,-0.00013262355180643226
UGC04499,data\Rotmod_LTG\UGC04499_rotmod.dat,10.035,25.0,1.0,5.694915875549634,4.06373332064338,0.7135721421435707,0.9032401892033128,0.979497368312689,0.992869944403725,9,21.50254779202607,15.204444892475815,-6.298102899550257
UGC05005,data\Rotmod_LTG\UGC05005_rotmod.dat,11.3325,25.0,1.0,5.694915875549634,3.918609974230808,0.6880891763572559,0.9798475479837727,0.9920624847975824,0.9993854176343874,11,33.6105146121397,14.609115181084272,-19.001399431055432
UGC05253,data\Rotmod_LTG\UGC05253_rotmod.dat,32.775,25.0,1.0,5.694915875549634,2.4642647665727537,0.4327131112072696,0.00024786189352892467,0.030464532794857682,0.9896055293534237,73,44.104843857397995,38.552207523093074,-5.552636334304921
UGC05414,data\Rotmod_LTG\UGC05414_rotmod.dat,7.334999999999999,25.0,1.0,5.694915875549634,4.403058509006984,0.7731560228854182,0.9496433972053995,0.9694648906442629,0.9818837677321365,6,12.492346698655776,11.695527885523846,-0.7968188131319298
UGC05716,data\Rotmod_LTG\UGC05716_rotmod.dat,10.815,25.0,1.0,5.694915875549634,3.975230961573107,0.6980315510261064,0.9774739591795162,0.997704932752927,0.9993308991465649,12,34.860659179032254,25.7948926661193,-9.065766512912955
UGC05721,data\Rotmod_LTG\UGC05721_rotmod.dat,11.7825,25.0,1.0,5.694915875549634,3.870669391388319,0.679671039217019,0.3856239350335708,0.937339958363402,0.9979231809221393,23,36.993423389983725,35.388183210784305,-1.60524017919942
UGC05750,data\Rotmod_LTG\UGC05750_rotmod.dat,8.3475,25.0,1.0,5.694915875549634,4.269372423382288,0.7496813854112002,0.9940368779441008,0.995648093130876,0.9996691317543368,11,20.787271481906608,9.41566818361641,-11.371603298290198
UGC05764,data\Rotmod_LTG\UGC05764_rotmod.dat,7.4925,25.0,1.0,5.694915875549634,4.381715684811598,0.7694083249980765,0.9950677887650852,0.9959491435248609,0.9989274530638395,10,27.9551391121523,27.805286190045017,-0.14985292210728218
UGC05829,data\Rotmod_LTG\UGC05829_rotmod.dat,7.484999999999999,25.0,1.0,5.694915875549634,4.382727316876738,0.7695859627520394,0.9935221024640347,0.9958740003098915,0.9990173593126032,11,20.89128746050334,17.544490336911984,-3.3467971235913545
UGC05918,data\Rotmod_LTG\UGC05918_rotmod.dat,5.714999999999999,25.0,1.0,5.694915875549634,4.635288845474226,0.8139345596614033,0.9975537402660021,0.998352741632888,0.9987732346973698,8,18.378285164393436,17.911891961598077,-0.46639320279535923
UGC05986,data\Rotmod_LTG\UGC05986_rotmod.dat,16.95,25.0,1.0,5.694915875549634,3.39387120116188,0.595947556615018,0.7578258401894399,0.8811142927637614,0.9885178656885331,15,38.97404649965343,29.195283609749183,-9.77876288990425
UGC05999,data\Rotmod_LTG\UGC05999_rotmod.dat,25.0,25.0,1.0,5.694915875549634,2.847457937774817,0.5,0.9762084135663459,0.9937018136585078,0.9965068502487858,5,37.193191266338594,19.039497592322597,-18.153693674015997
UGC06399,data\Rotmod_LTG\UGC06399_rotmod.dat,11.625,25.0,1.0,5.694915875549634,3.887314590818862,0.68259385665529,0.9599638380202048,0.9758047029799997,0.9909197833748385,9,28.750319030139067,22.724661705539166,-6.025657324599901
UGC06446,data\Rotmod_LTG\UGC06446_rotmod.dat,12.254999999999995,25.0,1.0,5.694915875549634,3.8215782281234962,0.6710508656556168,0.9390830116947159,0.9921634837696436,0.9975535600046488,17,37.554663229842475,30.655305727218945,-6.8993575026235305
UGC06614,data\Rotmod_LTG\UGC06614_rotmod.dat,29.025,25.0,1.0,5.694915875549634,2.6353150742941387,0.46274872744099954,0.024269362101996025,0.6484908978961695,0.9962695091381084,13,50.98495587013215,58.09945174535383,7.114495875221685
UGC06628,data\Rotmod_LTG\UGC06628_rotmod.dat,6.21,25.0,1.0,5.694915875549634,4.561771768303135,0.8010253123998718,0.9404407571481642,0.9721297029137663,0.9824663871499574,7,8.072900058646603,17.47225910236611,9.399359043719507
UGC06667,data\Rotmod_LTG\UGC06667_rotmod.dat,11.595,25.0,1.0,5.694915875549634,3.890501349603521,0.6831534362617844,0.9968906648143543,0.9975108534390402,0.9996819124899621,9,45.27733630984675,41.55264923802502,-3.7246870718217338
UGC06786,data\Rotmod_LTG\UGC06786_rotmod.dat,33.75,25.0,1.0,5.694915875549634,2.423368457680695,0.425531914893617,0.0008348187348862826,0.15274240282599716,0.9900607849829992,45,51.9524574240025,30.757045330232454,-21.19541209377005
UGC06787,data\Rotmod_LTG\UGC06787_rotmod.dat,37.425,25.0,1.0,5.694915875549634,2.280703194052717,0.40048057669203047,9.078679133570448e-05,0.12987691173888516,0.9872991051622315,71,64.96642478114666,48.4165676753743,-16.549857105772354
UGC06818,data\Rotmod_LTG\UGC06818_rotmod.dat,8.3175,25.0,1.0,5.694915875549634,4.273216684587405,0.7503564192991672,0.925302010624672,0.9773705495183311,0.9942019241258826,8,20.175495852306163,15.392470041107606,-4.7830258111985575
UGC06917,data\Rotmod_LTG\UGC06917_rotmod.dat,15.075,25.0,1.0,5.694915875549634,3.552661182501331,0.6238303181534622,0.7422314746713575,0.9444656681416044,0.9767768867433823,11,30.603998657699744,16.9305144383531,-13.673484219346644
UGC06923,data\Rotmod_LTG\UGC06923_rotmod.dat,11.355,25.0,1.0,5.694915875549634,3.9161847583204743,0.6876633200385092,0.5397070201775738,0.8801739929650837,0.9502954056616819,6,15.1054378478316,12.6844164137954,-2.4210214340362004
UGC06930,data\Rotmod_LTG\UGC06930_rotmod.dat,15.75,25.0,1.0,5.694915875549634,3.4938134205825975,0.6134969325153374,0.7899191635238276,0.9656971752735392,0.9931028121334532,10,31.485550365605146,11.87347145309768,-19.612078912507464
UGC06973,data\Rotmod_LTG\UGC06973_rotmod.dat,26.1,25.0,1.0,5.694915875549634,2.7861623657287833,0.4892367906066536,0.0017659671348470563,0.10444646478597308,0.3645190894614355,9,88.38568001480633,89.37411537942673,0.9884353646204005
UGC06983,data\Rotmod_LTG\UGC06983_rotmod.dat,16.275,25.0,1.0,5.694915875549634,3.4493736375224917,0.6056935190793459,0.7246402943019559,0.9798260895805923,0.9956273849288825,17,42.45443781782275,22.902397900930488,-19.552039916892262
UGC07089,data\Rotmod_LTG\UGC07089_rotmod.dat,10.364999999999998,25.0,1.0,5.694915875549634,4.025813569595387,0.706913615156228,0.9451988587401738,0.9779353663305588,0.9905059982170015,12,14.928726535103594,3.49625552639427,-11.432471008709324
UGC07125,data\Rotmod_LTG\UGC07125_rotmod.dat,9.7125,25.0,1.0,5.694915875549634,4.101487846992894,0.7202016564638098,0.9652339964001702,0.9960033062497773,0.9989471147479669,13,14.698599189568334,10.0058563204738,-4.692742869094534
UGC07151,data\Rotmod_LTG\UGC07151_rotmod.dat,10.1925,25.0,1.0,5.694915875549634,4.0455465479502974,0.7103786318107551,0.7963933000909516,0.9220736346557523,0.9679220972961105,11,15.566865119323268,13.432431345387437,-2.1344337739358306
UGC07232,data\Rotmod_LTG\UGC07232_rotmod.dat,25.0,25.0,1.0,5.694915875549634,2.847457937774817,0.5,0.7772831011190295,0.8650696595041696,0.9185289917549962,4,9.106155029455469,9.10614548293823,-9.546517238945285e-06
UGC07261,data\Rotmod_LTG\UGC07261_rotmod.dat,10.44,25.0,1.0,5.694915875549634,4.017293930269211,0.7054176072234764,0.8327360418192783,0.9532970138270156,0.9895117611366179,7,22.262552465739894,18.285779926621355,-3.9767725391185387
UGC07323,data\Rotmod_LTG\UGC07323_rotmod.dat,9.375,25.0,1.0,5.694915875549634,4.141757000399734,0.7272727272727273,0.8943200301597236,0.9152971156046914,0.9401783109205015,10,10.345457337040719,6.525374201685913,-3.820083135354806
UGC07399,data\Rotmod_LTG\UGC07399_rotmod.dat,14.01,25.0,1.0,5.694915875549634,3.6496512916877943,0.6408613176108691,0.7709886257389779,0.9738237211453986,0.9927458745878177,10,50.95226232229807,48.70932089154962,-2.242941430748445
UGC07524,data\Rotmod_LTG\UGC07524_rotmod.dat,11.895,25.0,1.0,5.694915875549634,3.8588669708291325,0.6775985905949315,0.9532853996245652,0.9916144032129127,0.9935255207680674,31,26.756759638805764,18.471788259827882,-8.284971378977882
UGC07559,data\Rotmod_LTG\UGC07559_rotmod.dat,3.915,25.0,1.0,5.694915875549634,4.92384218878578,0.8646031471554556,0.9868016152348553,0.9924124870914307,0.9957516646420425,7,6.78682547264883,6.750186844446542,-0.03663862820228747
UGC07577,data\Rotmod_LTG\UGC07577_rotmod.dat,1.6049999999999998,25.0,1.0,5.694915875549634,5.351358650206385,0.9396729937981584,0.9965648040025904,0.9973055825770322,0.9993422522366484,9,1.7651840058788588,1.7640059445286262,-0.0011780613502325732
UGC07603,data\Rotmod_LTG\UGC07603_rotmod.dat,9.075,25.0,1.0,5.694915875549634,4.178221478759819,0.7336757153338225,0.8669296290999404,0.9721247706726535,0.9966932225732223,12,25.74568614409514,25.346032007795365,-0.3996541362997732
UGC07608,data\Rotmod_LTG\UGC07608_rotmod.dat,7.965,25.0,1.0,5.694915875549634,4.318910871795566,0.7583801001061732,0.9961900503380655,0.9967687372956531,0.9970765727970787,8,30.63714273310021,29.83977102970002,-0.7973717034001879
UGC07690,data\Rotmod_LTG\UGC07690_rotmod.dat,8.684999999999999,25.0,1.0,5.694915875549634,4.226596315533349,0.742170105388155,0.42630294412333325,0.9208536714960477,0.9868293103816388,7,13.006404800319592,12.380368823239284,-0.6260359770803081
UGC07866,data\Rotmod_LTG\UGC07866_rotmod.dat,3.9,25.0,1.0,5.694915875549634,4.926397816219406,0.8650519031141869,0.9890608200065658,0.9916744534691546,0.9956541295635842,7,7.480355756414136,7.458764957181444,-0.021590799232692248
UGC08286,data\Rotmod_LTG\UGC08286_rotmod.dat,12.375,25.0,1.0,5.694915875549634,3.8093082779596212,0.6688963210702341,0.9535670599015929,0.9788722301236392,0.9966206115712775,17,36.6726781610861,32.18906379822966,-4.483614362856436
UGC08490,data\Rotmod_LTG\UGC08490_rotmod.dat,11.7525,25.0,1.0,5.694915875549634,3.8738289065707323,0.6802258349772125,0.6287756807602125,0.9918211134224237,0.9990860993852073,30,38.25426280569027,31.919999704627912,-6.334263101062355
UGC08550,data\Rotmod_LTG\UGC08550_rotmod.dat,7.86,25.0,1.0,5.694915875549634,4.332711408665272,0.7608034083992696,0.9438991149936388,0.9950591579525717,0.9980653004378255,11,24.99854471571737,23.935877981499697,-1.0626667342176717
UGC08699,data\Rotmod_LTG\UGC08699_rotmod.dat,27.225,25.0,1.0,5.694915875549634,2.7261445072042285,0.4786979415988511,0.0005618057495371473,0.41555609684920913,0.9839911358978449,41,38.29257854611432,26.43908560212761,-11.853492943986712
UGC08837,data\Rotmod_LTG\UGC08837_rotmod.dat,4.755,25.0,1.0,5.694915875549634,4.784839418206716,0.8401949252226517,0.9865931209185134,0.9909114314843566,0.9925848685496499,8,7.952404742389242,7.184499263226524,-0.7679054791627182
UGC09037,data\Rotmod_LTG\UGC09037_rotmod.dat,23.325,25.0,1.0,5.694915875549634,2.946154100129143,0.5173305742369374,0.13775939145031707,0.8049453197858968,0.9706640846381591,22,31.128091400079775,52.595966131329185,21.46787473124941
UGC09133,data\Rotmod_LTG\UGC09133_rotmod.dat,33.975,25.0,1.0,5.694915875549634,2.4141228806908157,0.423908435777872,0.0004889467357128336,0.18289208574545796,0.9982454809613396,68,61.91748044477971,59.69861874518429,-2.218861699595422
UGC09992,data\Rotmod_LTG\UGC09992_rotmod.dat,25.0,25.0,1.0,5.694915875549634,2.847457937774817,0.5,0.9657393876950497,0.989703015881397,0.9956411914260193,5,5.888447315315842,5.685543530828503,-0.20290378448733914
UGC10310,data\Rotmod_LTG\UGC10310_rotmod.dat,10.38,25.0,1.0,5.694915875549634,4.0241067520842515,0.7066139061616732,0.9646476729402963,0.981873279335373,0.9914986496916754,7,22.50539817651381,17.548322138901646,-4.957076037612165
UGC11455,data\Rotmod_LTG\UGC11455_rotmod.dat,40.8,25.0,1.0,5.694915875549634,2.1637218372149065,0.3799392097264438,0.077198232756896,0.12418995064877911,0.8936742635518601,36,39.82149446522485,49.6081872398284,9.786692774603551
UGC11557,data\Rotmod_LTG\UGC11557_rotmod.dat,10.92,25.0,1.0,5.694915875549634,3.9636107151653905,0.6959910913140311,0.6493172119485883,0.7808563645212665,0.9513447250094179,12,20.837740296482337,31.24350715089605,10.405766854413713
UGC11820,data\Rotmod_LTG\UGC11820_rotmod.dat,7.78125,25.0,1.0,5.694915875549634,4.3431198288271755,0.7626310772163966,0.9633160388202768,0.9939540774900583,0.9990048250052345,10,27.350315053297003,14.958472670864037,-12.391842382432966
UGC11914,data\Rotmod_LTG\UGC11914_rotmod.dat,42.6,25.0,1.0,5.694915875549634,2.106107942141137,0.3698224852071006,0.0003446151391100308,0.013780765705523421,0.17242342690884546,65,20.216150253791284,19.990590626163048,-0.22555962762823611
UGC12506,data\Rotmod_LTG\UGC12506_rotmod.dat,34.95,25.0,1.0,5.694915875549634,2.3748606653668194,0.41701417848206834,0.5030266178975669,0.8866459595653292,0.9828523579153957,31,78.84357368691505,52.08767519888235,-26.7558984880327
UGC12632,data\Rotmod_LTG\UGC12632_rotmod.dat,10.4625,25.0,1.0,5.694915875549634,4.014745065597204,0.7049700387733521,0.9910032306285593,0.9957468989313475,0.9973326835748682,15,28.541353368849645,20.947345725569924,-7.5940076432797206
UGC12732,data\Rotmod_LTG\UGC12732_rotmod.dat,12.72,25.0,1.0,5.694915875549634,3.7744670437099908,0.662778366914104,0.9738031008461637,0.996501448314522,0.9977275621636098,16,38.50841686062227,24.019892789886175,-14.488524070736094
UGCA281,data\Rotmod_LTG\UGCA281_rotmod.dat,3.9,25.0,1.0,5.694915875549634,4.926397816219406,0.8650519031141869,0.9483749254110472,0.9706336604945064,0.9961272108875676,7,6.731165308050977,6.731090642201528,-7.466584944815224e-05
UGCA442,data\Rotmod_LTG\UGCA442_rotmod.dat,7.784999999999999,25.0,1.0,5.694915875549634,4.342623055932312,0.7625438462711607,0.9923651029261649,0.9974243435107867,0.9995946157594852,8,26.097011285652165,24.35033077504678,-1.7466805106053869
UGCA444,data\Rotmod_LTG\UGCA444_rotmod.dat,5.2875,25.0,1.0,5.694915875549634,4.700714713619178,0.8254230293025175,0.9957333731178811,0.9979180187568646,0.9999201691170607,36,14.062050109758859,14.039916531300266,-0.022133578458593206
