row_type,candidate_id,system_label,minimum_permittivity,a0_m_s2,gate_power,anisotropy_tau,smoothing_r80_fraction,identity,source_plane_RMS_arcsec
system,e0d25_a2d4_n2_tp0d6_w0d50,MACS0429,0.25,2.4e-10,2.0,0.6,0.5,False,9.212846972430098
aggregate,e0d25_a2d4_n2_tp0d6_w0d50,selection,0.25,2.4e-10,2.0,0.6,0.5,False,13.019344303786486
system,e0d25_a2d4_n4_tm0d6_w0d20,MACS0329,0.25,2.4e-10,4.0,-0.6,0.2,False,15.958403927013505
system,e0d25_a2d4_n4_tm0d6_w0d20,MACS0429,0.25,2.4e-10,4.0,-0.6,0.2,False,9.238259599177477
aggregate,e0d25_a2d4_n4_tm0d6_w0d20,selection,0.25,2.4e-10,4.0,-0.6,0.2,False,13.038713439590481
system,e0d25_a2d4_n4_tm0d6_w0d35,MACS0329,0.25,2.4e-10,4.0,-0.6,0.35,False,15.961996351266551
system,e0d25_a2d4_n4_tm0d6_w0d35,MACS0429,0.25,2.4e-10,4.0,-0.6,0.35,False,9.249415422726203
aggregate,e0d25_a2d4_n4_tm0d6_w0d35,selection,0.25,2.4e-10,4.0,-0.6,0.35,False,13.044865142653105
system,e0d25_a2d4_n4_tm0d6_w0d50,MACS0329,0.25,2.4e-10,4.0,-0.6,0.5,False,15.966106386854465
system,e0d25_a2d4_n4_tm0d6_w0d50,MACS0429,0.25,2.4e-10,4.0,-0.6,0.5,False,9.259353524519614
aggregate,e0d25_a2d4_n4_tm0d6_w0d50,selection,0.25,2.4e-10,4.0,-0.6,0.5,False,13.050903816372044
system,e0d25_a2d4_n4_tp0d0_w0d20,MACS0329,0.25,2.4e-10,4.0,0.0,0.2,False,15.953398611279976
system,e0d25_a2d4_n4_tp0d0_w0d20,MACS0429,0.25,2.4e-10,4.0,0.0,0.2,False,9.236804221150383
aggregate,e0d25_a2d4_n4_tp0d0_w0d20,selection,0.25,2.4e-10,4.0,0.0,0.2,False,13.035134818448396
system,e0d25_a2d4_n4_tp0d0_w0d35,MACS0329,0.25,2.4e-10,4.0,0.0,0.35,False,15.953383962627008
system,e0d25_a2d4_n4_tp0d0_w0d35,MACS0429,0.25,2.4e-10,4.0,0.0,0.35,False,9.236881217780674
aggregate,e0d25_a2d4_n4_tp0d0_w0d35,selection,0.25,2.4e-10,4.0,0.0,0.35,False,13.035153134704517
system,e0d25_a2d4_n4_tp0d0_w0d50,MACS0329,0.25,2.4e-10,4.0,0.0,0.5,False,15.953377386842874
system,e0d25_a2d4_n4_tp0d0_w0d50,MACS0429,0.25,2.4e-10,4.0,0.0,0.5,False,9.236885536259974
aggregate,e0d25_a2d4_n4_tp0d0_w0d50,selection,0.25,2.4e-10,4.0,0.0,0.5,False,13.035150640805773
system,e0d25_a2d4_n4_tp0d6_w0d20,MACS0329,0.25,2.4e-10,4.0,0.6,0.2,False,15.949043544490506
system,e0d25_a2d4_n4_tp0d6_w0d20,MACS0429,0.25,2.4e-10,4.0,0.6,0.2,False,9.23423956331504
aggregate,e0d25_a2d4_n4_tp0d6_w0d20,selection,0.25,2.4e-10,4.0,0.6,0.2,False,13.03156111708699
system,e0d25_a2d4_n4_tp0d6_w0d35,MACS0329,0.25,2.4e-10,4.0,0.6,0.35,False,15.945424956964015
system,e0d25_a2d4_n4_tp0d6_w0d35,MACS0429,0.25,2.4e-10,4.0,0.6,0.35,False,9.223255599859288
aggregate,e0d25_a2d4_n4_tp0d6_w0d35,selection,0.25,2.4e-10,4.0,0.6,0.35,False,13.025456247642662
system,e0d25_a2d4_n4_tp0d6_w0d50,MACS0329,0.25,2.4e-10,4.0,0.6,0.5,False,15.941304466468248
system,e0d25_a2d4_n4_tp0d6_w0d50,MACS0429,0.25,2.4e-10,4.0,0.6,0.5,False,9.213331260206942
aggregate,e0d25_a2d4_n4_tp0d6_w0d50,selection,0.25,2.4e-10,4.0,0.6,0.5,False,13.019421281357843
system,e0d50_a0d6_n1_tm0d6_w0d20,MACS0329,0.5,6e-11,1.0,-0.6,0.2,False,15.97353499508175
system,e0d50_a0d6_n1_tm0d6_w0d20,MACS0429,0.5,6e-11,1.0,-0.6,0.2,False,9.200988748529136
aggregate,e0d50_a0d6_n1_tm0d6_w0d20,selection,0.5,6e-11,1.0,-0.6,0.2,False,13.034799848667816
system,e0d50_a0d6_n1_tm0d6_w0d35,MACS0329,0.5,6e-11,1.0,-0.6,0.35,False,15.979601752110318
system,e0d50_a0d6_n1_tm0d6_w0d35,MACS0429,0.5,6e-11,1.0,-0.6,0.35,False,9.227495109266712
aggregate,e0d50_a0d6_n1_tm0d6_w0d35,selection,0.5,6e-11,1.0,-0.6,0.35,False,13.047879868921008
system,e0d50_a0d6_n1_tm0d6_w0d50,MACS0329,0.5,6e-11,1.0,-0.6,0.5,False,15.98710126823767
system,e0d50_a0d6_n1_tm0d6_w0d50,MACS0429,0.5,6e-11,1.0,-0.6,0.5,False,9.251471537236895
aggregate,e0d50_a0d6_n1_tm0d6_w0d50,selection,0.5,6e-11,1.0,-0.6,0.5,False,13.060955795139781
system,e0d50_a0d6_n1_tp0d0_w0d20,MACS0329,0.5,6e-11,1.0,0.0,0.2,False,15.965417099865984
system,e0d50_a0d6_n1_tp0d0_w0d20,MACS0429,0.5,6e-11,1.0,0.0,0.2,False,9.198654800334463
aggregate,e0d50_a0d6_n1_tp0d0_w0d20,selection,0.5,6e-11,1.0,0.0,0.2,False,13.029002135781724
system,e0d50_a0d6_n1_tp0d0_w0d35,MACS0329,0.5,6e-11,1.0,0.0,0.35,False,15.963840267214138
system,e0d50_a0d6_n1_tp0d0_w0d35,MACS0429,0.5,6e-11,1.0,0.0,0.35,False,9.204763168181318
aggregate,e0d50_a0d6_n1_tp0d0_w0d35,selection,0.5,6e-11,1.0,0.0,0.35,False,13.030193035013621
system,e0d50_a0d6_n1_tp0d0_w0d50,MACS0329,0.5,6e-11,1.0,0.0,0.5,False,15.963199928446528
system,e0d50_a0d6_n1_tp0d0_w0d50,MACS0429,0.5,6e-11,1.0,0.0,0.5,False,9.208624805632278
aggregate,e0d50_a0d6_n1_tp0d0_w0d50,selection,0.5,6e-11,1.0,0.0,0.5,False,13.031165004834781
system,e0d50_a0d6_n1_tp0d6_w0d20,MACS0329,0.5,6e-11,1.0,0.6,0.2,False,15.957752366714207
system,e0d50_a0d6_n1_tp0d6_w0d20,MACS0429,0.5,6e-11,1.0,0.6,0.2,False,9.195741756518238
aggregate,e0d50_a0d6_n1_tp0d6_w0d20,selection,0.5,6e-11,1.0,0.6,0.2,False,13.023277756577759
system,e0d50_a0d6_n1_tp0d6_w0d35,MACS0329,0.5,6e-11,1.0,0.6,0.35,False,15.948787437690338
system,e0d50_a0d6_n1_tp0d6_w0d35,MACS0429,0.5,6e-11,1.0,0.6,0.35,False,9.181030686004053
aggregate,e0d50_a0d6_n1_tp0d6_w0d35,selection,0.5,6e-11,1.0,0.6,0.35,False,13.012592846738448
system,e0d50_a0d6_n1_tp0d6_w0d50,MACS0329,0.5,6e-11,1.0,0.6,0.5,False,15.940116836932232
system,e0d50_a0d6_n1_tp0d6_w0d50,MACS0429,0.5,6e-11,1.0,0.6,0.5,False,9.16449449569445
aggregate,e0d50_a0d6_n1_tp0d6_w0d50,selection,0.5,6e-11,1.0,0.6,0.5,False,13.001447691250853
system,e0d50_a0d6_n2_tm0d6_w0d20,MACS0329,0.5,6e-11,2.0,-0.6,0.2,False,15.973521225894064
system,e0d50_a0d6_n2_tm0d6_w0d20,MACS0429,0.5,6e-11,2.0,-0.6,0.2,False,9.202405466966173
aggregate,e0d50_a0d6_n2_tm0d6_w0d20,selection,0.5,6e-11,2.0,-0.6,0.2,False,13.035291456897639
system,e0d50_a0d6_n2_tm0d6_w0d35,MACS0329,0.5,6e-11,2.0,-0.6,0.35,False,15.978847353799116
system,e0d50_a0d6_n2_tm0d6_w0d35,MACS0429,0.5,6e-11,2.0,-0.6,0.35,False,9.23532031084137
aggregate,e0d50_a0d6_n2_tm0d6_w0d35,selection,0.5,6e-11,2.0,-0.6,0.35,False,13.050185899056231
system,e0d50_a0d6_n2_tm0d6_w0d50,MACS0329,0.5,6e-11,2.0,-0.6,0.5,False,15.986444229425858
system,e0d50_a0d6_n2_tm0d6_w0d50,MACS0429,0.5,6e-11,2.0,-0.6,0.5,False,9.259547371159133
aggregate,e0d50_a0d6_n2_tm0d6_w0d50,selection,0.5,6e-11,2.0,-0.6,0.5,False,13.063414879335406
system,e0d50_a0d6_n2_tp0d0_w0d20,MACS0329,0.5,6e-11,2.0,0.0,0.2,False,15.964708516171893
system,e0d50_a0d6_n2_tp0d0_w0d20,MACS0429,0.5,6e-11,2.0,0.0,0.2,False,9.19963124722471
aggregate,e0d50_a0d6_n2_tp0d0_w0d20,selection,0.5,6e-11,2.0,0.0,0.2,False,13.02891271540424
system,e0d50_a0d6_n2_tp0d0_w0d35,MACS0329,0.5,6e-11,2.0,0.0,0.35,False,15.962110601118724
system,e0d50_a0d6_n2_tp0d0_w0d35,MACS0429,0.5,6e-11,2.0,0.0,0.35,False,9.21099509993275
aggregate,e0d50_a0d6_n2_tp0d0_w0d35,selection,0.5,6e-11,2.0,0.0,0.35,False,13.03133541839308
system,e0d50_a0d6_n2_tp0d0_w0d50,MACS0329,0.5,6e-11,2.0,0.0,0.5,False,15.96139715044296
system,e0d50_a0d6_n2_tp0d0_w0d50,MACS0429,0.5,6e-11,2.0,0.0,0.5,False,9.215044499029514
aggregate,e0d50_a0d6_n2_tp0d0_w0d50,selection,0.5,6e-11,2.0,0.0,0.5,False,13.032329878292344
system,e0d50_a0d6_n2_tp0d6_w0d20,MACS0329,0.5,6e-11,2.0,0.6,0.2,False,15.956460780261514
system,e0d50_a0d6_n2_tp0d6_w0d20,MACS0429,0.5,6e-11,2.0,0.6,0.2,False,9.196210960294975
aggregate,e0d50_a0d6_n2_tp0d6_w0d20,selection,0.5,6e-11,2.0,0.6,0.2,False,13.022652123478407
system,e0d50_a0d6_n2_tp0d6_w0d35,MACS0329,0.5,6e-11,2.0,0.6,0.35,False,15.946336112078992
system,e0d50_a0d6_n2_tp0d6_w0d35,MACS0429,0.5,6e-11,2.0,0.6,0.35,False,9.18517359205927
aggregate,e0d50_a0d6_n2_tp0d6_w0d35,selection,0.5,6e-11,2.0,0.6,0.35,False,13.01255258040592
system,e0d50_a0d6_n2_tp0d6_w0d50,MACS0329,0.5,6e-11,2.0,0.6,0.5,False,15.93742556443591
system,e0d50_a0d6_n2_tp0d6_w0d50,MACS0429,0.5,6e-11,2.0,0.6,0.5,False,9.168778059027876
aggregate,e0d50_a0d6_n2_tp0d6_w0d50,selection,0.5,6e-11,2.0,0.6,0.5,False,13.001308101834336
system,e0d50_a0d6_n4_tm0d6_w0d20,MACS0329,0.5,6e-11,4.0,-0.6,0.2,False,15.972160611350875
system,e0d50_a0d6_n4_tm0d6_w0d20,MACS0429,0.5,6e-11,4.0,-0.6,0.2,False,9.20894724628448
aggregate,e0d50_a0d6_n4_tm0d6_w0d20,selection,0.5,6e-11,4.0,-0.6,0.2,False,13.036767697164025
system,e0d50_a0d6_n4_tm0d6_w0d35,MACS0329,0.5,6e-11,4.0,-0.6,0.35,False,15.977718559092306
system,e0d50_a0d6_n4_tm0d6_w0d35,MACS0429,0.5,6e-11,4.0,-0.6,0.35,False,9.241964299480316
aggregate,e0d50_a0d6_n4_tm0d6_w0d35,selection,0.5,6e-11,4.0,-0.6,0.35,False,13.051846506652447
system,e0d50_a0d6_n4_tm0d6_w0d50,MACS0329,0.5,6e-11,4.0,-0.6,0.5,False,15.985351986202822
system,e0d50_a0d6_n4_tm0d6_w0d50,MACS0429,0.5,6e-11,4.0,-0.6,0.5,False,9.262716124822584
aggregate,e0d50_a0d6_n4_tm0d6_w0d50,selection,0.5,6e-11,4.0,-0.6,0.5,False,13.063869796730348
system,e0d50_a0d6_n4_tp0d0_w0d20,MACS0329,0.5,6e-11,4.0,0.0,0.2,False,15.962622203249989
system,e0d50_a0d6_n4_tp0d0_w0d20,MACS0429,0.5,6e-11,4.0,0.0,0.2,False,9.206047850372086
aggregate,e0d50_a0d6_n4_tp0d0_w0d20,selection,0.5,6e-11,4.0,0.0,0.2,False,13.029900702365886
system,e0d50_a0d6_n4_tp0d0_w0d35,MACS0329,0.5,6e-11,4.0,0.0,0.35,False,15.960700741756796
system,e0d50_a0d6_n4_tp0d0_w0d35,MACS0429,0.5,6e-11,4.0,0.0,0.35,False,9.217137456670931
aggregate,e0d50_a0d6_n4_tp0d0_w0d35,selection,0.5,6e-11,4.0,0.0,0.35,False,13.03264345908155
system,e0d50_a0d6_n4_tp0d0_w0d50,MACS0329,0.5,6e-11,4.0,0.0,0.5,False,15.959999076049932
system,e0d50_a0d6_n4_tp0d0_w0d50,MACS0429,0.5,6e-11,4.0,0.0,0.5,False,9.217956465089557
aggregate,e0d50_a0d6_n4_tp0d0_w0d50,selection,0.5,6e-11,4.0,0.0,0.5,False,13.032503441392238
system,e0d50_a0d6_n4_tp0d6_w0d20,MACS0329,0.5,6e-11,4.0,0.6,0.2,False,15.953968757605995
system,e0d50_a0d6_n4_tp0d6_w0d20,MACS0429,0.5,6e-11,4.0,0.6,0.2,False,9.20194142652998
aggregate,e0d50_a0d6_n4_tp0d6_w0d20,selection,0.5,6e-11,4.0,0.6,0.2,False,13.023149487277584
system,e0d50_a0d6_n4_tp0d6_w0d35,MACS0329,0.5,6e-11,4.0,0.6,0.35,False,15.944831080066928
system,e0d50_a0d6_n4_tp0d6_w0d35,MACS0429,0.5,6e-11,4.0,0.6,0.35,False,9.190386025948849
aggregate,e0d50_a0d6_n4_tp0d6_w0d35,selection,0.5,6e-11,4.0,0.6,0.35,False,13.01347058777604
system,e0d50_a0d6_n4_tp0d6_w0d50,MACS0329,0.5,6e-11,4.0,0.6,0.5,False,15.93591193888428
system,e0d50_a0d6_n4_tp0d6_w0d50,MACS0429,0.5,6e-11,4.0,0.6,0.5,False,9.17124636914802
aggregate,e0d50_a0d6_n4_tp0d6_w0d50,selection,0.5,6e-11,4.0,0.6,0.5,False,13.00125088765472
system,e0d50_a1d2_n1_tm0d6_w0d20,MACS0329,0.5,1.2e-10,1.0,-0.6,0.2,False,15.972338201964936
system,e0d50_a1d2_n1_tm0d6_w0d20,MACS0429,0.5,1.2e-10,1.0,-0.6,0.2,False,9.208075829962572
aggregate,e0d50_a1d2_n1_tm0d6_w0d20,selection,0.5,1.2e-10,1.0,-0.6,0.2,False,13.036568722794534
system,e0d50_a1d2_n1_tm0d6_w0d35,MACS0329,0.5,1.2e-10,1.0,-0.6,0.35,False,15.97860837303134
system,e0d50_a1d2_n1_tm0d6_w0d35,MACS0429,0.5,1.2e-10,1.0,-0.6,0.35,False,9.23434217258814
aggregate,e0d50_a1d2_n1_tm0d6_w0d35,selection,0.5,1.2e-10,1.0,-0.6,0.35,False,13.049693500215763
system,e0d50_a1d2_n1_tm0d6_w0d50,MACS0329,0.5,1.2e-10,1.0,-0.6,0.5,False,15.986386272837342
system,e0d50_a1d2_n1_tm0d6_w0d50,MACS0429,0.5,1.2e-10,1.0,-0.6,0.5,False,9.256891950056533
aggregate,e0d50_a1d2_n1_tm0d6_w0d50,selection,0.5,1.2e-10,1.0,-0.6,0.5,False,13.062438414005703
system,e0d50_a1d2_n1_tp0d0_w0d20,MACS0329,0.5,1.2e-10,1.0,0.0,0.2,False,15.963183439138593
system,e0d50_a1d2_n1_tp0d0_w0d20,MACS0429,0.5,1.2e-10,1.0,0.0,0.2,False,9.205364729149926
aggregate,e0d50_a1d2_n1_tp0d0_w0d20,selection,0.5,1.2e-10,1.0,0.0,0.2,False,13.030003171685456
system,e0d50_a1d2_n1_tp0d0_w0d35,MACS0329,0.5,1.2e-10,1.0,0.0,0.35,False,15.96200221535915
system,e0d50_a1d2_n1_tp0d0_w0d35,MACS0429,0.5,1.2e-10,1.0,0.0,0.35,False,9.21014931723387
aggregate,e0d50_a1d2_n1_tp0d0_w0d35,selection,0.5,1.2e-10,1.0,0.0,0.35,False,13.030970132128957
system,e0d50_a1d2_n1_tp0d0_w0d50,MACS0329,0.5,1.2e-10,1.0,0.0,0.5,False,15.961562259261187
system,e0d50_a1d2_n1_tp0d0_w0d50,MACS0429,0.5,1.2e-10,1.0,0.0,0.5,False,9.212719407608672
aggregate,e0d50_a1d2_n1_tp0d0_w0d50,selection,0.5,1.2e-10,1.0,0.0,0.5,False,13.031609045693486
system,e0d50_a1d2_n1_tp0d6_w0d20,MACS0329,0.5,1.2e-10,1.0,0.6,0.2,False,15.954823430447943
system,e0d50_a1d2_n1_tp0d6_w0d20,MACS0429,0.5,1.2e-10,1.0,0.6,0.2,False,9.201549378955358
aggregate,e0d50_a1d2_n1_tp0d6_w0d20,selection,0.5,1.2e-10,1.0,0.6,0.2,False,13.023534498555382
system,e0d50_a1d2_n1_tp0d6_w0d35,MACS0329,0.5,1.2e-10,1.0,0.6,0.35,False,15.946379396713239
system,e0d50_a1d2_n1_tp0d6_w0d35,MACS0429,0.5,1.2e-10,1.0,0.6,0.35,False,9.184536017887826
aggregate,e0d50_a1d2_n1_tp0d6_w0d35,selection,0.5,1.2e-10,1.0,0.6,0.35,False,13.012354086171326
system,e0d50_a1d2_n1_tp0d6_w0d50,MACS0329,0.5,1.2e-10,1.0,0.6,0.5,False,15.93779668904432
system,e0d50_a1d2_n1_tp0d6_w0d50,MACS0429,0.5,1.2e-10,1.0,0.6,0.5,False,9.166954977813111
aggregate,e0d50_a1d2_n1_tp0d6_w0d50,selection,0.5,1.2e-10,1.0,0.6,0.5,False,13.000892793700068
system,e0d50_a1d2_n2_tm0d6_w0d20,MACS0329,0.5,1.2e-10,2.0,-0.6,0.2,False,15.970841498296192
system,e0d50_a1d2_n2_tm0d6_w0d20,MACS0429,0.5,1.2e-10,2.0,-0.6,0.2,False,9.214560017201748
aggregate,e0d50_a1d2_n2_tm0d6_w0d20,selection,0.5,1.2e-10,2.0,-0.6,0.2,False,13.037942599856637
system,e0d50_a1d2_n2_tm0d6_w0d35,MACS0329,0.5,1.2e-10,2.0,-0.6,0.35,False,15.977226890645976
system,e0d50_a1d2_n2_tm0d6_w0d35,MACS0429,0.5,1.2e-10,2.0,-0.6,0.35,False,9.2409128975361
aggregate,e0d50_a1d2_n2_tm0d6_w0d35,selection,0.5,1.2e-10,2.0,-0.6,0.35,False,13.051173324552662
system,e0d50_a1d2_n2_tm0d6_w0d50,MACS0329,0.5,1.2e-10,2.0,-0.6,0.5,False,15.98520499271732
system,e0d50_a1d2_n2_tm0d6_w0d50,MACS0429,0.5,1.2e-10,2.0,-0.6,0.5,False,9.261955284016372
aggregate,e0d50_a1d2_n2_tm0d6_w0d50,selection,0.5,1.2e-10,2.0,-0.6,0.5,False,13.063510139742563
system,e0d50_a1d2_n2_tp0d0_w0d20,MACS0329,0.5,1.2e-10,2.0,0.0,0.2,False,15.96104323363023
system,e0d50_a1d2_n2_tp0d0_w0d20,MACS0429,0.5,1.2e-10,2.0,0.0,0.2,False,9.211709796801646
aggregate,e0d50_a1d2_n2_tp0d0_w0d20,selection,0.5,1.2e-10,2.0,0.0,0.2,False,13.03093431965461
system,e0d50_a1d2_n2_tp0d0_w0d35,MACS0329,0.5,1.2e-10,2.0,0.0,0.35,False,15.960119648457308
system,e0d50_a1d2_n2_tp0d0_w0d35,MACS0429,0.5,1.2e-10,2.0,0.0,0.35,False,9.216040611279803
aggregate,e0d50_a1d2_n2_tp0d0_w0d35,selection,0.5,1.2e-10,2.0,0.0,0.35,False,13.031899779806313
system,e0d50_a1d2_n2_tp0d0_w0d50,MACS0329,0.5,1.2e-10,2.0,0.0,0.5,False,15.95984799256797
system,e0d50_a1d2_n2_tp0d0_w0d50,MACS0429,0.5,1.2e-10,2.0,0.0,0.5,False,9.217194532475355
aggregate,e0d50_a1d2_n2_tp0d0_w0d50,selection,0.5,1.2e-10,2.0,0.0,0.5,False,13.03214147781111
system,e0d50_a1d2_n2_tp0d6_w0d20,MACS0329,0.5,1.2e-10,2.0,0.6,0.2,False,15.95235223424924
system,e0d50_a1d2_n2_tp0d6_w0d20,MACS0429,0.5,1.2e-10,2.0,0.6,0.2,False,9.207249664934034
aggregate,e0d50_a1d2_n2_tp0d6_w0d20,selection,0.5,1.2e-10,2.0,0.6,0.2,False,13.024035246381679
system,e0d50_a1d2_n2_tp0d6_w0d35,MACS0329,0.5,1.2e-10,2.0,0.6,0.35,False,15.944251295376754
system,e0d50_a1d2_n2_tp0d6_w0d35,MACS0429,0.5,1.2e-10,2.0,0.6,0.35,False,9.189320430130993
aggregate,e0d50_a1d2_n2_tp0d6_w0d35,selection,0.5,1.2e-10,2.0,0.6,0.35,False,13.012739130132175
system,e0d50_a1d2_n2_tp0d6_w0d50,MACS0329,0.5,1.2e-10,2.0,0.6,0.5,False,15.935777060083524
system,e0d50_a1d2_n2_tp0d6_w0d50,MACS0429,0.5,1.2e-10,2.0,0.6,0.5,False,9.170532395875941
aggregate,e0d50_a1d2_n2_tp0d6_w0d50,selection,0.5,1.2e-10,2.0,0.6,0.5,False,13.000916408709319
system,e0d50_a1d2_n4_tm0d6_w0d20,MACS0329,0.5,1.2e-10,4.0,-0.6,0.2,False,15.96945013363832
system,e0d50_a1d2_n4_tm0d6_w0d20,MACS0429,0.5,1.2e-10,4.0,-0.6,0.2,False,9.219815326143953
aggregate,e0d50_a1d2_n4_tm0d6_w0d20,selection,0.5,1.2e-10,4.0,-0.6,0.2,False,13.038948044588565
system,e0d50_a1d2_n4_tm0d6_w0d35,MACS0329,0.5,1.2e-10,4.0,-0.6,0.35,False,15.976495289927353
system,e0d50_a1d2_n4_tm0d6_w0d35,MACS0429,0.5,1.2e-10,4.0,-0.6,0.35,False,9.242775838498211
aggregate,e0d50_a1d2_n4_tm0d6_w0d35,selection,0.5,1.2e-10,4.0,-0.6,0.35,False,13.051385117101502
system,e0d50_a1d2_n4_tm0d6_w0d50,MACS0329,0.5,1.2e-10,4.0,-0.6,0.5,False,15.984657653230267
system,e0d50_a1d2_n4_tm0d6_w0d50,MACS0429,0.5,1.2e-10,4.0,-0.6,0.5,False,9.262698215371787
aggregate,e0d50_a1d2_n4_tm0d6_w0d50,selection,0.5,1.2e-10,4.0,-0.6,0.5,False,13.063438646084434
system,e0d50_a1d2_n4_tp0d0_w0d20,MACS0329,0.5,1.2e-10,4.0,0.0,0.2,False,15.95945343282544
system,e0d50_a1d2_n4_tp0d0_w0d20,MACS0429,0.5,1.2e-10,4.0,0.0,0.2,False,9.217059816474627
aggregate,e0d50_a1d2_n4_tp0d0_w0d20,selection,0.5,1.2e-10,4.0,0.0,0.2,False,13.031852238553716
system,e0d50_a1d2_n4_tp0d0_w0d35,MACS0329,0.5,1.2e-10,4.0,0.0,0.35,False,15.95929985724806
system,e0d50_a1d2_n4_tp0d0_w0d35,MACS0429,0.5,1.2e-10,4.0,0.0,0.35,False,9.217872416357645
aggregate,e0d50_a1d2_n4_tp0d0_w0d35,selection,0.5,1.2e-10,4.0,0.0,0.35,False,13.032045576535655
system,e0d50_a1d2_n4_tp0d0_w0d50,MACS0329,0.5,1.2e-10,4.0,0.0,0.5,False,15.959231513866941
system,e0d50_a1d2_n4_tp0d0_w0d50,MACS0429,0.5,1.2e-10,4.0,0.0,0.5,False,9.21791840008742
aggregate,e0d50_a1d2_n4_tp0d0_w0d50,selection,0.5,1.2e-10,4.0,0.0,0.5,False,13.03201999200189
system,e0d50_a1d2_n4_tp0d6_w0d20,MACS0329,0.5,1.2e-10,4.0,0.6,0.2,False,15.950763721197788
system,e0d50_a1d2_n4_tp0d6_w0d20,MACS0429,0.5,1.2e-10,4.0,0.6,0.2,False,9.212322955995571
aggregate,e0d50_a1d2_n4_tp0d6_w0d20,selection,0.5,1.2e-10,4.0,0.6,0.2,False,13.024856189897884
system,e0d50_a1d2_n4_tp0d6_w0d35,MACS0329,0.5,1.2e-10,4.0,0.6,0.35,False,15.94344421002339
system,e0d50_a1d2_n4_tp0d6_w0d35,MACS0429,0.5,1.2e-10,4.0,0.6,0.35,False,9.191003603838906
aggregate,e0d50_a1d2_n4_tp0d6_w0d35,selection,0.5,1.2e-10,4.0,0.6,0.35,False,13.012839054639615
system,e0d50_a1d2_n4_tp0d6_w0d50,MACS0329,0.5,1.2e-10,4.0,0.6,0.5,False,15.935164947641173
system,e0d50_a1d2_n4_tp0d6_w0d50,MACS0429,0.5,1.2e-10,4.0,0.6,0.5,False,9.171191760339976
aggregate,e0d50_a1d2_n4_tp0d6_w0d50,selection,0.5,1.2e-10,4.0,0.6,0.5,False,13.000773827227743
system,e0d50_a2d4_n1_tm0d6_w0d20,MACS0329,0.5,2.4e-10,1.0,-0.6,0.2,False,15.971163794418564
system,e0d50_a2d4_n1_tm0d6_w0d20,MACS0429,0.5,2.4e-10,1.0,-0.6,0.2,False,9.213361291142936
aggregate,e0d50_a2d4_n1_tm0d6_w0d20,selection,0.5,2.4e-10,1.0,-0.6,0.2,False,13.037716426377692
system,e0d50_a2d4_n1_tm0d6_w0d35,MACS0329,0.5,2.4e-10,1.0,-0.6,0.35,False,15.977721375623688
system,e0d50_a2d4_n1_tm0d6_w0d35,MACS0429,0.5,2.4e-10,1.0,-0.6,0.35,False,9.238370477271776
aggregate,e0d50_a2d4_n1_tm0d6_w0d35,selection,0.5,2.4e-10,1.0,-0.6,0.35,False,13.05057603005302
system,e0d50_a2d4_n1_tm0d6_w0d50,MACS0329,0.5,2.4e-10,1.0,-0.6,0.5,False,15.98568521921001
system,e0d50_a2d4_n1_tm0d6_w0d50,MACS0429,0.5,2.4e-10,1.0,-0.6,0.5,False,9.259769796238928
aggregate,e0d50_a2d4_n1_tm0d6_w0d50,selection,0.5,2.4e-10,1.0,-0.6,0.5,False,13.063029292759932
system,e0d50_a2d4_n1_tp0d0_w0d20,MACS0329,0.5,2.4e-10,1.0,0.0,0.2,False,15.961504792108457
system,e0d50_a2d4_n1_tp0d0_w0d20,MACS0429,0.5,2.4e-10,1.0,0.0,0.2,False,9.210556350078145
aggregate,e0d50_a2d4_n1_tp0d0_w0d20,selection,0.5,2.4e-10,1.0,0.0,0.2,False,13.030809328404473
system,e0d50_a2d4_n1_tp0d0_w0d35,MACS0329,0.5,2.4e-10,1.0,0.0,0.35,False,15.960760325592595
system,e0d50_a2d4_n1_tp0d0_w0d35,MACS0429,0.5,2.4e-10,1.0,0.0,0.35,False,9.213656498580642
aggregate,e0d50_a2d4_n1_tp0d0_w0d35,selection,0.5,2.4e-10,1.0,0.0,0.35,False,13.031449195021402
system,e0d50_a2d4_n1_tp0d0_w0d50,MACS0329,0.5,2.4e-10,1.0,0.0,0.5,False,15.960494315803063
system,e0d50_a2d4_n1_tp0d0_w0d50,MACS0429,0.5,2.4e-10,1.0,0.0,0.5,False,9.215158567738984
aggregate,e0d50_a2d4_n1_tp0d0_w0d50,selection,0.5,2.4e-10,1.0,0.0,0.5,False,13.03181733745058
system,e0d50_a2d4_n1_tp0d6_w0d20,MACS0329,0.5,2.4e-10,1.0,0.6,0.2,False,15.952887927441628
system,e0d50_a2d4_n1_tp0d6_w0d20,MACS0429,0.5,2.4e-10,1.0,0.6,0.2,False,9.206237110558206
aggregate,e0d50_a2d4_n1_tp0d6_w0d20,selection,0.5,2.4e-10,1.0,0.6,0.2,False,13.02400543153549
system,e0d50_a2d4_n1_tp0d6_w0d35,MACS0329,0.5,2.4e-10,1.0,0.6,0.35,False,15.944957000141574
system,e0d50_a2d4_n1_tp0d6_w0d35,MACS0429,0.5,2.4e-10,1.0,0.6,0.35,False,9.187262316360004
aggregate,e0d50_a2d4_n1_tp0d6_w0d35,selection,0.5,2.4e-10,1.0,0.6,0.35,False,13.01244486263001
