candidate_id,gate_mode,return_length_over_R80,width_over_R80,route_mode,route_fraction_multiplier,outer_RMSE_km_s,outer_equal_galaxy_RMSE_km_s,outer_mean_residual_km_s,galaxies_improved_vs_Newtonian,galaxy_improved_fraction
K0293,cluster_logistic,0.25,0.18,chord,1.0,71.51570457709299,65.86645825823608,-65.41971087775335,52,0.3969465648854962
K0195,cluster_logistic_soft,0.36,0.23,chord,0.5,71.51737273612513,65.85859220066547,-65.44386663918459,67,0.5114503816793893
K0285,cluster_logistic_soft,0.65,0.28,transverse_arc_0.5,0.5,71.52256203278252,65.8633937731346,-65.47681003258603,67,0.5114503816793893
K0238,cluster_logistic_soft,0.5,0.23,transverse_arc_0.5,0.75,71.52393725210415,65.87206217883906,-65.48572476846397,64,0.48854961832061067
K0292,cluster_logistic,0.25,0.18,chord,0.75,71.5277739969922,65.87586241943708,-65.44656709562076,52,0.3969465648854962
K0381,cluster_logistic,0.5,0.23,transverse_arc_0.5,0.5,71.5300814926376,65.88066130806524,-65.48070549155217,64,0.48854961832061067
K0141,none,0.65,0.28,transverse_arc_0.5,0.5,71.53059529619402,65.84424998615799,-65.49884986357287,68,0.5190839694656488
K0149,cluster_logistic_soft,0.25,0.18,chord,1.0,71.53717700684747,65.88543733128412,-65.4492284005844,52,0.3969465648854962
K0237,cluster_logistic_soft,0.5,0.23,transverse_arc_0.5,0.5,71.53742260079157,65.88368923343656,-65.50034800339103,64,0.48854961832061067
K0291,cluster_logistic,0.25,0.18,chord,0.5,71.5411657376573,65.88672081333061,-65.47460307907077,51,0.3893129770992366
K0148,cluster_logistic_soft,0.25,0.18,chord,0.75,71.54412314833235,65.89044491598366,-65.469026659091,52,0.3969465648854962
K0093,none,0.5,0.23,transverse_arc_0.5,0.5,71.54842840495186,65.87672873875758,-65.53145735790892,64,0.48854961832061067
K0142,none,0.65,0.28,transverse_arc_0.5,0.75,71.54845872372296,65.83136036522193,-65.49906981376394,69,0.5267175572519084
K0147,cluster_logistic_soft,0.25,0.18,chord,0.5,71.55226016519005,65.896706701416,-65.48982021503399,52,0.3969465648854962
K0003,none,0.25,0.18,chord,0.5,71.56666986585267,65.91107382523278,-65.48778869947328,52,0.3969465648854962
K0094,none,0.5,0.23,transverse_arc_0.5,0.75,71.56783144812441,65.87562196643282,-65.54413628839173,64,0.48854961832061067
K0004,none,0.25,0.18,chord,0.75,71.57070745021609,65.91654538038368,-65.46933971016071,52,0.3969465648854962
K0351,cluster_logistic,0.36,0.28,chord,0.5,71.57076015601753,65.9210608633572,-65.51544435151119,42,0.32061068702290074
K0352,cluster_logistic,0.36,0.28,chord,0.75,71.57327672922018,65.92859252425366,-65.5087711741608,42,0.32061068702290074
K0333,cluster_logistic,0.36,0.18,transverse_arc_0.5,0.5,71.57664792131796,65.93514285157869,-65.54953431064631,50,0.3816793893129771
K0353,cluster_logistic,0.36,0.28,chord,1.0,71.5777346677864,65.93826638869982,-65.50378826909487,43,0.3282442748091603
K0005,none,0.25,0.18,chord,1.0,71.5789876506534,65.9260231316307,-65.4538593225045,52,0.3969465648854962
K0334,cluster_logistic,0.36,0.18,transverse_arc_0.5,0.75,71.5808282261161,65.94812461297278,-65.55848788176245,49,0.37404580152671757
K0189,cluster_logistic_soft,0.36,0.18,transverse_arc_0.5,0.5,71.58551456420682,65.93858416951689,-65.56752773965131,50,0.3816793893129771
K0335,cluster_logistic,0.36,0.18,transverse_arc_0.5,1.0,71.58633112003055,65.96242814106601,-65.56840508968756,49,0.37404580152671757
K0207,cluster_logistic_soft,0.36,0.28,chord,0.5,71.58827703284226,65.93391191358386,-65.53919447690578,42,0.32061068702290074
K0190,cluster_logistic_soft,0.36,0.18,transverse_arc_0.5,0.75,71.59499660456908,65.95343937621456,-65.58564036302343,50,0.3816793893129771
K0393,cluster_logistic,0.5,0.28,transverse_arc_0.5,0.5,71.5960010029674,65.95539321552384,-65.57100815748174,44,0.33587786259541985
K0303,cluster_logistic,0.25,0.23,chord,0.5,71.59642661092536,65.95014334121967,-65.55287669353693,38,0.2900763358778626
K0208,cluster_logistic_soft,0.36,0.28,chord,0.75,71.59936482975776,65.94739183759339,-65.54397758075804,43,0.3282442748091603
K0143,none,0.65,0.28,transverse_arc_0.5,1.0,71.59969822655985,65.83530558494432,-65.51361524671779,69,0.5267175572519084
K0191,cluster_logistic_soft,0.36,0.18,transverse_arc_0.5,1.0,71.60647762240171,65.96977645560656,-65.60487987173241,49,0.37404580152671757
K0304,cluster_logistic,0.25,0.23,chord,0.75,71.61071054975636,65.97108108295602,-65.56395018962128,38,0.2900763358778626
K0394,cluster_logistic,0.5,0.28,transverse_arc_0.5,0.75,71.61097083984306,65.97966720907574,-65.59165270889898,44,0.33587786259541985
K0209,cluster_logistic_soft,0.36,0.28,chord,1.0,71.61237668726568,65.96279982887681,-65.55026868583386,43,0.3282442748091603
K0249,cluster_logistic_soft,0.5,0.28,transverse_arc_0.5,0.5,71.6124829873036,65.96386711355271,-65.59780522769803,44,0.33587786259541985
K0095,none,0.5,0.23,transverse_arc_0.5,1.0,71.61403164832731,65.88795863206457,-65.56818648428428,64,0.48854961832061067
K0159,cluster_logistic_soft,0.25,0.23,chord,0.5,71.61499591972604,65.96385393407448,-65.57494920369412,38,0.2900763358778626
K0305,cluster_logistic,0.25,0.23,chord,1.0,71.62636341276755,65.99354814962086,-65.57620106453736,38,0.2900763358778626
K0395,cluster_logistic,0.5,0.28,transverse_arc_0.5,1.0,71.6278962938062,66.00592517548557,-65.61379162430606,45,0.3435114503816794
K0345,cluster_logistic,0.36,0.23,transverse_arc_0.5,0.5,71.63072642576758,65.99746943622158,-65.6240440985125,31,0.2366412213740458
K0250,cluster_logistic_soft,0.5,0.28,transverse_arc_0.5,0.75,71.63663782022421,65.99243817222441,-65.63193593938848,45,0.3435114503816794
K0160,cluster_logistic_soft,0.25,0.23,chord,0.75,71.63842532850194,65.99131779770687,-65.59676626989285,38,0.2900763358778626
K0045,none,0.36,0.18,transverse_arc_0.5,0.5,71.64379268692744,65.98516177914595,-65.6593252966516,50,0.3816793893129771
K0201,cluster_logistic_soft,0.36,0.23,transverse_arc_0.5,0.5,71.64684953800815,66.00502314726972,-65.64777022030863,31,0.2366412213740458
K0315,cluster_logistic,0.25,0.28,chord,0.5,71.65886993050233,66.021455960968,-65.63988226858787,16,0.12213740458015267
K0063,none,0.36,0.28,chord,0.5,71.66067101069746,65.9964749630143,-65.61179981538879,43,0.3282442748091603
K0346,cluster_logistic,0.36,0.23,transverse_arc_0.5,0.75,71.66223142471384,66.04199434820505,-65.67044740106796,31,0.2366412213740458
K0161,cluster_logistic_soft,0.25,0.23,chord,1.0,71.66319360354484,66.02015212490386,-65.61962241449439,38,0.2900763358778626
K0251,cluster_logistic_soft,0.5,0.28,transverse_arc_0.5,1.0,71.66352768133787,66.02313585093229,-65.66771518532971,45,0.3435114503816794
K0297,cluster_logistic,0.25,0.18,transverse_arc_0.5,0.5,71.67372528155688,66.0485136421626,-65.68848795396399,13,0.09923664122137404
K0171,cluster_logistic_soft,0.25,0.28,chord,0.5,71.68572183779614,66.03941469581291,-65.66931227046857,16,0.12213740458015267
K0202,cluster_logistic_soft,0.36,0.23,transverse_arc_0.5,0.75,71.68734721380143,66.0534733038199,-65.7062196892837,31,0.2366412213740458
K0153,cluster_logistic_soft,0.25,0.18,transverse_arc_0.5,0.5,71.69079910910972,66.05576654757233,-65.71042997358053,12,0.0916030534351145
K0347,cluster_logistic,0.36,0.23,transverse_arc_0.5,1.0,71.69525779764163,66.08810425134392,-65.71795112952746,31,0.2366412213740458
K0357,cluster_logistic,0.36,0.28,transverse_arc_0.5,0.5,71.69631657640515,66.07176274119917,-65.71261450911442,13,0.09923664122137404
K0316,cluster_logistic,0.25,0.28,chord,0.75,71.70465746639549,66.07842138897885,-65.69460184152761,16,0.12213740458015267
K0046,none,0.36,0.18,transverse_arc_0.5,0.75,71.70524821778915,66.0346479558784,-65.73279561770559,50,0.3816793893129771
K0015,none,0.25,0.23,chord,0.5,71.71291261094774,66.05624076644165,-65.67665374821095,38,0.2900763358778626
K0064,none,0.36,0.28,chord,0.75,71.71865263920259,66.04932126789747,-65.65910642920896,43,0.3282442748091603
K0213,cluster_logistic_soft,0.36,0.28,transverse_arc_0.5,0.5,71.72179920792217,66.08490003719564,-65.74391957738568,13,0.09923664122137404
K0105,none,0.5,0.28,transverse_arc_0.5,0.5,71.72231206666699,66.05182970932394,-65.74472163933176,45,0.3435114503816794
K0309,cluster_logistic,0.25,0.23,transverse_arc_0.5,0.5,71.72627746000707,66.1089337685484,-65.75968367211541,7,0.05343511450381679
K0298,cluster_logistic,0.25,0.18,transverse_arc_0.5,0.75,71.72636637565564,66.11831590989647,-65.76676688298555,13,0.09923664122137404
K0203,cluster_logistic_soft,0.36,0.23,transverse_arc_0.5,1.0,71.73008864229293,66.10366684922317,-65.76594894852084,31,0.2366412213740458
K0172,cluster_logistic_soft,0.25,0.28,chord,0.75,71.7449910567415,66.10509225916894,-65.73853631240881,16,0.12213740458015267
K0165,cluster_logistic_soft,0.25,0.23,transverse_arc_0.5,0.5,71.7507606847082,66.12047907547169,-65.78769964246982,7,0.05343511450381679
K0317,cluster_logistic,0.25,0.28,chord,1.0,71.75202130564014,66.13718633034397,-65.75061233959437,16,0.12213740458015267
K0154,cluster_logistic_soft,0.25,0.18,transverse_arc_0.5,0.75,71.7529379639753,66.12939168748089,-65.79993405361957,13,0.09923664122137404
K0358,cluster_logistic,0.36,0.28,transverse_arc_0.5,0.75,71.7611354315073,66.15410440202619,-65.80365998514003,13,0.09923664122137404
K0299,cluster_logistic,0.25,0.18,transverse_arc_0.5,1.0,71.78037128369895,66.18963404667979,-65.84599331355902,13,0.09923664122137404
K0065,none,0.36,0.28,chord,1.0,71.78577592141072,66.10925079373045,-65.71184399472794,44,0.33587786259541985
K0057,none,0.36,0.23,transverse_arc_0.5,0.5,71.78621464289238,66.13011919065825,-65.83515941544837,31,0.2366412213740458
K0047,none,0.36,0.18,transverse_arc_0.5,1.0,71.78893802503698,66.0950717349059,-65.81545006551039,51,0.3893129770992366
K0321,cluster_logistic,0.25,0.28,transverse_arc_0.5,0.5,71.79027796926759,66.1811302094255,-65.84468379418803,5,0.03816793893129771
K0016,none,0.25,0.23,chord,0.75,71.7925328891434,66.13567348044819,-65.7535463297957,38,0.2900763358778626
K0214,cluster_logistic_soft,0.36,0.28,transverse_arc_0.5,0.75,71.80040358859121,66.1739549490386,-65.85083390084644,13,0.09923664122137404
K0310,cluster_logistic,0.25,0.23,transverse_arc_0.5,0.75,71.80581767407142,66.20973244167163,-65.87401373357802,7,0.05343511450381679
K0173,cluster_logistic_soft,0.25,0.28,chord,1.0,71.80593872645142,66.17244884078337,-65.80896627711749,16,0.12213740458015267
K0155,cluster_logistic_soft,0.25,0.18,transverse_arc_0.5,1.0,71.81715285403234,66.2046924068625,-65.89058665945679,13,0.09923664122137404
K0177,cluster_logistic_soft,0.25,0.28,transverse_arc_0.5,0.5,71.82425298830948,66.19843588330342,-65.88058694479443,5,0.03816793893129771
K0359,cluster_logistic,0.36,0.28,transverse_arc_0.5,1.0,71.82783740655685,66.23849685291002,-65.89605730689334,13,0.09923664122137404
K0106,none,0.5,0.28,transverse_arc_0.5,0.75,71.83039628203902,66.13934548615025,-65.8648151764445,44,0.33587786259541985
K0166,cluster_logistic_soft,0.25,0.23,transverse_arc_0.5,0.75,71.84357271799418,66.22720948623507,-65.91629514811379,7,0.05343511450381679
K0009,none,0.25,0.18,transverse_arc_0.5,0.5,71.87503602027384,66.23082704025305,-65.95570852046892,13,0.09923664122137404
K0017,none,0.25,0.23,chord,1.0,71.87829895987736,66.22018707334821,-65.8341532712285,39,0.29770992366412213
K0027,none,0.25,0.28,chord,0.5,71.87831312337042,66.22045582137045,-65.88576215687347,16,0.12213740458015267
K0215,cluster_logistic_soft,0.36,0.28,transverse_arc_0.5,1.0,71.88169529590927,66.26521692525841,-65.95930415865217,13,0.09923664122137404
K0402,cluster_logistic,0.65,0.18,radial_arc_0.5,0.5,71.88657469046836,66.31048866580393,-65.98053093707276,1,0.007633587786259542
K0311,cluster_logistic,0.25,0.23,transverse_arc_0.5,1.0,71.8871459078819,66.31258358762707,-65.98960030675102,7,0.05343511450381679
K0322,cluster_logistic,0.25,0.28,transverse_arc_0.5,0.75,71.90269699231945,66.31912804475631,-66.00214058629177,5,0.03816793893129771
K0258,cluster_logistic_soft,0.65,0.18,radial_arc_0.5,0.5,71.91842399131562,66.32459966568236,-66.00624858210078,1,0.007633587786259542
K0058,none,0.36,0.23,transverse_arc_0.5,0.75,71.92132129768665,66.25399814935535,-65.99787196401704,32,0.24427480916030533
K0414,cluster_logistic,0.65,0.23,radial_arc_0.5,0.5,71.93287095654476,66.35924287654164,-66.03953036085515,1,0.007633587786259542
K0167,cluster_logistic_soft,0.25,0.23,transverse_arc_0.5,1.0,71.93893747078171,66.33612878288693,-66.04635403503501,7,0.05343511450381679
K0178,cluster_logistic_soft,0.25,0.28,transverse_arc_0.5,0.75,71.95481364766736,66.34521294596604,-66.0562715877581,5,0.03816793893129771
K0069,none,0.36,0.28,transverse_arc_0.5,0.5,71.96234448215391,66.30661292334364,-66.04797746030503,13,0.09923664122137404
K0107,none,0.5,0.28,transverse_arc_0.5,1.0,71.96697589308305,66.24133678993559,-65.99711758192596,43,0.3282442748091603
K0270,cluster_logistic_soft,0.65,0.23,radial_arc_0.5,0.5,71.97323875299777,66.37864078795677,-66.07342466625165,1,0.007633587786259542
K0426,cluster_logistic,0.65,0.28,radial_arc_0.5,0.5,71.98932207822014,66.41886269509732,-66.11077483438316,1,0.007633587786259542
K0021,none,0.25,0.23,transverse_arc_0.5,0.5,72.01628129912825,66.37384382064081,-66.12711137826018,7,0.05343511450381679
K0323,cluster_logistic,0.25,0.28,transverse_arc_0.5,1.0,72.0175100112891,66.45993930361992,-66.16128909413301,6,0.04580152671755725
K0282,cluster_logistic_soft,0.65,0.28,radial_arc_0.5,0.5,72.03965913687705,66.4446160817115,-66.15384714882009,1,0.007633587786259542
K0366,cluster_logistic,0.5,0.18,radial_arc_0.5,0.5,72.04021326371698,66.49108272569319,-66.19605900712801,0,0.0
K0028,none,0.25,0.28,chord,0.75,72.0449267805617,66.3847460454852,-66.06910087137112,16,0.12213740458015267
K0403,cluster_logistic,0.65,0.18,radial_arc_0.5,0.75,72.04838558868546,66.51564165385948,-66.20711299035531,1,0.007633587786259542
K0010,none,0.25,0.18,transverse_arc_0.5,0.75,72.05303764245971,66.40456086626271,-66.1779246644859,13,0.09923664122137404
K0059,none,0.36,0.23,transverse_arc_0.5,1.0,72.0806754687165,66.3903229664713,-66.17087826052294,32,0.24427480916030533
K0378,cluster_logistic,0.5,0.23,radial_arc_0.5,0.5,72.08409837592416,66.53612196675249,-66.24973267209995,0,0.0
K0222,cluster_logistic_soft,0.5,0.18,radial_arc_0.5,0.5,72.0849172085384,66.51037823924352,-66.22955120386057,0,0.0
K0179,cluster_logistic_soft,0.25,0.28,transverse_arc_0.5,1.0,72.08862277743746,66.49491727404715,-66.23387035910821,6,0.04580152671755725
K0259,cluster_logistic_soft,0.65,0.18,radial_arc_0.5,0.75,72.09628393859545,66.53616163478077,-66.2454491397138,2,0.015267175572519083
K0415,cluster_logistic,0.65,0.23,radial_arc_0.5,0.75,72.11874613894538,66.58985392242363,-66.29622703020287,1,0.007633587786259542
K0234,cluster_logistic_soft,0.5,0.23,radial_arc_0.5,0.5,72.13761041244366,66.56120626372862,-66.29168890364073,0,0.0
K0390,cluster_logistic,0.5,0.28,radial_arc_0.5,0.5,72.13781534805061,66.59161605273647,-66.31504470280153,1,0.007633587786259542
K0271,cluster_logistic_soft,0.65,0.23,radial_arc_0.5,0.75,72.1796227863623,66.61831127540833,-66.34688404756366,1,0.007633587786259542
K0070,none,0.36,0.28,transverse_arc_0.5,0.75,72.18997939804933,66.52217143871617,-66.31946288981055,13,0.09923664122137404
K0033,none,0.25,0.28,transverse_arc_0.5,0.5,72.19105436913976,66.54806698686255,-66.33485584239415,6,0.04580152671755725
K0246,cluster_logistic_soft,0.5,0.28,radial_arc_0.5,0.5,72.20165490221557,66.62362187758097,-66.36658512029562,1,0.007633587786259542
K0427,cluster_logistic,0.65,0.28,radial_arc_0.5,0.75,72.20464889083732,66.68072497438588,-66.40391791024472,2,0.015267175572519083
K0330,cluster_logistic,0.36,0.18,radial_arc_0.5,0.5,72.205721220844,66.68581614492574,-66.42587202520137,2,0.015267175572519083
K0404,cluster_logistic,0.65,0.18,radial_arc_0.5,1.0,72.21353968896959,66.72543435637604,-66.43630730877437,1,0.007633587786259542
K0029,none,0.25,0.28,chord,1.0,72.22106368779188,66.55622878376418,-66.25766941844944,17,0.1297709923664122
K0342,cluster_logistic,0.36,0.23,radial_arc_0.5,0.5,72.24621099893207,66.72596334948027,-66.47290236292906,1,0.007633587786259542
K0011,none,0.25,0.18,transverse_arc_0.5,1.0,72.25422509287463,66.59055972035279,-66.41002863603556,13,0.09923664122137404
K0186,cluster_logistic_soft,0.36,0.18,radial_arc_0.5,0.5,72.26431652272434,66.71037902913048,-66.46825290102575,2,0.015267175572519083
K0022,none,0.25,0.23,transverse_arc_0.5,0.75,72.26906101530528,66.62255736811412,-66.43738339872314,7,0.05343511450381679
K0260,cluster_logistic_soft,0.65,0.18,radial_arc_0.5,1.0,72.27754712152695,66.75187403234331,-66.48707296402135,2,0.015267175572519083
K0283,cluster_logistic_soft,0.65,0.28,radial_arc_0.5,0.75,72.28071641448004,66.7187204667249,-66.46840530275162,2,0.015267175572519083
K0367,cluster_logistic,0.5,0.18,radial_arc_0.5,0.75,72.28302457234795,66.79220605946924,-66.53375219375613,1,0.007633587786259542
K0354,cluster_logistic,0.36,0.28,radial_arc_0.5,0.5,72.29634201893386,66.77615847200806,-66.53104977784488,0,0.0
K0416,cluster_logistic,0.65,0.23,radial_arc_0.5,1.0,72.3085991895946,66.82585973527674,-66.55596771205659,1,0.007633587786259542
K0198,cluster_logistic_soft,0.36,0.23,radial_arc_0.5,0.5,72.313817608801,66.75687308551753,-66.52388206501412,1,0.007633587786259542
K0379,cluster_logistic,0.5,0.23,radial_arc_0.5,0.75,72.34982835603958,66.86085816936435,-66.61485678180917,1,0.007633587786259542
K0223,cluster_logistic_soft,0.5,0.18,radial_arc_0.5,0.75,72.35009653875444,66.81985539997969,-66.58345378473214,1,0.007633587786259542
K0294,cluster_logistic,0.25,0.18,radial_arc_0.5,0.5,72.35091945447083,66.85663331325932,-66.62524226441654,1,0.007633587786259542
K0114,none,0.65,0.18,radial_arc_0.5,0.5,72.36488160519589,66.79400713641995,-66.55870916114841,2,0.015267175572519083
K0210,cluster_logistic_soft,0.36,0.28,radial_arc_0.5,0.5,72.37454496370214,66.81458546040008,-66.59188613120166,0,0.0
K0306,cluster_logistic,0.25,0.23,radial_arc_0.5,0.5,72.38802387568104,66.8920612459478,-66.66600116470941,0,0.0
K0272,cluster_logistic_soft,0.65,0.23,radial_arc_0.5,1.0,72.39018583799503,66.86288889147548,-66.62323789256158,2,0.015267175572519083
K0150,cluster_logistic_soft,0.25,0.18,radial_arc_0.5,0.5,72.42176027855719,66.88567380022464,-66.6757219350498,1,0.007633587786259542
K0428,cluster_logistic,0.65,0.28,radial_arc_0.5,1.0,72.42481083720085,66.94899835398724,-66.7006908396726,2,0.015267175572519083
K0235,cluster_logistic_soft,0.5,0.23,radial_arc_0.5,0.75,72.43038959622021,66.89726039016874,-66.67736240105039,1,0.007633587786259542
K0391,cluster_logistic,0.5,0.28,radial_arc_0.5,0.75,72.43175165843131,66.94562147659659,-66.71367690425429,1,0.007633587786259542
K0318,cluster_logistic,0.25,0.28,radial_arc_0.5,0.5,72.43450407459619,66.93696471784561,-66.71735898466301,0,0.0
K0071,none,0.36,0.28,transverse_arc_0.5,1.0,72.44568448217142,66.75290689196248,-66.6032500122623,12,0.0916030534351145
K0162,cluster_logistic_soft,0.25,0.23,radial_arc_0.5,0.5,72.46794032056228,66.9278988940579,-66.72508004130269,0,0.0
K0126,none,0.65,0.23,radial_arc_0.5,0.5,72.50094704679177,66.91927646629287,-66.71618633982838,1,0.007633587786259542
K0174,cluster_logistic_soft,0.25,0.28,radial_arc_0.5,0.5,72.52517895799532,66.98082231607964,-66.78644090937223,0,0.0
K0284,cluster_logistic_soft,0.65,0.28,radial_arc_0.5,1.0,72.52697450983628,66.99874445278041,-66.78648663190408,2,0.015267175572519083
K0247,cluster_logistic_soft,0.5,0.28,radial_arc_0.5,0.75,72.52811584024032,66.99246854543392,-66.7906692917727,1,0.007633587786259542
K0368,cluster_logistic,0.5,0.18,radial_arc_0.5,1.0,72.53226327140078,67.10216909241574,-66.87657039605872,1,0.007633587786259542
K0034,none,0.25,0.28,transverse_arc_0.5,0.75,72.53750230477269,66.88903565743901,-66.75247613451998,6,0.04580152671755725
K0331,cluster_logistic,0.36,0.18,radial_arc_0.5,0.75,72.53802750215065,67.09316655593636,-66.8839431044562,2,0.015267175572519083
K0023,none,0.25,0.23,transverse_arc_0.5,1.0,72.54835596903803,66.88617207036317,-66.75942112665562,7,0.05343511450381679
K0343,cluster_logistic,0.36,0.23,radial_arc_0.5,0.75,72.59959666309307,67.15423258119638,-66.95488275508802,1,0.007633587786259542
K0224,cluster_logistic_soft,0.5,0.18,radial_arc_0.5,1.0,72.62161717505221,67.13713210791869,-66.94202213736114,1,0.007633587786259542
K0380,cluster_logistic,0.5,0.23,radial_arc_0.5,1.0,72.6226631993904,67.1951991372324,-66.98552586883729,1,0.007633587786259542
K0187,cluster_logistic_soft,0.36,0.18,radial_arc_0.5,0.75,72.62569244988885,67.12764134604328,-66.94642248159256,2,0.015267175572519083
K0138,none,0.65,0.28,radial_arc_0.5,0.5,72.66503577935973,67.07223276693506,-66.90326829217469,2,0.015267175572519083
K0355,cluster_logistic,0.36,0.28,radial_arc_0.5,0.75,72.676046198996,67.23084673314725,-67.04278792708936,0,0.0
K0199,cluster_logistic_soft,0.36,0.23,radial_arc_0.5,0.75,72.70115521293681,67.19840976503424,-67.03045239992537,1,0.007633587786259542
K0236,cluster_logistic_soft,0.5,0.23,radial_arc_0.5,1.0,72.7303842203111,67.24192554527801,-67.06819948896877,1,0.007633587786259542
K0392,cluster_logistic,0.5,0.28,radial_arc_0.5,1.0,72.73374126057234,67.31031296194212,-67.1184675048791,1,0.007633587786259542
K0078,none,0.5,0.18,radial_arc_0.5,0.5,72.74349064789246,67.1943136643933,-67.03486332224206,1,0.007633587786259542
K0295,cluster_logistic,0.25,0.18,radial_arc_0.5,0.75,72.76346405127681,67.3593035942651,-67.18921977101661,1,0.007633587786259542
K0115,none,0.65,0.18,radial_arc_0.5,0.75,72.78730495046423,67.25936657287565,-67.08643669334128,2,0.015267175572519083
K0211,cluster_logistic_soft,0.36,0.28,radial_arc_0.5,0.75,72.7939131116037,67.28647324677166,-67.13333601906,0,0.0
K0307,cluster_logistic,0.25,0.23,radial_arc_0.5,0.75,72.81967354069202,67.41287357144735,-67.25043913121439,0,0.0
K0248,cluster_logistic_soft,0.5,0.28,radial_arc_0.5,1.0,72.86295772469137,67.3710425411854,-67.22060683906908,1,0.007633587786259542
K0151,cluster_logistic_soft,0.25,0.18,radial_arc_0.5,0.75,72.8691782279747,67.39924264515055,-67.2631729042732,1,0.007633587786259542
K0090,none,0.5,0.23,radial_arc_0.5,0.5,72.87659564630765,67.31472095064345,-67.18303034544795,1,0.007633587786259542
K0332,cluster_logistic,0.36,0.18,radial_arc_0.5,1.0,72.88186493999467,67.51610880448142,-67.35137662837927,2,0.015267175572519083
K0319,cluster_logistic,0.25,0.28,radial_arc_0.5,0.75,72.89038105600665,67.48113850058354,-67.3278606272895,0,0.0
K0035,none,0.25,0.28,transverse_arc_0.5,1.0,72.91565953931368,67.24888690936746,-67.18471053765377,6,0.04580152671755725
K0163,cluster_logistic_soft,0.25,0.23,radial_arc_0.5,0.75,72.93947282503905,67.46332304566302,-67.33757785854678,1,0.007633587786259542
K0344,cluster_logistic,0.36,0.23,radial_arc_0.5,1.0,72.96506078316104,67.59864615309525,-67.44647625698025,1,0.007633587786259542
K0188,cluster_logistic_soft,0.36,0.18,radial_arc_0.5,1.0,72.99819262852778,67.55848803735599,-67.43296582194628,2,0.015267175572519083
K0127,none,0.65,0.23,radial_arc_0.5,0.75,72.99886153254792,67.45277989126492,-67.32651762399638,2,0.015267175572519083
K0175,cluster_logistic_soft,0.25,0.28,radial_arc_0.5,0.75,73.0268367639206,67.54392917908761,-67.43029459344753,0,0.0
K0102,none,0.5,0.28,radial_arc_0.5,0.5,73.03757640255857,67.46246662449552,-67.36024699362325,1,0.007633587786259542
K0356,cluster_logistic,0.36,0.28,radial_arc_0.5,1.0,73.06869124136217,67.70259522027763,-67.564616917755,0,0.0
K0200,cluster_logistic_soft,0.36,0.23,radial_arc_0.5,1.0,73.10044603822165,67.65422554114011,-67.545798798939,1,0.007633587786259542
K0042,none,0.36,0.18,radial_arc_0.5,0.5,73.15872529377347,67.63113441232558,-67.55019025487566,2,0.015267175572519083
K0296,cluster_logistic,0.25,0.18,radial_arc_0.5,1.0,73.19352414495509,67.88538590206196,-67.76758013692323,1,0.007633587786259542
K0212,cluster_logistic_soft,0.36,0.28,radial_arc_0.5,1.0,73.22639664707488,67.77368063750654,-67.68418529706555,0,0.0
K0116,none,0.65,0.18,radial_arc_0.5,1.0,73.22943741377682,67.74316984392729,-67.6260358229358,3,0.022900763358778626
K0139,none,0.65,0.28,radial_arc_0.5,0.75,73.25446702662494,67.6894918228012,-67.6121641512859,3,0.022900763358778626
K0308,cluster_logistic,0.25,0.23,radial_arc_0.5,1.0,73.26911625664334,67.95726756727377,-67.84921935139131,0,0.0
K0054,none,0.36,0.23,radial_arc_0.5,0.5,73.28588904169534,67.74402014424999,-67.68528334087533,1,0.007633587786259542
K0152,cluster_logistic_soft,0.25,0.18,radial_arc_0.5,1.0,73.33324650125795,67.93300615261525,-67.86331861616652,1,0.007633587786259542
K0320,cluster_logistic,0.25,0.28,radial_arc_0.5,1.0,73.36466856837392,68.04944682176432,-67.95291492479782,0,0.0
K0079,none,0.5,0.18,radial_arc_0.5,0.75,73.3752384164351,67.88084170595735,-67.81422665920923,1,0.007633587786259542
K0164,cluster_logistic_soft,0.25,0.23,radial_arc_0.5,1.0,73.42831280114059,68.01938435968385,-67.96297926323085,1,0.007633587786259542
K0066,none,0.36,0.28,radial_arc_0.5,0.5,73.44102166158916,67.88374400128188,-67.84910277298451,0,0.0
K0128,none,0.65,0.23,radial_arc_0.5,1.0,73.52246695256123,68.00895151369133,-67.95182117974839,3,0.022900763358778626
K0006,none,0.25,0.18,radial_arc_0.5,0.5,73.52883401825294,68.01882424552423,-68.00278805884062,1,0.007633587786259542
K0176,cluster_logistic_soft,0.25,0.28,radial_arc_0.5,1.0,73.54681879234555,68.12847863701104,-68.08750195424655,0,0.0
K0091,none,0.5,0.23,radial_arc_0.5,0.75,73.58348242059908,68.06770105049904,-68.04083209642043,1,0.007633587786259542
K0018,none,0.25,0.23,radial_arc_0.5,0.5,73.64883125883043,68.12358774778363,-68.12460470663333,1,0.007633587786259542
K0030,none,0.25,0.28,radial_arc_0.5,0.5,73.7968949644004,68.25434840016007,-68.27486888371384,0,0.0
K0103,none,0.5,0.28,radial_arc_0.5,0.75,73.83585360875796,68.29764973147134,-68.31238189262237,1,0.007633587786259542
K0140,none,0.65,0.28,radial_arc_0.5,1.0,73.87726969995221,68.33505628538464,-68.34012089016522,3,0.022900763358778626
K0043,none,0.36,0.18,radial_arc_0.5,0.75,74.03073581268407,68.5693447563058,-68.60951577939996,2,0.015267175572519083
