galaxy,radius_kpc,gbar_m_s2,gobs_m_s2,predicted_acceleration_m_s2,log_residual_dex
NGC2976,2.27,3.983233201613378e-11,1.0099557113636502e-10,9.09547572311004e-11,0.04547691047892272
NGC2998,1.8918061674008813,2.40914317325082e-10,5.649558797235427e-10,3.1802330357154443e-10,0.24955558823606677
NGC2998,2.6012334801762114,2.835636561098922e-10,5.12340796783633e-10,3.6121790087342846e-10,0.15178967484417355
NGC2998,5.438942731277533,1.7311353414275806e-10,2.573748546639642e-10,2.476116063114137e-10,0.016795116853524406
NGC2998,8.95741556534508,9.928924326174197e-11,1.686518009754151e-10,1.6622365409065403e-10,0.006298158068941738
NGC2998,12.526049926578562,6.3870372181071e-11,1.183596693114857e-10,1.233310731823287e-10,-0.017868767487399396
NGC2998,16.094684287812044,4.0525272311833e-11,9.298714302923763e-11,9.194965921631147e-11,0.004872780499729931
NGC2998,19.66331864904552,2.9656964753680054e-11,7.682753324317379e-11,7.57080514515605e-11,0.00637482060453161
NGC2998,23.16029368575624,2.2889195127197978e-11,6.461915941945166e-11,6.468401794190558e-11,-0.00043568458785469123
NGC2998,26.72892804698972,1.768952316634476e-11,5.599172204924069e-11,5.548259030084749e-11,0.003967095947169174
NGC2998,30.297562408223204,1.3817869661545225e-11,4.4867363138652756e-11,4.801924744923249e-11,-0.029484802839176028
NGC3109,0.5590977443609022,5.729142488670927e-13,6.819635390225983e-12,8.581300191967747e-12,-0.09979193892169207
NGC3109,1.3869924812030074,2.293611272341783e-12,1.2940506970927522e-11,1.776338009551189e-11,-0.13757431776103038
NGC3109,1.6665413533834585,2.7190946133352704e-12,1.6196802410132425e-11,1.945717966376642e-11,-0.07965060497772151
NGC3109,1.9460902255639096,3.0567380477060806e-12,1.8375455752341475e-11,2.07212539297106e-11,-0.052177913480397645
NGC3109,2.2148872180451127,3.2184043986122008e-12,2.0025711702006414e-11,2.1305294162022406e-11,-0.02689957527742753
NGC3109,2.773984962406015,3.116440247640453e-12,1.9606021878449174e-11,2.0938431153600163e-11,-0.028554655399922947
NGC3109,3.0535338345864655,3.0336318267528136e-12,2.2270624506928064e-11,2.0636716749069405e-11,0.03309179230911078
NGC3109,3.333082706766917,2.9198376403384776e-12,2.2164635765169778e-11,2.021631210314823e-11,0.03995866518494452
NGC3109,3.60187969924812,2.8617323650247284e-12,2.1606512876974856e-11,1.999894673701112e-11,0.03357755704277313
NGC3109,3.881428571428571,2.8258551890978115e-12,2.1997483035438892e-11,1.986378977181973e-11,0.04431088122205756
NGC3109,4.160977443609022,2.6277026398513482e-12,2.18570799972015e-11,1.910361662911496e-11,0.05847654766820959
NGC3109,4.440526315789473,2.446063119498904e-12,2.0857226526029394e-11,1.8384770580943956e-11,0.05479834316447302
NGC3109,4.709323308270676,2.4071557711429986e-12,2.133978467874547e-11,1.822782264442298e-11,0.06845523874894333
NGC3109,4.988872180451127,2.3569233418503633e-12,2.1280676771925438e-11,1.802355303971804e-11,0.0721450264337193
NGC3109,5.268421052631579,2.3353083403982643e-12,2.1609027312030416e-11,1.7935074571158055e-11,0.08093203166674016
NGC3109,5.54796992481203,2.3141859814382423e-12,2.153841963866351e-11,1.7848268021263337e-11,0.08161775520609298
NGC3109,5.82751879699248,2.342318291432493e-12,2.1632210598977906e-11,1.7963807835118276e-11,0.08070250170608873
NGC3109,6.0963157894736835,2.3639468488762037e-12,2.2115351865862213e-11,1.8052226958859094e-11,0.08816306861093297
NGC3109,6.375864661654134,2.2710541226388033e-12,2.095563462278947e-11,1.7669931060179678e-11,0.07406596249603531
NGC3109,6.655413533834587,2.1666553232183084e-12,2.001491656401689e-11,1.7232054884295186e-11,0.065016714816737
NGC3109,6.934962406015037,2.061003102823766e-12,1.985175322811641e-11,1.6779426331927806e-11,0.07302175921011084
NGC3198,1.6881159420289857,8.439437093326975e-11,1.3188848404485762e-10,1.4866171281876024e-10,-0.051992255847327785
NGC3198,1.9368115942028985,7.674390241005869e-11,1.2910219301529182e-10,1.3939757843006657e-10,-0.03332160986078312
NGC3198,2.1779710144927535,6.83410177273467e-11,1.4482014652550285e-10,1.2898704331464238e-10,0.05028289473133115
NGC3198,2.4191304347826086,6.839905777092576e-11,1.3687437767001968e-10,1.2905990087354081e-10,0.02553083036703848
NGC3198,2.667826086956522,7.222061969641579e-11,1.420991510542491e-10,1.3382699691487343e-10,0.026047750842453376
NGC3198,2.901449275362319,7.634581968214146e-11,1.4572140416581363e-10,1.3891026826850194e-10,0.020788997395429436
NGC3198,3.1426086956521737,7.986214070853795e-11,1.4423240941292393e-10,1.4319616645443483e-10,0.0031314669895333397
NGC3198,3.391304347826087,8.060086844913226e-11,1.382638351025406e-10,1.440913882309915e-10,-0.017929426550008152
NGC3198,3.6324637681159424,8.15820648999965e-11,1.4702378315729436e-10,1.4527776222007058e-10,0.005188452057936656
NGC3198,3.8811594202898556,8.13617941108188e-11,1.4865099596965e-10,1.450116942979085e-10,0.010764796530958845
NGC3198,4.114782608695652,8.13313088619183e-11,1.444921136386744e-10,1.449748588119157e-10,-0.0014485504684344339
NGC3198,4.355942028985507,8.076930318615145e-11,1.4267257048976478e-10,1.4429526045175842e-10,-0.004911580543790592
NGC3198,4.597101449275362,7.998113462324184e-11,1.4117357943421243e-10,1.4334048684898853e-10,-0.0066154488738621176
NGC3198,4.845797101449275,7.865601881899277e-11,1.3778213365156872e-10,1.4173073208047846e-10,-0.012271124569093697
NGC3198,5.079420289855073,7.565762419155987e-11,1.3517372368135523e-10,1.3806651288037383e-10,-0.009196078464568175
NGC3198,5.320579710144927,7.097114433538924e-11,1.3265639791033128e-10,1.322747664792641e-10,0.0012511970017082287
NGC3198,6.059130434782608,5.821959282642646e-11,1.180880118271066e-10,1.1604651796800028e-10,0.007573696953352832
NGC3198,6.812753623188406,4.8657717932742155e-11,1.064589529074557e-10,1.0330643997448753e-10,0.013054794635874589
NGC3198,7.5663768115942025,4.259540240861043e-11,1.0110686698823617e-10,9.489450232908499e-11,0.027539600559211678
NGC3198,8.32,3.8420257046133964e-11,9.561400565676026e-11,8.891231396869398e-11,0.031559599891768986
NGC3198,9.081159420289856,3.4785294225114394e-11,8.873385298322067e-11,8.355418880496507e-11,0.026121112603430252
NGC3198,10.58840579710145,2.7522791864486488e-11,7.708150233419567e-11,7.232506279938073e-11,0.027661351138646054
NGC3198,12.11072463768116,2.086249664628976e-11,6.400209275094428e-11,6.118903935551896e-11,0.01952053985523384
NGC3198,13.6631884057971,1.6617081148936973e-11,5.6729929978360424e-11,5.3477439367020303e-11,0.02564164352980901
NGC3198,15.110144927536233,1.413013406415705e-11,5.1970184030120786e-11,4.864619704013052e-11,0.02870536012058749
NGC3198,16.67014492753623,1.191050306649383e-11,4.649699957087136e-11,4.407299218582781e-11,0.023252392522231085
NGC3198,18.109565217391307,1.0218479185292398e-11,4.113920901879804e-11,4.037476541732991e-11,0.008145925245269794
NGC3198,19.669565217391305,8.906552208751592e-12,3.7373108307560396e-11,3.7347528447557186e-11,0.000297352725128541
NGC3198,21.222028985507247,7.911990304623746e-12,3.417574340495027e-11,3.493807471836594e-11,-0.009580998975976588
NGC3198,22.668985507246376,7.010448450641624e-12,3.11354444563477e-11,3.265066664968921e-11,-0.020636983345957306
NGC3198,24.22144927536232,6.170319876364998e-12,2.954037383602791e-11,3.041265525177021e-11,-0.012638351903265416
NGC3198,25.668405797101453,5.594456369348496e-12,2.8255693901450364e-11,2.8807940525115975e-11,-0.00840623460990461
NGC3198,27.22086956521739,5.143357536963916e-12,2.6644211912607964e-11,2.7503919781847793e-11,-0.013791713553091523
NGC3198,28.78086956521739,4.7520551770027435e-12,2.5541715811137113e-11,2.633461713112536e-11,-0.013276940271121269
NGC3198,30.220289855072465,4.438173783540429e-12,2.4652747948172498e-11,2.536788346443357e-11,-0.012418898483926348
NGC3198,31.780289855072464,4.196017313816736e-12,2.344261780226979e-11,2.4602654092344626e-11,-0.020975853505314532
NGC3198,33.21971014492753,3.832856294470466e-12,2.212881412947655e-11,2.3419757483669452e-11,-0.024624252594987565
NGC3521,0.7652727272727271,9.82366793247261e-10,1.0811036197048385e-09,1.0419682454995966e-09,0.01601283761163078
NGC3521,0.9538181818181817,9.046496475378557e-10,1.0735394299528705e-09,9.667175161360386e-10,0.0455184125087709
NGC3521,1.1423636363636362,8.480738846776302e-10,9.998962064261605e-10,9.119639848565818e-10,0.039977233108872676
NGC3521,1.3309090909090906,7.436960418671511e-10,8.491382685366657e-10,8.109690184680127e-10,0.01997415075554157
NGC3521,1.5305454545454542,6.628655494585637e-10,8.029094753764939e-10,7.327243496147471e-10,0.039725959099143116
NGC3521,1.7190909090909088,6.076384298514265e-10,7.444763423969912e-10,6.79208087264176e-10,0.03984805314250135
NGC3521,1.896545454545454,5.800638527667242e-10,7.022187352532786e-10,6.524593006664495e-10,0.031918986013465614
NGC3521,2.096181818181818,5.435487090033158e-10,6.542580628306512e-10,6.169972730273657e-10,0.02546583886179196
NGC3521,2.2847272727272725,5.269747233344815e-10,6.297586437061323e-10,6.008826041611738e-10,0.02038450592592224
NGC3521,2.4732727272727266,5.044832775943961e-10,6.267001714233817e-10,5.789919983883819e-10,0.03438725163147742
NGC3521,2.6729090909090907,4.726590651684127e-10,5.641140370827083e-10,5.479654372301716e-10,0.012613740246145486
NGC3521,2.8614545454545453,4.3413106483361026e-10,5.17230691980407e-10,5.10300391309918e-10,0.005858386237854932
NGC3521,3.0499999999999994,4.056930175783479e-10,4.807319202336405e-10,4.824084351928943e-10,-0.0015119331817044898
NGC3521,3.238545454545454,3.810857826108515e-10,4.4008056030605926e-10,4.581967136260725e-10,-0.017519785045842888
NGC3521,3.4270909090909085,3.641330362805876e-10,4.3186251951762146e-10,4.414674747946414e-10,-0.009553198223081838
NGC3521,3.6156363636363626,3.482282042204808e-10,4.055253928351262e-10,4.257306946304024e-10,-0.021116909702856523
NGC3521,3.8041818181818177,3.3653596957284367e-10,3.8181593417421925e-10,4.141333726042163e-10,-0.035286180506878054
NGC3521,4.003818181818181,3.2142892864704507e-10,3.7311796903556474e-10,3.991090707776728e-10,-0.02924543356513304
NGC3521,4.192363636363636,3.116497724880907e-10,3.6299790178895906e-10,3.893572040320489e-10,-0.03044409986305316
NGC3521,4.38090909090909,3.00524937780985e-10,3.5380794487952935e-10,3.782359181651562e-10,-0.028995187168788572
NGC3521,4.569454545454545,2.905254917351893e-10,3.423139457264752e-10,3.682126155767023e-10,-0.03167407160106446
NGC3521,4.757999999999999,2.7697080994485943e-10,3.227989711881592e-10,3.545808120327878e-10,-0.04078308838088754
NGC3521,4.946545454545453,2.636780273313328e-10,3.162182637652642e-10,3.4115712590518835e-10,-0.032967497224282626
NGC3521,5.146181818181817,2.473392814446247e-10,3.039511759467841e-10,3.245730048352608e-10,-0.02850856819613537
NGC3521,5.523272727272727,2.178161637251578e-10,2.831994892355578e-10,2.9432593141760163e-10,-0.016736061305241898
NGC3521,5.711818181818181,2.051618437588369e-10,2.6889467697033065e-10,2.8122947966135963e-10,-0.019478638285157356
NGC3521,6.08890909090909,1.8246180849422407e-10,2.453471526809451e-10,2.5749267702535094e-10,-0.020983860172207908
NGC3521,6.288545454545454,1.7217782640799825e-10,2.3977333851310886e-10,2.466187559786379e-10,-0.012225212435993798
NGC3521,7.042727272727271,1.4158921332010106e-10,2.140968235227287e-10,2.137144606995668e-10,0.0007763147655287819
NGC3521,9.782181818181817,7.878304047368708e-11,1.456956049992849e-10,1.4188528816013196e-10,0.011509084648912843
NGC3521,12.277636363636361,5.3146212168358535e-11,1.1608267715390181e-10,1.093584961473125e-10,0.025914886087822272
NGC3521,14.773090909090907,3.8254838722059946e-11,9.283391432056536e-11,8.867169045871383e-11,0.019921674726459723
NGC3521,17.179818181818177,2.8735822807262676e-11,7.982877590380444e-11,7.425730500192613e-11,0.031420286384104795
NGC3521,19.675272727272723,2.1510755697856295e-11,6.970393115839519e-11,6.231847133421111e-11,0.04864048050900357
NGC3726,2.6833333333333336,8.315414154430716e-11,1.2906489052555193e-10,1.4717233943293574e-10,-0.05701807605718464
NGC3726,4.017333333333334,7.817191614187972e-11,1.2946863142435163e-10,1.4114119886663074e-10,-0.03748924482807468
NGC3726,5.351333333333334,6.945785250194384e-11,1.3078453723921827e-10,1.3038655037370313e-10,0.0013236046526570097
NGC3726,6.685333333333334,6.04267591279528e-11,1.339204898975138e-10,1.189111099379272e-10,0.051624596440228876
NGC3726,8.027000000000001,4.688490967344252e-11,1.0883264035849526e-10,1.008768061743653e-10,0.032967841862497974
NGC3726,9.345666666666666,3.829893813264001e-11,9.118262231357232e-11,8.873586754190266e-11,0.011812878268246816
NGC3726,10.687333333333333,3.278215662166217e-11,7.579878445524217e-11,8.053295663601498e-11,-0.026311402659472325
NGC3726,12.289666666666669,2.652277251878157e-11,5.7736174834558625e-11,7.071238981059393e-11,-0.08804750759214375
NGC3726,17.096666666666668,1.391001651873813e-11,4.8605467993422565e-11,4.820477310443659e-11,0.0035950860356352694
NGC3726,21.098666666666666,8.780423267509143e-12,4.452930861256167e-11,3.704788353702367e-11,0.07988254933114328
NGC3726,23.061333333333334,7.24163418067837e-12,4.1226018660130116e-11,3.324765403309228e-11,0.09341038876020963
NGC3726,24.932000000000006,6.156388354851662e-12,3.7235588620515053e-11,3.0374559153771625e-11,0.08844824011793276
NGC3741,0.7305295950155762,4.5174344751136095e-12,2.3908228479801425e-11,2.5614584500237116e-11,-0.029939917952452627
NGC3741,0.9705607476635515,3.657575530541824e-12,2.2178954281715992e-11,2.2832130444851764e-11,-0.012605371303945302
NGC3741,1.2210280373831774,2.9476329091806103e-12,1.9281317029698157e-11,2.0319636347995576e-11,-0.022779235795171084
NGC3741,1.4610591900311525,2.486925507623959e-12,1.553094765357396e-11,1.8548444530452063e-11,-0.07710953968115893
NGC3741,1.7115264797507788,2.167623900737236e-12,1.3755573734601733e-11,1.7236159159653357e-11,-0.09796178653563703
NGC3741,1.951557632398754,1.900231369624967e-12,1.5441988075029932e-11,1.607062545339471e-11,-0.017329566681131732
NGC3741,2.1915887850467293,1.6933210523564963e-12,1.5113632536023082e-11,1.5118191072701332e-11,-0.00013097108302457844
NGC3741,2.431619937694704,1.6346101286085685e-12,1.4044083092823202e-11,1.4838670620097703e-11,-0.023901604393619488
NGC3741,2.68208722741433,1.6174550875505005e-12,1.5576649123696796e-11,1.475615684748901e-11,0.02350077436537181
NGC3741,2.922118380062305,1.6299263785309247e-12,1.6239124182131712e-11,1.4816180720682742e-11,0.039826336228311256
NGC3741,3.4021806853582555,1.5465570478482915e-12,1.5874498895370992e-11,1.4410932790745006e-11,0.04200793222816162
NGC3741,3.892679127725857,1.4255953507024971e-12,1.4688192303535157e-11,1.3805171905687303e-11,0.026926530887095613
NGC3741,4.393613707165109,1.397659397939893e-12,1.426114455493569e-11,1.3662039093578496e-11,0.018638858310548272
NGC3741,4.873676012461059,1.329857674522385e-12,1.4032605375694998e-11,1.3309206441844396e-11,0.022986150626545205
NGC3741,5.36417445482866,1.2569780875109283e-12,1.3751237718602285e-11,1.2920794431694448e-11,0.02705257285123283
NGC3741,5.854672897196262,1.1481083890748888e-12,1.3390555042516417e-11,1.232108579245836e-11,0.03614959741910043
NGC3741,6.334735202492213,1.0436503915579247e-12,1.2474989099678066e-11,1.1720915373131162e-11,0.027078644539643742
NGC3741,6.825233644859813,9.380805865254996e-13,1.1532385065401581e-11,1.1085836651018545e-11,0.0171506600091973
NGC3741,7.305295950155763,8.484771110579249e-13,1.1429383227014519e-11,1.0520636928135719e-11,0.03598076168187088
NGC3769,3.1499999999999995,7.494208124240699e-11,1.1589379065461204e-10,1.3718745071398116e-10,-0.07325421789482277
NGC3769,4.715999999999999,4.406764489195035e-11,9.270457629154126e-11,9.696516188539965e-11,-0.019514553564587957
NGC3769,6.282,2.8622030699773485e-11,8.081297319534856e-11,7.407711756238073e-11,0.03779701018047621
NGC3769,7.848,1.9896832845825842e-11,6.572658790382743e-11,5.948499193210062e-11,0.043333680107263
NGC3769,9.423,1.4421091291665112e-11,5.2165097449490274e-11,4.922597030210933e-11,0.025185737670761696
NGC3769,11.078999999999999,1.0630905048053366e-11,4.083404880391898e-11,4.1295811065143854e-11,-0.004883556734230435
NGC3769,13.067999999999998,7.915126859212514e-12,3.2881040053550296e-11,3.49458504901585e-11,-0.02645006835827442
NGC3769,28.637999999999998,2.2295592292268804e-12,1.6610666054678818e-11,1.7496964484442368e-11,-0.02257566314031697
NGC3769,31.148999999999997,1.8949071918360445e-12,1.4523754428669248e-11,1.6046710023517006e-11,-0.04330710750634439
NGC3769,33.443999999999996,1.6506917377848497e-12,1.2405025560430937e-11,1.4915672165941874e-11,-0.08004516589439034
NGC3877,2.436,7.392453478021446e-11,1.9477934965827155e-10,1.359341923364201e-10,0.15621420030038013
NGC3877,3.2666666666666666,6.595410525737373e-11,2.0004206201741689e-10,1.2597829900117221e-10,0.2008255824991198
NGC3877,4.078666666666667,6.300611143040816e-11,1.8600049620775533e-10,1.2222719116290277e-10,0.18234627123129
NGC3877,4.890666666666667,6.533702136294719e-11,1.696373019556483e-10,1.2519639645059126e-10,0.1319295278018772
NGC3877,5.702666666666667,7.23791661035506e-11,1.4914252689766993e-10,1.3402352967311262e-10,0.04642044557264327
NGC3877,6.514666666666667,7.251475835503038e-11,1.3873632869931524e-10,1.341915326792103e-10,0.014465084577868617
NGC3877,7.326666666666666,6.758473525273127e-11,1.2633288983505984e-10,1.280363861208129e-10,-0.0058169768689133065
NGC3877,8.138666666666667,6.293812184733856e-11,1.1643630472146463e-10,1.2214020038443999e-10,-0.020770214161276664
NGC3877,8.959999999999999,5.789886110589196e-11,1.0576297678866373e-10,1.1562808309441105e-10,-0.03872965998143324
NGC3877,9.772,4.994167606623174e-11,9.584375917411191e-11,1.0505174087489612e-10,-0.0398394145208271
NGC3877,10.593333333333334,4.37402509918228e-11,8.73756110312969e-11,9.65063270533593e-11,-0.04316556121343499
NGC3893,1.8753333333333333,3.484946235396063e-10,3.5791152339319037e-10,4.259946577925877e-10,-0.07562847159532286
NGC3893,3.772222222222222,1.8743158156082685e-10,2.5622374657542225e-10,2.627190070863977e-10,-0.010872116803469776
NGC3893,5.647555555555556,1.2917700756213664e-10,2.127458503989383e-10,2.000658883437522e-10,0.026688051116815513
NGC3893,7.522888888888889,8.22198985730549e-11,1.5319362902275477e-10,1.4604735850795573e-10,0.020746997850776883
NGC3893,9.495222222222223,5.7825355246824726e-11,1.1631585170435614e-10,1.1553210600864616e-10,0.0029362150157115885
NGC3893,11.747777777777777,4.083479855024029e-11,9.604574412762232e-11,9.239254788370828e-11,0.01684118195611138
NGC3893,14.140444444444443,2.9019004460681996e-11,7.894748566991048e-11,7.47047794876667e-11,0.023989914952153586
NGC3893,16.522333333333332,2.12560934019962e-11,6.190886359965567e-11,6.187612894774257e-11,0.00022969632637556396
NGC3893,18.645555555555557,1.6959435817225276e-11,5.3035681954765635e-11,5.412221786318701e-11,-0.008807427592187752
NGC3893,20.531666666666666,1.4265826393028112e-11,4.3363755529351896e-11,4.891710242459824e-11,-0.052333836605430194
NGC3917,1.6336666666666664,2.3151612816641267e-11,4.883659863489922e-11,6.512908827797123e-11,-0.12502959002179265
NGC3917,2.4504999999999995,2.497189925340298e-11,7.16879935563279e-11,6.817344203111963e-11,0.021831203491623687
NGC3917,3.2861111111111105,2.818103446948142e-11,1.0067137657176954e-10,7.337673688110825e-11,0.13734761271165338
NGC3917,4.102944444444444,3.081369357112905e-11,9.049350764273486e-11,7.75107607213197e-11,0.06725542309449256
NGC3917,4.919777777777777,3.273949157154946e-11,8.717575105018484e-11,8.046803073297302e-11,0.034772324551624274
NGC3917,5.73661111111111,3.254629234450975e-11,8.552642453846353e-11,8.017371653565468e-11,0.028068300344248082
NGC3917,6.553444444444444,3.106857985386305e-11,8.36300941929701e-11,7.790524774750788e-11,0.03079587291994422
NGC3917,7.370277777777776,2.8995936458001216e-11,7.900803195926748e-11,7.46683778945789e-11,0.02453452716515144
NGC3917,8.187111111111111,2.5877921134690928e-11,7.326433900784676e-11,6.966248550114871e-11,0.021893670075780317
NGC3917,9.013333333333332,2.4085239676487326e-11,6.753069280446769e-11,6.669967048277268e-11,0.005377516844408206
NGC3917,9.830166666666665,2.184555236382035e-11,6.101862809440533e-11,6.289742097682058e-11,-0.013170399151874332
NGC3917,10.656388888888888,1.9724491744520634e-11,5.7118471446950644e-11,5.917802765386013e-11,-0.015383909726727955
NGC3917,11.445055555555554,1.7664565175279874e-11,5.3182498024847405e-11,5.543640516617569e-11,-0.018026327583153208
NGC3917,12.31822222222222,1.510788544281504e-11,4.9412702052049535e-11,5.0578432944516603e-11,-0.010126766393525005
NGC3917,13.08811111111111,1.3450589366481178e-11,4.718747109930235e-11,4.727536131394669e-11,-0.0008081537525954578
NGC3917,13.951888888888886,1.1573175097431421e-11,4.362682711459555e-11,4.3351966459222864e-11,0.0027448268335082708
NGC3949,1.6723333333333334,2.1129135841242977e-10,2.94623729638193e-10,2.875841744452641e-10,0.01050273949205771
NGC3949,2.5084999999999997,1.894142009248664e-10,2.729620338706242e-10,2.647990979613215e-10,0.013185744131086564
NGC3949,3.363888888888889,1.6796736384171102e-10,2.2367934374353542e-10,2.4214211188736326e-10,-0.03444444598856736
NGC3949,4.200055555555556,1.2350102026384283e-10,1.9112813242608107e-10,1.9375442760766994e-10,-0.005927019443092689
NGC3949,5.036222222222222,9.559494646344084e-11,1.6762053150735468e-10,1.619195971695284e-10,0.015027798719779757
NGC3949,5.8723888888888895,7.374109240837772e-11,1.5098486900874694e-10,1.3570785337963884e-10,0.04632844562944562
NGC3953,3.1111111111111107,2.2761691947754938e-10,3.418997932257073e-10,3.0441149251835634e-10,0.05043779371457318
NGC3953,4.657777777777778,1.7489634496532204e-10,2.8725693454301347e-10,2.495013177940647e-10,0.061197677814716356
NGC3953,6.204444444444444,1.437918046864646e-10,2.441528580159086e-10,2.161163962063102e-10,0.052974095473509265
NGC3953,7.751111111111111,1.3115116937255362e-10,2.0830657291879615e-10,2.0225026947602413e-10,0.012813864985681399
NGC3953,9.306666666666667,1.1297034333967537e-10,1.7504877977546624e-10,1.8191141179475828e-10,-0.016700856640005212
NGC3953,10.835555555555555,9.47166295330465e-11,1.4901011614863844e-10,1.6089160205735128e-10,-0.03331762290175223
NGC3953,12.39111111111111,7.777565111829178e-11,1.3147494435072683e-10,1.4065804894284933e-10,-0.029321593391152898
NGC3953,13.937777777777777,6.126323943359951e-11,1.0768137543400308e-10,1.199901354906071e-10,-0.04700494949161441
NGC3972,1.8559999999999999,3.5523279745272746e-11,9.305017690435896e-11,8.465445860530297e-11,0.04106736654228022
NGC3972,2.784,3.487230683067394e-11,9.303690647192374e-11,8.368426373889829e-11,0.046011461907230294
NGC3972,3.7333333333333334,3.4005753568672064e-11,9.031357426976565e-11,8.238462132450071e-11,0.03990688051376734
NGC3972,4.661333333333333,3.0900468625471415e-11,8.412492005637189e-11,7.764517112545034e-11,0.034810213071844315
NGC3972,5.589333333333333,3.3220745471547426e-11,7.801990598538296e-11,8.119895492076036e-11,-0.017345016999016832
NGC3972,6.517333333333333,3.327680547408216e-11,7.522977169088145e-11,8.128389615948192e-11,-0.033614768547366405
NGC3972,7.445333333333334,2.8166623110540033e-11,7.356174336265638e-11,7.335379290051182e-11,0.0012294383674903609
NGC3972,8.373333333333333,2.3327686656890698e-11,6.949613804290966e-11,6.5426810412449e-11,0.026204922406296807
NGC3972,9.301333333333334,1.9229152578623604e-11,6.256246371982119e-11,5.829075473033933e-11,0.03071416451060418
NGC3992,8.259367088607595,1.2749662576080082e-10,2.465845770123336e-10,1.9820225953365352e-10,0.09485730833934199
NGC3992,12.393544303797468,1.0875045929167076e-10,1.8621799522399724e-10,1.7711180585316398e-10,0.021774135636831626
NGC3992,16.491772151898736,8.112402441413049e-11,1.485524431425773e-10,1.447243185646681e-10,0.01133828538355127
NGC3992,20.616962025316457,6.076612477913182e-11,1.179568665986596e-10,1.1934930569263947e-10,-0.0050966694159885
NGC3992,24.733164556962027,4.155292112184713e-11,9.331199688004803e-11,9.341654689412565e-11,-0.0004863262790341251
NGC3992,28.858354430379748,2.9351693717362514e-11,6.71998781642119e-11,7.522879731320711e-11,-0.04901563312257882
NGC3992,32.98354430379747,2.2073022887631056e-11,5.977115494523465e-11,6.328913349174453e-11,-0.024837501980620354
NGC3992,37.243544303797464,1.703497435081764e-11,5.1640732948999706e-11,5.426388226615866e-11,-0.021518464108016246
NGC3992,41.35974683544304,1.3649661295620215e-11,4.497054356302205e-11,4.767944446215938e-11,-0.02540304961597819
NGC4010,3.5388888888888888,3.160079759162196e-11,6.446239680955952e-11,7.872587184581691e-11,-0.08681102970499191
NGC4010,4.418555555555556,2.828925409643146e-11,6.522176096067596e-11,7.35489164869663e-11,-0.05218375874075022
NGC4010,5.298222222222222,2.4522689641329864e-11,6.615854776270286e-11,6.74288872222354e-11,-0.008260029071496497
NGC4010,6.177888888888889,2.209944025714348e-11,6.93753268693217e-11,6.333454021345411e-11,0.039564420289972216
NGC4010,7.057555555555556,2.0481392042607714e-11,7.406322025804236e-11,6.051969689677899e-11,0.08770584692269134
NGC4010,7.937222222222221,1.919665383624959e-11,6.794544318622429e-11,5.823227727885244e-11,0.06699656143556686
NGC4010,8.816888888888888,1.7457397914564816e-11,5.92845501606807e-11,5.5052179821204935e-11,0.03216700909939732
NGC4010,9.706666666666665,1.4868164553826384e-11,5.133608072235223e-11,5.010886443196471e-11,0.010508148316778551
NGC4010,10.586333333333334,1.2591638804739362e-11,4.5564179234947506e-11,4.550666717357084e-11,0.0005485218421503797
NGC4013,5.5205,1.2662207007446956e-10,2.3014493481274684e-10,1.9723073088180782e-10,0.06702683698794
NGC4013,6.204277777777778,1.1594082092120657e-10,1.9862204255667648e-10,1.852707860365747e-10,0.030220499632333395
NGC4013,6.958444444444444,1.0448966532439366e-10,1.7528338454280223e-10,1.7223118785530243e-10,0.007628953547526254
NGC4013,7.732722222222223,9.363024694678205e-11,1.5936254909944e-10,1.5961749612183746e-10,-0.000694225925668418
NGC4013,8.406444444444444,8.438687431825884e-11,1.4659067016443706e-10,1.4865272397120046e-10,-0.0060665414994099396
NGC4013,9.170666666666666,7.442991052320423e-11,1.3437478098406732e-10,1.365571076503931e-10,-0.006996540215526631
NGC4013,9.934888888888889,6.413448832796068e-11,1.2025105571104008e-10,1.2366771576387744e-10,-0.012167441283851489
NGC4013,10.618666666666668,5.485041979934442e-11,1.0786863059340936e-10,1.1162203929159752e-10,-0.014854787304219203
NGC4013,11.372833333333334,4.670115113972192e-11,9.85840529017547e-11,1.0062360110228055e-10,-0.008893187210997027
NGC4013,12.14711111111111,4.020185892995384e-11,9.2300135622421e-11,9.148590248332362e-11,0.0038481625322986713
NGC4013,12.840944444444444,3.559549777650734e-11,8.731289258565745e-11,8.476177457705827e-11,0.012878335637898542
NGC4013,13.544833333333333,3.187530484261181e-11,8.18878080310328e-11,7.914752935646722e-11,0.014781883480350604
NGC4013,14.248722222222222,2.8738888956648806e-11,7.369169483438881e-11,7.426215718165085e-11,-0.0033490155731980054
NGC4013,15.063222222222223,2.565405610182297e-11,5.716191640207024e-11,6.929610337960315e-11,-0.08360203383334644
NGC4013,15.767111111111111,2.3266549030998722e-11,5.3942038635246454e-11,6.532351493596258e-11,-0.0831421895170074
NGC4013,16.460944444444443,2.1186715839979495e-11,5.295200409859438e-11,6.17553226892374e-11,-0.06679199367663549
NGC4013,17.285500000000003,1.9047390302201558e-11,5.166348332413232e-11,5.79632704904462e-11,-0.04996919749903777
NGC4013,17.979333333333333,1.745216736919253e-11,4.966975829652319e-11,5.504245893675497e-11,-0.04460578046317864
