name,ra_deg,dec_deg,match_found,n_candidates,error,2masx,xsc_ra_deg,xsc_dec_deg,sep_arcsec,J_ext_mag,e_J_ext_mag,H_ext_mag,e_H_ext_mag,K_ext_mag,e_K_ext_mag,J_minus_K_ext,Sb_over_a,Spa_deg
UGC07399,185.15896,46.29178,True,2,,12203811+4617276,185.158829,46.291019,2.7589128796895945,11.954999923706055,0.04500000178813934,11.494999885559082,0.050999999046325684,11.295000076293945,0.0729999989271164,0.6599998474121094,0.47999998927116394,0.0
UGC07524,186.45358,33.54686,True,1,,12254892+3332482,186.453842,33.546749,0.8818312894679791,10.65999984741211,0.03099999949336052,10.246000289916992,0.04500000178813934,9.97599983215332,0.057999998331069946,0.6840000152587891,0.6299999952316284,-63.0
UGC07559,186.77147,37.14268,False,0,,,,,,,,,,,,,,
UGC07577,186.92042,43.49556,False,0,,,,,,,,,,,,,,
UGC07603,187.18381,22.82045,False,0,,,,,,,,,,,,,,
UGC07608,187.18417,43.22414,False,0,,,,,,,,,,,,,,
UGC07690,188.11207,42.70412,True,1,,12322795+4242197,188.11647,42.705486,12.636289169405996,12.939000129699707,0.032999999821186066,12.378000259399414,0.04800000041723251,12.192999839782715,0.0729999989271164,0.7460002899169922,0.5600000023841858,80.0
UGC07866,190.56306,38.50184,False,0,,,,,,,,,,,,,,
UGC08286,198.0525,44.04122,True,1,,13121179+4402168,198.049164,44.038021,14.39304771640284,10.645999908447266,0.035999998450279236,10.027999877929688,0.04399999976158142,9.744000434875488,0.05700000002980232,0.9019994735717773,0.1599999964237213,28.0
UGC08490,202.40213,58.41872,True,2,,13293650+5825074,202.402115,58.418732,0.051633419562294794,10.237000465393066,0.03400000184774399,9.642000198364258,0.05000000074505806,9.506999969482422,0.05900000035762787,0.7300004959106445,0.7599999904632568,-5.0
UGC08550,203.51212,47.91488,True,2,,13340283+4754556,203.511795,47.915466,2.2506295858024754,12.489999771118164,0.04800000041723251,12.09000015258789,0.08399999886751175,11.666999816894531,0.07800000160932541,0.8229999542236328,0.3400000035762787,-15.0
UGC08699,206.28636,41.50341,True,1,,13450866+4130118,206.286118,41.503304,0.7558557493659324,10.755000114440918,0.09200000017881393,9.930000305175781,0.013000000268220901,9.741999626159668,0.019999999552965164,1.01300048828125,0.25999999046325684,-80.0
UGC08837,208.69083,53.90331,False,0,,,,,,,,,,,,,,
UGC09037,212.12144,7.05803,True,1,,14082910+0703288,212.121277,7.058,0.592283252020842,12.222999572753906,0.06800000369548798,11.54800033569336,0.08500000089406967,11.119999885559082,0.1080000028014183,1.1029996871948242,0.7200000286102295,-30.0
UGC09133,214.03227,35.34387,True,1,,14160771+3520373,214.032135,35.343716,0.6815530775875632,9.748000144958496,0.012000000104308128,9.076000213623047,0.014000000432133675,8.800999641418457,0.017999999225139618,0.9470005035400391,0.6600000262260437,25.0
UGC09992,235.44939,67.25426,False,0,,,,,,,,,,,,,,
UGC10310,244.07604,47.04652,False,0,,,,,,,,,,,,,,
UGC11455,292.48472,72.11299,True,1,,19295625+7206461,292.484406,72.112816,0.7161846154770907,10.503999710083008,0.019999999552965164,9.640999794006348,0.01899999938905239,9.229999542236328,0.027000000700354576,1.2740001678466797,0.20000000298023224,60.0
UGC11557,306.00274,60.19479,True,2,,20235832+6011334,305.993011,60.192623,19.07750666790205,13.154999732971191,0.04500000178813934,12.630999565124512,0.06199999898672104,12.151000022888184,0.07900000363588333,1.0039997100830078,0.18000000715255737,70.0
UGC11820,327.36847,14.23085,False,0,,,,,,,,,,,,,,
UGC11914,331.96831,31.35935,True,2,,22075236+3121333,331.968201,31.359255,0.47879179020408114,7.783999919891357,0.007000000216066837,7.076000213623047,0.007000000216066837,6.828999996185303,0.013000000268220901,0.9549999237060547,0.9200000166893005,80.0
UGC12506,349.87711,16.07481,True,1,,23193047+1604292,349.876984,16.074793,0.44014029635158547,11.954000473022461,0.035999998450279236,11.213000297546387,0.04100000113248825,10.739999771118164,0.0560000017285347,1.2140007019042969,0.2199999988079071,80.0
UGC12632,352.49445,40.99038,False,0,,,,,,,,,,,,,,
UGC12732,355.1658,26.23651,False,0,,,,,,,,,,,,,,
UGCA281,186.56543,48.49401,False,0,,,,,,,,,,,,,,
UGCA442,355.94034,-31.9567,True,1,,23434554-3157243,355.939789,-31.95677,1.7017434017828628,12.970999717712402,0.08799999952316284,12.303999900817871,0.10400000214576721,12.770000457763672,0.33399999141693115,0.20099925994873047,1.0,90.0
UGCA444,0.49236,-15.46108,False,0,,,,,,,,,,,,,,
