name,n_points,rms_sigma_kms,rms_mond_kms,delta_rms_sigma_minus_mond_kms,median_log10_Vobs_over_Vsigma,rar_scatter_dex,color_w1_w2,w1_w2_gmag,w1_w2_mpro,ext_flg,sep_arcsec,cc_flags,ph_qual,good,good_phot,good_match
UGC06983,17,9.136276275275097,9.228773408561947,-0.09249713328684983,0.02038910667077237,0.04137541199076291,0.0190000000000001,0.0190000000000001,0.1340000000000003,5,1.7794789151304704,0000,AAAB,True,True,True
UGC07089,12,15.886677696579905,15.009710880541224,0.8769668160386814,-0.10182868813062113,0.018959881337441975,-0.0339999999999989,,-0.0339999999999989,1,1.440973754840766,0000,AABC,True,True,True
UGC07125,13,32.640710123781076,30.684269714652956,1.9564404091281205,-0.16950688102227074,0.034862731117879575,0.1349999999999998,,0.1349999999999998,3,0.0175373136238876,0000,AACC,True,True,True
UGC07151,11,5.928003825586021,5.531709211482818,0.3962946141032031,-0.022516445029436047,0.031918818763532954,0.0449999999999999,0.0449999999999999,0.0080000000000008,5,0.014094652194132,0000,AAAA,True,True,True
UGC07261,7,5.8325192583232734,4.61012945815692,1.2223898001663533,-0.008604353891901236,0.051870887670210745,0.0499999999999989,0.0499999999999989,0.1150000000000002,5,0.0125793833705471,0000,AAAB,True,True,True
UGC07323,10,9.239765892612859,9.250899974951578,-0.011134082338719153,-0.052605777466466164,0.020502378647269053,0.0410000000000003,,0.0410000000000003,5,1.133330709593228,0000,AACU,True,True,True
UGC07399,10,27.394049226425512,27.364855308575113,0.029193917850399487,0.15464724856275075,0.017755792701345398,0.0630000000000006,,0.0630000000000006,5,2.0498998698464943,0000,AAAB,False,True,False
UGC07524,31,8.478639742244788,7.346302856416208,1.1323368858285798,-0.00797794549580335,0.03908007045502632,0.1369999999999986,0.1369999999999986,0.7850000000000001,5,0.2798767702181893,0000,AAAA,True,True,True
UGC07559,7,7.597394182624395,10.460934313002271,-2.863540130377876,-0.11318078030313725,0.028270237778839875,0.5669999999999984,,0.5669999999999984,0,4.702236647574805,0000,AAUU,False,True,False
UGC07577,9,8.745295521778653,13.11371205851881,-4.368416536740158,-0.2483469724917846,0.19614502050590904,-0.0019999999999988,,-0.0019999999999988,1,17.74678647850316,0000,AAUU,False,True,False
UGC07603,12,7.393805015578501,6.857775316854595,0.5360296987239055,0.06491970839301292,0.033104616794438824,0.0289999999999999,,0.0289999999999999,5,4.251238648010512,0000,AAAB,False,True,False
UGC07608,8,8.935534927545596,7.668994005657545,1.2665409218880512,0.08283010323797718,0.03746314863519853,0.125,,0.125,0,3.8084427250211816,0000,AAUU,False,True,False
UGC07690,7,6.5114999194519125,6.177003950713261,0.3344959687386515,-0.027237772167107245,0.04226288014991133,0.0709999999999997,,0.0709999999999997,3,1.5710745094516063,0000,AABB,True,True,True
UGC07866,7,5.774909699179454,8.083156173523998,-2.3082464743445437,-0.08133355976034713,0.06773919551647196,0.1440000000000001,,0.1440000000000001,1,5.715549897225454,0000,AAUU,False,True,False
UGC08286,17,11.445522002211439,11.204213019672554,0.2413089825388841,0.05379515842598418,0.04556241350363454,0.0609999999999999,,0.0609999999999999,3,9.743099956283254,0000,AAAB,False,True,False
UGC08490,30,8.974774443409208,8.882771430695836,0.09200301271337175,0.04582222254242839,0.032599854163340325,-0.0220000000000002,,-0.0220000000000002,5,4.941164863352854,0000,AAAA,False,True,False
UGC08550,11,4.819371046696126,3.473349482880548,1.3460215638155786,0.04307401206111396,0.035600304208547685,0.100999999999999,,0.100999999999999,5,0.0119101566816996,0000,AABC,True,True,True
UGC08699,41,15.494333421623372,13.600363968867107,1.8939694527562647,0.032506108996239666,0.02992143020673123,0.0020000000000006,0.0020000000000006,0.0070000000000014,5,0.0031562361657272,0000,AAAA,True,True,True
UGC08837,8,12.919872069749527,14.588051846968398,-1.668179777218871,-0.1731566227772966,0.032329123553831385,0.0630000000000006,,0.0630000000000006,1,2.7620958961144155,0000,AACU,False,True,False
UGC09037,22,38.57714267509292,37.53003930954475,1.0471033655481747,-0.09849058159897867,0.04107312990552111,0.1470000000000002,0.1470000000000002,0.1460000000000008,5,0.0172930832459551,0000,AAAA,True,True,True
UGC09133,68,26.457762998895788,21.18197585782526,5.275787141070527,-0.001868486104901464,0.047626977187603475,0.016,0.016,0.0519999999999996,5,0.0176488480176667,0000,AAAA,True,True,True
UGC09992,5,14.419432813546175,15.309234570923277,-0.8898017573771018,-0.1476653628630226,0.07717397747252389,0.1719999999999988,,0.1719999999999988,0,4.457719404535787,0000,AAUU,False,True,False
UGC10310,7,9.081227074471526,7.9733837878427645,1.1078432866287615,-0.005031848632212138,0.04965868440888992,0.2010000000000005,,0.2010000000000005,1,0.0130179096155193,0000,AABU,True,True,True
UGC11455,36,13.701974816699808,15.236212404014196,-1.5342375873143883,-0.002612432209766238,0.053420988074988386,0.1229999999999993,0.1229999999999993,0.136000000000001,5,0.0169796926145548,000p,AAAA,True,True,True
UGC11557,12,34.34806401163049,34.190729080222454,0.15733493140803745,-0.1929480240975352,0.16869550198251523,0.0310000000000005,,0.0310000000000005,3,0.01616793234019,0000,AAAB,True,True,True
UGC11820,10,11.305635644108309,9.202664439220769,2.10297120488754,0.021556476876330645,0.12229107798651197,0.1780000000000008,,0.1780000000000008,1,0.0198045741809319,0000,AAUU,True,True,True
UGC11914,65,41.41185913583571,34.977375094623035,6.434484041212677,0.06657605143253918,0.018997444230532283,0.0009999999999994,0.0009999999999994,0.0269999999999992,5,0.2482641146186204,0000,AAAA,True,True,True
UGC12506,31,38.303206579228515,38.68179959828033,-0.378593019051813,0.04502643555563572,0.0963112269192444,0.1300000000000007,0.1300000000000007,0.0909999999999993,5,0.0100097354459776,0000,AAAA,True,True,True
UGC12632,15,8.905412687277364,7.647547343175657,1.257865344101707,0.005955455214644231,0.05965566093845005,-0.0119999999999986,,-0.0119999999999986,1,6.774619377407302,0000,AAUU,False,True,False
UGC12732,16,8.317027514375253,6.806973492095224,1.5100540222800287,0.006508952534684457,0.04870355427915735,0.0540000000000002,,0.0540000000000002,1,0.0116177792774236,0000,AAUU,True,True,True
UGCA281,7,1.784171625127863,2.9206913656446396,-1.1365197405167766,0.02261454264485787,0.10362225273772283,0.6550000000000011,,0.6550000000000011,1,1.1416549421174202,0000,AAAA,True,True,True
UGCA442,8,3.2964269697802377,3.4511889420716586,-0.15476197229142086,-0.008179636560954077,0.08186435776931866,0.3689999999999998,,0.3689999999999998,3,6.688975129040544,0000,AAUC,False,True,False
UGCA444,36,3.8669456171371692,4.905547560627027,-1.0386019434898577,-0.02551073686608818,0.1999617074586414,0.1450000000000013,,0.1450000000000013,4,22.206433005704863,0000,AAUU,False,True,False
